,Index,Route,Longitude,Latitude,Sum_Accidents,Date,Time,Hour,Temperature,Temp_Max,Temp_Min,Dewpoint,Humidity,Month,Weekday,Visibility,Cloud_Coverage,Precipitation_Type,Precipitation_Intensity,Precip_Intensity_Max,Precip_Intensity_Time,EventBefore,Event,ConditionBefore,Conditions,Clear,Cloudy,Rain,Fog,Snow,RainBefore,Terrain,Land_Use,Access_Control,Operation,Thru_Lanes,Num_Lanes,Ad_Sys,Gov_Cont,Func_Class,Pavement_Width,Pavement_Type,Prediction,Probability,Log_Mile,Predictions
5600,3678,33I0075001,-85.21086600000001,35.001294,162,2/25/19,15:00,15,54.01,55.43,34.82,23.89,0.31,2,0,10.0,0.12,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,1,0,2,2,4,4,2,1,11,24,15,,0.1603172,1.202,0.0
5327,4821,33SR002001,-85.273583,35.01572,32,2/25/19,19:00,19,48.57,55.55,35.11,27.53,0.44,2,0,10.0,0.14,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,4,4,13,1,16,24,15,,0.16996844,10.096,0.0
2127,3201,33SR320001,-85.163699,35.015214,110,2/25/19,13:00,13,48.53,55.2,34.86,21.79,0.34,2,0,10.0,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,partly-cloudy-day,Partly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,2,0,2,4,4,21,1,14,22,15,,0.25254458,2.6069999999999998,0.0
5601,3578,3303577001,-85.247288,35.023823,34,2/25/19,14:00,14,51.4,55.16,35.06,22.1,0.31,2,0,10.0,0.12,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,4,0,2,2,2,18,4,16,10,15,,0.17715052,1.611,0.0
10,1116,33SR008001,-85.30963299999999,35.052314,35,2/25/19,4:00,4,39.27,55.66,35.26,24.67,0.55,2,0,10.0,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,4,4,21,1,16,23,15,,0.03394657,9.415,0.0
4642,4020,33I0075001,-85.203262,35.007414000000004,43,2/25/19,16:00,16,55.51,55.51,34.76,25.32,0.31,2,0,10.0,0.14,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,2,2,8,8,2,1,11,48,15,,0.24160437,1.847,0.0
983,1197,330E416001,-85.173294,35.017551,27,2/25/19,4:00,4,39.34,55.25,35.56,25.26,0.57,2,0,10.0,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,1,0,0,0,0,0,2,7,0,2,2,2,12,4,19,22,15,,0.04308604,0.316,0.0
51,5238,3303588001,-85.256848,35.114504,43,2/25/19,21:00,21,45.05,55.87,34.55,27.04,0.49,2,0,10.0,0.16,rain,0.0005,0.002,1551078000,partly-cloudy-night,partly-cloudy-night,Partly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,2,0,2,4,4,16,4,14,24,15,,0.22692816,2.8360000000000003,0.0
4146,5579,33I0024002,-85.399125,34.994873999999996,29,2/25/19,22:00,22,43.36,55.93,34.87,27.58,0.53,2,0,10.0,0.14,rain,0.0005,0.002,1551078000,partly-cloudy-night,partly-cloudy-night,Partly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,0,2,2,4,4,2,1,11,24,15,,0.19589962,0.996,0.0
64,1354,33I0024002,-85.31139,35.029438,36,2/25/19,5:00,5,37.73,55.79,35.31,23.9,0.57,2,0,10.0,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,2,2,6,8,2,1,11,36,18,,0.04845927,8.032,0.0
3104,915,33SR008001,-85.318282,35.083649,31,2/25/19,3:00,3,39.96,55.56,34.9,25.01,0.55,2,0,10.0,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,4,4,21,1,16,22,15,,0.032323074,11.995,0.0
4343,47,3305770001,-85.220466,35.004613,65,2/25/19,0:00,0,53.79,60.81,45.09,50.0,0.87,2,0,6.42,0.35,rain,0.0135,0.134,1550995200,clear-night,rain,Clear,Rain,0,0,1,0,0,0,2,0,0,2,2,2,18,4,16,34,15,,0.15216656,0.107,0.0
1268,2967,3304986001,-85.153824,35.041303000000006,82,2/25/19,12:00,12,45.69,55.18,34.73,20.61,0.36,2,0,10.0,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,3,3,18,4,17,12,15,,0.17122367,2.1630000000000003,0.0
2072,4138,33SR002001,-85.328285,35.013727,27,2/25/19,16:00,16,55.87,55.87,34.95,24.82,0.3,2,0,10.0,0.14,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,3,0,0,2,3,3,21,1,16,24,15,,0.10194528,5.744,0.0
1574,845,33I0024002,-85.350032,35.028387,39,2/25/19,3:00,3,40.0,55.86,34.89,25.4,0.56,2,0,10.0,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,1,0,0,0,0,0,2,0,2,2,4,4,2,1,11,24,15,,0.09453467,5.06,0.0
3640,764,33I0024002,-85.38050600000001,35.021426,79,2/25/19,3:00,3,39.4,55.61,34.7,25.38,0.57,2,0,10.0,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,1,0,0,0,0,0,2,0,2,2,4,6,2,1,11,24,15,,0.05431951,3.177,0.0
111,3005,33I0075001,-85.111622,35.073807,51,2/25/19,12:00,12,45.06,54.26,34.53,20.86,0.38,2,0,10.0,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,0,2,2,8,10,2,1,11,48,18,,0.017180622,8.969,0.0
1591,552,330D228001,-85.197621,35.083886,52,2/25/19,2:00,2,40.93,55.21,34.95,25.96,0.55,2,0,10.0,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,1,0,0,0,0,0,2,0,0,2,2,2,12,4,19,26,15,,0.011813544,0.059000000000000004,0.0
5364,5076,3304986001,-85.15674399999999,35.037712,31,2/25/19,20:00,20,46.09,55.24,34.75,27.59,0.48,2,0,10.0,0.14,rain,0.0005,0.002,1551078000,partly-cloudy-night,partly-cloudy-night,Partly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,2,0,2,2,2,18,4,17,12,15,,0.21271671,1.8630000000000002,0.0
4705,4591,33SR002001,-85.365756,35.020313,31,2/25/19,18:00,18,52.51,56.11,34.57,26.89,0.37,2,0,10.0,0.14,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,4,4,21,1,16,24,15,,0.1864325,3.1910000000000003,0.0
3300,3285,33I0075001,-85.203262,35.007414000000004,43,2/25/19,13:00,13,48.59,55.38,34.76,21.4,0.34,2,0,10.0,0.12,rain,0.0005,0.002,1551078000,partly-cloudy-night,partly-cloudy-day,Partly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,2,2,2,8,8,2,1,11,48,15,,0.41296518,1.847,0.0
2199,2448,33I0024002,-85.25206899999999,35.014338,26,2/25/19,9:00,9,37.4,55.11,35.62,20.8,0.51,2,0,10.0,0.12,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,0,2,2,6,6,2,1,11,36,18,,0.062087726,12.072000000000001,0.0
897,1947,3305403001,-85.290524,35.041458,26,2/25/19,7:00,7,35.23,55.67,35.23,21.9,0.58,2,0,10.0,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,3,3,18,4,16,17,15,,0.11716917,1.618,0.0
4024,4322,33I0024002,-85.227148,35.005132,33,2/25/19,17:00,17,54.93,55.59,34.92,26.19,0.33,2,0,10.0,0.14,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,2,2,6,6,2,1,11,36,18,,0.15732424,13.632,0.0
4075,3901,33I0075001,-85.210479,35.004212,26,2/25/19,15:00,15,54.1,55.56,34.81,24.07,0.31,2,0,10.0,0.14,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,1,0,2,2,4,4,2,1,11,24,15,,0.20070286,1.391,0.0
562,5806,3304986001,-85.159779,35.035252,32,2/25/19,23:00,23,42.63,55.27,34.77,26.54,0.53,2,0,10.0,0.14,rain,0.0005,0.002,1551078000,partly-cloudy-night,partly-cloudy-night,Partly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,2,0,2,3,3,18,4,17,24,15,,0.21253926,1.482,0.0
1270,1413,3304987001,-85.155546,35.030221000000004,29,2/25/19,5:00,5,37.85,55.19,35.44,24.29,0.58,2,0,10.0,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,1,0,0,0,0,0,2,7,0,2,4,4,18,4,14,24,15,,0.035953514,1.127,0.0
1492,1670,33I0075001,-85.17253000000001,35.027345000000004,28,2/25/19,6:00,6,36.46,55.31,35.5,23.3,0.58,2,0,10.0,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,1,0,0,0,0,0,2,7,2,2,6,6,2,1,11,36,18,,0.09966227,4.247,0.0
4321,2957,3304976001,-85.06329000000001,35.08082,109,2/25/19,12:00,12,45.45,54.68,33.67,21.28,0.38,2,0,10.0,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,2,2,18,4,16,12,15,,0.15960477,1.598,0.0
2214,5612,33I0124001,-85.318867,35.035208000000004,27,2/25/19,22:00,22,44.13,55.97,35.03,27.11,0.51,2,0,10.0,0.15,rain,0.0005,0.002,1551078000,partly-cloudy-night,partly-cloudy-night,Partly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,5,2,2,6,8,2,1,11,36,15,,0.16145867,0.445,0.0
1885,1009,33I0024002,-85.38050600000001,35.021426,79,2/25/19,4:00,4,38.42,55.61,34.7,24.67,0.57,2,0,10.0,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,1,0,0,0,0,0,2,0,2,2,4,6,2,1,11,24,15,,0.05273108,3.177,0.0
3468,2744,330B598001,-85.189874,35.030545000000004,61,2/25/19,11:00,11,42.13,55.28,34.6,21.45,0.43,2,0,10.0,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,4,4,12,4,19,28,15,,0.109795086,0.11800000000000001,0.0
5028,2654,3303549001,-85.306529,35.053585,28,2/25/19,10:00,10,39.53,55.68,35.01,19.89,0.45,2,0,10.0,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,0,1,3,3,16,4,14,30,15,,0.16338581,0.66,0.0
4814,2925,33I0024002,-85.259012,35.019636,26,2/25/19,11:00,11,41.81,54.88,35.14,21.05,0.43,2,0,10.0,0.12,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,0,2,2,6,6,2,1,11,36,18,,0.07800142,11.532,0.0
1694,4668,3303603001,-85.181912,35.016889,113,2/25/19,19:00,19,48.15,55.33,34.97,27.7,0.45,2,0,10.0,0.14,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,2,2,18,4,16,12,15,,0.16004272,0.002,0.0
705,727,330A675001,-85.26334399999999,35.032718,26,2/25/19,2:00,2,41.15,55.33,35.45,26.19,0.55,2,0,10.0,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,1,0,0,0,0,0,2,7,0,2,2,2,12,4,19,30,15,,0.035253447,0.174,0.0
5408,4757,3303578001,-85.23190799999999,35.006205,42,2/25/19,19:00,19,48.66,55.6,34.94,27.59,0.44,2,0,10.0,0.14,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,1,0,0,0,0,0,2,7,0,2,2,2,18,4,16,27,15,,0.14866942,0.787,0.0
572,3202,3304976001,-85.06329000000001,35.08082,109,2/25/19,13:00,13,48.28,54.68,33.67,22.47,0.36,2,0,10.0,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,partly-cloudy-day,Partly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,2,0,2,2,2,18,4,16,12,15,,0.239326,1.598,0.0
2216,4276,3303590001,-85.3083,35.063253,39,2/25/19,17:00,17,55.05,55.77,34.88,25.87,0.32,2,0,10.0,0.15,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,4,4,18,4,16,38,15,,0.15080503,0.038,0.0
827,3392,3304988001,-85.156695,35.027055,28,2/25/19,13:00,13,48.58,55.19,34.78,21.81,0.34,2,0,10.0,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,partly-cloudy-day,Partly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,2,0,2,2,2,18,4,16,12,15,,0.22049466,2.9810000000000003,0.0
3654,1365,33SR153001,-85.22510600000001,35.094661,35,2/25/19,5:00,5,38.02,55.52,35.07,23.46,0.55,2,0,10.0,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,1,0,0,0,0,0,2,4,2,2,4,4,13,1,12,24,15,,0.02126634,6.062,0.0
1815,3785,33I0024002,-85.350032,35.028387,39,2/25/19,15:00,15,54.74,56.02,34.76,23.49,0.29,2,0,10.0,0.15,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,0,2,2,4,4,2,1,11,24,15,,0.5085666,5.06,1.0
3555,5871,33SR320001,-85.174648,35.017727,26,2/25/19,23:00,23,42.82,55.37,34.91,26.61,0.52,2,0,10.0,0.14,rain,0.0005,0.002,1551078000,partly-cloudy-night,partly-cloudy-night,Partly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,2,0,2,4,5,21,1,14,24,15,,0.25971335,1.9280000000000002,0.0
2602,1869,330B809001,-85.218956,34.998857,33,2/25/19,7:00,7,35.47,55.44,35.47,22.64,0.59,2,0,10.0,0.12,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,1,0,0,0,0,0,2,7,0,2,2,2,12,4,19,20,15,,0.12199327,0.077,0.0
2596,5011,3303590001,-85.3083,35.063253,39,2/25/19,20:00,20,46.87,55.77,34.87,27.48,0.47,2,0,10.0,0.15,rain,0.0005,0.002,1551078000,partly-cloudy-night,partly-cloudy-night,Partly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,2,0,2,4,4,18,4,16,38,15,,0.25940543,0.038,0.0
3250,975,33I0024002,-85.307401,35.027762,26,2/25/19,3:00,3,40.26,55.8,35.28,25.5,0.55,2,0,10.0,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,2,2,6,8,2,1,11,36,15,,0.06101287,8.283999999999999,0.0
2069,2190,33I0024002,-85.259012,35.019636,26,2/25/19,8:00,8,35.66,54.88,35.61,21.5,0.56,2,0,10.0,0.12,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,0,2,2,6,6,2,1,11,36,18,,0.04548126,11.532,0.0
2233,1608,33SR317001,-85.209734,35.081593,35,2/25/19,6:00,6,35.94,55.17,35.05,22.59,0.58,2,0,10.0,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,2,2,13,1,14,24,15,,0.088956356,0.001,0.0
136,4903,33I0075001,-85.21086600000001,35.001294,162,2/25/19,20:00,20,46.7,55.57,34.82,27.59,0.47,2,0,10.0,0.14,rain,0.0005,0.002,1551078000,partly-cloudy-night,partly-cloudy-night,Partly Cloudy,Partly Cloudy,0,1,0,0,0,0,1,0,2,2,4,4,2,1,11,24,15,,0.04167435,1.202,0.0
1955,3533,33SR008001,-85.209287,34.989471,42,2/25/19,14:00,14,51.7,55.52,35.12,22.66,0.32,2,0,10.0,0.12,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,4,4,13,1,14,24,15,,0.14872725,1.2819999999999998,0.0
5159,3434,3305787001,-85.15314599999999,35.030081,157,2/25/19,14:00,14,51.51,55.17,34.76,23.04,0.33,2,0,10.0,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,2,2,18,4,17,12,15,,0.145914,0.129,0.0
803,3402,330E416001,-85.173294,35.017551,27,2/25/19,13:00,13,48.58,55.25,34.91,21.68,0.34,2,0,10.0,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,partly-cloudy-day,Partly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,7,0,2,2,2,12,4,19,22,15,,0.36019793,0.316,0.0
3742,3506,33I0075001,-85.163223,35.035571999999995,47,2/25/19,14:00,14,51.59,55.23,34.79,22.92,0.32,2,0,10.0,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,4,2,2,6,8,2,1,11,36,18,,0.3026858,5.016,0.0
3361,1535,33I0075001,-85.111622,35.073807,51,2/25/19,6:00,6,36.21,54.26,35.31,23.2,0.59,2,0,10.0,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,1,0,0,0,0,0,2,0,2,2,8,10,2,1,11,48,18,,0.0107500255,8.969,0.0
2300,3529,33SR002001,-85.22789399999999,35.012235,43,2/25/19,14:00,14,51.63,55.47,34.89,22.33,0.31,2,0,10.0,0.12,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,6,6,13,1,14,30,15,,0.24921797,13.843,0.0
1135,1230,33I0024002,-85.297892,35.021809000000005,145,2/25/19,5:00,5,37.75,55.81,35.34,24.0,0.57,2,0,10.0,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,2,2,6,8,2,1,11,36,15,,0.068087146,8.966000000000001,0.0
5235,4269,3304987001,-85.158512,35.023734999999995,42,2/25/19,17:00,17,54.42,55.26,34.8,26.63,0.34,2,0,10.0,0.14,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,7,0,2,4,4,18,4,14,24,15,,0.20033105,0.6509999999999999,0.0
5624,4850,33I0075001,-85.201076,35.007825,29,2/25/19,19:00,19,48.46,55.49,34.75,27.67,0.44,2,0,10.0,0.14,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,1,0,0,0,0,0,2,4,2,2,8,8,2,1,11,48,18,,0.08396116,1.976,0.0
2028,674,33SR321001,-85.0667,35.059606,30,2/25/19,2:00,2,40.8,54.72,35.06,26.34,0.56,2,0,10.0,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,2,2,21,1,16,12,15,,0.015955655,5.415,0.0
737,2989,330B598001,-85.189874,35.030545000000004,61,2/25/19,12:00,12,45.69,55.28,34.6,20.3,0.36,2,0,10.0,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,4,4,12,4,19,28,15,,0.12900825,0.11800000000000001,0.0
5530,789,33I0024002,-85.252128,35.014375,58,2/25/19,3:00,3,40.21,55.11,35.62,25.76,0.56,2,0,10.0,0.12,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,1,0,0,0,0,0,2,0,2,2,6,6,2,1,11,36,18,,0.019631872,12.068,0.0
2329,1506,3304988001,-85.15562800000001,35.024501,70,2/25/19,6:00,6,36.42,55.18,35.47,23.39,0.59,2,0,10.0,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,2,2,18,4,16,26,15,,0.020825133,2.853,0.0
869,1039,330C359001,-85.21546,35.009932,54,2/25/19,4:00,4,39.31,55.45,35.4,25.25,0.57,2,0,10.0,0.12,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,1,0,0,0,0,0,1,2,0,2,3,3,12,4,19,34,15,,0.013907165,0.083,0.0
2008,4253,33SR153001,-85.22901800000001,35.104278,45,2/25/19,17:00,17,54.56,55.64,34.67,26.05,0.33,2,0,10.0,0.15,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,0,2,2,4,4,13,1,12,24,18,,0.18032853,6.775,0.0
306,457,3303578001,-85.219735,35.043284,27,2/25/19,1:00,1,42.3,55.53,35.19,26.75,0.54,2,0,10.0,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,1,0,0,0,0,0,2,7,0,2,4,4,18,4,16,42,15,,0.014067477,3.6689999999999996,0.0
3047,3190,33I0024002,-85.297892,35.021809000000005,145,2/25/19,13:00,13,49.05,55.81,35.01,20.77,0.32,2,0,10.0,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,partly-cloudy-day,Partly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,2,2,2,6,8,2,1,11,36,15,,0.4866835,8.966000000000001,0.0
968,4225,3303577001,-85.252077,35.013826,54,2/25/19,17:00,17,54.58,55.25,35.12,26.02,0.33,2,0,10.0,0.14,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,7,0,2,4,4,18,4,16,22,15,,0.21804468,0.8640000000000001,0.0
2699,3721,330B068001,-85.228277,35.012954,65,2/25/19,15:00,15,54.09,55.47,34.89,23.7,0.3,2,0,10.0,0.12,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,0,0,2,2,2,12,4,19,32,15,,0.117045395,0.001,0.0
398,3839,33SR002001,-85.269492,35.022196,32,2/25/19,15:00,15,54.11,55.5,35.08,23.64,0.3,2,0,10.0,0.14,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,4,4,13,1,14,36,15,,0.26291904,10.607000000000001,0.0
5046,4403,33SR027001,-85.308826,35.031481,26,2/25/19,17:00,17,55.33,55.96,34.98,25.94,0.32,2,0,10.0,0.14,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,4,4,21,1,16,24,15,,0.20918086,5.013999999999999,0.0
