,Train_Acc,Train_Loss,Test_Acc,Test_Loss,AUC,CM
47,75.845219,0.168338243,75.00430762,0.168387699,0.82979788,"[[11875  4996]
 [ 3708 14243]]"
48,75.89814083,0.168045122,75.17374074,0.167951965,0.830734668,"[[12305  4566]
 [ 4079 13872]]"
49,75.97567831,0.167645553,75.2196887,0.167761596,0.831401538,"[[12172  4699]
 [ 3930 14021]]"
50,76.02121628,0.167332021,75.27425191,0.167228167,0.831735302,"[[11989  4882]
 [ 3728 14223]]"
51,76.02860014,0.166936648,75.29435414,0.167010409,0.832814502,"[[12401  4470]
 [ 4133 13818]]"
52,76.17136868,0.166509741,75.27138016,0.166531166,0.833509077,"[[11796  5075]
 [ 3536 14415]]"
53,76.20459868,0.166081005,75.3517891,0.166221744,0.834083283,"[[11838  5033]
 [ 3550 14401]]"
54,76.27721286,0.165784115,75.42358279,0.165939171,0.834674104,"[[11823  5048]
 [ 3510 14441]]"
55,76.33751955,0.165464508,75.52409396,0.165699441,0.835214688,"[[11906  4965]
 [ 3558 14393]]"
56,76.35844374,0.165196767,75.54706795,0.165278247,0.835746345,"[[12365  4506]
 [ 4009 13942]]"
57,76.54305689,0.164819193,75.58152892,0.165143612,0.83668568,"[[11951  4920]
 [ 3583 14368]]"
58,76.40151852,0.164517764,75.66193786,0.164708093,0.836766573,"[[12544  4327]
 [ 4148 13803]]"
59,76.64520851,0.164163391,75.65332261,0.164487461,0.837735958,"[[12053  4818]
 [ 3660 14291]]"
60,76.68828561,0.163805576,75.74521854,0.164156524,0.838316012,"[[12191  4680]
 [ 3766 14185]]"
61,76.70059315,0.163436725,75.77393602,0.163824694,0.838807791,"[[12170  4701]
 [ 3735 14216]]"
62,76.71043762,0.162952453,75.86583195,0.163373108,0.839883581,"[[12508  4363]
 [ 4041 13910]]"
63,76.84582124,0.16247016,75.79403825,0.162871279,0.840640551,"[[11966  4905]
 [ 3524 14427]]"
64,76.93566694,0.16205894,76.00654758,0.162506459,0.841865907,"[[12317  4554]
 [ 3801 14150]]"
65,77.02797293,0.161588929,75.97495836,0.161990976,0.842390717,"[[12311  4560]
 [ 3806 14145]]"
66,77.19289421,0.161065043,76.00654758,0.161608988,0.843486278,"[[12202  4669]
 [ 3686 14265]]"
67,77.20397085,0.160705728,76.07834128,0.161168113,0.843855563,"[[12266  4605]
 [ 3725 14226]]"
68,77.24827764,0.160464628,76.12716099,0.161081001,0.844088932,"[[12407  4464]
 [ 3849 14102]]"
69,77.26181656,0.160363882,76.13577623,0.161065397,0.844430438,"[[12349  4522]
 [ 3788 14163]]"
70,77.08089602,0.160158498,76.08982827,0.160960416,0.844062998,"[[11707  5164]
 [ 3162 14789]]"
71,77.35166137,0.159981075,76.13290449,0.160615625,0.845173343,"[[12573  4298]
 [ 4013 13938]]"
72,77.378738,0.15961644,76.22192867,0.160359731,0.845543741,"[[12206  4665]
 [ 3615 14336]]"
73,77.35043073,0.15935996,76.31382459,0.160216268,0.846021472,"[[12682  4189]
 [ 4059 13892]]"
74,77.3799686,0.15920437,76.28223537,0.16005009,0.846143861,"[[12090  4781]
 [ 3478 14473]]"
75,77.14366363,0.159065793,76.05823904,0.159910188,0.845452579,"[[11638  5233]
 [ 3104 14847]]"
76,77.33197018,0.158861386,76.24490265,0.159745652,0.846166175,"[[11832  5039]
 [ 3233 14718]]"
77,77.29750864,0.158651595,76.30520935,0.159622931,0.846684349,"[[12900  3971]
 [ 4280 13671]]"
78,77.49935258,0.158607693,76.39997703,0.159571358,0.847036234,"[[12275  4596]
 [ 3622 14329]]"
79,77.50058281,0.158365724,76.46028373,0.159466452,0.84730061,"[[12083  4788]
 [ 3409 14542]]"
80,77.56581249,0.158016331,76.39136178,0.15915552,0.847821053,"[[12587  4284]
 [ 3937 14014]]"
81,77.59535072,0.157960173,76.36264431,0.159088501,0.847976508,"[[12511  4360]
 [ 3871 14080]]"
82,77.57812086,0.157892866,76.49761645,0.158973263,0.848332303,"[[12678  4193]
 [ 3991 13960]]"
83,77.39473747,0.157674886,76.26213313,0.159006424,0.847816229,"[[11754  5117]
 [ 3149 14802]]"
84,77.63719622,0.157554859,76.44018149,0.158841662,0.848484493,"[[12567  4304]
 [ 3900 14051]]"
85,77.47104515,0.157343337,76.42582276,0.158669674,0.84847794,"[[11833  5038]
 [ 3171 14780]]"
86,77.55473549,0.157088282,76.48038596,0.158534296,0.849008963,"[[12872  3999]
 [ 4191 13760]]"
87,77.61873494,0.156985278,76.5665384,0.158417371,0.849433293,"[[12714  4157]
 [ 4003 13948]]"
88,77.65688826,0.156819438,76.5550514,0.15828349,0.849890597,"[[12616  4255]
 [ 3909 14042]]"
89,77.72581029,0.156650075,76.4947447,0.158107845,0.849980902,"[[12287  4584]
 [ 3601 14350]]"
90,77.7836559,0.156447075,76.57228189,0.157908449,0.850050472,"[[12278  4593]
 [ 3565 14386]]"
91,77.72950217,0.156301603,76.54643616,0.157808409,0.850411874,"[[12391  4480]
 [ 3687 14264]]"
92,77.78242584,0.156196534,76.6211016,0.157716745,0.850533865,"[[12281  4590]
 [ 3551 14400]]"
93,77.78734836,0.156026749,76.58951238,0.157622475,0.85088036,"[[12703  4168]
 [ 3984 13967]]"
94,77.8402715,0.155895561,76.67279306,0.15754739,0.850906516,"[[12243  4628]
 [ 3495 14456]]"
95,77.8648859,0.155740433,76.67279306,0.157549637,0.851210524,"[[12417  4454]
 [ 3669 14282]]"
96,77.88826981,0.155620878,76.69863879,0.157316064,0.851416933,"[[12551  4320]
 [ 3794 14157]]"
97,77.92765434,0.155439328,76.70725403,0.157141054,0.851499806,"[[12434  4437]
 [ 3674 14277]]"
98,77.901808,0.15539276,76.74458676,0.157208439,0.851578532,"[[12238  4633]
 [ 3465 14486]]"
99,77.93134696,0.155211841,76.6871518,0.157157002,0.851699551,"[[12308  4563]
 [ 3555 14396]]"
100,77.94119217,0.155083301,76.78766297,0.156959011,0.852092503,"[[12694  4177]
 [ 3906 14045]]"
