Index,Route,Longitude,Latitude,Sum_Accidents,Date,Time,Hour,Temperature,Temp_Max,Temp_Min,Dewpoint,Humidity,Month,Weekday,Visibility,Cloud_Coverage,Precipitation_Type,Precipitation_Intensity,Precip_Intensity_Max,Precip_Intensity_Time,EventBefore,Event,ConditionBefore,Conditions,Clear,Cloudy,Rain,Fog,Snow,RainBefore,Terrain,Land_Use,Access_Control,Operation,Thru_Lanes,Num_Lanes,Ad_Sys,Gov_Cont,Func_Class,Pavement_Width,Pavement_Type,Prediction,Probability,Log_Mile
4677,33I0024002,-85.238046,35.008957,97,2/25/19,19:00,19,48.61,55.56,34.99,27.57,0.44,2,,10,0.14,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,2,2,6,7,2,1,11,36,18,,,12.956
2101,33I0075001,-85.21117,35.002679,34,2/25/19,8:00,8,35.57,55.43,35.42,21.93,0.57,2,,10,0.12,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,1,0,2,2,4,4,2,1,11,24,15,,,1.289
5526,33SR008001,-85.309633,35.052314,35,2/25/19,22:00,22,44.14,55.83,35.03,27.02,0.51,2,,10,0.15,rain,0.0005,0.002,1551078000,partly-cloudy-night,partly-cloudy-night,Partly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,2,0,2,4,4,21,1,16,23,15,,,9.415
1819,3304987001,-85.158512,35.023735,42,2/25/19,7:00,7,35.48,55.19,35.48,22.65,0.59,2,,10,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,1,0,0,0,0,0,2,7,0,2,4,4,18,4,14,24,15,,,0.651
1206,33I0075001,-85.210479,35.004212,26,2/25/19,4:00,4,39.32,55.42,35.41,25.3,0.57,2,,10,0.12,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,1,0,0,0,0,0,1,0,2,2,4,4,2,1,11,24,15,,,1.391
3668,33SR027001,-85.308826,35.031481,26,2/25/19,14:00,14,52.11,55.8,34.98,21.95,0.3,2,,10,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,4,4,21,1,16,24,15,,,5.014
4107,330B936001,-85.245409,34.996398,30,2/25/19,16:00,16,55.47,55.47,35.09,24.99,0.31,2,,10,0.14,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,7,0,2,2,2,12,4,19,24,15,,,0.115
4905,33I0024002,-85.297892,35.021809,145,2/25/19,20:00,20,47.12,55.97,35.01,27.57,0.46,2,,10,0.14,rain,0.0005,0.002,1551078000,partly-cloudy-night,partly-cloudy-night,Partly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,2,2,2,6,8,2,1,11,36,15,,,8.966
396,330E315001,-85.13381,34.99941,34,2/25/19,1:00,1,42.22,54.9,35.26,26.98,0.54,2,,10,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,1,0,0,0,0,0,2,4,0,2,2,2,12,4,19,24,15,,,0.106
1661,33SR002001,-85.211097,35.013904,29,2/25/19,6:00,6,36.29,55.45,35.35,23.28,0.59,2,,10,0.12,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,6,6,13,1,14,36,15,,,14.907
2380,33SR029001,-85.316172,35.056969,31,2/25/19,9:00,9,37.1,55.77,35.13,20.08,0.5,2,,10,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,2,2,6,6,13,1,12,36,18,,,0.171
1080,33I0075001,-85.203262,35.007414,43,2/25/19,4:00,4,39.27,55.38,35.37,25.29,0.57,2,,10,0.12,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,2,2,8,8,2,1,11,48,15,,,1.847
2754,330C359001,-85.21546,35.009932,54,2/25/19,11:00,11,42.19,55.45,34.81,21.37,0.43,2,,10,0.12,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,1,2,0,2,3,3,12,4,19,34,15,,,0.083
1123,33I0024002,-85.314205,35.030316,34,2/25/19,4:00,4,39.26,55.79,35.32,24.82,0.56,2,,10,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,2,2,6,8,2,1,11,36,18,,,7.863
1332,330C656001,-85.291474,35.119695,41,2/25/19,5:00,5,37.26,55.32,34.73,23.09,0.56,2,,10,0.14,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,1,0,0,0,0,0,2,7,0,2,2,2,12,4,19,18,15,,,0.052
516,33I0075001,-85.209894,34.998664,83,2/25/19,2:00,2,41.33,55.41,35.43,26.48,0.55,2,,10,0.12,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,1,0,0,0,0,0,1,2,2,2,6,8,2,1,11,36,15,,,1.014
3141,33SR008001,-85.242414,34.996637,28,2/25/19,12:00,12,45.61,55.38,35.06,19.91,0.36,2,,10,0.12,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,4,4,13,1,14,22,15,,,3.233
3900,33SR002001,-85.328307,35.013733,27,2/25/19,15:00,15,54.61,55.87,34.95,23.58,0.3,2,,10,0.14,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,3,0,0,2,3,3,21,1,16,24,15,,,5.743
294,330B598001,-85.189874,35.030545,61,2/25/19,1:00,1,42.12,55.28,35.2,26.83,0.54,2,,10,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,4,4,12,4,19,28,15,,,0.118
5668,3303580001,-85.162464,35.044885,71,2/25/19,23:00,23,42.58,55.33,34.74,26.51,0.53,2,,10,0.14,rain,0.0005,0.002,1551078000,partly-cloudy-night,partly-cloudy-night,Partly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,2,0,2,4,4,18,4,14,24,15,,,1.779
3825,33SR002001,-85.212241,35.012306,34,2/25/19,15:00,15,54.14,55.58,34.78,24.04,0.31,2,,10,0.14,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,6,6,13,1,14,36,15,,,14.783
3447,3304976001,-85.06329,35.08082,109,2/25/19,14:00,14,51.17,54.68,33.67,23.67,0.34,2,,10,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,2,2,18,4,16,12,15,,,1.598
3416,33SR320001,-85.149292,35.005439,26,2/25/19,13:00,13,48.51,55.2,34.79,21.99,0.35,2,,10,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,partly-cloudy-day,Partly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,2,0,2,4,4,21,1,14,22,15,,,3.804
2412,3304988001,-85.156695,35.027055,28,2/25/19,9:00,9,37.3,55.19,35.46,21.14,0.52,2,,10,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,2,2,18,4,16,12,15,,,2.981
5035,33SR008001,-85.206802,34.989515,36,2/25/19,20:00,20,46.73,55.66,35.1,27.63,0.47,2,,10,0.14,rain,0.0005,0.002,1551078000,partly-cloudy-night,partly-cloudy-night,Partly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,2,0,2,4,4,13,1,14,24,15,,,1.142
5621,33SR320001,-85.149292,35.005439,26,2/25/19,22:00,22,43.77,55.32,34.79,26.84,0.51,2,,10,0.14,rain,0.0005,0.002,1551078000,partly-cloudy-night,partly-cloudy-night,Partly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,2,0,2,4,4,21,1,14,22,15,,,3.804
5238,3303588001,-85.256848,35.114504,43,2/25/19,21:00,21,45.05,55.87,34.55,27.04,0.49,2,,10,0.16,rain,0.0005,0.002,1551078000,partly-cloudy-night,partly-cloudy-night,Partly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,2,0,2,4,4,16,4,14,24,15,,,2.836
4688,3303580001,-85.162464,35.044885,71,2/25/19,19:00,19,48.13,55.33,34.74,27.71,0.45,2,,10,0.14,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,4,4,18,4,14,24,15,,,1.779
985,33I0024002,-85.297892,35.021809,145,2/25/19,4:00,4,39.24,55.81,35.34,24.94,0.56,2,,10,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,2,2,6,8,2,1,11,36,15,,,8.966
4023,33SR008001,-85.209287,34.989471,42,2/25/19,16:00,16,55.67,55.67,35.12,25.37,0.31,2,,10,0.14,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,4,4,13,1,14,24,15,,,1.282
4954,33I0024002,-85.252128,35.014375,58,2/25/19,20:00,20,46.51,55.25,35.12,27.53,0.47,2,,10,0.14,rain,0.0005,0.002,1551078000,partly-cloudy-night,partly-cloudy-night,Partly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,0,2,2,6,6,2,1,11,36,18,,,12.068
3412,330E078001,-85.079303,35.086417,26,2/25/19,13:00,13,48.24,54.61,33.76,22.29,0.36,2,,10,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,partly-cloudy-day,Partly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,7,0,2,2,2,12,4,19,18,15,,,0.002
2503,3301145001,-85.05854,35.082749,58,2/25/19,10:00,10,39,54.64,33.64,21.21,0.48,2,,10,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,7,0,2,2,2,18,4,16,22,15,,,6.876
2978,3305395001,-85.26321,35.081783,69,2/25/19,12:00,12,46.18,55.7,34.82,19.47,0.34,2,,10,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,5,0,2,4,4,16,4,14,24,15,,,6.326
1970,330A390001,-85.290431,35.048719,119,2/25/19,8:00,8,35.55,55.71,35.33,21.01,0.55,2,,10,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,0,0,2,2,2,12,4,19,24,15,,,0.479
29,33I0024002,-85.380506,35.021426,79,2/25/19,0:00,0,55.25,61.58,44.49,51.47,0.87,2,,3.2,0.35,rain,0.0145,0.1572,1550995200,clear-night,rain,Clear,Light Rain,0,0,1,0,0,0,2,0,2,2,4,6,2,1,11,24,15,,,3.177
5446,33I0024002,-85.360307,35.028245,56,2/25/19,22:00,22,43.84,55.92,34.74,27.29,0.52,2,,10,0.15,rain,0.0005,0.002,1551078000,partly-cloudy-night,partly-cloudy-night,Partly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,0,2,2,4,6,2,1,11,24,15,,,4.46
835,33I0075001,-85.203262,35.007414,43,2/25/19,3:00,3,40.32,55.38,35.37,25.86,0.56,2,,10,0.12,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,2,2,8,8,2,1,11,48,15,,,1.847
3758,33I0024002,-85.254192,35.015818,46,2/25/19,15:00,15,53.7,55.05,35.12,23.48,0.31,2,,10,0.12,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,0,2,2,6,6,2,1,11,36,18,,,11.914
1354,33I0024002,-85.31139,35.029438,36,2/25/19,5:00,5,37.73,55.79,35.31,23.9,0.57,2,,10,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,2,2,6,8,2,1,11,36,18,,,8.032
2310,3303580001,-85.160208,35.044088,41,2/25/19,9:00,9,37.25,55.29,35.38,20.97,0.51,2,,10,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,2,2,4,4,18,4,14,24,15,,,1.915
1573,33SR008001,-85.209287,34.989471,42,2/25/19,6:00,6,36.72,55.52,35.73,23.49,0.58,2,,10,0.12,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,4,4,13,1,14,24,15,,,1.282
2328,3303604001,-85.128355,35.044349,37,2/25/19,9:00,9,37.1,54.72,35.39,21.14,0.52,2,,10,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,7,0,2,2,2,18,4,16,12,15,,,3.707
671,33SR002001,-85.365756,35.020313,31,2/25/19,2:00,2,40.71,55.96,34.64,26.04,0.56,2,,10,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,4,4,21,1,16,24,15,,,3.191
625,33SR008001,-85.206802,34.989515,36,2/25/19,2:00,2,41.43,55.52,35.72,26.48,0.55,2,,10,0.12,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,4,4,13,1,14,24,15,,,1.142
2468,3305747001,-85.132664,35.080045,107,2/25/19,10:00,10,38.98,54.78,34.17,20.7,0.47,2,,10,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,4,4,18,4,17,22,15,,,1.222
1606,33SR008001,-85.309633,35.052314,35,2/25/19,6:00,6,36.18,55.66,35.26,22.62,0.57,2,,10,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,4,4,21,1,16,23,15,,,9.415
1274,330B598001,-85.189874,35.030545,61,2/25/19,5:00,5,37.64,55.28,35.2,24.19,0.58,2,,10,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,4,4,12,4,19,28,15,,,0.118
3844,33SR008001,-85.307328,35.036143,32,2/25/19,15:00,15,54.6,55.93,34.95,23.53,0.3,2,,10,0.14,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,3,3,21,1,16,36,15,,,8.089
2467,3304976001,-85.06329,35.08082,109,2/25/19,10:00,10,39.01,54.68,33.67,21.19,0.48,2,,10,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,2,2,18,4,16,12,15,,,1.598
5110,3301122001,-85.154861,35.042127,28,2/25/19,20:00,20,46.04,55.2,34.73,27.59,0.48,2,,10,0.14,rain,0.0005,0.002,1551078000,partly-cloudy-night,partly-cloudy-night,Partly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,2,0,2,4,4,18,4,14,24,15,,,0.067
2598,3303577001,-85.247288,35.023823,34,2/25/19,10:00,10,39.25,55.16,35.06,20.32,0.46,2,,10,0.12,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,4,0,2,2,2,18,4,16,10,15,,,1.611
4522,33I0124001,-85.314195,35.04437,39,2/25/19,18:00,18,52.29,55.86,35,26.86,0.37,2,,10,0.15,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,2,2,5,6,2,1,11,24,15,,,1.212
5835,33I0075001,-85.17253,35.027345,28,2/25/19,23:00,23,42.75,55.38,34.86,26.58,0.52,2,,10,0.14,rain,0.0005,0.002,1551078000,partly-cloudy-night,partly-cloudy-night,Partly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,7,2,2,6,6,2,1,11,36,18,,,4.247
336,3304417001,-85.292119,35.039775,44,2/25/19,1:00,1,42.25,55.67,35.24,26.64,0.54,2,,10,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,4,4,18,4,16,36,15,,,1.125
3608,33I0124001,-85.314039,35.044272,31,2/25/19,14:00,14,52.15,55.69,35,21.89,0.3,2,,10,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,2,2,5,6,2,1,11,24,15,,,1.206
3847,33I0024002,-85.322207,35.029902,31,2/25/19,15:00,15,54.77,56.01,35.15,23.53,0.29,2,,10,0.14,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,2,2,4,4,2,1,11,24,15,,,7.343
4054,3303561001,-85.310664,35.052295,36,2/25/19,16:00,16,55.83,55.83,35.03,24.74,0.3,2,,10,0.15,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,6,6,18,4,16,36,15,,,0.454
5233,33SR153001,-85.229018,35.104278,45,2/25/19,21:00,21,45.29,55.64,34.67,27.05,0.49,2,,10,0.15,rain,0.0005,0.002,1551078000,partly-cloudy-night,partly-cloudy-night,Partly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,0,2,2,4,4,13,1,12,24,18,,,6.775
5417,3304986001,-85.153824,35.041303,82,2/25/19,22:00,22,43.62,55.18,34.73,26.76,0.51,2,,10,0.14,rain,0.0005,0.002,1551078000,partly-cloudy-night,partly-cloudy-night,Partly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,2,0,2,3,3,18,4,17,12,15,,,2.163
1528,330F894001,-85.154814,35.04156,55,2/25/19,6:00,6,36.33,55.19,35.39,23.24,0.59,2,,10,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,1,0,0,0,0,0,2,0,0,2,2,2,12,4,19,24,15,,,0.09
4076,3304459001,-85.312411,35.045297,33,2/25/19,16:00,16,55.84,55.84,35.01,24.76,0.3,2,,10,0.15,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,2,2,18,4,17,10,15,,,0.046
3674,33I0124001,-85.314338,35.049871,26,2/25/19,14:00,14,52.21,55.61,35.1,21.87,0.3,2,,10,0.13,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-day,Partly Cloudy,Clear,1,0,0,0,0,0,2,2,2,2,4,6,2,1,11,24,15,,,1.596
222,33I0124001,-85.318867,35.035208,27,2/25/19,0:00,0,54.57,62.2,45.06,50.66,0.87,2,,1.89,0.35,rain,0.0149,0.153,1550995200,clear-night,rain,Clear,Light Rain,0,0,1,0,0,0,2,5,2,2,6,8,2,1,11,36,15,,,0.445
833,330B207001,-85.238312,35.018858,43,2/25/19,3:00,3,40.32,55.34,35.49,25.73,0.56,2,,10,0.12,rain,0.0005,0.002,1551078000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,1,0,0,0,0,0,2,7,0,2,2,2,12,4,19,24,15,,,0.147
