,Route,Longitude,Latitude,Sum_Accidents,Date,Time,Hour,Temperature,Temp_Max,Temp_Min,Dewpoint,Humidity,Month,Weekday,Visibility,Cloud_Coverage,Precipitation_Type,Precipitation_Intensity,Precip_Intensity_Max,Precip_Intensity_Time,EventBefore,Event,ConditionBefore,Conditions,Clear,Cloudy,Rain,Fog,Snow,RainBefore,Terrain,Land_Use,Access_Control,Operation,Thru_Lanes,Num_Lanes,Ad_Sys,Gov_Cont,Func_Class,Pavement_Width,Pavement_Type,Prediction,Probability,Log_Mile
4209,330F888001,-85.151823,35.036959,66,2/25/19,17:00,17,54.7,55.13,34.37,29.43,0.38,2,0,10,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-day,Mostly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,0,0,2,2,2,12,4,19,38,15,,,0.273
5163,3305747001,-85.132664,35.080045,107,2/25/19,21:00,21,44.72,54.77,34.27,30.08,0.56,2,0,10,0.27,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-night,Mostly Cloudy,Mostly Cloudy,0,1,0,0,0,0,2,2,0,2,4,4,18,4,17,22,15,,,1.222
4385,33I0024002,-85.289703,35.018623,27,2/25/19,17:00,17,55.41,55.69,34.45,29.07,0.36,2,0,10,0.29,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-day,Mostly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,2,2,2,6,7,2,1,11,36,15,,,9.528
575,33I0024002,-85.399306,34.9933,45,2/25/19,2:00,2,41.16,55,35.18,23.59,0.49,2,0,1.51,0.3,rain,0.0003,0.0019,1551132000,partly-cloudy-night,fog,Mostly Cloudy,Foggy,0,0,0,1,0,0,2,0,2,2,4,4,2,1,11,24,15,,,0.896
2785,3304417001,-85.299374,35.02626,44,2/25/19,11:00,11,45.97,55.72,34.34,15.52,0.29,2,0,10,0.29,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,6,6,18,4,16,34,18,,,0.095
1366,33I0075001,-85.21117,35.002679,34,2/25/19,5:00,5,38.13,55.41,34.31,24.71,0.58,2,0,2.8,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,1,0,0,0,0,0,1,0,2,2,4,4,2,1,11,24,15,,,1.289
32,33I0075001,-85.200822,35.007894,71,2/25/19,0:00,0,53.79,60.69,45.76,50.03,0.87,2,0,6.68,0.35,rain,0.0132,0.134,1550995200,clear-night,rain,Clear,Rain,0,0,1,0,0,0,2,4,2,2,8,8,2,1,11,48,18,,,1.991
1785,33I0024002,-85.383202,35.018934,48,2/25/19,7:00,7,35.41,55.46,34.7,18.37,0.49,2,0,5.46,0.3,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,1,0,0,0,0,0,2,0,2,2,4,4,2,1,11,24,15,,,2.945
858,3303604001,-85.128355,35.044349,37,2/25/19,3:00,3,38.71,54.68,34.37,23.03,0.53,2,0,6.38,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,1,0,0,0,0,0,2,7,0,2,2,2,18,4,16,12,15,,,3.707
2123,330E643001,-85.184651,35.030289,32,2/25/19,8:00,8,34.12,55.03,34.12,21.64,0.6,2,0,3.1,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,2,2,12,4,19,26,15,,,0.037
3687,330C353001,-85.206483,35.006562,113,2/25/19,15:00,15,54.69,55.38,34.3,24.4,0.31,2,0,10,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-day,Mostly Cloudy,Mostly Cloudy,0,1,0,0,0,0,2,0,0,2,2,2,12,4,19,48,15,,,0.568
664,3304418001,-85.25651,35.051718,31,2/25/19,2:00,2,40.72,54.83,34.33,25.05,0.53,2,0,3.47,0.29,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,1,0,0,0,0,0,2,7,0,2,2,2,18,4,16,34,15,,,1.572
5480,3304417001,-85.299374,35.02626,44,2/25/19,22:00,22,44.99,55.72,34.34,29.99,0.55,2,0,10,0.29,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-night,Mostly Cloudy,Mostly Cloudy,0,1,0,0,0,0,2,2,0,2,6,6,18,4,16,34,18,,,0.095
5548,33SR317001,-85.136543,35.06093,33,2/25/19,22:00,22,44.11,54.95,34.26,29.75,0.57,2,0,10,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-night,Mostly Cloudy,Mostly Cloudy,0,1,0,0,0,0,2,0,0,2,4,4,13,1,14,24,15,,,4.651
2566,330A702001,-85.26761,35.034727,38,2/25/19,10:00,10,42.56,55.56,34.39,17.67,0.36,2,0,3.58,0.29,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,7,0,2,2,2,12,4,19,30,15,,,0.092
4515,3303580001,-85.160208,35.044088,41,2/25/19,18:00,18,52.18,55.27,34.3,30.8,0.44,2,0,10,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-day,Mostly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,2,2,2,4,4,18,4,14,24,15,,,1.915
2058,330B207001,-85.238312,35.018858,43,2/25/19,8:00,8,34.13,55.29,34.13,21.44,0.59,2,0,2.84,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,7,0,2,2,2,12,4,19,24,15,,,0.147
2761,33I0075001,-85.078216,35.082937,51,2/25/19,11:00,11,45.5,54.66,34.34,15.89,0.3,2,0,10,0.27,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,0,2,2,8,8,2,1,11,48,18,,,10.956
3097,33I0024002,-85.227148,35.005132,33,2/25/19,12:00,12,48.62,55.43,34.25,14.21,0.25,2,0,3.05,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-day,Mostly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,2,2,2,6,6,2,1,11,36,18,,,13.632
1378,3303577001,-85.246419,35.023643,33,2/25/19,5:00,5,38.35,55.08,34.08,24.54,0.57,2,0,3.14,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,1,0,0,0,0,0,2,4,0,2,2,2,18,4,16,10,15,,,1.62
218,33SR002001,-85.328285,35.013727,27,2/25/19,0:00,0,54.86,62.38,46.14,50.79,0.86,2,0,1.95,0.35,rain,0.0144,0.1503,1550995200,fog,rain,Foggy,Light Rain,0,0,1,0,0,0,3,0,0,2,3,3,21,1,16,24,15,,,5.744
3429,33I0124001,-85.314338,35.049871,26,2/25/19,13:00,13,51.98,55.58,36.11,13.61,0.21,2,0,0.49,0.3,rain,0.0003,0.0019,1551132000,partly-cloudy-night,fog,Mostly Cloudy,Foggy,0,0,0,1,0,0,2,2,2,2,4,6,2,1,11,24,15,,,1.596
4769,33I0075001,-85.174285,35.024637,38,2/25/19,19:00,19,48.97,55.35,34.4,31.2,0.5,2,0,10,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-night,Mostly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,7,2,2,6,7,2,1,11,48,18,,,4.038
1096,330A702001,-85.26761,35.034727,38,2/25/19,4:00,4,38.07,55.56,34.39,24.9,0.59,2,0,6.59,0.29,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,1,0,0,0,0,0,2,7,0,2,2,2,12,4,19,30,15,,,0.092
2066,3303552001,-85.279898,35.043794,41,2/25/19,8:00,8,34.28,55.68,34.28,20.26,0.56,2,0,3.59,0.29,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,4,4,18,4,16,24,15,,,1.819
2079,33SR002001,-85.205773,35.017752,38,2/25/19,8:00,8,34.23,55.38,34.23,21.83,0.6,2,0,2.9,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,4,4,13,1,14,24,15,,,15.309
1923,3304996001,-85.187659,35.029911,28,2/25/19,7:00,7,35.56,55.14,34.11,20.98,0.55,2,0,3.3,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,2,2,18,4,17,28,15,,,0.019
5366,33SR002001,-85.149942,35.05224,27,2/25/19,21:00,21,45.15,55.18,34.28,30.22,0.56,2,0,10,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-night,Mostly Cloudy,Mostly Cloudy,0,1,0,0,0,0,2,4,0,2,2,2,13,1,14,12,15,,,19.276
5254,33SR008001,-85.235377,34.995433,40,2/25/19,21:00,21,45.68,55.42,34.28,30.67,0.55,2,0,10,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-night,Mostly Cloudy,Mostly Cloudy,0,1,0,0,0,0,2,2,0,2,4,4,13,1,14,24,15,,,2.832
4557,3302205001,-85.070057,35.087633,34,2/25/19,18:00,18,51.09,54.68,34.35,30.78,0.46,2,0,10,0.27,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-day,Mostly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,2,0,2,4,4,18,4,16,24,15,,,6.149
349,3304987001,-85.158512,35.023735,42,2/25/19,1:00,1,43.17,54.87,34.44,22.73,0.44,2,0,3.58,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,1,0,0,0,0,0,2,7,0,2,4,4,18,4,14,24,15,,,0.651
1828,33SR153001,-85.214113,35.087611,38,2/25/19,7:00,7,36.02,55.18,34.26,19.13,0.5,2,0,4.48,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,1,0,0,0,0,0,2,4,2,2,6,8,13,1,12,36,15,,,5.272
1291,33I0075001,-85.078216,35.082937,51,2/25/19,5:00,5,36.59,54.66,34.34,22.99,0.57,2,0,5.56,0.27,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,1,0,0,0,0,0,2,0,2,2,8,8,2,1,11,48,18,,,10.956
4007,330F888001,-85.149705,35.037485,45,2/25/19,16:00,16,55.1,55.1,34.37,28.72,0.36,2,0,10,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-day,Mostly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,2,0,2,2,4,12,4,19,24,15,,,0.363
3884,33SR002001,-85.064345,35.084844,28,2/25/19,15:00,15,53.99,54.69,34.36,24.97,0.32,2,0,10,0.27,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-day,Mostly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,2,0,2,5,5,21,1,16,24,15,,,20.781
3579,3303580001,-85.166282,35.046274,34,2/25/19,14:00,14,53.64,55.36,34.27,17.71,0.24,2,0,4.18,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-day,Mostly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,7,0,2,4,4,18,4,14,24,15,,,1.538
4959,330C359001,-85.21546,35.009932,54,2/25/19,20:00,20,47.15,55.42,34.25,30.97,0.53,2,0,10,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-night,Mostly Cloudy,Partly Cloudy,0,1,0,0,0,0,1,2,0,2,3,3,12,4,19,34,15,,,0.083
1260,33I0024002,-85.221655,35.004334,70,2/25/19,5:00,5,38.21,55.43,34.26,24.75,0.58,2,0,2.76,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,1,0,0,0,0,0,2,2,2,2,6,6,2,1,11,36,18,,,13.951
1438,33SR002001,-85.198298,35.022448,27,2/25/19,5:00,5,37.95,55.32,34.22,24.34,0.58,2,0,3.39,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,4,4,13,1,14,24,15,,,15.844
4069,3303580001,-85.166282,35.046274,34,2/25/19,16:00,16,55.36,55.36,34.27,28.62,0.36,2,0,10,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-day,Mostly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,7,0,2,4,4,18,4,14,24,15,,,1.538
3252,3303554001,-85.282862,35.038935,51,2/25/19,13:00,13,51.76,55.66,34.29,14.39,0.22,2,0,1.46,0.29,rain,0.0003,0.0019,1551132000,partly-cloudy-night,fog,Mostly Cloudy,Foggy,0,0,0,1,0,0,2,2,0,2,4,4,16,4,16,44,15,,,0.752
5767,3305787001,-85.155058,35.030307,36,2/25/19,23:00,23,43.91,55.17,34.4,29.83,0.57,2,0,10,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-night,Mostly Cloudy,Mostly Cloudy,0,1,0,0,0,0,2,2,0,2,2,2,18,4,17,12,15,,,0.021
3934,33I0024002,-85.281292,35.016831,112,2/25/19,16:00,16,55.63,55.63,33.96,28.24,0.35,2,0,10,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-day,Mostly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,2,2,2,6,6,2,1,11,36,15,,,10.02
1649,3303542001,-85.231013,35.109143,31,2/25/19,6:00,6,37.24,55.42,33.86,22.81,0.56,2,0,10,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,1,0,0,0,0,0,2,5,0,2,4,4,18,4,16,24,15,,,1.705
1637,3304134001,-85.20734,35.147481,32,2/25/19,6:00,6,37.03,55.31,33.39,22.98,0.56,2,0,10,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,1,0,0,0,0,0,2,0,0,2,2,2,18,4,16,20,15,,,1.307
5585,33I0075001,-85.201076,35.007825,29,2/25/19,22:00,22,44.48,55.33,34.31,30.14,0.57,2,0,10,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-night,Mostly Cloudy,Mostly Cloudy,0,1,0,0,0,0,2,4,2,2,8,8,2,1,11,48,18,,,1.976
231,33SR320001,-85.149292,35.005439,26,2/25/19,0:00,0,54.07,60.52,45.75,50.37,0.87,2,0,7.59,0.35,rain,0.0116,0.1139,1550995200,clear-night,rain,Clear,Rain,0,0,1,0,0,0,2,2,0,2,4,4,21,1,14,22,15,,,3.804
1521,330D624001,-85.199279,35.234297,60,2/25/19,6:00,6,36.33,55.18,33.89,21.86,0.55,2,0,10,0.27,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,1,0,0,0,0,0,2,7,0,2,2,2,12,4,19,14,15,,,0.139
2258,3301145001,-85.05854,35.082749,58,2/25/19,9:00,9,39.11,54.64,34.37,19.98,0.46,2,0,6.31,0.27,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,7,0,2,2,2,18,4,16,22,15,,,6.876
4541,33SR320001,-85.154777,35.008124,36,2/25/19,18:00,18,52.28,55.27,34.54,30.95,0.44,2,0,10,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-day,Mostly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,2,0,2,4,4,21,1,14,22,15,,,3.421
4704,330B598001,-85.189874,35.030545,61,2/25/19,19:00,19,48.87,55.22,34.09,31.18,0.5,2,0,10,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-night,Mostly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,2,0,2,4,4,12,4,19,28,15,,,0.118
5656,330C353001,-85.205213,35.008709,100,2/25/19,23:00,23,44.02,55.37,34.29,30.1,0.58,2,0,10,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-night,Mostly Cloudy,Mostly Cloudy,0,1,0,0,0,0,2,0,0,2,2,2,12,4,19,48,15,,,0.461
4218,3301145001,-85.05854,35.082749,58,2/25/19,17:00,17,54.08,54.64,34.37,29.58,0.39,2,0,10,0.27,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-day,Mostly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,7,0,2,2,2,18,4,16,22,15,,,6.876
809,33I0024002,-85.276945,35.015381,47,2/25/19,3:00,3,39.77,55.49,34.01,22.93,0.51,2,0,5.79,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,1,0,0,0,0,0,2,2,2,2,6,8,2,1,11,36,15,,,10.284
2023,33I0075001,-85.205913,34.993245,52,2/25/19,8:00,8,34.6,55.57,34.6,22.3,0.6,2,0,2.75,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,1,2,2,2,6,7,2,1,11,36,15,,,0.576
2206,33I0075001,-85.206737,34.996081,255,2/25/19,9:00,9,39.97,55.58,34.58,20.02,0.44,2,0,3.32,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,1,2,2,2,6,8,2,1,11,36,15,,,0.771
5149,3305787001,-85.153146,35.030081,157,2/25/19,21:00,21,45.18,55.15,34.41,30.34,0.56,2,0,10,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-night,Mostly Cloudy,Mostly Cloudy,0,1,0,0,0,0,2,2,0,2,2,2,18,4,17,12,15,,,0.129
3494,33SR008001,-85.317611,35.083977,52,2/25/19,14:00,14,54.15,55.64,33.53,16.01,0.22,2,0,9.45,0.29,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-day,Mostly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,2,0,2,4,4,21,1,16,22,15,,,11.962
4468,330F894001,-85.154814,35.04156,55,2/25/19,18:00,18,52.07,55.17,34.34,30.82,0.44,2,0,10,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-day,Mostly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,0,0,2,2,2,12,4,19,24,15,,,0.09
53,3301145001,-85.05854,35.082749,58,2/25/19,0:00,0,53.89,59.59,44.88,50.81,0.89,2,0,8.24,0.35,rain,0.0109,0.1096,1550995200,clear-night,rain,Clear,Rain,0,0,1,0,0,0,2,7,0,2,2,2,18,4,16,22,15,,,6.876
3568,33SR317001,-85.209734,35.081593,35,2/25/19,14:00,14,53.65,55.03,34.22,16.77,0.23,2,0,3.45,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-day,Mostly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,2,0,2,2,2,13,1,14,24,15,,,0.001
2131,3304986001,-85.159779,35.035252,32,2/25/19,8:00,8,34.36,55.22,34.36,21.69,0.59,2,0,3.19,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,3,3,18,4,17,24,15,,,1.482
2176,3303552001,-85.286955,35.046753,27,2/25/19,8:00,8,34.35,55.66,34.35,20.13,0.56,2,0,3.73,0.29,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,4,4,18,4,16,22,15,,,1.365
5598,3304996001,-85.187659,35.029911,28,2/25/19,22:00,22,44.32,55.14,34.11,29.97,0.57,2,0,10,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-night,Mostly Cloudy,Mostly Cloudy,0,1,0,0,0,0,2,2,0,2,2,2,18,4,17,28,15,,,0.019
1666,33I0024002,-85.28446,35.017606,29,2/25/19,6:00,6,37.41,55.67,34.48,24,0.58,2,0,2.5,0.29,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,1,0,0,0,0,0,2,2,2,2,6,7,2,1,11,36,15,,,9.834
3050,33I0024002,-85.350032,35.028387,39,2/25/19,12:00,12,49.38,55.85,35.52,12.44,0.22,2,0,1.61,0.3,rain,0.0003,0.0019,1551132000,partly-cloudy-night,fog,Mostly Cloudy,Foggy,0,0,0,1,0,0,2,0,2,2,4,4,2,1,11,24,15,,,5.06
1099,33SR002001,-85.205773,35.017752,38,2/25/19,4:00,4,37.66,55.38,34.23,25.52,0.61,2,0,5.82,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,4,4,13,1,14,24,15,,,15.309
2442,330A675001,-85.263344,35.032718,26,2/25/19,9:00,9,40.46,55.24,33.97,19.01,0.42,2,0,3.71,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,7,0,2,2,2,12,4,19,30,15,,,0.174
4361,33I0024002,-85.28446,35.017606,29,2/25/19,17:00,17,55.4,55.68,34.48,29.09,0.36,2,0,10,0.29,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-day,Mostly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,2,2,2,6,7,2,1,11,36,15,,,9.834
5794,33I0075001,-85.196993,35.009159,33,2/25/19,23:00,23,43.97,55.28,34.22,30.08,0.58,2,0,10,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-night,Mostly Cloudy,Mostly Cloudy,0,1,0,0,0,0,2,4,2,2,8,8,2,1,11,48,18,,,2.228
3061,33SR153001,-85.245876,35.137652,38,2/25/19,12:00,12,48.75,55.44,33.55,13.34,0.24,2,0,9.83,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-day,Partly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,2,0,2,6,6,13,1,14,36,15,,,9.335
4697,33I0024002,-85.266949,35.019101,67,2/25/19,19:00,19,48.42,54.86,34.04,31.22,0.51,2,0,10,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-night,Mostly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,0,2,2,6,6,2,1,11,36,15,,,11.006
4935,33I0024002,-85.221655,35.004334,70,2/25/19,20:00,20,47.16,55.43,34.26,31.01,0.53,2,0,10,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-night,Mostly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,2,2,2,6,6,2,1,11,36,18,,,13.951
2885,33SR002001,-85.254881,35.027655,29,2/25/19,11:00,11,45.44,54.85,34.03,15.95,0.3,2,0,10,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,4,4,13,1,14,22,15,,,11.917
1581,3303590001,-85.3083,35.063253,39,2/25/19,6:00,6,37.43,55.6,34.04,23.3,0.56,2,0,3.7,0.29,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,4,4,18,4,16,38,15,,,0.038
556,33I0075001,-85.078216,35.082937,51,2/25/19,2:00,2,39.95,54.35,34.34,24.56,0.54,2,0,5.91,0.27,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,1,0,0,0,0,0,2,0,2,2,8,8,2,1,11,48,18,,,10.956
2823,3301122001,-85.149705,35.039818,36,2/25/19,11:00,11,45.71,55.1,34.36,16.36,0.3,2,0,10,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,4,4,18,4,16,24,15,,,0.397
4842,330B936001,-85.245409,34.996398,30,2/25/19,19:00,19,49.01,55.32,34.25,31.35,0.5,2,0,10,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-night,Mostly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,7,0,2,2,2,12,4,19,24,15,,,0.115
3872,330B854001,-85.207332,34.988878,28,2/25/19,15:00,15,54.81,55.56,34.62,24.48,0.31,2,0,10,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-day,Mostly Cloudy,Mostly Cloudy,0,1,0,0,0,0,2,0,0,2,2,2,12,4,19,24,15,,,0.051
352,330C656001,-85.291474,35.119695,41,2/25/19,1:00,1,42.67,55.06,33.4,21.33,0.42,2,0,10,0.29,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Partly Cloudy,Clear,1,0,0,0,0,0,2,7,0,2,2,2,12,4,19,18,15,,,0.052
5040,33SR153001,-85.225106,35.094661,35,2/25/19,20:00,20,47.48,55.42,34.33,30.48,0.51,2,0,10,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-night,Mostly Cloudy,Mostly Cloudy,0,1,0,0,0,0,2,4,2,2,4,4,13,1,12,24,15,,,6.062
5565,33SR029001,-85.316172,35.056969,31,2/25/19,22:00,22,45.16,55.78,35.92,29.71,0.54,2,0,10,0.3,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-night,Mostly Cloudy,Mostly Cloudy,0,1,0,0,0,0,2,2,2,2,6,6,13,1,12,36,18,,,0.171
2732,3305788001,-85.138005,35.05514,69,2/25/19,11:00,11,45.71,55.01,34.29,16.33,0.3,2,0,10,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,4,0,2,2,2,18,4,17,18,15,,,0.196
948,33SR002001,-85.198298,35.022448,27,2/25/19,3:00,3,39.21,55.31,34.22,23.25,0.52,2,0,5.92,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,4,4,13,1,14,24,15,,,15.844
3832,33I0024002,-85.227148,35.005132,33,2/25/19,15:00,15,54.74,55.43,34.25,24.28,0.3,2,0,10,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-day,Mostly Cloudy,Mostly Cloudy,0,1,0,0,0,0,2,2,2,2,6,6,2,1,11,36,18,,,13.632
1356,33SR320001,-85.154777,35.008124,36,2/25/19,5:00,5,37.94,55.26,34.54,24.15,0.57,2,0,3.39,0.28,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,4,4,21,1,14,22,15,,,3.421
1753,3305395001,-85.26321,35.081783,69,2/25/19,7:00,7,35.92,55.63,34.12,18.99,0.5,2,0,4.15,0.29,rain,0.0003,0.0019,1551132000,partly-cloudy-night,clear-night,Mostly Cloudy,Clear,1,0,0,0,0,0,2,5,0,2,4,4,16,4,14,24,15,,,6.326
4206,33I0024002,-85.310838,35.02908,67,2/25/19,17:00,17,55.4,55.71,35.95,28.98,0.36,2,0,10,0.3,rain,0.0003,0.0019,1551132000,partly-cloudy-night,partly-cloudy-day,Mostly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,2,2,2,6,8,2,1,11,36,18,,,8.071
