BLM,ELM,County,Route,Sp. Case,Co. Seq.,Road_Name,Adm. Sys.,Gov. Cont.,Func. Class,Inc Area Nbr,Urb Area Nbr,Sp Systems,Sp Systems 2,Sp Systems 3,State Aid Code,US Rte Nbr,US Rte Nbr 2,HPMS Sect ID,State Route Designation
0,0.162,33,0C914,0,1,DELORES DR,12,4,19,52,52,,,,,,,,
0,0.201,33,0C915,0,1,TROTTER LN,12,4,19,52,52,,,,,,,,
0,0.103,33,0C916,0,1,TOWNE HILLS LN,12,4,19,52,52,,,,,,,,
0,0.042,33,0C917,0,1,THORNHILL LN,12,4,19,52,52,,,,,,,,
0,0.046,33,0C918,0,1,HILLBROOK LN,12,4,19,52,52,,,,,,,,
0,0.049,33,0C919,0,1,DONOVAN LN,12,4,19,52,52,,,,,,,,
0,0.049,33,0C920,0,1,LOCUST LN,12,4,19,52,52,,,,,,,,
0,0.13,33,0C921,0,1,BEREAN LN,12,4,19,52,52,,,,,,,,
0,0.376,33,0C922,0,1,LEAFWOOD DR,12,4,19,52,52,,,,,,,,
0,0.425,33,0C923,0,1,OAK CREST LN,12,4,19,52,52,,,,,,,,
0,0.104,33,0C924,0,1,MAY CIR,12,4,19,52,52,,,,,,,,
0,0.058,33,0C925,0,1,TIMBER DALE DR,12,4,19,52,52,,,,,,,,
0,0.258,33,0C926,0,1,TIMBER RIDGE DR,12,4,19,52,52,,,,,,,,
0,0.032,33,0C927,0,1,TIMBER DALE DR,12,4,19,52,52,,,,,,,,
0,0.062,33,0C928,0,1,BARBER CT,12,4,19,52,52,,,,,,,,
0,0.056,33,0C929,0,1,DELORES CT,12,4,19,52,52,,,,,,,,
0,0.657,33,0C930,0,1,WINDING LN,12,4,19,52,52,,,,,,,,
0,0.308,33,0C931,0,1,AUSTIN RD,12,4,19,52,52,,,,,,,,
0.308,0.694,33,0C931,0,1,HELENA DR,12,4,19,52,52,,,,,,,,
0,0.179,33,0C932,0,1,OLD HIXSON PK,12,4,19,52,52,,,,,,,,
0,0.138,33,0C933,0,1,HICKORY WOODS LN,12,4,19,52,52,,,,,,,,
0,0.109,33,0C934,0,1,MAYFIELD LN,12,4,19,52,52,,,,,,,,
0,0.1,33,0C935,0,1,AUSTIN RD,12,4,19,52,52,,,,,,,,
0,0.081,33,0C936,0,1,HICKORY NUT LN,12,4,19,52,52,,,,,,,,
0,0.138,33,0C937,0,1,GOODEN ALNE,12,4,19,52,52,,,,,,,,
0,0.208,33,0C938,0,1,LYNNHAVEN CIR,12,4,19,52,52,,,,,,,,
0,0.534,33,0C939,0,1,NORTHERN HILLS RD,12,4,19,52,52,,,,,,,,
0.534,0.72,33,0C939,0,1,THOMAS LN RD,12,4,19,52,52,,,,,,,,
0,0.45,33,0C940,0,1,THOMAS LN,12,4,19,52,52,,,,,,,,
0,0.193,33,0C941,0,1,OHENRY DR,12,4,19,52,52,,,,,,,,
0,0.068,33,0C942,0,1,NORTHERN CT,12,4,19,52,52,,,,,,,,
0,0.092,33,0C943,0,1,ESSEX LN,12,4,19,52,52,,,,,,,,
0,0.145,33,0C944,0,1,LEDFORD LN,12,4,19,52,52,,,,,,,,
0,0.932,33,0C945,0,1,GRUBB RD,12,4,19,52,52,,,,,,,,
0,0.148,33,0C946,0,1,SHELBY CIR,12,4,19,52,52,,,,,,,,
0.148,0.222,33,0C946,0,1,WESTGATE RD,12,4,19,52,52,,,,,,,,
0,0.096,33,0C947,0,1,THURMAN LN,12,4,19,52,52,,,,,,,,
0,0.171,33,0C948,0,1,GLENRIDGE LN,12,4,19,52,52,,,,,,,,
0,0.543,33,0C949,0,1,WILDER DR,12,4,19,52,52,,,,,,,,
0,0.185,33,0C950,0,1,STONEWOOD DR,12,4,19,52,52,,,,,,,,
0,0.283,33,0C951,0,1,PINE MARR DR,12,4,19,52,52,,,,,,,,
0,0.226,33,0C952,0,1,PINE MARR LN,12,4,19,52,52,,,,,,,,
0,0.256,33,0C953,0,1,STONE RIDGE DR,12,4,19,52,52,,,,,,,,
0,0.046,33,0C954,0,1,VALLEY CREST LN,12,4,19,52,52,,,,,,,,
0,0.109,33,0C955,0,1,DODSON RD,12,4,19,52,52,,,,,,,,
0,0.235,33,0C956,0,1,ECHO GLEN DR,12,4,19,52,52,,,,,,,,
0,0.045,33,0C957,0,1,VALERIE LN,12,4,19,52,52,,,,,,,,
0,0.185,33,0C958,0,1,LABELING WAY,12,4,19,52,52,,,,,,,,
0,0.413,33,0C959,0,1,IVANWOOD DR,12,4,19,52,52,,,,,,,,
0,0.062,33,0C960,0,1,LORI LN,12,4,19,52,52,,,,,,,,
0,0.072,33,0C961,0,1,TRUAN LN,12,4,19,52,52,,,,,,,,
0,0.26,33,0C962,0,1,COLONY CIR,12,4,19,52,52,,,,,,,,
0,0.196,33,0C963,0,1,CHARWOOD LN,12,4,19,52,52,,,,,,,,
0,0.399,33,0C964,0,1,KINGSRIDGE DR,12,4,19,52,52,,,,,,,,
0,0.18,33,0C965,0,1,WOODCROFT DR,12,4,19,52,52,,,,,,,,
0,0.097,33,0C966,0,1,KINGCREST LN,12,4,19,52,52,,,,,,,,
0,0.059,33,0C967,0,1,HIGHBURY LN,12,4,19,52,52,,,,,,,,
0,0.223,33,0C968,0,1,BRAMBLEWOOD DR,12,4,19,52,52,,,,,,,,
0,0.061,33,0C969,0,1,GLENPOINT DR,12,4,19,52,52,,,,,,,,
0.061,0.144,33,0C969,0,1,BRAMBLEWOOD DR,12,4,19,52,52,,,,,,,,
0,0.063,33,0C970,0,1,HEATHERON LN,12,4,19,52,52,,,,,,,,
0,0.542,33,0C971,0,1,ASHLEY FOREST DR,12,4,19,52,52,,,,,,,,
0,0.151,33,0C972,0,1,SANDSWITCH RD,11,2,19,,52,,,,,,,,
0,0.248,33,0C973,0,1,NORTHMONT RD,12,4,19,52,52,,,,,,,,
0,0.057,33,0C974,0,1,GLENBROOK LN,12,4,19,52,52,,,,,,,,
0,0.241,33,0C975,0,1,HILLBROOK LN,12,4,19,52,52,,,,,,,,
0,0.103,33,0C976,0,1,BROOKMONT LN,12,4,19,52,52,,,,,,,,
0,0.089,33,0C977,0,1,DALEMONT LN,12,4,19,52,52,,,,,,,,
0,0.256,33,0C978,0,1,ESQUIRE LN,12,4,19,52,52,,,,,,,,
0,0.211,33,0C979,0,1,ESQUIRE DR,12,4,19,52,52,,,,,,,,
0,0.357,33,0C980,0,1,OLD LOWER MILL RD,12,4,19,52,52,,,,,,,,
0,0.359,33,0C981,0,1,BRANCH DR,12,4,19,52,52,,,,,,,,
0,0.38,33,0C982,0,1,BRANCHWOOD CIR,12,4,19,52,52,,,,,,,,
0,0.034,33,0C983,0,1,GLADEVIEW LN,12,4,19,52,52,,,,,,,,
0,0.014,33,0C984,0,1,OLDE MILL LN,12,4,19,52,52,,,,,,,,
0.014,0.441,33,0C984,0,1,OLDE MILL LN,11,2,19,,52,,,,,,,,
0,0.538,33,0C985,0,1,KAMIN RD,12,4,19,52,52,,,,,,,,
0,0.782,33,0C986,0,1,MILL RD,12,4,19,52,52,,,,,,,,
0,0.172,33,0C987,0,1,TICONDEROGA CIR,12,4,19,52,52,,,,,,,,
0,0.153,33,0C988,0,1,EARL LN,12,4,19,52,52,,,,,,,,
0,0.279,33,0C989,0,1,HARTMAN RD,12,4,19,52,52,,,,,,,,
0,0.121,33,0C990,0,1,FOX CHASE LN,12,4,19,52,52,,,,,,,,
0,0.176,33,0C991,0,1,TIMBER WYCK DR,12,4,19,52,52,,,,,,,,
0,0.071,33,0C992,0,1,MARSH LN,12,4,19,52,52,,,,,,,,
0,0.092,33,0C993,0,1,MOSS AVE N,12,4,19,52,52,,,,,,,,
0,0.077,33,0C994,0,1,DREHER LN,12,4,19,52,52,,,,,,,,
0,0.725,33,0C995,0,1,FARINGTON CIR,11,2,19,,52,,,,,,,,
0,0.059,33,0C996,0,1,CRESTFIELD CIR,11,2,19,,52,,,,,,,,
0,0.062,33,0C997,0,1,N CRESTFIELD LN,11,2,19,,52,,,,,,,,
0,0.224,33,0C998,0,1,DENT RD,11,2,19,,52,,,,,,,,
0,0.076,33,0C999,0,1,CREEKLANDS LN,11,2,19,,52,,,,,,,,
0,0.042,33,0D001,0,1,WOOD PINES LN,11,2,19,,52,,,,,,,,
0,0.202,33,0D002,0,1,LOVE LN,11,2,19,,52,,,,,,,,
0,0.105,33,0D003,0,1,MEACHAM LN,11,2,19,,52,,,,,,,,
0,0.165,33,0D004,0,1,SCOUT RD,11,2,19,,52,,,,,,,,
0,0.26,33,0D005,0,1,FAIRBANKS RD,11,2,19,,52,,,,,,,,
0,0.069,33,0D006,0,1,STERLING LN,11,2,19,,52,,,,,,,,
0,0.437,33,0D007,0,1,CRESTFIELD CIR,11,2,19,,52,,,,,,,,
0,0.046,33,0D008,0,1,SCOUT LN,11,2,19,,52,,,,,,,,
0,0.053,33,0D009,0,1,CARTERWOOD LN,11,2,19,,52,,,,,,,,
0,0.064,33,0D010,0,1,WOODFIELD LN,11,2,19,,52,,,,,,,,
0,0.212,33,0D011,0,1,FIELDSTONE DR,11,2,19,,52,,,,,,,,
0,0.55,33,0D012,0,1,OAKWOOD DR,12,4,19,52,52,,,,,,,,
0,0.617,33,0D013,0,1,CANE HOLLOW RD,11,2,19,,52,,,,,,,,
0,0.098,33,0D014,0,1,CRICKET LN,11,2,19,,52,,,,,,,,
0,0.096,33,0D015,0,1,HAWKWOOD CT,11,2,19,,52,,,,,,,,
0,0.292,33,0D016,0,1,TSATANUQA RD,11,2,19,,52,,,,,,,,
0,0.041,33,0D017,0,1,SHIRLEY LN,11,2,19,,52,,,,,,,,
0,0.183,33,0D018,0,1,JEANNE LN,11,2,19,,52,,,,,,,,
0,0.546,33,0D019,0,1,HILLCREST DR,11,2,19,,52,,,,,,,,
0,0.164,33,0D020,0,1,FRIENDSHIP LN,11,2,19,,52,,,,,,,,
0,0.322,33,0D021,0,1,CLINE RD,11,2,19,,52,,,,,,,,
0,0.961,33,0D022,0,1,COFFELT RD,11,2,19,,52,,,,,,,,
0,1.039,33,0D023,0,1,HARPER RD,11,2,19,,52,,,,,,,,
1.039,1.801,33,0D023,0,1,HARPER RD,12,4,19,272,52,,,,,,,,
0,0.21,33,0D024,0,1,ABBY LN,11,2,19,,52,,,,,,,,
0,0.11,33,0D025,0,1,CAVE LN,11,2,19,,52,,,,,,,,
0,0.218,33,0D026,0,1,SPRING CREST LN,12,4,19,272,52,,,,,,,,
0,0.069,33,0D027,0,1,MEADOW CREST LN,12,4,19,272,52,,,,,,,,
0,0.523,33,0D028,0,1,OLD HIXSON PK,12,4,19,52,52,,,,,,,,
0,0.102,33,0D029,0,1,SKILLERN DR,12,4,19,52,52,,,,,,,,
0,0.046,33,0D030,0,1,WILDER VALLEY LN,12,4,19,52,52,,,,,,,,
0,0.954,33,0D031,0,1,OLD HIXSON PK,12,4,19,52,52,,,,,,,,
0,0.686,33,0D032,0,1,S DENT RD,11,2,19,,52,,,,,,,,
0.686,1.47,33,0D032,0,1,COFFELT RD,11,2,19,,52,,,,,,,,
1.47,2.056,33,0D032,0,1,GATES RD,11,2,19,,52,,,,,,,,
0,0.254,33,0D033,0,1,FLORENCE DR,11,2,19,,52,,,,,,,,
0,0.063,33,0D034,0,1,FARRAH LN,11,2,19,,52,,,,,,,,
0,0.158,33,0D035,0,1,DEBBIE LN,11,2,19,,52,,,,,,,,
0,0.271,33,0D036,0,1,DANBRIDGE DR,11,2,19,,52,,,,,,,,
0,0.192,33,0D037,0,1,REBA LN,11,2,19,,52,,,,,,,,
0,0.119,33,0D038,0,1,FREIDA LN,11,2,19,,52,,,,,,,,
0,0.06,33,0D039,0,1,LINDY LN,11,2,19,,52,,,,,,,,
0,0.326,33,0D040,0,1,ARBUTUS DR,11,2,19,,52,,,,,,,,
0,0.063,33,0D041,0,1,UNITUS LN,11,2,19,,52,,,,,,,,
0,0.475,33,0D042,0,1,MCCORMACK DR,11,2,19,,52,,,,,,,,
0,0.07,33,0D043,0,1,FLANNINGAN LN,11,2,19,,52,,,,,,,,
0,0.08,33,0D044,0,1,DUBLIN LN,11,2,19,,52,,,,,,,,
0,0.451,33,0D045,0,1,SHANNON DR,11,2,19,,52,,,,,,,,
0,0.095,33,0D046,0,1,SHAMROCK LN,11,2,19,,52,,,,,,,,
0,0.235,33,0D047,0,1,PEYTON DR,11,2,19,,52,,,,,,,,
0,0.085,33,0D048,0,1,BLARNEY LN,11,2,19,,52,,,,,,,,
0,0.054,33,0D049,0,1,OHARA LN,11,2,19,,52,,,,,,,,
0,0.15,33,0D050,0,1,HANNAH LN,11,2,19,,52,,,,,,,,
0,0.281,33,0D051,0,1,SANDALWOOD DR,11,2,19,,52,,,,,,,,
0,0.07,33,0D052,0,1,DUNE LN,11,2,19,,52,,,,,,,,
0,0.038,33,0D053,0,1,BRICE LN,11,2,19,,52,,,,,,,,
0,0.113,33,0D054,0,1,,11,2,19,,52,,,,,,,,
0,0.368,33,0D055,0,1,SHADWICK CEMETERY RD,11,2,19,,52,,,,,,,,
0,0.272,33,0D056,0,1,SPURLING DR,11,2,19,,52,,,,,,,,
0,0.054,33,0D057,0,1,ELWYN LN,11,2,19,,52,,,,,,,,
0,0.284,33,0D058,0,1,WESLEY DR,11,2,19,,52,,,,,,,,
0,0.353,33,0D059,0,1,MEADOWOOD DR,11,2,19,,52,,,,,,,,
0,0.698,33,0D060,0,1,VALLEY WOOD CIR,11,2,19,,52,,,,,,,,
0,0.049,33,0D061,0,1,LEA CREST LN,11,2,19,,52,,,,,,,,
0,0.324,33,0D062,0,1,KENNINGTON HILL DR,11,2,19,,52,,,,,,,,
0,0.493,33,0D063,0,1,HUNTINGTON CIR,11,2,19,,52,,,,,,,,
0,0.476,33,0D064,0,1,IRONGATE DR,11,2,19,,52,,,,,,,,
0,0.598,33,0D065,0,1,N DENT RD,11,2,19,,52,,,,,,,,
0,0.032,33,0D066,0,1,THORNEWOOD DR,12,4,19,272,52,,,,,,,,
0.032,0.269,33,0D066,0,1,THORNEWOOD DR,11,2,19,,52,,,,,,,,
0,0.032,33,0D067,0,1,SEVIER ST,12,4,19,272,52,,,,,,,,
0.032,0.106,33,0D067,0,1,SEVIER ST,11,2,19,,52,,,,,,,,
0.106,0.582,33,0D067,0,1,SEVIER ST S,11,2,19,,52,,,,,,,,
0,0.151,33,0D068,0,1,S BEND RD,12,4,19,272,52,,,,,,,,
0,0.154,33,0D069,0,1,COPELAND CEMETERY RD,12,4,19,272,52,,,,,,,,
0,0.279,33,0D070,0,1,MEADOWLARK TR,12,4,19,272,52,,,,,,,,
0,0.376,33,0D071,0,1,RICHLAND DR,11,2,19,,52,,,,,,,,
0,0.034,33,0D072,0,1,WAKEFIELD LN,11,2,19,,52,,,,,,,,
0,0.124,33,0D073,0,1,,11,2,19,,52,,,,,,,,
0,0.265,33,0D074,0,1,VILLAGE WAY DR,11,2,19,,52,,,,,,,,
0,0.096,33,0D075,0,1,E VILLAGE LN,11,2,19,,52,,,,,,,,
0,0.091,33,0D076,0,1,W VILLAGE LN,11,2,19,,52,,,,,,,,
0,0.173,33,0D077,0,1,HIGGINS LN,11,2,19,,52,,,,,,,,
0,0.276,33,0D078,0,1,BOSTON LN,11,2,19,,52,,,,,,,,
0,0.144,33,0D079,0,1,MILLER RD,11,2,19,,52,,,,,,,,
0,0.142,33,0D080,0,1,LOFTIS LN,11,2,19,,52,,,,,,,,
0,0.437,33,0D081,0,1,VALLEY LN,11,2,19,,52,,,,,,,,
0,0.438,33,0D082,0,1,WYNDSOR DR,11,2,19,,52,,,,,,,,
0,0.051,33,0D083,0,1,WYNHILL LN,11,2,19,,52,,,,,,,,
0,0.05,33,0D084,0,1,NADICK LN,11,2,19,,52,,,,,,,,
0,0.054,33,0D085,0,1,WIMPTON LN,11,2,19,,52,,,,,,,,
0,0.112,33,0D086,0,1,HUNTINGTON CIR,11,2,19,,52,,,,,,,,
0,0.04,33,0D087,0,1,CARRIE LN,11,2,19,,52,,,,,,,,
0,0.302,33,0D088,0,1,CLEARWATER RD,11,2,19,,52,,,,,,,,
0,0.089,33,0D089,0,1,TERRANCE DR,11,2,19,,52,,,,,,,,
0,0.179,33,0D090,0,1,COTTER RD,11,2,19,,52,,,,,,,,
0,0.09,33,0D091,0,1,CLEARWATER RD E,11,2,19,,52,,,,,,,,
0,0.806,33,0D092,0,1,MASTERS RD,12,4,19,52,52,,,,,,,,
0,0.247,33,0D093,0,1,E MASTERS RD,12,4,19,52,52,,,,,,,,
0,0.043,33,0D094,0,1,MASTERS CT,12,4,19,52,52,,,,,,,,
0,0.284,33,0D095,0,1,ROLLING HILLS RD,12,4,19,52,52,,,,,,,,
0,0.083,33,0D096,0,1,MASTERS LN,12,4,19,52,52,,,,,,,,
0,0.129,33,0D097,0,1,RACKHAM RD,12,4,19,52,52,,,,,,,,
0,0.141,33,0D098,0,1,BALTUSROL DR,12,4,19,52,52,,,,,,,,
0,0.135,33,0D099,0,1,VALLEYBROOK LN,12,4,19,52,52,,,,,,,,
0,0.778,33,0D100,0,1,VALLEYBROOK RD,12,4,19,52,52,,,,,,,,
0,0.061,33,0D101,0,1,BARBARA DR,11,2,19,,52,,,,,,,,
0,0.216,33,0D102,0,1,CELESTE LN,11,2,19,,52,,,,,,,,
0,0.257,33,0D103,0,1,VALLEYBROOK CIR,12,4,19,52,52,,,,,,,,
0,0.109,33,0D104,0,1,BROOKAIRE RD,12,4,19,52,52,,,,,,,,
0,0.761,33,0D105,0,1,BROOKMEAD CIR,12,4,19,52,52,,,,,,,,
0,0.259,33,0D106,0,1,LEASIDE LN,12,4,19,52,52,,,,,,,,
0,0.288,33,0D107,0,1,GREENBROOK LN,12,4,19,52,52,,,,,,,,
0,0.011,33,0D108,0,1,SHELBY CIR,11,2,19,,52,,,,,,,,
0.011,0.426,33,0D108,0,1,SHELBY CIR,12,4,19,52,52,,,,,,,,
0,0.41,33,0D109,0,1,MARRICK DR,11,2,19,,52,,,,,,,,
0,0.33,33,0D110,0,1,STAR-LITE RD,12,4,19,52,52,,,,,,,,
0,0.059,33,0D111,0,1,CUB TR,12,4,19,52,52,,,,,,,,
0,0.01,33,0D112,0,1,EAGLE DR,11,2,19,,52,,,,,,,,
0.01,1.098,33,0D112,0,1,EAGLE DR,12,4,19,52,52,,,,,,,,
0,0.254,33,0D113,0,1,DEE LN,11,2,19,,52,,,,,,,,
0,0.631,33,0D114,0,1,SERENA DR,11,2,19,,52,,,,,,,,
0.631,0.937,33,0D114,0,1,DOLORES DR,11,2,19,,52,,,,,,,,
0,0.096,33,0D115,0,1,CLARA DR,11,2,19,,52,,,,,,,,
0,0.293,33,0D116,0,1,HEADLYN DR,11,2,19,,52,,,,,,,,
0,0.124,33,0D117,0,1,PORT DR,11,2,19,,52,,,,,,,,
0,0.144,33,0D118,0,1,LAKESIDE LN,11,2,19,,52,,,,,,,,
0,0.144,33,0D119,0,1,HORNE RD,11,2,19,,52,,,,,,,,
0,0.249,33,0D120,0,1,AMBROSE DR,11,2,19,,52,,,,,,,,
0,0.263,33,0D121,0,1,W LAKESIDE CIR,11,2,19,,52,,,,,,,,
0,0.209,33,0D122,0,1,PRUETT RD,11,2,19,,52,,,,,,,,
0,0.354,33,0D123,0,1,OXFORD DR,11,2,19,,52,,,,,,,,
0,0.323,33,0D124,0,1,LAKESIDE CIR,11,2,19,,52,,,,,,,,
0,0.138,33,0D125,0,1,LAKESIDE DR,11,2,19,,52,,,,,,,,
0,0.096,33,0D126,0,1,LAKESIDE DR,11,2,19,,52,,,,,,,,
0,0.053,33,0D127,0,1,CAMP COLUMBUS RD,12,4,19,161,52,,,,,,,,
0.053,0.129,33,0D127,0,1,CAMP COLUMBUS RD,11,2,19,,52,,,,,,,,
0.129,0.488,33,0D127,0,1,FREELING VARNER RD,11,2,19,,52,,,,,,,,
0,1.206,33,0D128,0,1,HALE RD,11,2,19,,52,,,,,,,,
0,0.191,33,0D129,0,1,HENSELY RD,12,4,19,161,52,,,,,,,,
0.191,0.393,33,0D129,0,1,HENSELY RD,11,2,19,,52,,,,,,,,
0,0.901,33,0D130,0,1,ALBEMARLE DR,11,2,19,,52,,,,,,,,
0,0.453,33,0D131,0,1,CAMP COLUMBUS RD,11,2,19,,52,,,,,,,,
0,0.664,33,0D132,0,1,BAY HILL DR,11,2,19,,52,,,,,,,,
0,0.142,33,0D133,0,1,SEQUOYAH TER,11,2,19,,52,,,,,,,,
0,0.121,33,0D134,0,1,JOSEPH TER,11,2,19,,52,,,,,,,,
0,0.319,33,0D135,0,1,ST JOHN RD,11,2,19,,52,,,,,,,,
0,0.188,33,0D136,0,1,RICARDO LN,11,2,19,,52,,,,,,,,
0,0.654,33,0D137,0,1,CAROLANA CIR,11,2,19,,52,,,,,,,,
0.654,0.761,33,0D137,0,1,CRAVEN LN,11,2,19,,52,,,,,,,,
0,0.154,33,0D138,0,1,ASHLEY LN,11,2,19,,52,,,,,,,,
0,0.097,33,0D139,0,1,BERKELEY LN,11,2,19,,52,,,,,,,,
0,0.065,33,0D140,0,1,CARTERET LN,11,2,19,,52,,,,,,,,
0,0.22,33,0D141,0,1,COLLETON LN,11,2,19,,52,,,,,,,,
0,0.635,33,0D142,0,1,HALE RD,11,2,19,,52,22,,,33009,,,,
0.635,1.455,33,0D142,0,1,CENTRAL DR,11,2,19,,52,22,,,33009,,,,
0,0.05,33,0D143,0,1,CLIFT RD,12,4,19,272,52,,,,,,,,
0,0.046,33,0D144,0,1,AYTES LN,11,2,19,,52,,,,,,,,
0,0.423,33,0D145,0,1,CARAMEL CIR,11,2,19,,52,,,,,,,,
0,0.161,33,0D146,0,1,CENORA LN,11,2,19,,52,,,,,,,,
0,0.777,33,0D147,0,1,HALE RD,11,2,19,,52,,,,,,,,
0,0.54,33,0D148,0,1,FAIR OAKS RD,11,2,19,,52,,,,,,,,
0,0.058,33,0D149,0,1,RANDALL CT,11,2,19,,52,,,,,,,,
0,0.219,33,0D150,0,1,SHADOWOOD DR,11,2,19,,52,,,,,,,,
0,0.578,33,0D151,0,1,W CRABTREE RD,11,2,19,,52,,,,,,,,
0,0.527,33,0D152,0,1,CROSS TIMBERS CIR,11,2,19,,52,,,,,,,,
0,0.013,33,0D153,0,1,E OLD LOVELADY RD,11,2,19,,52,,,,,,,,
0.013,0.261,33,0D153,0,1,E OLD LOVELADY RD,12,4,19,272,52,,,,,,,,
0,0.102,33,0D154,0,1,ROCKDALE LN,11,2,19,,52,,,,,,,,
0,0.074,33,0D155,0,1,TILLMAN LN,11,2,19,,52,,,,,,,,
0,0.066,33,0D156,0,1,CHISHOLM ST,11,2,19,,52,,,,,,,,
0,0.038,33,0D157,0,1,TRAYLOR LN,11,2,19,,52,,,,,,,,
0,0.383,33,0D158,0,1,LONGVIEW ST,11,2,19,,52,,,,,,,,
0,0.508,33,0D159,0,1,VARNER ST,11,2,19,,52,,,,,,,,
0,0.306,33,0D160,0,1,COLORADO ST,11,2,19,,52,,,,,,,,
0,0.155,33,0D161,0,1,VARNER ST,11,2,19,,52,,,,,,,,
0,0.416,33,0D162,0,1,COLORADO ST,11,2,19,,52,,,,,,,,
0,0.089,33,0D163,0,1,OLD HIXSON CEMETERY RD,11,2,19,,52,,,,,,,,
0,0.466,33,0D164,0,1,LISA LYNN DR,11,2,19,,52,,,,,,,,
0,0.01,33,0D165,0,1,ELLEN RD,11,2,19,,52,,,,,,,,
0.01,0.15,33,0D165,0,1,ELLEN RD,12,4,19,272,52,,,,,,,,
0,0.041,33,0D166,0,1,SHADOW LN,11,2,19,,52,,,,,,,,
0,0.301,33,0D167,0,1,CHARBELL ST,11,2,19,,52,,,,,,,,
0,0.418,33,0D168,0,1,DUNNHILL LN,11,2,19,,52,,,,,,,,
0,0.048,33,0D169,0,1,CHARLEE LN,11,2,19,,52,,,,,,,,
0,0.156,33,0D170,0,1,LOGGER LN,11,2,19,,52,,,,,,,,
0,0.236,33,0D171,0,1,GREEN GROVE DR,11,2,19,,52,,,,,,,,
0,0.82,33,0D172,0,1,HICKORY AVE,11,2,19,,52,,,,,,,,
0,0.137,33,0D173,0,1,FOREST HILL DR,12,4,19,272,52,,,,,,,,
0,0.473,33,0D174,0,1,N BROOK DR,12,4,19,272,52,,,,,,,,
0,0.086,33,0D175,0,1,BROOK POINT LN,12,4,19,272,52,,,,,,,,
0,0.054,33,0D176,0,1,SHADY WOOD LN,12,4,19,272,52,,,,,,,,
0,0.036,33,0D177,0,1,COVE WOOD LN,12,4,19,272,52,,,,,,,,
0,0.606,33,0D178,0,1,SEDMAN RD,11,2,19,,52,,,,,,,,
0,0.209,33,0D179,0,1,CAROL JEAN TR,11,2,19,,52,,,,,,,,
0,0.401,33,0D180,0,1,KENNY WAY,11,2,19,,52,,,,,,,,
0,0.062,33,0D181,0,1,CLIFT ST,11,2,19,,52,,,,,,,,
0.062,0.284,33,0D181,0,1,MATHERLY ST,11,2,19,,52,,,,,,,,
0,0.117,33,0D182,0,1,LONDON AVE,11,2,19,,52,,,,,,,,
0,0.535,33,0D183,0,1,ROBERSON RD,11,2,19,,52,,,,,,,,
0,0.541,33,0D184,0,1,N CHESTER RD,11,2,19,,52,,,,,,,,
0,0.374,33,0D185,0,1,WOMACK RD,11,2,19,,52,,,,,,,,
0,0.425,33,0D186,0,1,N PRAIRIE CIR,11,2,19,,52,,,,,,,,
0.425,0.46,33,0D186,0,1,N PRAIRIE CIR,12,4,19,161,52,,,,,,,,
0,0.231,33,0D187,0,1,S PRAIRIE CIR,11,2,19,,52,,,,,,,,
0,0.091,33,0D188,0,1,SNOOPY LN,11,2,19,,52,,,,,,,,
0,0.053,33,0D189,0,1,MARRICK LN,11,2,19,,52,,,,,,,,
0,0.427,33,0D190,0,1,JANEVIEW DR,12,4,19,52,52,,,,,,,,
0,0.05,33,0D191,0,1,MARCO CT,12,4,19,52,52,,,,,,,,
0,0.392,33,0D192,0,1,MARCO CIR,12,4,19,52,52,,,,,,,,
0.392,0.472,33,0D192,0,1,MEADOWBROOK TR,12,4,19,52,52,,,,,,,,
0,0.112,33,0D193,0,1,MEADOWBROOK TR,12,4,19,52,52,,,,,,,,
0.112,0.357,33,0D193,0,1,MAHALA LN,12,4,19,52,52,,,,,,,,
0,0.608,33,0D194,0,1,GALE LN,12,4,19,52,52,,,,,,,,
0,0.174,33,0D195,0,1,BRICKHOUSE RD,12,4,19,52,52,,,,,,,,
0,0.142,33,0D196,0,1,FAYE AVE,12,4,19,52,52,,,,,,,,
0,0.371,33,0D197,0,1,FRANCES DR,12,4,19,52,52,,,,,,,,
0,0.351,33,0D198,0,1,QUINTUS LOOP,12,4,19,52,52,,,,,,,,
0,0.442,33,0D199,0,1,LEANN CIR,12,4,19,52,52,,,,,,,,
0,0.226,33,0D200,0,1,SUMTER AVE,12,4,19,52,52,,,,,,,,
0,0.078,33,0D201,0,1,DOOLITTLE ST,12,4,19,52,52,,,,,,,,
0,0.222,33,0D202,0,1,NIMITZ ST,12,4,19,52,52,,,,,,,,
0,0.131,33,0D203,0,1,MCARTHUR AVE,12,4,19,52,52,,,,,,,,
0.131,0.24,33,0D203,0,1,DOOLITTLE ST,12,4,19,52,52,,,,,,,,
0,0.161,33,0D204,0,1,GREEN FOREST LN,12,4,19,52,52,,,,,,,,
0,0.163,33,0D205,0,1,GREEN FOREST LN,12,4,19,52,52,,,,,,,,
0,0.188,33,0D206,0,1,NORTHBRIER LN,12,4,19,52,52,,,,,,,,
0,0.293,33,0D207,0,1,NORTHBRIER CIR,12,4,19,52,52,,,,,,,,
0,0.078,33,0D208,0,1,E GLEN CT,12,4,19,52,52,,,,,,,,
0,0.144,33,0D209,0,1,ACUFF ST,12,4,19,52,52,,,,,,,,
0,0.101,33,0D210,0,1,COGSWELL ST,12,4,19,52,52,,,,,,,,
