,Index,Route,Longitude,Latitude,Sum_Accidents,Date,Time,Hour,Temperature,Temp_Max,Temp_Min,Dewpoint,Humidity,Month,Weekday,Visibility,Cloud_Coverage,Precipitation_Type,Precipitation_Intensity,Precip_Intensity_Max,Precip_Intensity_Time,EventBefore,Event,ConditionBefore,Conditions,Clear,Cloudy,Rain,Fog,Snow,RainBefore,Terrain,Land_Use,Access_Control,Operation,Thru_Lanes,Num_Lanes,Ad_Sys,Gov_Cont,Func_Class,Pavement_Width,Pavement_Type,Prediction,Probability,Log_Mile,Predictions
2139,2542,33I0124001,-85.314266,35.047051,44,2/25/19,10:00,10,40.63,55.28,35.99,18.68,0.41,2,0,6.07,0.21,rain,0.0004,0.0018,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,2,2,2,5,5,2,1,11,24,15,,0.68404174,1.399,1
5037,2540,3304417001,-85.299374,35.02626,44,2/25/19,10:00,10,39.31,55.38,34.44,19.61,0.45,2,0,7.77,0.21,rain,0.0004,0.0018,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,6,6,18,4,16,34,18,,0.7288112,0.095,1
3362,2564,33I0075001,-85.174285,35.024637,38,2/25/19,10:00,10,39.41,55.08,34.69,20.87,0.47,2,0,7.6,0.22,rain,0.0004,0.0018,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,7,2,2,6,7,2,1,11,48,18,,0.7395994,4.038,1
4752,2414,33SR002001,-85.064345,35.084844,28,2/25/19,9:00,9,38.56,54.48,35.54,19.58,0.46,2,0,7.98,0.22,rain,0.0004,0.0018,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,5,5,21,1,16,24,15,,0.73685163,20.781,1
1012,2684,33I0124001,-85.318217,35.039377,26,2/25/19,10:00,10,40.59,55.37,35.88,18.74,0.41,2,0,6.04,0.21,rain,0.0004,0.0018,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,2,2,2,6,6,2,1,11,36,15,,0.5718982,0.763,1
5703,3,33I0075001,-85.210866,35.001294,162,2/25/19,0:00,0,53.78,60.77,45.87,50.01,0.87,2,0,6.64,0.35,rain,0.0133,0.1334,1550995200,clear-night,rain,Clear,Rain,0,0,1,0,0,0,1,0,2,2,4,4,2,1,11,24,15,,0.58261704,1.202,1
2634,100,33I0075001,-85.203262,35.007414,43,2/25/19,0:00,0,53.79,60.71,45.78,50.02,0.87,2,0,6.65,0.35,rain,0.0132,0.134,1550995200,clear-night,rain,Clear,Rain,0,0,1,0,0,0,2,2,2,2,8,8,2,1,11,48,15,,0.53164464,1.847,1
2893,2216,33SR008001,-85.331318,35.094368,114,2/25/19,9:00,9,38.38,55.45,35.85,17.24,0.42,2,0,8.53,0.22,rain,0.0004,0.0018,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,6,6,13,1,14,36,15,,0.57487583,13.147,1
429,1,33I0075001,-85.206737,34.996081,255,2/25/19,0:00,0,53.96,60.91,46.11,50.01,0.86,2,0,6.77,0.35,rain,0.0132,0.133,1550995200,clear-night,rain,Clear,Rain,0,0,1,0,0,0,1,2,2,2,6,8,2,1,11,36,15,,0.7204466,0.771,1
913,2451,33I0075001,-85.206737,34.996081,255,2/25/19,10:00,10,39.72,55.28,34.98,21.15,0.47,2,0,7.69,0.21,rain,0.0004,0.0018,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,1,2,2,2,6,8,2,1,11,36,15,,0.63015306,0.771,1
4906,2586,33SR008001,-85.309633,35.052314,35,2/25/19,10:00,10,39.15,55.32,34.31,19.14,0.44,2,0,7.74,0.21,rain,0.0004,0.0018,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,4,4,21,1,16,23,15,,0.74346846,9.415,1
184,2223,3305747001,-85.132664,35.080045,107,2/25/19,9:00,9,38.42,54.52,35.78,19.1,0.45,2,0,7.67,0.22,rain,0.0004,0.0018,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,4,4,18,4,17,22,15,,0.57538927,1.222,1
1193,2489,33SR002001,-85.246468,35.024158,69,2/25/19,10:00,10,39.18,54.77,34.52,20.21,0.46,2,0,7.76,0.21,rain,0.0004,0.0018,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,4,4,13,1,14,24,15,,0.7451288,12.466,1
1962,2567,33SR153001,-85.177195,35.028893,38,2/25/19,10:00,10,39.36,55.05,34.67,20.78,0.47,2,0,7.6,0.22,rain,0.0004,0.0018,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,4,2,2,6,8,13,1,12,36,15,,0.58766466,0.563,1
4564,2546,330E062001,-85.293894,35.015629,43,2/25/19,10:00,10,39.42,55.37,34.58,19.82,0.45,2,0,7.77,0.21,rain,0.0004,0.0018,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,0,0,2,2,2,12,4,19,30,15,,0.54977953,0.034,1
1032,2569,33SR002001,-85.205773,35.017752,38,2/25/19,10:00,10,39.44,55.1,34.61,20.79,0.47,2,0,7.66,0.21,rain,0.0004,0.0018,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,4,4,13,1,14,24,15,,0.7772266,15.309,1
4688,2585,33SR008001,-85.206802,34.989515,36,2/25/19,10:00,10,39.75,55.26,35.02,21.24,0.47,2,0,7.73,0.21,rain,0.0004,0.0018,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,4,4,13,1,14,24,15,,0.5144453,1.142,1
508,2568,33SR002001,-85.183432,35.031699,38,2/25/19,10:00,10,39.15,54.72,34.42,20.68,0.47,2,0,7.61,0.22,rain,0.0004,0.0018,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,4,5,13,1,14,24,15,,0.8161497,16.897,1
5117,2621,3304986001,-85.159779,35.035252,32,2/25/19,10:00,10,39.31,54.96,34.62,20.82,0.47,2,0,7.57,0.22,rain,0.0004,0.0018,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,3,3,18,4,17,24,15,,0.6129166,1.482,1
2082,2535,33I0024002,-85.399306,34.9933,45,2/25/19,10:00,10,40.45,55.03,35.39,18.59,0.41,2,0,6.3,0.21,rain,0.0004,0.0018,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,0,2,2,4,4,2,1,11,24,15,,0.72550535,0.896,1
384,2691,33I0075001,-85.16582,35.033426,26,2/25/19,10:00,10,39.29,54.91,34.64,20.8,0.47,2,0,7.58,0.22,rain,0.0004,0.0018,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,4,2,2,6,8,2,1,11,36,18,,0.871464,4.809,1
1351,3847,33I0024002,-85.322207,35.029902,31,2/25/19,15:00,15,54.57,55.42,36.03,26.81,0.34,2,0,10,0.21,rain,0.0004,0.0018,1551132000,partly-cloudy-night,partly-cloudy-day,Mostly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,2,2,2,4,4,2,1,11,24,15,,0.5079243,7.343,1
4497,2473,33I0024002,-85.297411,35.02156,96,2/25/19,10:00,10,39.36,55.38,34.5,19.7,0.45,2,0,7.77,0.21,rain,0.0004,0.0018,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,2,2,2,6,8,2,1,11,36,15,,0.54955417,8.996,1
5381,4251,33I0024002,-85.366708,35.027029,45,2/25/19,17:00,17,55.05,55.48,35.32,29.08,0.37,2,0,10,0.21,rain,0.0004,0.0018,1551132000,partly-cloudy-night,partly-cloudy-day,Mostly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,0,2,2,4,5,2,1,11,24,15,,0.5115241,4.085,1
2830,2612,33I0124001,-85.314203,35.044153,32,2/25/19,10:00,10,40.59,55.31,35.91,18.71,0.41,2,0,6.05,0.21,rain,0.0004,0.0018,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,2,2,2,5,6,2,1,11,24,15,,0.7386976,1.197,1
970,2589,33SR320001,-85.168677,35.01779,35,2/25/19,10:00,10,39.4,54.9,34.74,21.02,0.47,2,0,7.6,0.22,rain,0.0004,0.0018,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,4,4,21,1,14,22,15,,0.59675545,2.271,1
5641,2249,330F888001,-85.151823,35.036959,66,2/25/19,9:00,9,38.49,54.87,35.94,20.33,0.48,2,0,6.47,0.22,rain,0.0004,0.0018,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,0,0,2,2,2,12,4,19,38,15,,0.52887535,0.273,1
2216,4552,33SR153001,-85.221427,35.091719,34,2/25/19,18:00,18,52.1,55.08,34.34,30.51,0.43,2,0,10,0.22,rain,0.0004,0.0018,1551132000,partly-cloudy-night,partly-cloudy-day,Mostly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,4,2,2,4,6,13,1,12,24,15,,0.5014566,5.772,1
5533,2682,3305403001,-85.290524,35.041458,26,2/25/19,10:00,10,39.16,55.28,34.33,19.43,0.45,2,0,7.69,0.21,rain,0.0004,0.0018,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,3,3,18,4,16,17,15,,0.63138074,1.618,1
4910,2646,33I0024002,-85.28446,35.017606,29,2/25/19,10:00,10,39.43,55.34,34.59,19.85,0.45,2,0,7.7,0.21,rain,0.0004,0.0018,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,2,2,2,6,7,2,1,11,36,15,,0.52567,9.834,1
2546,2533,33I0024002,-85.254192,35.015818,46,2/25/19,10:00,10,39.2,54.67,34.56,20.31,0.46,2,0,7.78,0.21,rain,0.0004,0.0018,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,0,2,2,6,6,2,1,11,36,18,,0.5726111,11.914,1
3526,4765,33I0024002,-85.350032,35.028387,39,2/25/19,19:00,19,49.29,55.46,35.59,31.07,0.49,2,0,10,0.21,rain,0.0004,0.0018,1551132000,partly-cloudy-night,partly-cloudy-night,Mostly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,0,2,2,4,4,2,1,11,24,15,,0.51751834,5.06,1
1271,3681,33I0024002,-85.368766,35.026324,144,2/25/19,15:00,15,54.59,55.44,35.32,26.75,0.34,2,0,10,0.21,rain,0.0004,0.0018,1551132000,partly-cloudy-night,partly-cloudy-day,Mostly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,0,2,2,4,5,2,1,11,24,15,,0.5191021,3.959,1
2265,159,33I0075001,-85.196993,35.009159,33,2/25/19,0:00,0,53.85,60.65,45.76,50.37,0.88,2,0,6.72,0.35,rain,0.0129,0.1303,1550995200,clear-night,rain,Clear,Rain,0,0,1,0,0,0,2,4,2,2,8,8,2,1,11,48,18,,0.5236627,2.228,1
573,3436,33I0024002,-85.368766,35.026324,144,2/25/19,14:00,14,52.65,55.44,35.32,25.38,0.34,2,0,10,0.21,rain,0.0004,0.0018,1551132000,partly-cloudy-night,partly-cloudy-day,Mostly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,0,2,2,4,5,2,1,11,24,15,,0.5160296,3.959,1
3680,2253,33SR317001,-85.19034,35.073644,61,2/25/19,9:00,9,38.44,54.93,35.74,19.26,0.46,2,0,6.81,0.22,rain,0.0004,0.0018,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,4,4,13,1,14,24,15,,0.5601327,1.308,1
4656,2645,33I0075001,-85.201076,35.007825,29,2/25/19,10:00,10,39.51,55.05,34.69,21,0.47,2,0,7.65,0.21,rain,0.0004,0.0018,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,4,2,2,8,8,2,1,11,48,18,,0.7430449,1.976,1
5114,2250,33I0075001,-85.163861,35.035266,65,2/25/19,9:00,9,38.51,54.95,35.96,20.28,0.47,2,0,6.37,0.22,rain,0.0004,0.0018,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,4,2,2,6,8,2,1,11,36,18,,0.6380451,4.977,1
300,117,33SR153001,-85.177195,35.028893,38,2/25/19,0:00,0,54.03,60.68,45.75,50.36,0.87,2,0,6.71,0.35,rain,0.0127,0.1299,1550995200,clear-night,rain,Clear,Rain,0,0,1,0,0,0,2,4,2,2,6,8,13,1,12,36,15,,0.7101023,0.563,1
2757,241,33I0075001,-85.16582,35.033426,26,2/25/19,0:00,0,54.04,60.53,45.59,50.37,0.87,2,0,6.84,0.35,rain,0.0126,0.1296,1550995200,clear-night,rain,Clear,Rain,0,0,1,0,0,0,2,4,2,2,6,8,2,1,11,36,18,,0.7753819,4.809,1
4256,76,33I0075001,-85.163223,35.035572,47,2/25/19,0:00,0,54.03,60.56,45.61,50.37,0.87,2,0,6.85,0.35,rain,0.0126,0.1296,1550995200,clear-night,rain,Clear,Rain,0,0,1,0,0,0,2,4,2,2,6,8,2,1,11,36,18,,0.77353513,5.016,1
2481,3926,33I0024002,-85.368766,35.026324,144,2/25/19,16:00,16,55.44,55.44,35.32,27.92,0.35,2,0,10,0.21,rain,0.0004,0.0018,1551132000,partly-cloudy-night,partly-cloudy-day,Mostly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,0,2,2,4,5,2,1,11,24,15,,0.51687425,3.959,1
2030,4030,33I0024002,-85.350032,35.028387,39,2/25/19,16:00,16,55.46,55.46,35.59,27.95,0.35,2,0,10,0.21,rain,0.0004,0.0018,1551132000,partly-cloudy-night,partly-cloudy-day,Mostly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,0,2,2,4,4,2,1,11,24,15,,0.53902155,5.06,1
5706,61,33I0075001,-85.211604,35.001154,52,2/25/19,0:00,0,53.78,60.78,45.87,50.01,0.87,2,0,6.63,0.35,rain,0.0133,0.1334,1550995200,clear-night,rain,Clear,Rain,0,0,1,0,0,0,1,0,2,2,4,4,2,1,11,24,15,,0.5815439,1.206,1
5531,2495,33I0075001,-85.163861,35.035266,65,2/25/19,10:00,10,39.3,54.95,34.62,20.78,0.47,2,0,7.57,0.22,rain,0.0004,0.0018,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,4,2,2,6,8,2,1,11,36,18,,0.8728442,4.977,1
5759,2694,33I0124001,-85.314338,35.049871,26,2/25/19,10:00,10,40.66,55.27,36.06,18.65,0.41,2,0,6.08,0.21,rain,0.0004,0.0018,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,2,2,2,4,6,2,1,11,24,15,,0.7704582,1.596,1
169,2607,33I0024002,-85.227148,35.005132,33,2/25/19,10:00,10,39.5,55.13,34.69,20.69,0.46,2,0,7.7,0.21,rain,0.0004,0.0018,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,2,2,2,6,6,2,1,11,36,18,,0.73664457,13.632,1
5401,242,33I0075001,-85.193721,35.010071,26,2/25/19,0:00,0,54.05,60.79,45.96,50.37,0.87,2,0,6.76,0.35,rain,0.0128,0.1303,1550995200,clear-night,rain,Clear,Rain,0,0,1,0,0,0,2,4,2,2,8,8,2,1,11,48,18,,0.5133706,2.427,1
4480,2650,33I0075001,-85.17253,35.027345,28,2/25/19,10:00,10,39.37,55.03,34.68,20.84,0.47,2,0,7.59,0.22,rain,0.0004,0.0018,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,7,2,2,6,6,2,1,11,36,18,,0.539565,4.247,1
5489,2587,3303611001,-85.244059,35.01068,35,2/25/19,10:00,10,39.36,54.96,34.63,20.48,0.46,2,0,7.74,0.21,rain,0.0004,0.0018,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,7,0,2,2,2,18,4,16,24,15,,0.507349,0.996,1
294,200,33I0075001,-85.17253,35.027345,28,2/25/19,0:00,0,54.04,60.65,45.74,50.36,0.87,2,0,6.82,0.35,rain,0.0126,0.1294,1550995200,clear-night,rain,Clear,Rain,0,0,1,0,0,0,2,7,2,2,6,6,2,1,11,36,18,,0.50810176,4.247,1
2850,2273,33I0024002,-85.39315,35.008289,50,2/25/19,9:00,9,38.56,55.34,35.51,17.68,0.42,2,0,7.83,0.21,rain,0.0004,0.0018,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,0,2,2,4,4,2,1,11,24,15,,0.5378971,2.007,1
2400,2638,3304987001,-85.155546,35.030221,29,2/25/19,10:00,10,39.34,54.92,34.65,20.93,0.47,2,0,7.56,0.22,rain,0.0004,0.0018,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,7,0,2,4,4,18,4,14,24,15,,0.53714085,1.127,1
4404,2028,33I0024002,-85.39315,35.008289,50,2/25/19,8:00,8,36.22,55.34,35.51,17.7,0.46,2,0,5.74,0.21,rain,0.0004,0.0018,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,0,2,2,4,4,2,1,11,24,15,,0.594443,2.007,1
4311,2602,3303559001,-85.311782,35.05227,34,2/25/19,10:00,10,39.15,55.32,34.32,19.13,0.44,2,0,7.74,0.21,rain,0.0004,0.0018,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,4,4,18,4,17,40,15,,0.73418957,1.003,1
2548,4092,33I0024002,-85.322207,35.029902,31,2/25/19,16:00,16,55.42,55.42,36.03,28,0.35,2,0,10,0.21,rain,0.0004,0.0018,1551132000,partly-cloudy-night,partly-cloudy-day,Mostly Cloudy,Partly Cloudy,0,1,0,0,0,0,2,2,2,2,4,4,2,1,11,24,15,,0.5078609,7.343,1
1723,2632,3304995001,-85.186686,35.029063,30,2/25/19,10:00,10,39.21,54.84,34.43,20.7,0.47,2,0,7.62,0.22,rain,0.0004,0.0018,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,7,0,2,2,2,18,4,17,28,15,,0.5590777,0.699,1
3579,2545,3304987001,-85.157359,35.026889,43,2/25/19,10:00,10,39.36,54.92,34.67,20.97,0.47,2,0,7.57,0.22,rain,0.0004,0.0018,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,7,0,2,4,4,18,4,14,24,15,,0.5326896,0.878,1
3906,2450,3304986001,-85.158706,35.034528,268,2/25/19,10:00,10,39.32,54.96,34.63,20.84,0.47,2,0,7.56,0.22,rain,0.0004,0.0018,1551132000,partly-cloudy-night,clear-day,Mostly Cloudy,Clear,1,0,0,0,0,0,2,2,0,2,3,3,18,4,17,24,15,,0.6158788,1.464,1
