OBJECTID,ORIG_FID,X,Y,Center_Lat,Center_Long,Ghost_Lat,Ghost_Long
1377,275,-85.3125,35.0348,,,35.0364,-85.31448864
1378,275,-85.30454545,35.0348,,,35.0364,-85.30255681
1379,275,-85.30454545,35.0284,,,35.0268,-85.30255681
1380,275,-85.3125,35.0284,,,35.0268,-85.31448864
1381,276,-85.30454545,35.0284,35.0316,-85.30056818,35.0268,-85.30653409
1382,276,-85.30454545,35.0348,,,35.0364,-85.30653409
1383,276,-85.29659091,35.0348,,,35.0364,-85.29460228
1384,276,-85.29659091,35.0284,,,35.0268,-85.29460228
1385,276,-85.30454545,35.0284,,,35.0268,-85.30653409
1386,277,-85.29659091,35.0284,35.0316,-85.29261364,35.0268,-85.29857955
1387,277,-85.29659091,35.0348,,,35.0364,-85.29857955
1388,277,-85.28863636,35.0348,,,35.0364,-85.28664772
1389,277,-85.28863636,35.0284,,,35.0268,-85.28664772
1390,277,-85.29659091,35.0284,,,35.0268,-85.29857955
1391,278,-85.28863636,35.0284,35.0316,-85.28465909,35.0268,-85.290625
1392,278,-85.28863636,35.0348,,,35.0364,-85.290625
1393,278,-85.28068182,35.0348,,,35.0364,-85.27869319
1394,278,-85.28068182,35.0284,,,35.0268,-85.27869319
1395,278,-85.28863636,35.0284,,,35.0268,-85.290625
1396,279,-85.28068182,35.0284,35.0316,-85.27670455,35.0268,-85.28267046
1397,279,-85.28068182,35.0348,,,35.0364,-85.28267046
1398,279,-85.27272727,35.0348,,,35.0364,-85.27073863
1399,279,-85.27272727,35.0284,,,35.0268,-85.27073863
1400,279,-85.28068182,35.0284,,,35.0268,-85.28267046
1401,280,-85.27272727,35.0284,35.0316,-85.26875,35.0268,-85.27471591
1402,280,-85.27272727,35.0348,,,35.0364,-85.27471591
1403,280,-85.26477273,35.0348,,,35.0364,-85.2627841
1404,280,-85.26477273,35.0284,,,35.0268,-85.2627841
1405,280,-85.27272727,35.0284,,,35.0268,-85.27471591
1406,281,-85.26477273,35.0284,35.0316,-85.26079545,35.0268,-85.26676137
1407,281,-85.26477273,35.0348,,,35.0364,-85.26676137
1408,281,-85.25681818,35.0348,,,35.0364,-85.25482954
1409,281,-85.25681818,35.0284,,,35.0268,-85.25482954
1410,281,-85.26477273,35.0284,,,35.0268,-85.26676137
1411,282,-85.25681818,35.0284,35.0316,-85.25284091,35.0268,-85.25880681
1412,282,-85.25681818,35.0348,,,35.0364,-85.25880681
1413,282,-85.24886364,35.0348,,,35.0364,-85.246875
1414,282,-85.24886364,35.0284,,,35.0268,-85.246875
1415,282,-85.25681818,35.0284,,,35.0268,-85.25880681
1416,283,-85.24886364,35.0284,35.0316,-85.24488636,35.0268,-85.25085228
1417,283,-85.24886364,35.0348,,,35.0364,-85.25085228
1418,283,-85.24090909,35.0348,,,35.0364,-85.23892045
1419,283,-85.24090909,35.0284,,,35.0268,-85.23892045
1420,283,-85.24886364,35.0284,,,35.0268,-85.25085228
1421,284,-85.24090909,35.0284,35.0316,-85.23693182,35.0268,-85.24289773
1422,284,-85.24090909,35.0348,,,35.0364,-85.24289773
1423,284,-85.23295455,35.0348,,,35.0364,-85.23096592
1424,284,-85.23295455,35.0284,,,35.0268,-85.23096592
1425,284,-85.24090909,35.0284,,,35.0268,-85.24289773
1426,285,-85.23295455,35.0284,35.0316,-85.22897727,35.0268,-85.23494319
1427,285,-85.23295455,35.0348,,,35.0364,-85.23494319
1428,285,-85.225,35.0348,,,35.0364,-85.22301136
1429,285,-85.225,35.0284,,,35.0268,-85.22301136
1430,285,-85.23295455,35.0284,,,35.0268,-85.23494319
1431,286,-85.225,35.0284,35.0316,-85.22102273,35.0268,-85.22698864
1432,286,-85.225,35.0348,,,35.0364,-85.22698864
1433,286,-85.21704545,35.0348,,,35.0364,-85.21505681
1434,286,-85.21704545,35.0284,,,35.0268,-85.21505681
1435,286,-85.225,35.0284,,,35.0268,-85.22698864
1436,287,-85.21704545,35.0284,35.0316,-85.21306818,35.0268,-85.21903409
1437,287,-85.21704545,35.0348,,,35.0364,-85.21903409
1438,287,-85.20909091,35.0348,,,35.0364,-85.20710228
1439,287,-85.20909091,35.0284,,,35.0268,-85.20710228
1440,287,-85.21704545,35.0284,,,35.0268,-85.21903409
1441,288,-85.20909091,35.0284,35.0316,-85.20511364,35.0268,-85.21107955
1442,288,-85.20909091,35.0348,,,35.0364,-85.21107955
1443,288,-85.20113636,35.0348,,,35.0364,-85.19914772
1444,288,-85.20113636,35.0284,,,35.0268,-85.19914772
1445,288,-85.20909091,35.0284,,,35.0268,-85.21107955
1446,289,-85.20113636,35.0284,35.0316,-85.19715909,35.0268,-85.203125
1447,289,-85.20113636,35.0348,,,35.0364,-85.203125
1448,289,-85.19318182,35.0348,,,35.0364,-85.19119319
1449,289,-85.19318182,35.0284,,,35.0268,-85.19119319
1450,289,-85.20113636,35.0284,,,35.0268,-85.203125
1451,290,-85.19318182,35.0284,35.0316,-85.18920455,35.0268,-85.19517046
1452,290,-85.19318182,35.0348,,,35.0364,-85.19517046
1453,290,-85.18522727,35.0348,,,35.0364,-85.18323863
1454,290,-85.18522727,35.0284,,,35.0268,-85.18323863
1455,290,-85.19318182,35.0284,,,35.0268,-85.19517046
1456,291,-85.18522727,35.0284,35.0316,-85.18125,35.0268,-85.1872159
1457,291,-85.18522727,35.0348,,,35.0364,-85.1872159
1458,291,-85.17727273,35.0348,,,35.0364,-85.1752841
1459,291,-85.17727273,35.0284,,,35.0268,-85.1752841
1460,291,-85.18522727,35.0284,,,35.0268,-85.1872159
1461,292,-85.17727273,35.0284,35.0316,-85.17329545,35.0268,-85.17926137
1462,292,-85.17727273,35.0348,,,35.0364,-85.17926137
1463,292,-85.16931818,35.0348,,,35.0364,-85.16732954
1464,292,-85.16931818,35.0284,,,35.0268,-85.16732954
1465,292,-85.17727273,35.0284,,,35.0268,-85.17926137
1466,293,-85.16931818,35.0284,35.0316,-85.16534091,35.0268,-85.17130682
1467,293,-85.16931818,35.0348,,,35.0364,-85.17130682
1468,293,-85.16136364,35.0348,,,35.0364,-85.15937501
1469,293,-85.16136364,35.0284,,,35.0268,-85.15937501
1470,293,-85.16931818,35.0284,,,35.0268,-85.17130682
1471,294,-85.16136364,35.0284,35.0316,-85.15738636,35.0268,-85.16335228
1472,294,-85.16136364,35.0348,,,35.0364,-85.16335228
1473,294,-85.15340909,35.0348,,,35.0364,-85.15142045
1474,294,-85.15340909,35.0284,,,35.0268,-85.15142045
1475,294,-85.16136364,35.0284,,,35.0268,-85.16335228
1476,295,-85.15340909,35.0284,35.0316,-85.14943182,35.0268,-85.15539773
1477,295,-85.15340909,35.0348,,,35.0364,-85.15539773
1478,295,-85.14545455,35.0348,,,35.0364,-85.14346592
1479,295,-85.14545455,35.0284,,,35.0268,-85.14346592
1480,295,-85.15340909,35.0284,,,35.0268,-85.15539773
1481,296,-85.14545455,35.0284,35.0316,-85.14147727,35.0268,-85.14744319
1482,296,-85.14545455,35.0348,,,35.0364,-85.14744319
1483,296,-85.1375,35.0348,,,35.0364,-85.13551136
1484,296,-85.1375,35.0284,,,35.0268,-85.13551136
1485,296,-85.14545455,35.0284,,,35.0268,-85.14744319
1486,297,-85.1375,35.0284,35.0316,-85.13352273,35.0268,-85.13948864
1487,297,-85.1375,35.0348,,,35.0364,-85.13948864
1488,297,-85.12954545,35.0348,,,35.0364,-85.12755681
1489,297,-85.12954545,35.0284,,,35.0268,-85.12755681
1490,297,-85.1375,35.0284,,,35.0268,-85.13948864
1491,298,-85.12954545,35.0284,35.0316,-85.12556818,35.0268,-85.13153409
1492,298,-85.12954545,35.0348,,,35.0364,-85.13153409
1493,298,-85.12159091,35.0348,,,35.0364,-85.11960228
1494,298,-85.12159091,35.0284,,,35.0268,-85.11960228
1495,298,-85.12954545,35.0284,,,35.0268,-85.13153409
1496,299,-85.12159091,35.0284,35.0316,-85.11761364,35.0268,-85.12357955
1497,299,-85.12159091,35.0348,,,35.0364,-85.12357955
1498,299,-85.11363636,35.0348,,,35.0364,-85.11164772
1499,299,-85.11363636,35.0284,,,35.0268,-85.11164772
1500,299,-85.12159091,35.0284,,,35.0268,-85.12357955
1501,300,-85.11363636,35.0284,35.0316,-85.10965909,35.0268,-85.11562499
1502,300,-85.11363636,35.0348,,,35.0364,-85.11562499
1503,300,-85.10568182,35.0348,,,35.0364,-85.10369319
1504,300,-85.10568182,35.0284,,,35.0268,-85.10369319
1505,300,-85.11363636,35.0284,,,35.0268,-85.11562499
1506,301,-85.10568182,35.0284,35.0316,-85.10170455,35.0268,-85.10767046
1507,301,-85.10568182,35.0348,,,35.0364,-85.10767046
1508,301,-85.09772727,35.0348,,,35.0364,-85.09573863
1509,301,-85.09772727,35.0284,,,35.0268,-85.09573863
1510,301,-85.10568182,35.0284,,,35.0268,-85.10767046
1511,302,-85.09772727,35.0284,35.0316,-85.09375,35.0268,-85.0997159
1512,302,-85.09772727,35.0348,,,35.0364,-85.0997159
1513,302,-85.08977273,35.0348,,,35.0364,-85.0877841
1514,302,-85.08977273,35.0284,,,35.0268,-85.0877841
1515,302,-85.09772727,35.0284,,,35.0268,-85.0997159
1516,303,-85.08977273,35.0284,35.0316,-85.08579545,35.0268,-85.09176137
1517,303,-85.08977273,35.0348,,,35.0364,-85.09176137
1518,303,-85.08181818,35.0348,,,35.0364,-85.07982954
1519,303,-85.08181818,35.0284,,,35.0268,-85.07982954
1520,303,-85.08977273,35.0284,,,35.0268,-85.09176137
1521,304,-85.08181818,35.0284,35.0316,-85.07784091,35.0268,-85.08380681
1522,304,-85.08181818,35.0348,,,35.0364,-85.08380681
1523,304,-85.07386364,35.0348,,,35.0364,-85.071875
1524,304,-85.07386364,35.0284,,,35.0268,-85.071875
1525,304,-85.08181818,35.0284,,,35.0268,-85.08380681
1526,305,-85.07386364,35.0284,35.0316,-85.06988636,35.0268,-85.07585228
1527,305,-85.07386364,35.0348,,,35.0364,-85.07585228
1528,305,-85.06590909,35.0348,,,35.0364,-85.06392045
1529,305,-85.06590909,35.0284,,,35.0268,-85.06392045
1530,305,-85.07386364,35.0284,,,35.0268,-85.07585228
1531,306,-85.06590909,35.0284,35.0316,-85.06193182,35.0268,-85.06789773
1532,306,-85.06590909,35.0348,,,35.0364,-85.06789773
1533,306,-85.05795455,35.0348,,,35.0364,-85.05596592
1534,306,-85.05795455,35.0284,,,35.0268,-85.05596592
1535,306,-85.06590909,35.0284,,,35.0268,-85.06789773
1536,307,-85.05795455,35.0284,35.0316,-85.05397727,35.0268,-85.05994319
1537,307,-85.05795455,35.0348,,,35.0364,-85.05994319
1538,307,-85.05,35.0348,,,35.0364,-85.04801136
1539,307,-85.05,35.0284,,,35.0268,-85.04801136
1540,307,-85.05795455,35.0284,,,35.0268,-85.05994319
1541,308,-85.4,35.0348,35.038,-85.39602273,35.0332,-85.40198864
1542,308,-85.4,35.0412,,,35.0428,-85.40198864
1543,308,-85.39204545,35.0412,,,35.0428,-85.39005681
1544,308,-85.39204545,35.0348,,,35.0332,-85.39005681
1545,308,-85.4,35.0348,,,35.0332,-85.40198864
1546,309,-85.39204545,35.0348,35.038,-85.38806818,35.0332,-85.39403409
1547,309,-85.39204545,35.0412,,,35.0428,-85.39403409
1548,309,-85.38409091,35.0412,,,35.0428,-85.38210228
1549,309,-85.38409091,35.0348,,,35.0332,-85.38210228
1550,309,-85.39204545,35.0348,,,35.0332,-85.39403409
1551,310,-85.38409091,35.0348,35.038,-85.38011364,35.0332,-85.38607955
1552,310,-85.38409091,35.0412,,,35.0428,-85.38607955
1553,310,-85.37613636,35.0412,,,35.0428,-85.37414772
1554,310,-85.37613636,35.0348,,,35.0332,-85.37414772
1555,310,-85.38409091,35.0348,,,35.0332,-85.38607955
1556,311,-85.37613636,35.0348,35.038,-85.37215909,35.0332,-85.378125
1557,311,-85.37613636,35.0412,,,35.0428,-85.378125
1558,311,-85.36818182,35.0412,,,35.0428,-85.36619319
1559,311,-85.36818182,35.0348,,,35.0332,-85.36619319
1560,311,-85.37613636,35.0348,,,35.0332,-85.378125
1561,312,-85.36818182,35.0348,35.038,-85.36420455,35.0332,-85.37017046
1562,312,-85.36818182,35.0412,,,35.0428,-85.37017046
1563,312,-85.36022727,35.0412,,,35.0428,-85.35823863
1564,312,-85.36022727,35.0348,,,35.0332,-85.35823863
1565,312,-85.36818182,35.0348,,,35.0332,-85.37017046
1566,313,-85.36022727,35.0348,35.038,-85.35625,35.0332,-85.36221591
1567,313,-85.36022727,35.0412,,,35.0428,-85.36221591
1568,313,-85.35227273,35.0412,,,35.0428,-85.3502841
1569,313,-85.35227273,35.0348,,,35.0332,-85.3502841
1570,313,-85.36022727,35.0348,,,35.0332,-85.36221591
1571,314,-85.35227273,35.0348,35.038,-85.34829545,35.0332,-85.35426137
1572,314,-85.35227273,35.0412,,,35.0428,-85.35426137
1573,314,-85.34431818,35.0412,,,35.0428,-85.34232954
1574,314,-85.34431818,35.0348,,,35.0332,-85.34232954
1575,314,-85.35227273,35.0348,,,35.0332,-85.35426137
1576,315,-85.34431818,35.0348,35.038,-85.34034091,35.0332,-85.34630681
1577,315,-85.34431818,35.0412,,,35.0428,-85.34630681
1578,315,-85.33636364,35.0412,,,35.0428,-85.33437501
1579,315,-85.33636364,35.0348,,,35.0332,-85.33437501
1580,315,-85.34431818,35.0348,,,35.0332,-85.34630681
1581,316,-85.33636364,35.0348,35.038,-85.33238636,35.0332,-85.33835228
1582,316,-85.33636364,35.0412,,,35.0428,-85.33835228
1583,316,-85.32840909,35.0412,,,35.0428,-85.32642045
1584,316,-85.32840909,35.0348,,,35.0332,-85.32642045
1585,316,-85.33636364,35.0348,,,35.0332,-85.33835228
1586,317,-85.32840909,35.0348,35.038,-85.32443182,35.0332,-85.33039773
1587,317,-85.32840909,35.0412,,,35.0428,-85.33039773
1588,317,-85.32045455,35.0412,,,35.0428,-85.31846591
1589,317,-85.32045455,35.0348,,,35.0332,-85.31846591
1590,317,-85.32840909,35.0348,,,35.0332,-85.33039773
1591,318,-85.32045455,35.0348,35.038,-85.31647727,35.0332,-85.32244319
1592,318,-85.32045455,35.0412,,,35.0428,-85.32244319
1593,318,-85.3125,35.0412,,,35.0428,-85.31051136
1594,318,-85.3125,35.0348,,,35.0332,-85.31051136
1595,318,-85.32045455,35.0348,,,35.0332,-85.32244319
1596,319,-85.3125,35.0348,35.038,-85.30852273,35.0332,-85.31448864
1597,319,-85.3125,35.0412,,,35.0428,-85.31448864
1598,319,-85.30454545,35.0412,,,35.0428,-85.30255681
1599,319,-85.30454545,35.0348,,,35.0332,-85.30255681
1600,319,-85.3125,35.0348,,,35.0332,-85.31448864
1601,320,-85.30454545,35.0348,35.038,-85.30056818,35.0332,-85.30653409
1602,320,-85.30454545,35.0412,,,35.0428,-85.30653409
1603,320,-85.29659091,35.0412,,,35.0428,-85.29460228
1604,320,-85.29659091,35.0348,,,35.0332,-85.29460228
1605,320,-85.30454545,35.0348,,,35.0332,-85.30653409
1606,321,-85.29659091,35.0348,35.038,-85.29261364,35.0332,-85.29857955
1607,321,-85.29659091,35.0412,,,35.0428,-85.29857955
1608,321,-85.28863636,35.0412,,,35.0428,-85.28664772
1609,321,-85.28863636,35.0348,,,35.0332,-85.28664772
1610,321,-85.29659091,35.0348,,,35.0332,-85.29857955
1611,322,-85.28863636,35.0348,35.038,-85.28465909,35.0332,-85.290625
1612,322,-85.28863636,35.0412,,,35.0428,-85.290625
1613,322,-85.28068182,35.0412,,,35.0428,-85.27869319
1614,322,-85.28068182,35.0348,,,35.0332,-85.27869319
1615,322,-85.28863636,35.0348,,,35.0332,-85.290625
1616,323,-85.28068182,35.0348,35.038,-85.27670455,35.0332,-85.28267046
1617,323,-85.28068182,35.0412,,,35.0428,-85.28267046
1618,323,-85.27272727,35.0412,,,35.0428,-85.27073863
1619,323,-85.27272727,35.0348,,,35.0332,-85.27073863
1620,323,-85.28068182,35.0348,,,35.0332,-85.28267046
1621,324,-85.27272727,35.0348,35.038,-85.26875,35.0332,-85.27471591
1622,324,-85.27272727,35.0412,,,35.0428,-85.27471591
1623,324,-85.26477273,35.0412,,,35.0428,-85.2627841
1624,324,-85.26477273,35.0348,,,35.0332,-85.2627841
1625,324,-85.27272727,35.0348,,,35.0332,-85.27471591
1626,325,-85.26477273,35.0348,35.038,-85.26079545,35.0332,-85.26676137
1627,325,-85.26477273,35.0412,,,35.0428,-85.26676137
1628,325,-85.25681818,35.0412,,,35.0428,-85.25482954
1629,325,-85.25681818,35.0348,,,35.0332,-85.25482954
1630,325,-85.26477273,35.0348,,,35.0332,-85.26676137
1631,326,-85.25681818,35.0348,35.038,-85.25284091,35.0332,-85.25880681
1632,326,-85.25681818,35.0412,,,35.0428,-85.25880681
1633,326,-85.24886364,35.0412,,,35.0428,-85.246875
1634,326,-85.24886364,35.0348,,,35.0332,-85.246875
1635,326,-85.25681818,35.0348,,,35.0332,-85.25880681
1636,327,-85.24886364,35.0348,35.038,-85.24488636,35.0332,-85.25085228
1637,327,-85.24886364,35.0412,,,35.0428,-85.25085228
1638,327,-85.24090909,35.0412,,,35.0428,-85.23892045
1639,327,-85.24090909,35.0348,,,35.0332,-85.23892045
1640,327,-85.24886364,35.0348,,,35.0332,-85.25085228
1641,328,-85.24090909,35.0348,35.038,-85.23693182,35.0332,-85.24289773
1642,328,-85.24090909,35.0412,,,35.0428,-85.24289773
1643,328,-85.23295455,35.0412,,,35.0428,-85.23096592
1644,328,-85.23295455,35.0348,,,35.0332,-85.23096592
1645,328,-85.24090909,35.0348,,,35.0332,-85.24289773
1646,329,-85.23295455,35.0348,35.038,-85.22897727,35.0332,-85.23494319
1647,329,-85.23295455,35.0412,,,35.0428,-85.23494319
1648,329,-85.225,35.0412,,,35.0428,-85.22301136
1649,329,-85.225,35.0348,,,35.0332,-85.22301136
1650,329,-85.23295455,35.0348,,,35.0332,-85.23494319
1651,330,-85.225,35.0348,35.038,-85.22102273,35.0332,-85.22698864
1652,330,-85.225,35.0412,,,35.0428,-85.22698864
1653,330,-85.21704545,35.0412,,,35.0428,-85.21505681
1654,330,-85.21704545,35.0348,,,35.0332,-85.21505681
1655,330,-85.225,35.0348,,,35.0332,-85.22698864
1656,331,-85.21704545,35.0348,35.038,-85.21306818,35.0332,-85.21903409
1657,331,-85.21704545,35.0412,,,35.0428,-85.21903409
1658,331,-85.20909091,35.0412,,,35.0428,-85.20710228
1659,331,-85.20909091,35.0348,,,35.0332,-85.20710228
1660,331,-85.21704545,35.0348,,,35.0332,-85.21903409
1661,332,-85.20909091,35.0348,35.038,-85.20511364,35.0332,-85.21107955
1662,332,-85.20909091,35.0412,,,35.0428,-85.21107955
1663,332,-85.20113636,35.0412,,,35.0428,-85.19914772
1664,332,-85.20113636,35.0348,,,35.0332,-85.19914772
1665,332,-85.20909091,35.0348,,,35.0332,-85.21107955
1666,333,-85.20113636,35.0348,35.038,-85.19715909,35.0332,-85.203125
1667,333,-85.20113636,35.0412,,,35.0428,-85.203125
1668,333,-85.19318182,35.0412,,,35.0428,-85.19119319
1669,333,-85.19318182,35.0348,,,35.0332,-85.19119319
1670,333,-85.20113636,35.0348,,,35.0332,-85.203125
1671,334,-85.19318182,35.0348,35.038,-85.18920455,35.0332,-85.19517046
1672,334,-85.19318182,35.0412,,,35.0428,-85.19517046
1673,334,-85.18522727,35.0412,,,35.0428,-85.18323863
1674,334,-85.18522727,35.0348,,,35.0332,-85.18323863
1675,334,-85.19318182,35.0348,,,35.0332,-85.19517046
1676,335,-85.18522727,35.0348,35.038,-85.18125,35.0332,-85.18721591
1677,335,-85.18522727,35.0412,,,35.0428,-85.18721591
1678,335,-85.17727273,35.0412,,,35.0428,-85.1752841
1679,335,-85.17727273,35.0348,,,35.0332,-85.1752841
1680,335,-85.18522727,35.0348,,,35.0332,-85.18721591
1681,336,-85.17727273,35.0348,35.038,-85.17329545,35.0332,-85.17926137
1682,336,-85.17727273,35.0412,,,35.0428,-85.17926137
1683,336,-85.16931818,35.0412,,,35.0428,-85.16732954
1684,336,-85.16931818,35.0348,,,35.0332,-85.16732954
1685,336,-85.17727273,35.0348,,,35.0332,-85.17926137
1686,337,-85.16931818,35.0348,35.038,-85.16534091,35.0332,-85.17130682
1687,337,-85.16931818,35.0412,,,35.0428,-85.17130682
1688,337,-85.16136364,35.0412,,,35.0428,-85.15937501
1689,337,-85.16136364,35.0348,,,35.0332,-85.15937501
1690,337,-85.16931818,35.0348,,,35.0332,-85.17130682
1691,338,-85.16136364,35.0348,35.038,-85.15738636,35.0332,-85.16335228
1692,338,-85.16136364,35.0412,,,35.0428,-85.16335228
1693,338,-85.15340909,35.0412,,,35.0428,-85.15142045
1694,338,-85.15340909,35.0348,,,35.0332,-85.15142045
1695,338,-85.16136364,35.0348,,,35.0332,-85.16335228
1696,339,-85.15340909,35.0348,35.038,-85.14943182,35.0332,-85.15539773
1697,339,-85.15340909,35.0412,,,35.0428,-85.15539773
1698,339,-85.14545455,35.0412,,,35.0428,-85.14346592
1699,339,-85.14545455,35.0348,,,35.0332,-85.14346592
1700,339,-85.15340909,35.0348,,,35.0332,-85.15539773
1701,340,-85.14545455,35.0348,35.038,-85.14147727,35.0332,-85.14744319
1702,340,-85.14545455,35.0412,,,35.0428,-85.14744319
1703,340,-85.1375,35.0412,,,35.0428,-85.13551136
1704,340,-85.1375,35.0348,,,35.0332,-85.13551136
1705,340,-85.14545455,35.0348,,,35.0332,-85.14744319
1706,341,-85.1375,35.0348,35.038,-85.13352273,35.0332,-85.13948864
1707,341,-85.1375,35.0412,,,35.0428,-85.13948864
1708,341,-85.12954545,35.0412,,,35.0428,-85.12755681
1709,341,-85.12954545,35.0348,,,35.0332,-85.12755681
1710,341,-85.1375,35.0348,,,35.0332,-85.13948864
1711,342,-85.12954545,35.0348,35.038,-85.12556818,35.0332,-85.13153409
1712,342,-85.12954545,35.0412,,,35.0428,-85.13153409
1713,342,-85.12159091,35.0412,,,35.0428,-85.11960227
1714,342,-85.12159091,35.0348,,,35.0332,-85.11960227
1715,342,-85.12954545,35.0348,,,35.0332,-85.13153409
1716,343,-85.12159091,35.0348,35.038,-85.11761364,35.0332,-85.12357955
1717,343,-85.12159091,35.0412,,,35.0428,-85.12357955
1718,343,-85.11363636,35.0412,,,35.0428,-85.11164772
1719,343,-85.11363636,35.0348,,,35.0332,-85.11164772
1720,343,-85.12159091,35.0348,,,35.0332,-85.12357955
1721,344,-85.11363636,35.0348,35.038,-85.10965909,35.0332,-85.11562499
1722,344,-85.11363636,35.0412,,,35.0428,-85.11562499
1723,344,-85.10568182,35.0412,,,35.0428,-85.10369319
1724,344,-85.10568182,35.0348,,,35.0332,-85.10369319
1725,344,-85.11363636,35.0348,,,35.0332,-85.11562499
1726,345,-85.10568182,35.0348,35.038,-85.10170455,35.0332,-85.10767046
1727,345,-85.10568182,35.0412,,,35.0428,-85.10767046
1728,345,-85.09772727,35.0412,,,35.0428,-85.09573863
1729,345,-85.09772727,35.0348,,,35.0332,-85.09573863
1730,345,-85.10568182,35.0348,,,35.0332,-85.10767046
1731,346,-85.09772727,35.0348,35.038,-85.09375,35.0332,-85.0997159
1732,346,-85.09772727,35.0412,,,35.0428,-85.0997159
1733,346,-85.08977273,35.0412,,,35.0428,-85.0877841
1734,346,-85.08977273,35.0348,,,35.0332,-85.0877841
1735,346,-85.09772727,35.0348,,,35.0332,-85.0997159
1736,347,-85.08977273,35.0348,35.038,-85.08579545,35.0332,-85.09176137
1737,347,-85.08977273,35.0412,,,35.0428,-85.09176137
1738,347,-85.08181818,35.0412,,,35.0428,-85.07982954
1739,347,-85.08181818,35.0348,,,35.0332,-85.07982954
1740,347,-85.08977273,35.0348,,,35.0332,-85.09176137
1741,348,-85.08181818,35.0348,35.038,-85.07784091,35.0332,-85.08380682
1742,348,-85.08181818,35.0412,,,35.0428,-85.08380682
1743,348,-85.07386364,35.0412,,,35.0428,-85.07187501
1744,348,-85.07386364,35.0348,,,35.0332,-85.07187501
1745,348,-85.08181818,35.0348,,,35.0332,-85.08380682
1746,349,-85.07386364,35.0348,35.038,-85.06988636,35.0332,-85.07585228
1747,349,-85.07386364,35.0412,,,35.0428,-85.07585228
1748,349,-85.06590909,35.0412,,,35.0428,-85.06392045
1749,349,-85.06590909,35.0348,,,35.0332,-85.06392045
1750,349,-85.07386364,35.0348,,,35.0332,-85.07585228
1751,350,-85.06590909,35.0348,35.038,-85.06193182,35.0332,-85.06789773
1752,350,-85.06590909,35.0412,,,35.0428,-85.06789773
1753,350,-85.05795455,35.0412,,,35.0428,-85.05596592
1754,350,-85.05795455,35.0348,,,35.0332,-85.05596592
1755,350,-85.06590909,35.0348,,,35.0332,-85.06789773
1756,351,-85.05795455,35.0348,35.038,-85.05397727,35.0332,-85.05994319
1757,351,-85.05795455,35.0412,,,35.0428,-85.05994319
1758,351,-85.05,35.0412,,,35.0428,-85.04801136
1759,351,-85.05,35.0348,,,35.0332,-85.04801136
1760,351,-85.05795455,35.0348,,,35.0332,-85.05994319
1761,352,-85.4,35.0412,35.0444,-85.39602273,35.0396,-85.40198864
1762,352,-85.4,35.0476,,,35.0492,-85.40198864
1763,352,-85.39204545,35.0476,,,35.0492,-85.39005681
1764,352,-85.39204545,35.0412,,,35.0396,-85.39005681
1765,352,-85.4,35.0412,,,35.0396,-85.40198864
1766,353,-85.39204545,35.0412,35.0444,-85.38806818,35.0396,-85.39403409
1767,353,-85.39204545,35.0476,,,35.0492,-85.39403409
1768,353,-85.38409091,35.0476,,,35.0492,-85.38210228
1769,353,-85.38409091,35.0412,,,35.0396,-85.38210228
1770,353,-85.39204545,35.0412,,,35.0396,-85.39403409
1771,354,-85.38409091,35.0412,35.0444,-85.38011364,35.0396,-85.38607955
1772,354,-85.38409091,35.0476,,,35.0492,-85.38607955
1773,354,-85.37613636,35.0476,,,35.0492,-85.37414772
1774,354,-85.37613636,35.0412,,,35.0396,-85.37414772
1775,354,-85.38409091,35.0412,,,35.0396,-85.38607955
1776,355,-85.37613636,35.0412,35.0444,-85.37215909,35.0396,-85.378125
1777,355,-85.37613636,35.0476,,,35.0492,-85.378125
1778,355,-85.36818182,35.0476,,,35.0492,-85.36619319
1779,355,-85.36818182,35.0412,,,35.0396,-85.36619319
1780,355,-85.37613636,35.0412,,,35.0396,-85.378125
1781,356,-85.36818182,35.0412,35.0444,-85.36420455,35.0396,-85.37017046
1782,356,-85.36818182,35.0476,,,35.0492,-85.37017046
1783,356,-85.36022727,35.0476,,,35.0492,-85.35823863
1784,356,-85.36022727,35.0412,,,35.0396,-85.35823863
1785,356,-85.36818182,35.0412,,,35.0396,-85.37017046
1786,357,-85.36022727,35.0412,35.0444,-85.35625,35.0396,-85.36221591
1787,357,-85.36022727,35.0476,,,35.0492,-85.36221591
1788,357,-85.35227273,35.0476,,,35.0492,-85.3502841
1789,357,-85.35227273,35.0412,,,35.0396,-85.3502841
1790,357,-85.36022727,35.0412,,,35.0396,-85.36221591
1791,358,-85.35227273,35.0412,35.0444,-85.34829545,35.0396,-85.35426137
1792,358,-85.35227273,35.0476,,,35.0492,-85.35426137
1793,358,-85.34431818,35.0476,,,35.0492,-85.34232954
1794,358,-85.34431818,35.0412,,,35.0396,-85.34232954
1795,358,-85.35227273,35.0412,,,35.0396,-85.35426137
1796,359,-85.34431818,35.0412,35.0444,-85.34034091,35.0396,-85.34630682
1797,359,-85.34431818,35.0476,,,35.0492,-85.34630682
1798,359,-85.33636364,35.0476,,,35.0492,-85.33437501
1799,359,-85.33636364,35.0412,,,35.0396,-85.33437501
1800,359,-85.34431818,35.0412,,,35.0396,-85.34630682
1801,360,-85.33636364,35.0412,35.0444,-85.33238636,35.0396,-85.33835228
1802,360,-85.33636364,35.0476,,,35.0492,-85.33835228
