Accident,Date,Time,Hour,DayFrame,WeekDay,WeekEnd,Clear,Cloudy,Rain,Fog,Snow,RainBefore,Grid_Block,Grid_Col,Grid_Row,Highway,Land_Use_Mode,Road_Count,Unix,precipIntensity
0,2017-02-04,12:00:00,12,3,0,1,1,0,0,0,0,0,626,20,9,1,0,3,1486227600,0
0,2017-02-04,12:00:00,12,3,0,1,1,0,0,0,0,0,626,20,9,1,0,3,1486227600,0
0,2017-02-04,12:00:00,12,3,0,1,1,0,0,0,0,0,626,20,9,1,0,3,1486227600,0
0,2017-11-05,5:00:00,5,2,0,1,0,1,0,0,0,0,587,23,10,1,7,9,1509876000,0
0,2017-01-21,9:00:00,9,2,0,1,1,0,0,0,0,0,587,23,10,1,7,9,1485007200,0
0,2017-06-18,7:00:00,7,2,0,1,1,0,0,0,0,0,585,21,10,1,9,4,1497783600,0
0,2017-07-08,18:00:00,18,1,0,1,0,1,0,0,0,0,25,13,25,0,2,1,1499551200,0
0,2017-09-30,8:00:00,8,2,0,1,0,1,0,0,0,0,25,13,25,0,2,1,1506772800,0
0,2017-01-29,11:00:00,11,3,0,1,0,1,0,0,0,0,25,13,25,0,2,1,1485705600,0
0,2017-10-08,5:00:00,5,2,0,1,0,0,1,0,0,1,585,21,10,1,9,4,1507453200,0.015
0,2017-08-26,8:00:00,8,2,0,1,0,1,0,0,0,0,867,30,2,0,7,10,1503748800,0
0,2017-08-13,8:00:00,8,2,0,1,1,0,0,0,0,0,755,36,6,1,0,1,1502625600,0
0,2017-06-17,5:00:00,5,2,0,1,1,0,0,0,0,0,482,8,12,0,0,2,1497690000,0
0,2017-12-02,8:00:00,8,2,0,1,0,0,0,1,0,0,482,8,12,0,0,2,1512219600,0
0,2017-08-06,17:00:00,17,4,0,1,1,0,0,0,0,0,128,17,21,0,7,14,1502053200,0
0,2017-02-23,9:00:00,9,2,1,0,0,0,0,1,0,0,699,15,7,0,7,17,1487858400,0
0,2017-11-12,0:00:00,0,1,0,1,0,1,0,0,0,0,699,15,7,0,7,17,1510462800,0
0,2017-12-08,5:00:00,5,2,1,0,0,1,0,0,0,0,699,15,7,0,7,17,1512727200,0
0,2017-06-18,11:00:00,11,3,0,1,0,1,0,0,0,0,699,15,7,0,7,17,1497798000,0
0,2017-07-22,9:00:00,9,2,0,1,1,0,0,0,0,0,85,28,23,0,7,12,1500728400,0
0,2017-12-16,7:00:00,7,2,0,1,1,0,0,0,0,0,131,20,21,0,7,22,1513425600,0
0,2017-04-08,8:00:00,8,2,0,1,1,0,0,0,0,0,510,36,12,0,7,17,1491652800,0
0,2017-07-15,7:00:00,7,2,0,1,0,1,0,0,0,0,510,36,12,0,7,17,1500116400,0
0,2017-08-12,11:00:00,11,3,0,1,0,0,0,1,0,0,527,8,11,0,0,2,1502550000,0
0,2017-02-26,12:00:00,12,3,0,1,1,0,0,0,0,0,527,8,11,0,0,2,1488128400,0
0,2017-08-12,8:00:00,8,2,0,1,0,1,0,0,0,0,353,14,15,0,7,16,1502539200,0
0,2017-01-07,16:00:00,16,4,0,1,1,0,0,0,0,0,353,14,15,0,7,16,1483822800,0
0,2017-01-01,22:00:00,22,1,0,1,0,0,0,1,0,0,659,13,8,0,7,17,1483326000,0
0,2017-08-23,12:00:00,12,3,1,0,0,1,0,0,0,0,659,13,8,0,7,17,1503504000,0
0,2017-03-30,11:00:00,11,3,1,0,0,1,0,0,0,0,659,13,8,0,7,17,1490886000,0
0,2017-06-02,10:00:00,10,3,1,0,0,1,0,0,0,0,659,13,8,0,7,17,1496412000,0
0,2017-02-22,10:00:00,10,3,1,0,0,0,0,1,0,0,33,21,25,0,7,18,1487775600,0
0,2017-03-27,12:00:00,12,3,1,0,0,1,0,0,0,0,529,10,11,0,7,12,1490630400,0
0,2017-11-04,5:00:00,5,2,0,1,0,0,0,1,0,0,529,10,11,0,7,12,1509786000,0
0,2017-01-29,9:00:00,9,2,0,1,0,1,0,0,0,0,529,10,11,0,7,12,1485698400,0
0,2017-12-10,11:00:00,11,3,0,1,1,0,0,0,0,0,233,23,18,0,7,26,1512921600,0
0,2017-02-05,8:00:00,8,2,0,1,0,1,0,0,0,0,427,43,14,0,0,2,1486299600,0
0,2017-02-05,8:00:00,8,2,0,1,0,1,0,0,0,0,427,43,14,0,0,2,1486299600,0
0,2017-02-05,8:00:00,8,2,0,1,0,1,0,0,0,0,427,43,14,0,0,2,1486299600,0
0,2017-02-05,8:00:00,8,2,0,1,0,1,0,0,0,0,427,43,14,0,0,2,1486299600,0
0,2017-02-05,8:00:00,8,2,0,1,0,1,0,0,0,0,427,43,14,0,0,2,1486299600,0
0,2017-02-05,8:00:00,8,2,0,1,0,1,0,0,0,0,427,43,14,0,0,2,1486299600,0
0,2017-02-05,8:00:00,8,2,0,1,0,1,0,0,0,0,427,43,14,0,0,2,1486299600,0
0,2017-02-05,8:00:00,8,2,0,1,0,1,0,0,0,0,427,43,14,0,0,2,1486299600,0
0,2017-02-05,8:00:00,8,2,0,1,0,1,0,0,0,0,427,43,14,0,0,2,1486299600,0
0,2017-02-05,8:00:00,8,2,0,1,0,1,0,0,0,0,427,43,14,0,0,2,1486299600,0
0,2017-02-05,8:00:00,8,2,0,1,0,1,0,0,0,0,427,43,14,0,0,2,1486299600,0
0,2017-02-05,8:00:00,8,2,0,1,0,1,0,0,0,0,427,43,14,0,0,2,1486299600,0
0,2017-02-05,8:00:00,8,2,0,1,0,1,0,0,0,0,427,43,14,0,0,2,1486299600,0
0,2017-02-05,8:00:00,8,2,0,1,0,1,0,0,0,0,427,43,14,0,0,2,1486299600,0
0,2017-02-05,8:00:00,8,2,0,1,0,1,0,0,0,0,427,43,14,0,0,2,1486299600,0
0,2017-02-05,8:00:00,8,2,0,1,0,1,0,0,0,0,427,43,14,0,0,2,1486299600,0
0,2017-05-21,18:00:00,18,1,0,1,0,1,0,0,0,0,427,43,14,0,0,2,1495404000,0
0,2017-05-21,18:00:00,18,1,0,1,0,1,0,0,0,0,427,43,14,0,0,2,1495404000,0
0,2017-05-21,18:00:00,18,1,0,1,0,1,0,0,0,0,427,43,14,0,0,2,1495404000,0
0,2017-05-21,18:00:00,18,1,0,1,0,1,0,0,0,0,427,43,14,0,0,2,1495404000,0
0,2017-05-21,18:00:00,18,1,0,1,0,1,0,0,0,0,427,43,14,0,0,2,1495404000,0
0,2017-05-21,18:00:00,18,1,0,1,0,1,0,0,0,0,427,43,14,0,0,2,1495404000,0
0,2017-05-21,18:00:00,18,1,0,1,0,1,0,0,0,0,427,43,14,0,0,2,1495404000,0
0,2017-05-21,18:00:00,18,1,0,1,0,1,0,0,0,0,427,43,14,0,0,2,1495404000,0
0,2017-05-21,18:00:00,18,1,0,1,0,1,0,0,0,0,427,43,14,0,0,2,1495404000,0
0,2017-05-21,18:00:00,18,1,0,1,0,1,0,0,0,0,427,43,14,0,0,2,1495404000,0
0,2017-05-21,18:00:00,18,1,0,1,0,1,0,0,0,0,427,43,14,0,0,2,1495404000,0
0,2017-05-21,18:00:00,18,1,0,1,0,1,0,0,0,0,427,43,14,0,0,2,1495404000,0
0,2017-05-21,18:00:00,18,1,0,1,0,1,0,0,0,0,427,43,14,0,0,2,1495404000,0
0,2017-05-21,18:00:00,18,1,0,1,0,1,0,0,0,0,427,43,14,0,0,2,1495404000,0
0,2017-05-21,18:00:00,18,1,0,1,0,1,0,0,0,0,427,43,14,0,0,2,1495404000,0
0,2017-05-21,18:00:00,18,1,0,1,0,1,0,0,0,0,427,43,14,0,0,2,1495404000,0
0,2017-05-14,9:00:00,9,2,0,1,1,0,0,0,0,0,427,43,14,0,0,2,1494766800,0
0,2017-05-14,9:00:00,9,2,0,1,1,0,0,0,0,0,427,43,14,0,0,2,1494766800,0
0,2017-05-14,9:00:00,9,2,0,1,1,0,0,0,0,0,427,43,14,0,0,2,1494766800,0
0,2017-05-14,9:00:00,9,2,0,1,1,0,0,0,0,0,427,43,14,0,0,2,1494766800,0
0,2017-05-14,9:00:00,9,2,0,1,1,0,0,0,0,0,427,43,14,0,0,2,1494766800,0
0,2017-05-14,9:00:00,9,2,0,1,1,0,0,0,0,0,427,43,14,0,0,2,1494766800,0
0,2017-05-14,9:00:00,9,2,0,1,1,0,0,0,0,0,427,43,14,0,0,2,1494766800,0
0,2017-05-14,9:00:00,9,2,0,1,1,0,0,0,0,0,427,43,14,0,0,2,1494766800,0
0,2017-05-14,9:00:00,9,2,0,1,1,0,0,0,0,0,427,43,14,0,0,2,1494766800,0
0,2017-05-14,9:00:00,9,2,0,1,1,0,0,0,0,0,427,43,14,0,0,2,1494766800,0
0,2017-05-14,9:00:00,9,2,0,1,1,0,0,0,0,0,427,43,14,0,0,2,1494766800,0
0,2017-05-14,9:00:00,9,2,0,1,1,0,0,0,0,0,427,43,14,0,0,2,1494766800,0
0,2017-05-14,9:00:00,9,2,0,1,1,0,0,0,0,0,427,43,14,0,0,2,1494766800,0
0,2017-05-14,9:00:00,9,2,0,1,1,0,0,0,0,0,427,43,14,0,0,2,1494766800,0
0,2017-05-14,9:00:00,9,2,0,1,1,0,0,0,0,0,427,43,14,0,0,2,1494766800,0
0,2017-05-14,9:00:00,9,2,0,1,1,0,0,0,0,0,427,43,14,0,0,2,1494766800,0
0,2017-12-31,12:00:00,12,3,0,1,0,1,0,0,0,0,427,43,14,0,0,2,1514739600,0
0,2017-12-31,12:00:00,12,3,0,1,0,1,0,0,0,0,427,43,14,0,0,2,1514739600,0
0,2017-12-31,12:00:00,12,3,0,1,0,1,0,0,0,0,427,43,14,0,0,2,1514739600,0
0,2017-12-31,12:00:00,12,3,0,1,0,1,0,0,0,0,427,43,14,0,0,2,1514739600,0
0,2017-12-31,12:00:00,12,3,0,1,0,1,0,0,0,0,427,43,14,0,0,2,1514739600,0
0,2017-12-31,12:00:00,12,3,0,1,0,1,0,0,0,0,427,43,14,0,0,2,1514739600,0
0,2017-12-31,12:00:00,12,3,0,1,0,1,0,0,0,0,427,43,14,0,0,2,1514739600,0
0,2017-12-31,12:00:00,12,3,0,1,0,1,0,0,0,0,427,43,14,0,0,2,1514739600,0
0,2017-12-31,12:00:00,12,3,0,1,0,1,0,0,0,0,427,43,14,0,0,2,1514739600,0
0,2017-12-31,12:00:00,12,3,0,1,0,1,0,0,0,0,427,43,14,0,0,2,1514739600,0
0,2017-12-31,12:00:00,12,3,0,1,0,1,0,0,0,0,427,43,14,0,0,2,1514739600,0
0,2017-12-31,12:00:00,12,3,0,1,0,1,0,0,0,0,427,43,14,0,0,2,1514739600,0
0,2017-12-31,12:00:00,12,3,0,1,0,1,0,0,0,0,427,43,14,0,0,2,1514739600,0
0,2017-12-31,12:00:00,12,3,0,1,0,1,0,0,0,0,427,43,14,0,0,2,1514739600,0
0,2017-12-31,12:00:00,12,3,0,1,0,1,0,0,0,0,427,43,14,0,0,2,1514739600,0
0,2017-12-31,12:00:00,12,3,0,1,0,1,0,0,0,0,427,43,14,0,0,2,1514739600,0
0,2017-01-15,10:00:00,10,3,0,1,0,1,0,0,0,0,427,43,14,0,0,2,1484492400,0
0,2017-01-15,10:00:00,10,3,0,1,0,1,0,0,0,0,427,43,14,0,0,2,1484492400,0
0,2017-01-15,10:00:00,10,3,0,1,0,1,0,0,0,0,427,43,14,0,0,2,1484492400,0
0,2017-01-15,10:00:00,10,3,0,1,0,1,0,0,0,0,427,43,14,0,0,2,1484492400,0
0,2017-01-15,10:00:00,10,3,0,1,0,1,0,0,0,0,427,43,14,0,0,2,1484492400,0
0,2017-01-15,10:00:00,10,3,0,1,0,1,0,0,0,0,427,43,14,0,0,2,1484492400,0
0,2017-01-15,10:00:00,10,3,0,1,0,1,0,0,0,0,427,43,14,0,0,2,1484492400,0
0,2017-01-15,10:00:00,10,3,0,1,0,1,0,0,0,0,427,43,14,0,0,2,1484492400,0
0,2017-01-15,10:00:00,10,3,0,1,0,1,0,0,0,0,427,43,14,0,0,2,1484492400,0
0,2017-01-15,10:00:00,10,3,0,1,0,1,0,0,0,0,427,43,14,0,0,2,1484492400,0
0,2017-01-15,10:00:00,10,3,0,1,0,1,0,0,0,0,427,43,14,0,0,2,1484492400,0
0,2017-01-15,10:00:00,10,3,0,1,0,1,0,0,0,0,427,43,14,0,0,2,1484492400,0
0,2017-01-15,10:00:00,10,3,0,1,0,1,0,0,0,0,427,43,14,0,0,2,1484492400,0
0,2017-01-15,10:00:00,10,3,0,1,0,1,0,0,0,0,427,43,14,0,0,2,1484492400,0
0,2017-01-15,10:00:00,10,3,0,1,0,1,0,0,0,0,427,43,14,0,0,2,1484492400,0
0,2017-01-15,10:00:00,10,3,0,1,0,1,0,0,0,0,427,43,14,0,0,2,1484492400,0
0,2017-08-27,18:00:00,18,1,0,1,0,1,0,0,0,0,427,43,14,0,0,2,1503871200,0
0,2017-08-27,18:00:00,18,1,0,1,0,1,0,0,0,0,427,43,14,0,0,2,1503871200,0
0,2017-08-27,18:00:00,18,1,0,1,0,1,0,0,0,0,427,43,14,0,0,2,1503871200,0
0,2017-08-27,18:00:00,18,1,0,1,0,1,0,0,0,0,427,43,14,0,0,2,1503871200,0
0,2017-08-27,18:00:00,18,1,0,1,0,1,0,0,0,0,427,43,14,0,0,2,1503871200,0
0,2017-08-27,18:00:00,18,1,0,1,0,1,0,0,0,0,427,43,14,0,0,2,1503871200,0
0,2017-08-27,18:00:00,18,1,0,1,0,1,0,0,0,0,427,43,14,0,0,2,1503871200,0
0,2017-08-27,18:00:00,18,1,0,1,0,1,0,0,0,0,427,43,14,0,0,2,1503871200,0
0,2017-08-27,18:00:00,18,1,0,1,0,1,0,0,0,0,427,43,14,0,0,2,1503871200,0
0,2017-08-27,18:00:00,18,1,0,1,0,1,0,0,0,0,427,43,14,0,0,2,1503871200,0
0,2017-08-27,18:00:00,18,1,0,1,0,1,0,0,0,0,427,43,14,0,0,2,1503871200,0
0,2017-08-27,18:00:00,18,1,0,1,0,1,0,0,0,0,427,43,14,0,0,2,1503871200,0
0,2017-08-27,18:00:00,18,1,0,1,0,1,0,0,0,0,427,43,14,0,0,2,1503871200,0
0,2017-08-27,18:00:00,18,1,0,1,0,1,0,0,0,0,427,43,14,0,0,2,1503871200,0
0,2017-08-27,18:00:00,18,1,0,1,0,1,0,0,0,0,427,43,14,0,0,2,1503871200,0
0,2017-08-27,18:00:00,18,1,0,1,0,1,0,0,0,0,427,43,14,0,0,2,1503871200,0
0,2017-10-01,20:00:00,20,1,0,1,1,0,0,0,0,0,427,43,14,0,0,2,1506902400,0
0,2017-10-01,20:00:00,20,1,0,1,1,0,0,0,0,0,427,43,14,0,0,2,1506902400,0
0,2017-10-01,20:00:00,20,1,0,1,1,0,0,0,0,0,427,43,14,0,0,2,1506902400,0
0,2017-10-01,20:00:00,20,1,0,1,1,0,0,0,0,0,427,43,14,0,0,2,1506902400,0
0,2017-10-01,20:00:00,20,1,0,1,1,0,0,0,0,0,427,43,14,0,0,2,1506902400,0
0,2017-10-01,20:00:00,20,1,0,1,1,0,0,0,0,0,427,43,14,0,0,2,1506902400,0
0,2017-10-01,20:00:00,20,1,0,1,1,0,0,0,0,0,427,43,14,0,0,2,1506902400,0
0,2017-10-01,20:00:00,20,1,0,1,1,0,0,0,0,0,427,43,14,0,0,2,1506902400,0
0,2017-10-01,20:00:00,20,1,0,1,1,0,0,0,0,0,427,43,14,0,0,2,1506902400,0
0,2017-10-01,20:00:00,20,1,0,1,1,0,0,0,0,0,427,43,14,0,0,2,1506902400,0
0,2017-10-01,20:00:00,20,1,0,1,1,0,0,0,0,0,427,43,14,0,0,2,1506902400,0
0,2017-10-01,20:00:00,20,1,0,1,1,0,0,0,0,0,427,43,14,0,0,2,1506902400,0
0,2017-10-01,20:00:00,20,1,0,1,1,0,0,0,0,0,427,43,14,0,0,2,1506902400,0
0,2017-10-01,20:00:00,20,1,0,1,1,0,0,0,0,0,427,43,14,0,0,2,1506902400,0
0,2017-10-01,20:00:00,20,1,0,1,1,0,0,0,0,0,427,43,14,0,0,2,1506902400,0
0,2017-10-01,20:00:00,20,1,0,1,1,0,0,0,0,0,427,43,14,0,0,2,1506902400,0
0,2017-10-22,5:00:00,5,2,0,1,1,0,0,0,0,0,401,17,14,0,5,3,1508662800,0
0,2017-07-23,7:00:00,7,2,0,1,1,0,0,0,0,0,401,17,14,0,5,3,1500807600,0
0,2017-11-12,6:00:00,6,2,0,1,0,1,0,0,0,0,401,17,14,0,5,3,1510484400,0
0,2017-06-30,5:00:00,5,2,1,0,0,1,0,0,0,0,639,33,9,0,2,1,1498813200,0.001
0,2017-02-04,18:00:00,18,1,0,1,1,0,0,0,0,0,639,33,9,0,2,1,1486249200,0
0,2017-06-06,7:00:00,7,2,1,0,0,1,0,0,0,0,639,33,9,0,2,1,1496746800,0
0,2017-04-06,6:00:00,6,2,1,0,0,1,0,0,0,0,639,33,9,0,2,1,1491472800,0
0,2017-12-09,6:00:00,6,2,0,1,0,1,0,0,0,0,586,22,10,1,4,6,1512817200,0
0,2017-10-29,6:00:00,6,2,0,1,0,1,0,0,0,0,676,30,8,0,0,1,1509271200,0
0,2017-10-29,6:00:00,6,2,0,1,0,1,0,0,0,0,676,30,8,0,0,1,1509271200,0
0,2017-10-29,6:00:00,6,2,0,1,0,1,0,0,0,0,676,30,8,0,0,1,1509271200,0
0,2017-10-29,6:00:00,6,2,0,1,0,1,0,0,0,0,676,30,8,0,0,1,1509271200,0
0,2017-10-29,6:00:00,6,2,0,1,0,1,0,0,0,0,676,30,8,0,0,1,1509271200,0
0,2017-10-29,6:00:00,6,2,0,1,0,1,0,0,0,0,676,30,8,0,0,1,1509271200,0
0,2017-10-29,6:00:00,6,2,0,1,0,1,0,0,0,0,676,30,8,0,0,1,1509271200,0
0,2017-10-29,6:00:00,6,2,0,1,0,1,0,0,0,0,676,30,8,0,0,1,1509271200,0
0,2017-10-29,6:00:00,6,2,0,1,0,1,0,0,0,0,676,30,8,0,0,1,1509271200,0
0,2017-10-29,6:00:00,6,2,0,1,0,1,0,0,0,0,676,30,8,0,0,1,1509271200,0
0,2017-10-29,6:00:00,6,2,0,1,0,1,0,0,0,0,676,30,8,0,0,1,1509271200,0
0,2017-10-29,6:00:00,6,2,0,1,0,1,0,0,0,0,676,30,8,0,0,1,1509271200,0
0,2017-10-29,6:00:00,6,2,0,1,0,1,0,0,0,0,676,30,8,0,0,1,1509271200,0
0,2017-10-29,6:00:00,6,2,0,1,0,1,0,0,0,0,676,30,8,0,0,1,1509271200,0
0,2017-10-29,6:00:00,6,2,0,1,0,1,0,0,0,0,676,30,8,0,0,1,1509271200,0
0,2017-10-29,6:00:00,6,2,0,1,0,1,0,0,0,0,676,30,8,0,0,1,1509271200,0
0,2017-09-03,21:00:00,21,1,0,1,1,0,0,0,0,0,676,30,8,0,0,1,1504486800,0
0,2017-09-03,21:00:00,21,1,0,1,1,0,0,0,0,0,676,30,8,0,0,1,1504486800,0
0,2017-09-03,21:00:00,21,1,0,1,1,0,0,0,0,0,676,30,8,0,0,1,1504486800,0
0,2017-09-03,21:00:00,21,1,0,1,1,0,0,0,0,0,676,30,8,0,0,1,1504486800,0
0,2017-09-03,21:00:00,21,1,0,1,1,0,0,0,0,0,676,30,8,0,0,1,1504486800,0
0,2017-09-03,21:00:00,21,1,0,1,1,0,0,0,0,0,676,30,8,0,0,1,1504486800,0
0,2017-09-03,21:00:00,21,1,0,1,1,0,0,0,0,0,676,30,8,0,0,1,1504486800,0
0,2017-09-03,21:00:00,21,1,0,1,1,0,0,0,0,0,676,30,8,0,0,1,1504486800,0
0,2017-09-03,21:00:00,21,1,0,1,1,0,0,0,0,0,676,30,8,0,0,1,1504486800,0
0,2017-09-03,21:00:00,21,1,0,1,1,0,0,0,0,0,676,30,8,0,0,1,1504486800,0
0,2017-09-03,21:00:00,21,1,0,1,1,0,0,0,0,0,676,30,8,0,0,1,1504486800,0
0,2017-09-03,21:00:00,21,1,0,1,1,0,0,0,0,0,676,30,8,0,0,1,1504486800,0
0,2017-09-03,21:00:00,21,1,0,1,1,0,0,0,0,0,676,30,8,0,0,1,1504486800,0
0,2017-09-03,21:00:00,21,1,0,1,1,0,0,0,0,0,676,30,8,0,0,1,1504486800,0
0,2017-09-03,21:00:00,21,1,0,1,1,0,0,0,0,0,676,30,8,0,0,1,1504486800,0
0,2017-09-03,21:00:00,21,1,0,1,1,0,0,0,0,0,676,30,8,0,0,1,1504486800,0
0,2017-12-09,23:00:00,23,1,0,1,0,1,0,0,0,0,676,30,8,0,0,1,1512878400,0
0,2017-12-09,23:00:00,23,1,0,1,0,1,0,0,0,0,676,30,8,0,0,1,1512878400,0
0,2017-12-09,23:00:00,23,1,0,1,0,1,0,0,0,0,676,30,8,0,0,1,1512878400,0
0,2017-12-09,23:00:00,23,1,0,1,0,1,0,0,0,0,676,30,8,0,0,1,1512878400,0
0,2017-12-09,23:00:00,23,1,0,1,0,1,0,0,0,0,676,30,8,0,0,1,1512878400,0
0,2017-12-09,23:00:00,23,1,0,1,0,1,0,0,0,0,676,30,8,0,0,1,1512878400,0
0,2017-12-09,23:00:00,23,1,0,1,0,1,0,0,0,0,676,30,8,0,0,1,1512878400,0
0,2017-12-09,23:00:00,23,1,0,1,0,1,0,0,0,0,676,30,8,0,0,1,1512878400,0
0,2017-12-09,23:00:00,23,1,0,1,0,1,0,0,0,0,676,30,8,0,0,1,1512878400,0
0,2017-12-09,23:00:00,23,1,0,1,0,1,0,0,0,0,676,30,8,0,0,1,1512878400,0
0,2017-12-09,23:00:00,23,1,0,1,0,1,0,0,0,0,676,30,8,0,0,1,1512878400,0
0,2017-12-09,23:00:00,23,1,0,1,0,1,0,0,0,0,676,30,8,0,0,1,1512878400,0
0,2017-12-09,23:00:00,23,1,0,1,0,1,0,0,0,0,676,30,8,0,0,1,1512878400,0
0,2017-12-09,23:00:00,23,1,0,1,0,1,0,0,0,0,676,30,8,0,0,1,1512878400,0
0,2017-12-09,23:00:00,23,1,0,1,0,1,0,0,0,0,676,30,8,0,0,1,1512878400,0
0,2017-12-09,23:00:00,23,1,0,1,0,1,0,0,0,0,676,30,8,0,0,1,1512878400,0
0,2017-07-25,10:00:00,10,3,1,0,0,0,0,1,0,0,408,24,14,0,-1,-1,1500991200,0
0,2017-02-19,8:00:00,8,2,0,1,0,0,0,1,0,0,408,24,14,0,-1,-1,1487509200,0
0,2017-10-29,19:00:00,19,1,0,1,0,1,0,0,0,0,716,32,7,0,-1,-1,1509318000,0
0,2017-07-08,10:00:00,10,3,0,1,0,1,0,0,0,0,716,32,7,0,-1,-1,1499522400,0
0,2017-12-30,18:00:00,18,1,0,1,0,1,0,0,0,0,716,32,7,0,-1,-1,1514674800,0
0,2017-05-14,1:00:00,1,1,0,1,1,0,0,0,0,0,716,32,7,0,-1,-1,1494738000,0
0,2017-05-28,11:00:00,11,3,0,1,0,0,1,0,0,1,716,32,7,0,-1,-1,1495983600,0.057
0,2017-09-16,22:00:00,22,1,0,1,1,0,0,0,0,0,716,32,7,0,-1,-1,1505613600,0
0,2017-05-06,6:00:00,6,2,0,1,0,1,0,0,0,0,238,28,18,0,7,6,1494064800,0
0,2017-03-25,7:00:00,7,2,0,1,1,0,0,0,0,0,238,28,18,0,7,6,1490439600,0
0,2017-10-08,9:00:00,9,2,0,1,0,0,1,0,0,1,353,14,15,0,7,16,1507467600,0.052
0,2017-04-29,7:00:00,7,2,0,1,1,0,0,0,0,0,164,22,20,0,7,17,1493463600,0
0,2017-07-16,17:00:00,17,4,0,1,0,1,0,0,0,0,547,28,11,0,5,4,1500238800,0
0,2017-08-05,15:00:00,15,4,0,1,1,0,0,0,0,0,547,28,11,0,5,4,1501959600,0
0,2017-08-27,20:00:00,20,1,0,1,0,1,0,0,0,0,547,28,11,0,5,4,1503878400,0
0,2017-11-04,19:00:00,19,1,0,1,0,1,0,0,0,0,547,28,11,0,5,4,1509836400,0
0,2017-05-27,13:00:00,13,4,0,1,0,1,0,0,0,0,547,28,11,0,5,4,1495904400,0
0,2017-12-16,9:00:00,9,2,0,1,1,0,0,0,0,0,310,16,16,0,7,14,1513432800,0
0,2017-07-02,12:00:00,12,3,0,1,0,0,0,1,0,0,310,16,16,0,7,14,1499011200,0
0,2017-06-11,7:00:00,7,2,0,1,1,0,0,0,0,0,310,16,16,0,7,14,1497178800,0
0,2017-02-11,20:00:00,20,1,0,1,0,1,0,0,0,0,310,16,16,0,7,14,1486861200,0
0,2017-11-26,15:00:00,15,4,0,1,1,0,0,0,0,0,310,16,16,0,7,14,1511726400,0
0,2017-09-10,6:00:00,6,2,0,1,0,1,0,0,0,0,310,16,16,0,7,14,1505037600,0
0,2017-10-28,10:00:00,10,3,0,1,0,0,1,0,0,1,778,26,5,0,9,3,1509199200,0.094
