BLM,ELM,ID_NUMBER,Feat_Seq_Nbr,Feature_Type,Feat_Width,Feature_Composition
7.45,7.59,33SR153001,7,29,,42
7.45,7.59,33SR153001,8,21,10,15
7.45,7.59,33SR153001,9,19,24,15
7.45,7.59,33SR153001,10,20,10,15
7.45,7.59,33SR153001,11,29,,40
7.59,7.86,33SR153001,1,29,,40
7.59,7.86,33SR153001,2,20,10,15
7.59,7.86,33SR153001,3,19,24,15
7.59,7.86,33SR153001,4,21,5,15
7.59,7.86,33SR153001,5,29,,40
7.59,7.86,33SR153001,6,40,24,49
7.59,7.86,33SR153001,7,29,,40
7.59,7.86,33SR153001,8,21,5,15
7.59,7.86,33SR153001,9,19,24,15
7.59,7.86,33SR153001,10,20,10,15
7.59,7.86,33SR153001,11,29,,40
7.86,7.9,33SR153001,1,29,,40
7.86,7.9,33SR153001,2,20,10,15
7.86,7.9,33SR153001,3,19,24,15
7.86,7.9,33SR153001,4,21,5,15
7.86,7.9,33SR153001,5,29,,40
7.86,7.9,33SR153001,6,40,24,49
7.86,7.9,33SR153001,7,29,,40
7.86,7.9,33SR153001,8,21,5,15
7.86,7.9,33SR153001,9,19,36,15
7.86,7.9,33SR153001,10,20,10,15
7.86,7.9,33SR153001,11,29,,40
7.9,8.01,33SR153001,1,29,,40
7.9,8.01,33SR153001,2,20,10,15
7.9,8.01,33SR153001,3,19,24,15
7.9,8.01,33SR153001,4,21,5,15
7.9,8.01,33SR153001,5,29,,40
7.9,8.01,33SR153001,6,40,24,26
7.9,8.01,33SR153001,7,29,,40
7.9,8.01,33SR153001,8,21,5,15
7.9,8.01,33SR153001,9,19,36,15
7.9,8.01,33SR153001,10,20,2,15
7.9,8.01,33SR153001,11,29,,40
8.01,8.11,33SR153001,1,29,,40
8.01,8.11,33SR153001,2,20,10,15
8.01,8.11,33SR153001,3,19,24,15
8.01,8.11,33SR153001,4,40,24,23
8.01,8.11,33SR153001,5,21,1,15
8.01,8.11,33SR153001,6,19,36,15
8.01,8.11,33SR153001,7,20,2,15
8.01,8.11,33SR153001,8,29,,40
8.11,8.18,33SR153001,1,29,,40
8.11,8.18,33SR153001,2,20,10,15
8.11,8.18,33SR153001,3,19,24,15
8.11,8.18,33SR153001,4,40,16,23
8.11,8.18,33SR153001,5,19,36,15
8.11,8.18,33SR153001,6,10,12,15
8.11,8.18,33SR153001,7,20,1,15
8.11,8.18,33SR153001,8,29,,40
8.18,8.25,33SR153001,1,29,,42
8.18,8.25,33SR153001,2,20,8,15
8.18,8.25,33SR153001,3,19,24,15
8.18,8.25,33SR153001,4,3,12,15
8.18,8.25,33SR153001,5,19,36,15
8.18,8.25,33SR153001,6,2,12,15
8.18,8.25,33SR153001,7,20,1,15
8.18,8.25,33SR153001,8,29,,42
8.25,8.46,33SR153001,1,29,,42
8.25,8.46,33SR153001,2,20,8,15
8.25,8.46,33SR153001,3,19,36,15
8.25,8.46,33SR153001,4,5,14,15
8.25,8.46,33SR153001,5,19,36,15
8.25,8.46,33SR153001,6,20,6,15
8.25,8.46,33SR153001,7,29,,42
8.46,8.65,33SR153001,1,29,,42
8.46,8.65,33SR153001,2,20,10,15
8.46,8.65,33SR153001,3,19,36,15
8.46,8.65,33SR153001,4,5,14,15
8.46,8.65,33SR153001,5,19,36,15
8.46,8.65,33SR153001,6,20,12,15
8.46,8.65,33SR153001,7,29,,42
8.65,8.75,33SR153001,1,29,,42
8.65,8.75,33SR153001,2,20,10,15
8.65,8.75,33SR153001,3,19,36,15
8.65,8.75,33SR153001,4,5,14,15
8.65,8.75,33SR153001,5,19,36,15
8.65,8.75,33SR153001,6,20,6,15
8.65,8.75,33SR153001,7,29,,40
8.75,8.86,33SR153001,1,29,,40
8.75,8.86,33SR153001,2,20,18,15
8.75,8.86,33SR153001,3,19,24,15
8.75,8.86,33SR153001,4,40,14,23
8.75,8.86,33SR153001,5,19,24,15
8.75,8.86,33SR153001,6,20,22,15
8.75,8.86,33SR153001,7,29,,40
8.86,8.93,33SR153001,1,29,,40
8.86,8.93,33SR153001,2,20,2,15
8.86,8.93,33SR153001,3,10,12,15
8.86,8.93,33SR153001,4,19,24,15
8.86,8.93,33SR153001,5,40,14,23
8.86,8.93,33SR153001,6,19,24,15
8.86,8.93,33SR153001,7,10,12,15
8.86,8.93,33SR153001,8,20,2,15
8.86,8.93,33SR153001,9,29,,40
8.93,9.03,33SR153001,1,29,,40
8.93,9.03,33SR153001,2,20,18,15
8.93,9.03,33SR153001,3,19,24,15
8.93,9.03,33SR153001,4,40,14,23
8.93,9.03,33SR153001,5,19,24,15
8.93,9.03,33SR153001,6,20,18,15
8.93,9.03,33SR153001,7,29,,40
9.03,9.11,33SR153001,1,29,,42
9.03,9.11,33SR153001,2,20,12,15
9.03,9.11,33SR153001,3,19,36,15
9.03,9.11,33SR153001,4,5,12,15
9.03,9.11,33SR153001,5,19,36,15
9.03,9.11,33SR153001,6,20,18,15
9.03,9.11,33SR153001,7,29,,42
9.11,9.66,33SR153001,1,29,,42
9.11,9.66,33SR153001,2,20,12,15
9.11,9.66,33SR153001,3,19,36,15
9.11,9.66,33SR153001,4,5,12,15
9.11,9.66,33SR153001,5,19,36,15
9.11,9.66,33SR153001,6,20,12,15
9.11,9.66,33SR153001,7,29,,42
9.66,9.75,33SR153001,1,29,,42
9.66,9.75,33SR153001,3,20,12,15
9.66,9.75,33SR153001,5,19,36,15
9.66,9.75,33SR153001,7,3,12,15
9.66,9.75,33SR153001,10,40,14,23
9.66,9.75,33SR153001,14,19,36,15
9.66,9.75,33SR153001,16,20,12,15
9.66,9.75,33SR153001,18,29,,42
9.75,9.86,33SR153001,1,29,,42
9.75,9.86,33SR153001,3,20,12,15
9.75,9.86,33SR153001,5,19,36,15
9.75,9.86,33SR153001,9,5,12,15
9.75,9.86,33SR153001,13,19,36,15
9.75,9.86,33SR153001,15,20,12,15
9.75,9.86,33SR153001,17,29,,42
9.86,9.95,33SR153001,1,29,,42
9.86,9.95,33SR153001,3,20,12,15
9.86,9.95,33SR153001,5,19,36,15
9.86,9.95,33SR153001,9,5,12,15
9.86,9.95,33SR153001,13,19,36,15
9.86,9.95,33SR153001,15,20,8,15
9.86,9.95,33SR153001,17,29,,43
9.95,10.14,33SR153001,1,29,,42
9.95,10.14,33SR153001,2,20,2,18
9.95,10.14,33SR153001,3,19,36,15
9.95,10.14,33SR153001,4,5,12,15
9.95,10.14,33SR153001,5,19,36,15
9.95,10.14,33SR153001,6,20,2,18
9.95,10.14,33SR153001,7,29,,43
10.14,10.25,33SR153001,1,29,,42
10.14,10.25,33SR153001,3,20,2,18
10.14,10.25,33SR153001,5,19,36,15
10.14,10.25,33SR153001,9,5,12,15
10.14,10.25,33SR153001,13,19,36,15
10.14,10.25,33SR153001,15,20,2,18
10.14,10.25,33SR153001,17,29,,42
10.25,10.34,33SR153001,1,29,,43
10.25,10.34,33SR153001,3,20,2,18
10.25,10.34,33SR153001,5,19,36,15
10.25,10.34,33SR153001,9,5,12,15
10.25,10.34,33SR153001,13,19,36,15
10.25,10.34,33SR153001,15,20,2,18
10.25,10.34,33SR153001,17,29,,42
10.34,11.43,33SR153001,1,29,,42
10.34,11.43,33SR153001,3,20,2,18
10.34,11.43,33SR153001,5,19,36,15
10.34,11.43,33SR153001,9,5,12,15
10.34,11.43,33SR153001,13,19,36,15
10.34,11.43,33SR153001,15,20,2,18
10.34,11.43,33SR153001,17,29,,42
11.43,11.66,33SR153001,1,29,,42
11.43,11.66,33SR153001,2,20,10,15
11.43,11.66,33SR153001,3,19,24,15
11.43,11.66,33SR153001,4,5,16,15
11.43,11.66,33SR153001,5,19,24,15
11.43,11.66,33SR153001,6,20,10,15
11.43,11.66,33SR153001,7,29,,42
11.66,12.12,33SR153001,1,29,,40
11.66,12.12,33SR153001,2,20,6,15
11.66,12.12,33SR153001,3,19,24,15
11.66,12.12,33SR153001,4,21,1,15
11.66,12.12,33SR153001,5,29,,40
11.66,12.12,33SR153001,6,40,30,26
11.66,12.12,33SR153001,7,29,,40
11.66,12.12,33SR153001,8,21,1,15
11.66,12.12,33SR153001,9,19,24,15
11.66,12.12,33SR153001,10,20,10,15
11.66,12.12,33SR153001,11,29,,40
12.12,12.36,33SR153001,1,29,,40
12.12,12.36,33SR153001,2,20,6,15
12.12,12.36,33SR153001,3,19,24,15
12.12,12.36,33SR153001,4,21,1,15
12.12,12.36,33SR153001,5,29,,40
12.12,12.36,33SR153001,6,40,220,26
12.12,12.36,33SR153001,7,29,,40
12.12,12.36,33SR153001,8,21,1,15
12.12,12.36,33SR153001,9,19,24,15
12.12,12.36,33SR153001,10,20,10,15
12.12,12.36,33SR153001,11,29,,40
12.36,12.484,33SR153001,1,29,,40
12.36,12.484,33SR153001,2,20,10,15
12.36,12.484,33SR153001,3,19,36,15
12.36,12.484,33SR153001,4,21,2,15
12.36,12.484,33SR153001,5,29,,40
12.36,12.484,33SR153001,6,40,80,26
12.36,12.484,33SR153001,7,29,,40
12.36,12.484,33SR153001,8,21,10,15
12.36,12.484,33SR153001,9,19,24,15
12.36,12.484,33SR153001,10,20,10,15
12.36,12.484,33SR153001,11,29,,40
12.484,12.62,33SR153001,1,29,,40
12.484,12.62,33SR153001,2,20,4,15
12.484,12.62,33SR153001,3,19,24,15
12.484,12.62,33SR153001,4,21,2,15
12.484,12.62,33SR153001,5,29,,40
12.484,12.62,33SR153001,6,40,22,26
12.484,12.62,33SR153001,7,29,,40
12.484,12.62,33SR153001,8,21,2,15
12.484,12.62,33SR153001,9,19,24,15
12.484,12.62,33SR153001,10,20,4,5
12.484,12.62,33SR153001,11,29,,40
12.62,12.83,33SR153001,1,29,,40
12.62,12.83,33SR153001,2,20,4,15
12.62,12.83,33SR153001,3,19,24,15
12.62,12.83,33SR153001,4,40,28,23
12.62,12.83,33SR153001,5,19,24,15
12.62,12.83,33SR153001,6,20,10,15
12.62,12.83,33SR153001,7,29,,40
12.83,12.87,33SR153001,1,29,,40
12.83,12.87,33SR153001,2,20,10,15
12.83,12.87,33SR153001,3,19,24,15
12.83,12.87,33SR153001,4,40,16,25
12.83,12.87,33SR153001,5,19,24,15
12.83,12.87,33SR153001,6,20,10,15
12.83,12.87,33SR153001,7,29,,40
0,14.17,33SR312001,1,29,,40
0,14.17,33SR312001,2,20,3,5
0,14.17,33SR312001,3,19,20,15
0,14.17,33SR312001,4,20,3,5
0,14.17,33SR312001,5,29,,40
14.17,14.22,33SR312001,1,29,,40
14.17,14.22,33SR312001,2,20,6,15
14.17,14.22,33SR312001,3,19,24,15
14.17,14.22,33SR312001,4,20,6,15
14.17,14.22,33SR312001,5,29,,40
14.22,14.26,33SR312001,1,29,,40
14.22,14.26,33SR312001,2,20,7,15
14.22,14.26,33SR312001,3,19,12,15
14.22,14.26,33SR312001,4,3,12,15
14.22,14.26,33SR312001,5,19,12,15
14.22,14.26,33SR312001,6,20,7,15
14.22,14.26,33SR312001,7,29,,40
14.26,14.39,33SR312001,1,29,,40
14.26,14.39,33SR312001,2,20,6,15
14.26,14.39,33SR312001,3,19,24,15
14.26,14.39,33SR312001,4,20,6,15
14.26,14.39,33SR312001,5,29,,40
14.39,17.75,33SR312001,1,29,,40
14.39,17.75,33SR312001,2,20,2,5
14.39,17.75,33SR312001,3,19,24,15
14.39,17.75,33SR312001,4,20,2,5
14.39,17.75,33SR312001,5,29,,40
0,0.06,33SR316001,1,29,,43
0,0.06,33SR316001,2,20,2,18
0,0.06,33SR316001,4,2,12,18
0,0.06,33SR316001,5,19,24,18
0,0.06,33SR316001,6,29,,41
0,0.06,33SR316001,7,40,12,26
0,0.06,33SR316001,8,29,,41
0,0.06,33SR316001,9,19,24,18
0,0.06,33SR316001,10,2,12,18
0,0.06,33SR316001,11,20,2,18
0,0.06,33SR316001,12,29,,43
0.06,0.1,33SR316001,1,29,,43
0.06,0.1,33SR316001,4,20,2,18
0.06,0.1,33SR316001,5,10,12,18
0.06,0.1,33SR316001,6,19,24,18
0.06,0.1,33SR316001,7,29,,41
0.06,0.1,33SR316001,8,40,8,26
0.06,0.1,33SR316001,9,29,,41
0.06,0.1,33SR316001,10,19,24,18
0.06,0.1,33SR316001,11,20,2,18
0.06,0.1,33SR316001,12,29,,43
0.1,0.16,33SR316001,1,29,,43
0.1,0.16,33SR316001,2,20,2,18
0.1,0.16,33SR316001,3,10,12,18
0.1,0.16,33SR316001,4,19,24,18
0.1,0.16,33SR316001,5,29,,41
0.1,0.16,33SR316001,6,40,4,26
0.1,0.16,33SR316001,7,29,,41
0.1,0.16,33SR316001,8,21,10,18
0.1,0.16,33SR316001,9,19,24,18
0.1,0.16,33SR316001,10,20,2,18
0.1,0.16,33SR316001,11,29,,43
0.16,0.23,33SR316001,1,29,,43
0.16,0.23,33SR316001,4,6,7,15
0.16,0.23,33SR316001,5,19,36,15
0.16,0.23,33SR316001,6,3,12,15
0.16,0.23,33SR316001,7,19,24,15
0.16,0.23,33SR316001,8,6,7,15
0.16,0.23,33SR316001,9,29,,43
0,0.14,33SR317001,8,29,,40
0,0.14,33SR317001,9,20,6,15
0,0.14,33SR317001,10,2,12,15
0,0.14,33SR317001,11,19,24,15
0,0.14,33SR317001,12,20,4,15
0,0.14,33SR317001,13,29,,40
0.14,0.46,33SR317001,8,29,,40
0.14,0.46,33SR317001,9,20,5,15
0.14,0.46,33SR317001,10,19,22,15
0.14,0.46,33SR317001,12,20,5,15
0.14,0.46,33SR317001,13,29,,40
0.46,0.515,33SR317001,1,29,,40
0.46,0.515,33SR317001,2,20,5,15
0.46,0.515,33SR317001,3,19,11,15
0.46,0.515,33SR317001,4,3,11,15
0.46,0.515,33SR317001,5,19,11,15
0.46,0.515,33SR317001,6,20,5,15
0.46,0.515,33SR317001,7,29,,40
0.515,0.59,33SR317001,-5,29,,42
0.515,0.59,33SR317001,-3,20,6,15
0.515,0.59,33SR317001,-1,19,12,15
0.515,0.59,33SR317001,1,3,16,15
0.515,0.59,33SR317001,1,29,,40
0.515,0.59,33SR317001,7,19,12,15
0.515,0.59,33SR317001,9,20,2,15
0.515,0.59,33SR317001,11,29,,42
0.59,0.7,33SR317001,1,29,,40
0.59,0.7,33SR317001,3,20,2,15
0.59,0.7,33SR317001,5,19,24,15
0.59,0.7,33SR317001,7,21,1,15
0.59,0.7,33SR317001,9,29,,40
0.59,0.7,33SR317001,11,40,26,26
0.59,0.7,33SR317001,13,29,,40
0.59,0.7,33SR317001,15,21,1,15
0.59,0.7,33SR317001,17,19,24,15
0.59,0.7,33SR317001,19,20,10,15
0.59,0.7,33SR317001,21,29,,40
0.7,0.77,33SR317001,1,29,,42
0.7,0.77,33SR317001,3,20,1,18
0.7,0.77,33SR317001,5,19,24,15
0.7,0.77,33SR317001,9,3,12,15
0.7,0.77,33SR317001,10,40,22,23
0.7,0.77,33SR317001,11,19,24,15
0.7,0.77,33SR317001,12,20,4,15
0.7,0.77,33SR317001,13,29,,40
0.77,0.83,33SR317001,1,29,,42
0.77,0.83,33SR317001,3,20,1,18
0.77,0.83,33SR317001,5,19,24,15
0.77,0.83,33SR317001,9,40,22,25
0.77,0.83,33SR317001,13,19,24,15
0.77,0.83,33SR317001,15,20,2,18
0.77,0.83,33SR317001,17,29,,42
0.83,0.86,33SR317001,1,29,,42
0.83,0.86,33SR317001,3,20,1,18
0.83,0.86,33SR317001,5,19,24,15
0.83,0.86,33SR317001,9,40,14,23
0.83,0.86,33SR317001,10,3,12,15
0.83,0.86,33SR317001,11,19,24,15
0.83,0.86,33SR317001,12,20,2,15
0.83,0.86,33SR317001,13,29,,42
0.86,0.94,33SR317001,1,29,,40
0.86,0.94,33SR317001,2,20,10,15
0.86,0.94,33SR317001,4,19,24,15
0.86,0.94,33SR317001,5,40,30,26
0.86,0.94,33SR317001,6,19,24,15
0.86,0.94,33SR317001,8,20,10,15
0.86,0.94,33SR317001,9,29,,40
0.94,0.99,33SR317001,1,29,,40
0.94,0.99,33SR317001,2,20,6,15
0.94,0.99,33SR317001,4,19,24,15
0.94,0.99,33SR317001,6,40,12,23
0.94,0.99,33SR317001,8,3,12,15
0.94,0.99,33SR317001,9,19,24,15
0.94,0.99,33SR317001,10,20,8,15
0.94,0.99,33SR317001,11,29,,40
0.99,1.12,33SR317001,1,29,,43
0.99,1.12,33SR317001,3,20,1,18
0.99,1.12,33SR317001,5,19,24,15
0.99,1.12,33SR317001,9,5,16,15
0.99,1.12,33SR317001,13,19,24,15
0.99,1.12,33SR317001,15,20,1,18
0.99,1.12,33SR317001,17,29,,43
1.12,1.74,33SR317001,1,29,,43
1.12,1.74,33SR317001,3,20,1,18
1.12,1.74,33SR317001,5,19,24,15
1.12,1.74,33SR317001,9,5,13,15
1.12,1.74,33SR317001,13,19,24,15
1.12,1.74,33SR317001,15,20,1,18
1.12,1.74,33SR317001,17,29,,43
1.74,1.84,33SR317001,1,29,,40
1.74,1.84,33SR317001,2,20,2,5
1.74,1.84,33SR317001,3,19,11,15
1.74,1.84,33SR317001,4,40,10,23
1.74,1.84,33SR317001,5,19,11,15
1.74,1.84,33SR317001,6,20,2,15
1.74,1.84,33SR317001,7,29,,40
1.84,2.05,33SR317001,9,29,,40
1.84,2.05,33SR317001,11,20,3,15
1.84,2.05,33SR317001,13,19,22,15
1.84,2.05,33SR317001,15,20,20,15
1.84,2.05,33SR317001,17,29,,42
2.05,2.1,33SR317001,9,29,,40
2.05,2.1,33SR317001,11,20,5,15
2.05,2.1,33SR317001,13,19,22,15
2.05,2.1,33SR317001,15,20,5,15
2.05,2.1,33SR317001,17,29,,40
2.1,2.255,33SR317001,1,29,,40
2.1,2.255,33SR317001,2,20,5,5
2.1,2.255,33SR317001,3,19,22,15
2.1,2.255,33SR317001,4,20,15,15
2.1,2.255,33SR317001,5,29,,40
2.255,2.88,33SR317001,1,29,,40
2.255,2.88,33SR317001,2,20,5,15
2.255,2.88,33SR317001,3,19,24,15
2.255,2.88,33SR317001,4,20,5,15
2.255,2.88,33SR317001,5,29,,40
2.88,2.96,33SR317001,1,29,,40
2.88,2.96,33SR317001,2,20,1,15
2.88,2.96,33SR317001,3,19,12,15
2.88,2.96,33SR317001,4,40,12,23
2.88,2.96,33SR317001,5,19,12,15
2.88,2.96,33SR317001,6,20,1,15
2.88,2.96,33SR317001,7,29,,40
2.96,3.13,33SR317001,9,29,,40
2.96,3.13,33SR317001,11,20,5,15
2.96,3.13,33SR317001,13,19,24,15
2.96,3.13,33SR317001,15,20,5,15
2.96,3.13,33SR317001,17,29,,40
3.13,3.23,33SR317001,1,29,,40
3.13,3.23,33SR317001,2,20,3,15
3.13,3.23,33SR317001,3,19,12,15
3.13,3.23,33SR317001,4,5,12,15
3.13,3.23,33SR317001,5,19,12,15
3.13,3.23,33SR317001,6,20,5,15
3.13,3.23,33SR317001,7,29,,40
3.23,3.28,33SR317001,1,29,,40
3.23,3.28,33SR317001,2,20,2,15
3.23,3.28,33SR317001,3,19,12,15
3.23,3.28,33SR317001,4,3,12,15
3.23,3.28,33SR317001,5,19,12,15
3.23,3.28,33SR317001,6,2,10,15
3.23,3.28,33SR317001,7,20,2,15
3.23,3.28,33SR317001,8,29,,40
3.28,3.34,33SR317001,1,29,,40
3.28,3.34,33SR317001,2,20,1,15
3.28,3.34,33SR317001,3,2,11,15
3.28,3.34,33SR317001,4,19,12,15
3.28,3.34,33SR317001,5,3,12,15
3.28,3.34,33SR317001,6,19,12,15
3.28,3.34,33SR317001,7,20,7,15
3.28,3.34,33SR317001,8,29,,40
3.34,3.47,33SR317001,1,29,,40
3.34,3.47,33SR317001,2,20,1,15
3.34,3.47,33SR317001,3,2,11,15
3.34,3.47,33SR317001,4,19,24,15
3.34,3.47,33SR317001,5,20,10,15
3.34,3.47,33SR317001,6,29,,40
3.47,3.59,33SR317001,9,29,,40
3.47,3.59,33SR317001,11,20,7,15
3.47,3.59,33SR317001,13,19,24,15
3.47,3.59,33SR317001,15,20,7,15
3.47,3.59,33SR317001,17,29,,40
3.59,3.65,33SR317001,1,29,,40
3.59,3.65,33SR317001,2,20,5,15
3.59,3.65,33SR317001,3,10,11,15
3.59,3.65,33SR317001,4,19,22,15
3.59,3.65,33SR317001,5,20,7,15
3.59,3.65,33SR317001,6,29,,40
3.65,3.72,33SR317001,1,29,,40
3.65,3.72,33SR317001,2,20,6,15
3.65,3.72,33SR317001,3,2,11,15
3.65,3.72,33SR317001,4,19,11,15
3.65,3.72,33SR317001,5,40,8,23
3.65,3.72,33SR317001,6,19,20,15
3.65,3.72,33SR317001,7,20,6,15
3.65,3.72,33SR317001,8,29,,40
3.72,3.76,33SR317001,1,29,,40
3.72,3.76,33SR317001,2,20,6,15
3.72,3.76,33SR317001,3,10,11,15
3.72,3.76,33SR317001,4,19,11,15
3.72,3.76,33SR317001,5,40,11,23
3.72,3.76,33SR317001,6,3,11,15
3.72,3.76,33SR317001,7,19,11,15
3.72,3.76,33SR317001,8,20,8,15
3.72,3.76,33SR317001,9,29,,46
3.76,3.83,33SR317001,1,29,,40
3.76,3.83,33SR317001,2,20,8,15
3.76,3.83,33SR317001,3,2,11,15
3.76,3.83,33SR317001,4,19,11,15
3.76,3.83,33SR317001,5,3,22,15
3.76,3.83,33SR317001,6,19,11,15
3.76,3.83,33SR317001,7,20,8,15
3.76,3.83,33SR317001,8,29,,46
3.83,3.87,33SR317001,1,29,,40
3.83,3.87,33SR317001,2,20,11,15
3.83,3.87,33SR317001,3,2,11,15
3.83,3.87,33SR317001,4,3,11,15
3.83,3.87,33SR317001,5,19,22,15
3.83,3.87,33SR317001,6,20,6,15
3.83,3.87,33SR317001,7,29,,40
3.87,3.94,33SR317001,1,29,,40
3.87,3.94,33SR317001,2,20,2,15
3.87,3.94,33SR317001,3,19,12,15
3.87,3.94,33SR317001,4,40,12,23
3.87,3.94,33SR317001,5,19,24,15
3.87,3.94,33SR317001,6,20,4,15
3.87,3.94,33SR317001,7,29,,42
3.94,4.02,33SR317001,1,29,,40
3.94,4.02,33SR317001,2,20,2,15
3.94,4.02,33SR317001,3,19,34,15
3.94,4.02,33SR317001,4,20,2,15
3.94,4.02,33SR317001,5,29,,40
4.02,4.076,33SR317001,1,29,,40
4.02,4.076,33SR317001,2,20,4,15
4.02,4.076,33SR317001,3,19,22,15
4.02,4.076,33SR317001,4,2,11,15
4.02,4.076,33SR317001,5,20,6,15
4.02,4.076,33SR317001,6,29,,40
4.076,4.38,33SR317001,1,29,,40
4.076,4.38,33SR317001,3,20,7,15
4.076,4.38,33SR317001,5,19,12,15
4.076,4.38,33SR317001,9,40,12,26
4.076,4.38,33SR317001,13,19,12,15
4.076,4.38,33SR317001,15,20,7,15
4.076,4.38,33SR317001,17,29,,40
4.38,4.42,33SR317001,1,29,,40
4.38,4.42,33SR317001,2,20,7,15
4.38,4.42,33SR317001,3,19,24,15
4.38,4.42,33SR317001,4,2,12,15
4.38,4.42,33SR317001,5,20,10,15
4.38,4.42,33SR317001,6,29,,42
4.42,4.49,33SR317001,1,29,,40
4.42,4.49,33SR317001,2,20,7,15
4.42,4.49,33SR317001,3,19,24,15
4.42,4.49,33SR317001,4,20,7,15
4.42,4.49,33SR317001,5,29,,40
4.49,4.545,33SR317001,1,29,,40
4.49,4.545,33SR317001,2,20,4,15
4.49,4.545,33SR317001,3,19,12,15
4.49,4.545,33SR317001,4,40,12,23
4.49,4.545,33SR317001,5,19,12,15
4.49,4.545,33SR317001,6,20,4,15
4.49,4.545,33SR317001,7,29,,40
4.545,4.67,33SR317001,1,29,,43
4.545,4.67,33SR317001,2,20,2,18
4.545,4.67,33SR317001,3,19,24,15
4.545,4.67,33SR317001,4,5,12,15
4.545,4.67,33SR317001,5,19,24,15
4.545,4.67,33SR317001,6,20,2,18
4.545,4.67,33SR317001,7,29,,43
4.67,4.72,33SR317001,1,29,,43
4.67,4.72,33SR317001,2,20,2,18
4.67,4.72,33SR317001,3,19,24,15
4.67,4.72,33SR317001,4,40,12,23
4.67,4.72,33SR317001,5,19,24,15
4.67,4.72,33SR317001,6,20,2,18
4.67,4.72,33SR317001,7,29,,43
4.72,4.78,33SR317001,1,29,,40
4.72,4.78,33SR317001,3,20,12,15
4.72,4.78,33SR317001,5,19,24,15
4.72,4.78,33SR317001,9,40,12,23
4.72,4.78,33SR317001,13,19,24,15
4.72,4.78,33SR317001,15,20,12,15
4.72,4.78,33SR317001,17,29,,40
4.78,4.82,33SR317001,1,29,,42
4.78,4.82,33SR317001,2,2,12,18
4.78,4.82,33SR317001,3,19,24,18
4.78,4.82,33SR317001,4,40,12,23
4.78,4.82,33SR317001,5,19,24,18
4.78,4.82,33SR317001,6,20,12,18
4.78,4.82,33SR317001,7,29,,42
4.82,4.9,33SR317001,1,29,,40
4.82,4.9,33SR317001,2,20,12,15
4.82,4.9,33SR317001,3,19,24,15
4.82,4.9,33SR317001,4,40,12,23
4.82,4.9,33SR317001,5,19,24,15
4.82,4.9,33SR317001,6,20,12,15
4.82,4.9,33SR317001,7,29,,40
4.9,5.05,33SR317001,1,29,,40
4.9,5.05,33SR317001,3,20,11,15
4.9,5.05,33SR317001,5,19,24,15
4.9,5.05,33SR317001,9,5,12,15
4.9,5.05,33SR317001,13,19,24,15
4.9,5.05,33SR317001,15,20,11,15
4.9,5.05,33SR317001,17,29,,40
5.05,5.14,33SR317001,1,29,,43
5.05,5.14,33SR317001,4,30,6,18
5.05,5.14,33SR317001,5,19,24,18
5.05,5.14,33SR317001,6,5,12,18
5.05,5.14,33SR317001,7,19,24,18
5.05,5.14,33SR317001,8,30,6,18
5.05,5.14,33SR317001,9,29,,43
5.14,5.48,33SR317001,1,29,,43
5.14,5.48,33SR317001,3,30,6,15
5.14,5.48,33SR317001,5,19,24,15
5.14,5.48,33SR317001,9,5,12,15
5.14,5.48,33SR317001,13,19,24,15
5.14,5.48,33SR317001,15,30,6,15
5.14,5.48,33SR317001,17,29,,43
5.48,5.54,33SR317001,1,29,,43
5.48,5.54,33SR317001,2,30,6,15
5.48,5.54,33SR317001,3,19,24,15
5.48,5.54,33SR317001,4,3,12,15
5.48,5.54,33SR317001,5,19,24,15
5.48,5.54,33SR317001,6,30,6,15
5.48,5.54,33SR317001,7,29,,43
5.54,7.04,33SR317001,1,29,,43
5.54,7.04,33SR317001,2,30,6,15
5.54,7.04,33SR317001,3,19,24,15
5.54,7.04,33SR317001,4,5,12,15
5.54,7.04,33SR317001,5,19,24,15
5.54,7.04,33SR317001,6,30,6,15
5.54,7.04,33SR317001,7,29,,43
7.04,7.1,33SR317001,1,29,,43
7.04,7.1,33SR317001,2,30,6,15
7.04,7.1,33SR317001,3,19,24,15
7.04,7.1,33SR317001,4,40,16,23
7.04,7.1,33SR317001,5,19,24,15
7.04,7.1,33SR317001,6,30,6,15
7.04,7.1,33SR317001,7,29,,43
7.1,7.14,33SR317001,1,29,,43
7.1,7.14,33SR317001,2,30,6,15
7.1,7.14,33SR317001,3,19,24,15
7.1,7.14,33SR317001,4,3,24,15
7.1,7.14,33SR317001,5,19,24,15
7.1,7.14,33SR317001,6,30,6,15
7.1,7.14,33SR317001,7,29,,49
7.14,7.22,33SR317001,1,29,,43
7.14,7.22,33SR317001,2,30,6,15
7.14,7.22,33SR317001,3,2,12,15
7.14,7.22,33SR317001,4,19,24,15
7.14,7.22,33SR317001,5,40,16,23
7.14,7.22,33SR317001,6,19,24,15
7.14,7.22,33SR317001,7,30,6,15
7.14,7.22,33SR317001,8,29,,43
7.22,7.35,33SR317001,1,29,,43
7.22,7.35,33SR317001,2,30,6,15
7.22,7.35,33SR317001,3,19,24,15
7.22,7.35,33SR317001,4,5,12,15
7.22,7.35,33SR317001,5,19,24,15
7.22,7.35,33SR317001,6,30,6,15
7.22,7.35,33SR317001,7,29,,43
7.35,7.58,33SR317001,1,29,,43
