BLM,ELM,Co. Seq.,ID_NUMBER,Thru_Lanes,ROW ,Num_Lns,Spd_Limit,Terrain,Land_Use,Illum,Operation,Acc_Ctrl,Sch Spd Limit,Truck Spd Limit,BLM_Lat,BLM_Long,ELM_Lat,ELM_Long
5.04,6.929,1,3301406001,2,80,2,50,2,2,1,2,0,,,35.14681721,-85.27367401,35.17022959,-85.25685233
6.929,7.42,1,3301406001,2,80,2,50,2,2,1,2,0,,,35.17022959,-85.25685233,35.1758616,-85.25156972
7.42,7.52,1,3301406001,2,150,2,50,2,2,1,2,0,,,35.1758616,-85.25156972,35.1769976,-85.25047231
7.52,7.56,1,3301406001,4,200,4,50,2,2,1,2,0,,,35.1769976,-85.25047231,35.17743758,-85.24998466
7.56,7.86,1,3301406001,3,500,3,50,2,2,1,2,0,,,35.17743758,-85.24998466,35.18088561,-85.2467093
0,0.61,1,3301431001,2,40,2,35,2,7,1,2,0,,,35.05998134,-85.03190489,35.06703135,-85.0382849
0.61,0.861,1,3301431001,2,36,2,35,2,7,1,2,0,,,35.06703135,-85.0382849,35.07030736,-85.0364739
0.861,1.55,1,3301431001,2,40,2,35,2,0,,2,0,,,35.07030736,-85.0364739,35.07929938,-85.03392689
0,2.57,1,3302154001,2,50,2,35,2,7,,2,0,,,35.04310132,-85.11578507,35.01399974,-85.09004619
2.57,5.39,1,3302154001,2,50,2,35,2,0,,2,0,,,35.01399974,-85.09004619,35.02558127,-85.06052896
0,2.677,1,3302156001,2,40,2,35,2,0,,2,0,,,35.13269049,-85.07029096,35.13937751,-85.10618103
2.677,3.32,1,3302156001,2,40,2,35,2,0,,2,0,,,35.13937751,-85.10618103,35.1360755,-85.11645405
0,0.09,1,3302158001,3,150,3,50,2,0,,2,0,,,35.2319527,-85.1509771,35.23162093,-85.14943724
0.09,0.25,1,3302158001,3,100,3,50,2,0,,2,0,,,35.23162093,-85.14943724,35.23136351,-85.14663292
0.25,1.97,1,3302158001,2,100,2,50,2,0,,2,0,,,35.23136351,-85.14663292,35.22864417,-85.11681686
1.97,2.34,1,3302158001,2,100,2,50,2,0,,2,0,,,35.22864417,-85.11681686,35.22785577,-85.11045217
2.34,3.167,1,3302158001,2,100,2,45,2,0,,2,0,,,35.22785577,-85.11045217,35.23055469,-85.09712299
3.167,4.26,1,3302158001,2,40,2,30,2,0,,2,0,,,35.23055469,-85.09712299,35.22540568,-85.11244602
0,2.82,1,3302160001,2,40,2,40,2,0,,2,0,,,35.31500585,-85.02785384,35.2920648,-85.00007078
2.82,4.85,1,3302160001,2,40,2,40,2,0,,2,0,,,35.2920648,-85.00007078,35.27081428,-84.98553104
4.85,5.27,1,3302160001,2,30,2,40,2,0,,2,0,,,35.27081428,-84.98553104,35.26844375,-84.97867675
5.27,6.04,1,3302160001,2,40,2,40,2,0,,2,0,,,35.26844375,-84.97867675,35.27519476,-84.96825072
0,0.154,1,3302162001,3,150,3,50,2,0,,2,0,,,35.18813162,-85.2462293,35.19037263,-85.2460023
0.154,0.23,1,3302162001,2,150,2,50,2,0,,2,0,,,35.19037263,-85.2460023,35.19144651,-85.24572453
0.23,1.85,1,3302162001,2,80,2,50,2,0,,2,0,,,35.19144651,-85.24572453,35.21138667,-85.23078527
1.85,2.85,1,3302162001,2,80,2,40,2,2,,2,0,,,35.21138667,-85.23078527,35.22243887,-85.22052207
2.85,3.02,1,3302162001,2,80,2,40,2,2,1,2,0,,,35.22243887,-85.22052207,35.22399762,-85.21824216
3.02,3.56,1,3302162001,2,80,2,40,2,2,1,2,0,,,35.22399762,-85.21824216,35.22909134,-85.21081565
3.56,4.87,1,3302162001,2,80,2,40,2,7,1,2,0,,,35.22909134,-85.21081565,35.24158825,-85.19311768
4.87,4.96,1,3302162001,2,80,2,40,2,2,1,2,0,,,35.24158825,-85.19311768,35.24253072,-85.19200118
0,0.61,1,3302199001,2,60,2,40,2,4,,2,0,,,34.98665824,-85.39186563,34.99364604,-85.3860163
0.61,2.81,1,3302199001,2,60,2,45,2,5,1,2,0,,,34.99364604,-85.3860163,35.0203023,-85.36577157
0,0.005,1,3302201001,2,50,2,35,2,7,0,2,0,,,35.02558127,-85.06052896,35.02562927,-85.06045896
0.005,1.12,1,3302201001,2,50,2,35,2,7,1,2,0,,,35.02562927,-85.06045896,35.04096939,-85.05558781
1.12,1.33,1,3302201001,2,50,2,30,2,7,1,2,0,,,35.04096939,-85.05558781,35.04343188,-85.05350414
1.33,1.61,1,3302201001,2,50,2,30,2,7,1,2,0,15,,35.04343188,-85.05350414,35.04636695,-85.05062907
1.61,1.93,1,3302201001,2,60,2,30,2,9,1,2,0,,,35.04636695,-85.05062907,35.05061919,-85.04882861
1.93,2.1,1,3302201001,2,60,2,30,2,2,1,2,0,,,35.05061919,-85.04882861,35.05285933,-85.04858193
0,2.33,1,3302205001,2,44,2,40,2,0,0,2,0,,,35.13962134,-85.12075384,35.12155338,-85.09475441
2.33,2.5,1,3302205001,2,40,2,40,2,0,0,2,0,20,,35.12155338,-85.09475441,35.12168362,-85.09176571
2.5,5.66,1,3302205001,2,40,2,40,2,0,,2,0,,,35.12168362,-85.09176571,35.08416007,-85.07675843
5.66,5.76,1,3302205001,2,100,2,40,2,0,,2,0,,,35.08416007,-85.07675843,35.08406125,-85.07504174
5.76,5.95,1,3302205001,3,150,3,40,2,0,,2,0,,,35.08406125,-85.07504174,35.08589335,-85.07279476
5.95,6.01,1,3302205001,4,150,4,40,2,0,,2,0,,,35.08589335,-85.07279476,35.0866484,-85.07228247
6.01,6.11,1,3302205001,3,150,3,40,2,2,,2,0,,,35.0866484,-85.07228247,35.0877124,-85.07102297
6.11,6.21,1,3302205001,4,100,4,40,2,2,,2,0,,,35.0877124,-85.07102297,35.08670668,-85.06943945
6.21,6.28,1,3302205001,4,300,4,40,2,2,,2,0,,,35.08670668,-85.06943945,35.0861994,-85.06819596
0,0.12,1,3302207001,3,100,3,40,2,2,,2,0,,,35.0877124,-85.07102297,35.08820411,-85.06904268
0.12,0.35,1,3302207001,4,100,4,40,2,2,,2,0,,,35.08820411,-85.06904268,35.0879574,-85.06498695
0.35,0.66,1,3302207001,2,60,2,40,2,2,,2,0,,,35.0879574,-85.06498695,35.09213003,-85.06516155
0.66,0.97,1,3302207001,2,50,2,40,2,0,,2,0,15,,35.09213003,-85.06516155,35.09610852,-85.06363859
0.97,7.11,1,3302207001,2,50,2,40,2,0,,2,0,,,35.09610852,-85.06363859,35.17933658,-85.04984891
0,0.14,1,3302209001,2,40,2,25,2,4,1,2,0,,,35.1219505,-85.34412251,35.1226625,-85.34647352
0.14,0.15,1,3302209001,2,30,2,25,2,4,1,2,0,,,35.1226625,-85.34647352,35.1227935,-85.34665352
0.15,0.22,1,3302209001,2,40,2,25,2,4,1,2,0,,,35.1227935,-85.34665352,35.123623,-85.34725206
0.22,0.43,1,3302209001,2,40,2,25,2,7,1,2,0,,,35.123623,-85.34725206,35.12641351,-85.34575451
0.43,1.67,1,3302209001,2,40,2,30,2,7,1,2,0,,,35.12641351,-85.34575451,35.14240433,-85.35005326
1.67,2.3,1,3302209001,2,40,2,30,2,0,0,2,0,,,35.14240433,-85.35005326,35.15105006,-85.34971146
2.3,2.99,1,3302209001,2,60,2,30,2,0,0,2,0,,,35.15105006,-85.34971146,35.15592057,-85.35905354
0,4.55,1,3302211001,2,50,2,45,2,0,,2,0,,,35.17477657,-85.02771086,35.234033,-84.99325644
4.55,7.76,1,3302211001,2,44,2,45,2,0,,2,0,,,35.234033,-84.99325644,35.27519476,-84.96825072
7.76,9.37,1,3302211001,2,50,2,45,2,0,,2,0,,,35.27519476,-84.96825072,35.2876377,-84.94631378
0,0.63,1,3302213001,2,32,2,35,2,0,,2,0,,,35.18597661,-85.16835014,35.19231062,-85.17601716
0,1.19,1,3302215001,2,40,2,30,1,0,,2,0,,,35.23036269,-85.13076006,35.21443866,-85.12507905
0,0.91,1,3302217001,2,,2,,2,0,,2,0,,,35.25739276,-85.20749321,35.26852356,-85.20411402
0.91,3.737,1,3302217001,2,40,2,30,2,7,,2,0,,,35.26852356,-85.20411402,35.29179682,-85.17052713
3.737,4.07,1,3302217001,2,40,2,30,2,7,1,2,0,,,35.29179682,-85.17052713,35.29146082,-85.16530912
0,0.59,1,3302219001,2,100,2,45,2,0,1,2,0,,,35.27714679,-85.1554341,35.28350394,-85.15524193
0.59,0.83,1,3302219001,2,100,2,45,2,2,1,2,0,,,35.28350394,-85.15524193,35.28688894,-85.15561782
0.83,0.91,1,3302219001,2,100,2,40,2,2,1,2,0,,,35.28688894,-85.15561782,35.28802281,-85.1555261
0.91,1.083,1,3302219001,2,30,2,20,2,7,1,2,0,,,35.28802281,-85.1555261,35.28853681,-85.15853811
1.083,1.512,1,3302219001,2,21,2,20,2,7,1,2,0,,,35.28853681,-85.15853811,35.28985282,-85.16604712
1.512,1.63,1,3302219001,2,32,2,20,2,7,1,2,0,,,35.28985282,-85.16604712,35.29146082,-85.16530912
1.63,1.76,1,3302219001,2,40,2,20,2,7,0,2,0,,,35.29146082,-85.16530912,35.2932964,-85.16478954
1.76,2.327,1,3302219001,2,40,2,35,2,2,0,2,0,,,35.2932964,-85.16478954,35.30123984,-85.16567112
2.327,2.391,1,3302219001,2,40,2,35,2,2,1,2,0,,,35.30123984,-85.16567112,35.30217484,-85.16553512
2.391,2.73,1,3302219001,2,100,2,35,2,7,1,2,0,,,35.30217484,-85.16553512,35.30568266,-85.16138455
2.73,3.15,1,3302219001,2,38,2,35,2,7,,2,0,,,35.30568266,-85.16138455,35.31124626,-85.15998969
3.15,4.38,1,3302219001,2,34,2,35,2,7,,2,0,,,35.31124626,-85.15998969,35.32622249,-85.1496361
4.38,5.87,1,3302219001,2,50,2,35,2,0,,2,0,,,35.32622249,-85.1496361,35.34295792,-85.13319404
5.87,6.18,1,3302219001,2,40,2,35,2,0,,2,0,,,35.34295792,-85.13319404,35.34101791,-85.12898904
0,3.06,1,3302221001,2,44,2,40,2,0,,2,0,,,35.22697267,-85.02175684,35.26290126,-85.0213472
3.06,3.23,1,3302221001,2,44,2,35,2,0,,2,0,,,35.26290126,-85.0213472,35.26509892,-85.02001951
3.23,5.45,1,3302221001,2,44,2,40,2,0,,2,0,,,35.26509892,-85.02001951,35.2920648,-85.00007078
0,2.52,1,3302223001,2,40,2,30,2,0,,2,0,,,35.34035991,-85.11975202,35.36971597,-85.09829897
0,1.99,1,3302227001,2,40,2,35,2,0,,2,0,,,35.41386205,-85.0681529,35.39525502,-85.08991395
0,0.04,1,3303542001,4,300,4,40,1,5,1,2,0,,,35.11451048,-85.25695334,35.11402099,-85.25665386
0.04,0.08,1,3303542001,4,300,5,40,1,5,1,2,0,,,35.11402099,-85.25665386,35.11381539,-85.25599725
0.08,0.29,1,3303542001,4,100,5,40,1,2,1,2,0,,,35.11381539,-85.25599725,35.1125444,-85.25262385
0.29,0.315,1,3303542001,4,100,4,40,1,2,1,2,0,,,35.1125444,-85.25262385,35.11239148,-85.25222539
0.315,0.32,1,3303542001,4,100,4,50,1,2,1,2,0,,,35.11239148,-85.25222539,35.11236115,-85.25214555
0.32,0.47,1,3303542001,4,150,5,50,1,9,1,2,0,,,35.11236115,-85.25214555,35.11145435,-85.24974943
0.47,0.5,1,3303542001,4,150,4,50,1,9,1,2,0,,,35.11145435,-85.24974943,35.11126461,-85.2492749
0.5,1.73,1,3303542001,4,100,4,50,2,5,1,2,0,,,35.11126461,-85.2492749,35.1089797,-85.23045921
1.73,1.76,1,3303542001,3,160,3,50,2,9,1,2,0,,,35.1089797,-85.23045921,35.10893051,-85.22997146
1.76,1.93,1,3303542001,3,120,3,50,2,9,1,2,0,,,35.10893051,-85.22997146,35.11046407,-85.22811385
1.93,1.96,1,3303542001,3,100,3,50,2,9,1,2,0,,,35.11046407,-85.22811385,35.11086959,-85.22829855
1.96,2.02,1,3303542001,2,100,2,50,2,9,1,2,0,,,35.11086959,-85.22829855,35.11139398,-85.2291299
2.02,2.05,1,3303542001,1,150,1,50,2,9,1,1,0,,,35.11139398,-85.2291299,35.11175675,-85.22942049
0,0.22,1,3303546001,4,75,4,30,2,2,1,2,0,,,35.06267038,-85.30848845,35.06177838,-85.30480844
0.22,0.305,1,3303546001,4,60,4,30,2,2,1,2,0,,,35.06177838,-85.30480844,35.0612303,-85.30347765
0.305,0.41,1,3303546001,3,100,3,30,2,2,1,2,0,,,35.0612303,-85.30347765,35.06095937,-85.30147944
0.41,0.92,1,3303546001,5,100,5,35,2,2,1,2,0,,,35.06095937,-85.30147944,35.05378068,-85.30377376
0.92,1.04,1,3303546001,4,70,4,30,2,2,1,2,0,,,35.05378068,-85.30377376,35.0521816,-85.30464563
1.04,1.12,1,3303546001,3,68,3,30,2,2,1,2,0,,,35.0521816,-85.30464563,35.05116135,-85.30522545
1.12,1.325,1,3303546001,2,80,2,30,2,2,1,2,0,,,35.05116135,-85.30522545,35.04842435,-85.30678545
1.325,1.425,1,3303546001,3,50,3,30,2,2,1,1,0,,,35.04842435,-85.30678545,35.04715135,-85.30746845
1.425,1.53,1,3303546001,4,60,4,30,2,2,1,1,0,,,35.04715135,-85.30746845,35.04580334,-85.30820245
0,0.07,1,3303547001,2,52,2,30,2,7,1,1,0,,,35.05277863,-85.30262077,35.05193336,-85.30306544
0.07,0.41,1,3303547001,2,56,2,30,2,2,1,1,0,,,35.05193336,-85.30306544,35.04744135,-85.30559645
0.41,0.66,1,3303547001,2,40,2,30,2,2,1,1,0,,,35.04744135,-85.30559645,35.04420134,-85.30750645
0.66,0.72,1,3303547001,2,50,2,30,2,2,1,1,0,,,35.04420134,-85.30750645,35.04342634,-85.30792845
0.72,0.82,1,3303547001,2,80,2,30,2,2,1,1,0,,,35.04342634,-85.30792845,35.04215334,-85.30832345
0,0.03,1,3303548001,4,80,4,35,2,2,1,2,0,,,35.04193434,-85.30874045,35.04215334,-85.30832345
0.03,0.1,1,3303548001,2,40,2,35,2,2,1,1,0,,,35.04215334,-85.30832345,35.04251002,-85.30723686
0.1,0.15,1,3303548001,2,50,2,35,2,2,1,1,0,,,35.04251002,-85.30723686,35.04294934,-85.30669045
0.15,0.21,1,3303548001,2,56,2,35,2,2,1,1,0,,,35.04294934,-85.30669045,35.04369234,-85.30615745
0.21,0.394,1,3303548001,2,50,2,35,2,2,1,1,0,,,35.04369234,-85.30615745,35.04612234,-85.30481045
0.394,0.46,1,3303548001,3,50,3,35,2,2,1,1,0,,,35.04612234,-85.30481045,35.04692235,-85.30418744
0.46,0.618,1,3303548001,2,58,2,30,2,2,1,1,0,,,35.04692235,-85.30418744,35.04898135,-85.30302744
0.618,0.68,1,3303548001,3,55,3,30,2,7,1,1,0,,,35.04898135,-85.30302744,35.05022135,-85.30233044
0.68,0.8,1,3303548001,2,58,2,30,2,2,1,1,0,,,35.05022135,-85.30233044,35.05139935,-85.30167244
0.8,0.865,1,3303548001,2,40,2,30,2,2,1,1,0,,,35.05139935,-85.30167244,35.05223,-85.30114345
0,0.16,1,3303549001,3,50,3,30,2,2,1,1,0,,,35.05007035,-85.29586943,35.05108112,-85.29837711
0.16,0.22,1,3303549001,2,60,2,30,2,2,1,1,0,,,35.05108112,-85.29837711,35.05127935,-85.29940743
0.22,0.27,1,3303549001,3,60,4,30,2,2,1,2,0,,,35.05127935,-85.29940743,35.05157965,-85.30019788
0.27,0.29,1,3303549001,3,60,3,30,2,2,1,2,0,,,35.05157965,-85.30019788,35.05170136,-85.30051315
0.29,0.4,1,3303549001,3,56,3,30,2,2,1,2,0,,,35.05170136,-85.30051315,35.05239054,-85.3022505
0.4,0.46,1,3303549001,2,50,2,30,2,2,1,2,0,,,35.05239054,-85.3022505,35.05275991,-85.30320713
0.46,0.599,1,3303549001,2,56,2,30,2,2,1,2,0,,,35.05275991,-85.30320713,35.05352436,-85.30546745
0.599,0.84,1,3303549001,3,50,3,30,2,2,1,1,0,,,35.05352436,-85.30546745,35.05352336,-85.30962945
0,0.06,1,3303550001,3,60,3,35,2,2,1,2,0,,,35.04806835,-85.31809947,35.04886686,-85.31764931
0.06,0.17,1,3303550001,4,60,4,35,2,2,1,2,0,,,35.04886686,-85.31764931,35.04952556,-85.31597642
0.17,0.29,1,3303550001,2,80,2,35,2,2,1,2,0,,,35.04952556,-85.31597642,35.04955552,-85.31381195
0.29,0.41,1,3303550001,2,60,2,35,2,2,1,2,0,,,35.04955552,-85.31381195,35.04962335,-85.31166146
0.41,0.47,1,3303550001,2,44,2,35,2,2,1,1,0,,,35.04962335,-85.31166146,35.04966935,-85.31053046
0.47,0.54,1,3303550001,3,44,3,35,2,2,1,1,0,,,35.04966935,-85.31053046,35.04968935,-85.30952845
0.54,0.719,1,3303550001,2,44,2,35,2,2,1,1,0,,,35.04968935,-85.30952845,35.04976235,-85.30639445
0.719,0.74,1,3303550001,2,44,2,35,2,2,1,2,0,,,35.04976235,-85.30639445,35.04976435,-85.30602245
0,0.46,1,3303551001,4,102,4,30,2,2,1,2,0,,,35.04933835,-85.32150148,35.04660035,-85.31417846
0,0.062,1,3303552001,6,100,6,30,2,2,1,2,0,,,35.05224636,-85.30958945,35.05226736,-85.30856645
0.062,0.18,1,3303552001,4,100,4,30,2,2,1,2,0,,,35.05226736,-85.30856645,35.05219513,-85.30646686
0.18,0.28,1,3303552001,4,110,4,30,2,2,1,2,0,,,35.05219513,-85.30646686,35.0521816,-85.30464563
0.28,0.33,1,3303552001,4,84,4,30,2,2,1,2,0,,,35.0521816,-85.30464563,35.05210266,-85.30375534
0.33,0.46,1,3303552001,3,56,3,30,2,2,1,2,0,,,35.05210266,-85.30375534,35.05139935,-85.30167244
0.46,0.58,1,3303552001,2,60,2,30,2,2,1,1,0,,,35.05139935,-85.30167244,35.05068435,-85.29977243
0.58,0.69,1,3303552001,3,60,3,30,2,9,1,1,0,,,35.05068435,-85.29977243,35.05078118,-85.29778298
0.69,0.78,1,3303552001,3,54,3,30,2,9,1,2,0,,,35.05078118,-85.29778298,35.05020433,-85.29621543
0.78,0.8,1,3303552001,3,64,3,30,2,9,1,2,0,15,,35.05020433,-85.29621543,35.05007035,-85.29586943
0.8,0.88,1,3303552001,4,64,4,30,2,9,1,2,0,15,,35.05007035,-85.29586943,35.04960611,-85.29463888
0.88,0.95,1,3303552001,4,66,4,30,2,9,1,2,0,,,35.04960611,-85.29463888,35.04910576,-85.29372811
0.95,1.05,1,3303552001,4,64,4,30,2,2,1,2,0,,,35.04910576,-85.29372811,35.04842978,-85.29228855
1.05,1.48,1,3303552001,4,70,4,30,2,2,1,2,0,,,35.04842978,-85.29228855,35.04580413,-85.28528124
1.48,1.73,1,3303552001,4,74,4,30,2,2,1,2,0,,,35.04580413,-85.28528124,35.04433213,-85.28131333
1.73,1.82,1,3303552001,4,80,4,30,2,2,1,2,0,,,35.04433213,-85.28131333,35.04377734,-85.2798814
1.82,1.97,1,3303552001,4,70,4,30,2,2,1,2,0,,,35.04377734,-85.2798814,35.04289287,-85.27745807
1.97,2.27,1,3303552001,4,56,4,35,2,4,1,2,0,,,35.04289287,-85.27745807,35.04111001,-85.27261879
2.27,2.48,1,3303552001,4,60,4,35,2,4,1,2,0,15,,35.04111001,-85.27261879,35.03985133,-85.26920037
2.48,2.605,1,3303552001,4,60,4,35,2,4,1,2,0,,,35.03985133,-85.26920037,35.03854532,-85.26497137
2.605,2.86,1,3303552001,2,60,2,35,2,4,1,2,0,,,35.03854532,-85.26497137,35.03682832,-85.26104136
0,0.13,1,3303553001,4,84,4,30,2,7,1,2,0,,,35.04086734,-85.31982448,35.04008197,-85.3177506
