Asset ID,Asset Type,Material,Latitude,Longitude,Position,Route Type,Route
SUP_10652,SUP-U-Channel,Steel,35.06562933,-85.29294392,Right,,BARTON AVE
SUP_10664,SUP-Square,Steel,35.06692363,-85.28968807,Center,,HIXSON PIKE
SUP_10674,SUP-U-Channel,Steel,35.06710502,-85.2887417,Right,,TERRACE AVE
SUP_10677,SUP-U-Channel,Steel,35.06595167,-85.28973006,Right,,DUGDALE ST
SUP_10679,SUP-U-Channel,Steel,35.06491596,-85.28913736,Right,,RIVERVISTA DR
SUP_10680,SUP-U-Channel,Steel,35.06593233,-85.28749424,Right,,STERLING AVE
SUP_10681,SUP-U-Channel,Steel,35.06586653,-85.28960241,Right,,YOUNG AVE
SUP_10685,SUP-U-Channel,Steel,35.07555889,-85.28593292,Right,,EDGEWOOD CIR
SUP_10686,SUP-U-Channel,Steel,35.07713584,-85.28563241,Right,,EDGEWOOD CIR
SUP_10690,SUP-U-Channel,Steel,35.07542763,-85.28805535,Right,,RIVERVIEW RD
SUP_10698,SUP-U-Channel,Steel,35.07303744,-85.28512014,Right,,WINDING WAY
SUP_1070,SUP-U-Channel,Steel,35.03854539,-85.18437166,Right,,ATLANTA AVE
SUP_10708,SUP-U-Channel,Steel,35.0728364,-85.28728632,Right,,FALMOUTH RD
SUP_10725,SUP-UtilityPole,Wood,35.06844976,-85.2892327,Right,,HANOVER ST
SUP_10726,SUP-U-Channel,Steel,35.06755901,-85.28808884,Right,,HANOVER ST
SUP_10737,SUP-U-Channel,Steel,35.07355563,-85.30836487,Right,,MARYLAND ST
SUP_10738,SUP-U-Channel,Steel,35.07195904,-85.30799473,Right,,HAMILTON AVE
SUP_10743,SUP-U-Channel,Steel,35.07179447,-85.30975967,Right,,SPEARS AVE
SUP_10745,SUP-U-Channel,Steel,35.0720529,-85.31193969,Right,,PEAK ST
SUP_10749,SUP-U-Channel,Steel,35.07197567,-85.31212458,Right,,PEAK ST
SUP_1075,SUP-U-Channel,Steel,35.03856757,-85.18198565,Right,,WALDEN AVE
SUP_10750,SUP-U-Channel,Steel,35.07176344,-85.30872152,Right,,PEAK ST
SUP_10751,SUP-U-Channel,Steel,35.07185603,-85.30821786,Right,,PEAK ST
SUP_10752,SUP-U-Channel,Steel,35.07196969,-85.30852689,Right,,PEAK ST
SUP_10754,SUP-U-Channel,Steel,35.07435247,-85.30829901,Right,,N MARKET ST
SUP_10755,SUP-U-Channel,Steel,35.07449195,-85.30836061,Right,,N MARKET ST
SUP_10758,SUP-U-Channel,Steel,35.06959113,-85.28910444,Right,,FALMOUTH RD
SUP_10759,SUP-U-Channel,Steel,35.07032996,-85.28713172,Right,,LYNDHURST LN
SUP_1076,SUP-U-Channel,Steel,35.03859809,-85.18180951,Right,,WALDEN AVE
SUP_10760,SUP-U-Channel,Steel,35.06903113,-85.28448987,Right,,LEXINGTON RD
SUP_10762,SUP-U-Channel,Steel,35.06746603,-85.28463403,Right,,HILLCREST RD
SUP_10764,SUP-U-Channel,Steel,35.07186013,-85.28492438,Right,,HILLCREST RD
SUP_10767,SUP-Square,Steel,35.06740246,-85.28793447,Right,,BARTON AVE
SUP_1077,SUP-U-Channel,Steel,35.03968631,-85.18479989,Right,,WALDEN AVE
SUP_10787,SUP-Square,Steel,35.06832203,-85.30881546,Right,,E BELL AVE
SUP_10798,SUP-U-Channel,Steel,35.0761578,-85.30769066,Right,,TREWHITT ST
SUP_10800,SUP-U-Channel,Steel,35.07542447,-85.30941967,Right,,LAWN ST 
SUP_10803,SUP-U-Channel,Steel,35.07535397,-85.30958422,Right,,LAWN ST
SUP_10807,SUP-U-Channel,Steel,35.07526087,-85.30776266,Right,,LAWN ST
SUP_10809,SUP-U-Channel,Steel,35.07453612,-85.30948424,Right,,SAWYER ST
SUP_10813,SUP-U-Channel,Steel,35.07444932,-85.30965617,Right,,SAWYER ST
SUP_10815,SUP-U-Channel,Steel,35.0743513,-85.30782152,Right,,SAWYER ST
SUP_10821,SUP-U-Channel,Steel,35.06981026,-85.31606106,Right,,PINE RIDGE RD
SUP_10825,SUP-U-Channel,Steel,35.07121684,-85.31678053,Right,,GURLEY ST
SUP_10828,SUP-U-Channel,Steel,35.07115356,-85.31692904,Right,,BLACK ST
SUP_10831,SUP-U-Channel,Steel,35.06896531,-85.31679895,Right,,GURLEY ST
SUP_10834,SUP-U-Channel,Steel,35.06886759,-85.31696979,Right,,W BELL AVE
SUP_10839,SUP-UtilityPole,Wood,35.06835588,-85.31766852,Right,,GURLEY ST
SUP_10845,SUP-U-Channel,Steel,35.06866429,-85.31710745,Right,,GURLEY ST
SUP_10850,SUP-U-Channel,Steel,35.06853217,-85.3118904,Right,,MAY ST
SUP_1087,SUP-U-Channel,Steel,35.03782529,-85.18230399,Right,,WILBERFORCE ST
SUP_10876,SUP-U-Channel,Steel,35.07236489,-85.30729183,Right,,MERONEY ST
SUP_1088,SUP-U-Channel,Steel,35.03768859,-85.18229793,Right,,WILBERFORCE ST
SUP_10885,SUP-U-Channel,Steel,35.07760718,-85.30735846,Right,,DEVEL LN 
SUP_10887,SUP-U-Channel,Steel,35.07722553,-85.30927316,Right,,WERT ST 
SUP_1089,SUP-U-Channel,Steel,35.04080889,-85.18518758,Right,,TALLADEGA AVE
SUP_10890,SUP-U-Channel,Steel,35.07716066,-85.30945416,Right,,SPEARS AVE
SUP_10891,SUP-U-Channel,Steel,35.07704301,-85.3076128,Right,,WERT ST
SUP_10911,SUP-U-Channel,Steel,35.06625087,-85.30588303,Right,,ABERNATHY ST
SUP_10914,SUP-U-Channel,Steel,35.06640369,-85.30742311,Right,,ABERNATHY ST
SUP_10915,SUP-U-Channel,Steel,35.06867212,-85.30636004,Right,,WOODLAND AVE 
SUP_10916,SUP-U-Channel,Steel,35.06588005,-85.30772167,Right,,WOODLAND AVE
SUP_10923,SUP-U-Channel,Steel,35.06842763,-85.31008963,Right,,W BELL AVE
SUP_10925,SUP-Square,Steel,35.06847997,-85.31110094,Right,,SNOW ST
SUP_10930,SUP-U-Channel,Steel,35.07024997,-85.31081402,Right,,SNOW ST
SUP_10936,SUP-U-Channel,Steel,35.06859631,-85.31527834,Right,,CHILHOWIE ST 
SUP_1094,SUP-U-Channel,Steel,35.04273127,-85.18486179,Right,,MEHARRY DR
SUP_10943,SUP-U-Channel,Steel,35.0689167,-85.31692267,Right,,W BELL AVE
SUP_10945,SUP-Square,Steel,35.06766168,-85.31560229,Right,,CHILHOWIE ST
SUP_10947,SUP-U-Channel,Steel,35.06747189,-85.31575227,Right,,CHILHOWIE ST
SUP_10954,SUP-U-Channel,Steel,35.06715772,-85.31501296,Right,,SPRING ST
SUP_10955,SUP-U-Channel,Steel,35.06761359,-85.31319789,Right,,SPRING ST
SUP_10960,SUP-U-Channel,Steel,35.06582988,-85.31335654,Right,,HARPER ST
SUP_10963,SUP-U-Channel,Steel,35.06779388,-85.31200845,Right,,ZIEGLER ST
SUP_10964,SUP-U-Channel,Steel,35.06767616,-85.31032274,Right,,ZIEGLER ST
SUP_10965,SUP-U-Channel,Steel,35.06786111,-85.31184953,Right,,ZIEGLER ST
SUP_10966,SUP-U-Channel,Steel,35.06793598,-85.31300395,Right,,ZIEGLER ST
SUP_10967,SUP-U-Channel,Steel,35.06845397,-85.31298573,Right,,HARPER ST
SUP_10971,SUP-U-Channel,Steel,35.0683273,-85.31024633,Right,,W BELL AVE
SUP_10973,SUP-U-Channel,Steel,35.06827626,-85.31013728,Right,,SPEARS AVE
SUP_10974,SUP-U-Channel,Steel,35.06824359,-85.3090903,Right,,W BELL AVE
SUP_10975,SUP-U-Channel,Steel,35.06821315,-85.3084263,Right,,E BELL AVE
SUP_10977,SUP-U-Channel,Steel,35.06682426,-85.30895638,Right,,BUSH ST
SUP_10978,SUP-U-Channel,Steel,35.06692027,-85.31021995,Right,,BUSH ST
SUP_10985,SUP-U-Channel,Steel,35.06836855,-85.31182815,Right,,MAY ST
SUP_10997,SUP-U-Channel,Steel,35.07024701,-85.31009015,Right,,CHAMBLISS ST
SUP_10998,SUP-U-Channel,Steel,35.07014474,-85.30887847,Right,,CHAMBLISS ST
SUP_11007,SUP-Square,Steel,35.06449064,-85.30949801,Right,,VELMA ST
SUP_11019,SUP-U-Channel,Steel,35.06453335,-85.30786936,Right,,E KENT ST
SUP_11023,SUP-U-Channel,Steel,35.06447634,-85.30627437,Right,,E KENT ST
SUP_11025,SUP-U-Channel,Steel,35.06459231,-85.30769129,Right,,E KENT ST
SUP_11026,SUP-U-Channel,Steel,35.06479731,-85.31031296,Right,,W KENT ST
SUP_11030,SUP-U-Channel,Steel,35.06572597,-85.31024501,Right,,SPEARS AVE
SUP_11055,SUP-U-Channel,Steel,35.06606902,-85.31215196,Right,,MAY ST
SUP_11060,SUP-U-Channel,Steel,35.0668593,-85.31037776,Right,,BUSH ST
SUP_11061,SUP-U-Channel,Steel,35.06677816,-85.30922589,Right,,BUSH ST
SUP_11064,SUP-U-Channel,Steel,35.06666545,-85.30850287,Right,,BUSH ST
SUP_1107,SUP-U-Channel,Steel,35.04936355,-85.17494892,Right,,EDGMON FOREST LN
SUP_11102,SUP-U-Channel,Steel,35.06278038,-85.31166443,Right,,Renissance Park
SUP_11111,SUP-U-Channel,Steel,35.07194437,-85.3098433,Right,,SPEARS AVE
SUP_11112,SUP-U-Channel,Steel,35.06844935,-85.31020329,Right,,SPEARS AVE
SUP_11118,SUP-U-Channel,Steel,35.06593337,-85.31033564,Right,,SPEARS AVE
SUP_11122,SUP-U-Channel,Steel,35.06589596,-85.31146636,Right,,MINOR ST
SUP_11123,SUP-U-Channel,Steel,35.06451236,-85.31172563,Right,,MINOR ST
SUP_11168,SUP-U-Channel,Steel,35.06886862,-85.3244775,Right,,WAYNE AVE
SUP_11170,SUP-U-Channel,Steel,35.07116855,-85.32171643,Right,,WAYNE AVE
SUP_11173,SUP-Square,Steel,35.06458772,-85.32515533,Right,,WALSH RD
SUP_11176,SUP-U-Channel,Steel,35.06233803,-85.32798377,Right,,WALSH RD
SUP_1118,SUP-U-Channel,Steel,35.04227817,-85.17569219,Right,,MAE DELL RD
SUP_11180,SUP-U-Channel,Steel,35.07538265,-85.32091288,Right,,STRINGERS RIDGE RD
SUP_11195,SUP-U-Channel,Steel,35.07358526,-85.32491582,Right,,MCROY DR
SUP_11208,SUP-U-Channel,Steel,35.07321745,-85.323931,Right,,MCROY DR
SUP_11226,SUP-U-Channel,Steel,35.08421336,-85.32657863,Right,,DELAWANNA TER
SUP_1123,SUP-U-Channel,Steel,35.04743444,-85.17282388,Right,,JULIE LN
SUP_11236,SUP-Square,Steel,35.12206286,-85.27230224,Right,,ASHWOOD LN
SUP_1124,SUP-U-Channel,Steel,35.04825179,-85.17242378,Right,,MAE DELL RD
SUP_11241,SUP-U-Channel,Steel,35.12256562,-85.27222996,Right,,ASHWOOD TER
SUP_11243,SUP-U-Channel,Steel,35.12048471,-85.26848353,Right,,BRYNWOOD TER
SUP_11244,SUP-U-Channel,Steel,35.12327041,-85.26970059,Right,,BRYNWOOD TER
SUP_11245,SUP-Square,Steel,35.12237414,-85.26423764,Right,,BYRNEWOOD VILLAGE CIR
SUP_11250,SUP-Square,Steel,35.05899339,-85.3247917,Right,,MANUFACTURERS RD
SUP_11258,SUP-U-Channel,Steel,35.05296071,-85.33298952,Right,,HAMM RD
SUP_11263,SUP-U-Channel,Steel,35.05269383,-85.3315793,Right,,DOGWOOD LN
SUP_11269,SUP-U-Channel,Steel,35.05907092,-85.32459996,Center,,HAMM RD
SUP_1128,SUP-U-Channel,Steel,35.04402481,-85.1709148,Right,,BEELER AVE
SUP_11301,SUP-U-Channel,Steel,35.06388954,-85.32260916,Right,,COMPRESS ST
SUP_11310,SUP-U-Channel,Steel,35.06051361,-85.3215534,Right,,COMPRESS ST
SUP_11325,SUP-U-Channel,Steel,35.07275003,-85.32942532,Right,,HUDSON RD
SUP_11336,SUP-U-Channel,Steel,35.07106103,-85.32989532,Right,,PARMENAS LN
SUP_11346,SUP-Square,Steel,35.06437024,-85.33021859,Right,,W ELMWOOD DR
SUP_1135,SUP-U-Channel,Steel,35.04438725,-85.17219561,Right,,GARY LN
SUP_1137,SUP-U-Channel,Steel,35.04378946,-85.17478568,Right,,GARY LN
SUP_11376,SUP-U-Channel,Steel,35.12156868,-85.25511892,Right,,CRANBROOK DR
SUP_11388,SUP-U-Channel,Steel,35.12443429,-85.26796256,Right,,BRYNEWOOD PARK DR
SUP_1139,SUP-U-Channel,Steel,35.04376906,-85.17497717,Right,,KENTON RIDGE CIR
SUP_11390,SUP-U-Channel,Steel,35.12431303,-85.26812378,Right,,BRYNEWOOD PARK DR
SUP_11392,SUP-U-Channel,Steel,35.12367771,-85.26811406,Right,,SHERRY LN
SUP_11397,SUP-U-Channel,Steel,35.12337506,-85.26985648,Right,,BRYNEWOOD TER
SUP_11399,SUP-Square,Steel,35.12318857,-85.27062727,Right,,BRYNEHILL LN
SUP_11404,SUP-U-Channel,Steel,35.12246758,-85.27573297,Right,,PAULA LN
SUP_11406,SUP-U-Channel,Steel,35.1217332,-85.27655223,Right,,CANDLE LIGHT DR
SUP_11420,SUP-Square,Steel,35.12137525,-85.27544152,Right,,GLEN CT
SUP_11422,SUP-Square,Steel,35.12092965,-85.27450026,Right,,GLEN CIR
SUP_11424,SUP-Square,Steel,35.12030216,-85.27372896,Right,,ASHWOOD TER
SUP_11426,SUP-U-Channel,Steel,35.12191613,-85.27612718,Right,,FOREST GLEN DR
SUP_11428,SUP-U-Channel,Steel,35.1203642,-85.2586191,Right,,HIGHLAND WAY
SUP_11431,SUP-Square,Steel,35.12004774,-85.25446492,Right,,ANNA ST
SUP_11432,SUP-Square,Steel,35.12198888,-85.25392323,Right,,HIGHLAND WAY
SUP_11436,SUP-U-Channel,Steel,35.12038341,-85.2583704,Right,,HIGHLAND WAY
SUP_11439,SUP-U-Channel,Steel,35.12147193,-85.26068333,Right,,HIGHLAND WAY
SUP_11461,SUP-Square,Steel,35.06582859,-85.31618261,Right,,PEERLESS AVE
SUP_11472,SUP-U-Channel,Steel,35.06494969,-85.31452425,Right,,SOMERVILLE AVE
SUP_11475,SUP-U-Channel,Steel,35.06574767,-85.31480628,Right,,STRINGER ST
SUP_11482,SUP-U-Channel,Steel,35.0654731,-85.31339974,Right,,SOMERVILLE AVE 
SUP_11488,SUP-U-Channel,Steel,35.06692355,-85.31842425,Right,,WINCHESTER ST
SUP_11493,SUP-U-Channel,Steel,35.06782354,-85.31829182,Right,,VAN DYKE ST
SUP_11495,SUP-U-Channel,Steel,35.06591218,-85.31508731,Right,,STRINGER ST
SUP_11500,SUP-U-Channel,Steel,35.06607788,-85.31690399,Right,,WINCHESTER ST
SUP_11509,SUP-U-Channel,Steel,35.06140839,-85.32830541,Right,,WHITEHALL RD
SUP_11513,SUP-U-Channel,Steel,35.06445729,-85.32134445,Right,,WHITEHALL RD
SUP_11516,SUP-U-Channel,Steel,35.06003533,-85.32746751,Right,,RIVERSIDE AVE
SUP_11529,SUP-U-Channel,Steel,35.05905859,-85.32483216,Center,,MANUFACTURERS RD
SUP_11546,SUP-Square,Steel,35.12371591,-85.25547563,Right,,ECHO DR
SUP_11547,SUP-Square,Steel,35.12404913,-85.25226358,Right,,ECHO DR
SUP_11549,SUP-Square,Steel,35.12266401,-85.25139843,Right,,CRANBROOK DR
SUP_11553,SUP-U-Channel,Steel,35.11895025,-85.27198849,Right,,BRYNWOOD DR
SUP_11556,SUP-Square,Steel,35.11858862,-85.2735987,Right,,HIGHVIEW CIR
SUP_11557,SUP-Square,Steel,35.11862414,-85.27381284,Right,,HIGHVIEW CIR
SUP_11559,SUP-U-Channel,Steel,35.11757105,-85.27316461,Right,,HIGHVIEW CIR
SUP_11563,SUP-U-Channel,Steel,35.11878651,-85.2717428,Right,,BRYNWOOD DR
SUP_11564,SUP-Square,Steel,35.11795791,-85.26867504,Right,,OAK TREE DR
SUP_11565,SUP-U-Channel,Steel,35.11727561,-85.26894689,Right,,OAK RIDGE DR
SUP_11571,SUP-U-Channel,Steel,35.1173408,-85.26784164,Right,,FOREST HIGHLAND DR
SUP_11579,SUP-U-Channel,Steel,35.11906028,-85.26051603,Right,,JONI CIR
SUP_11580,SUP-Square,Steel,35.11686818,-85.26191666,Right,,HIGHLAND RD
SUP_11583,SUP-U-Channel,Steel,35.11641476,-85.26298167,Right,,HIGHLAND RD
SUP_11586,SUP-U-Channel,Steel,35.11937567,-85.26016904,Right,,WATSON RD 
SUP_11595,SUP-U-Channel,Steel,35.12208776,-85.2426736,Right,,DUPONT ST
SUP_11610,SUP-U-Channel,Steel,35.12105976,-85.24389181,Right,,HAMILL RD
SUP_11614,SUP-U-Channel,Steel,35.12247016,-85.24822154,Right,,STRAWBERRY LN 
SUP_11626,SUP-U-Channel,Steel,35.11944001,-85.25939949,Right,,BRYNWOOD DR
SUP_11627,SUP-Square,Steel,35.1185839,-85.2595253,Right,,PLAZA DR
SUP_11635,SUP-Square,Steel,35.11684051,-85.25888145,Right,,FOREST PLAZA CIR
SUP_11636,SUP-Square,Steel,35.11760017,-85.25874615,Right,,DANA AVE
SUP_11637,SUP-Square,Steel,35.11708618,-85.25732661,Right,,FOREST PLAZA DR
SUP_11638,SUP-Square,Steel,35.11796133,-85.25676896,Right,, PLAZA DR
SUP_11639,SUP-Square,Steel,35.1183536,-85.25866215,Right,,FOREST PLAZA DR
SUP_11640,SUP-Square,Steel,35.11818138,-85.25860399,Right,,FOREST PLAZA DR
SUP_11641,SUP-U-Channel,Steel,35.11560332,-85.25960364,Right,,FOREST PLAZA DR
SUP_11642,SUP-U-Channel,Steel,35.11588514,-85.26037794,Right,,FOREST PLAZA CIR 
SUP_11650,SUP-Square,Steel,35.12261197,-85.25095703,Right,,BAGWELL AVE
SUP_11656,SUP-U-Channel,Steel,35.12183986,-85.24874403,Right,,BAGWELL AVE
SUP_1166,SUP-U-Channel,Steel,35.05322962,-85.19758271,Right,,QUINTUS LOOP
SUP_11668,SUP-U-Channel,Steel,35.11500459,-85.25358062,Right,,HIGHWOOD DR
SUP_11705,SUP-U-Channel,Steel,35.12369674,-85.24784534,Right,,ALBERT LN 
SUP_11709,SUP-U-Channel,Steel,35.12521449,-85.24737766,Right,,WILLIAMS RD
SUP_1171,SUP-U-Channel,Steel,35.05508747,-85.19917443,Right,,QUINTUS LOOP
