"BLM","County","Route","Sp Case","Co. Seq.","I. C. Order","Item Code","Route Feature Desc","Description Code Flag","GPS Elevation","Description Code","Updated By","Updated On","GPS Latitude","GPS Longitude","GPS Code","ID NUMBER","Sub Route","Mile Post","Mile Post Suffix"
0.067,HAMILTON,0B607,0-NONE ,1,0,9-OTHER-MINOR,1-WAY STOP,0,685.4,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.045183,-85.263951,STOP SIGN,330B607001,00,,--
0,HAMILTON,0B609,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,790.7,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.045232,-85.256915,STOP SIGN,330B609001,00,,--
0,HAMILTON,0B610,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,785.4,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.0479,-85.256578,STOP SIGN,330B610001,00,,--
0,HAMILTON,0B611,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,772,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.034596,-85.178688,STOP SIGN,330B611001,00,,--
0.326,HAMILTON,0B611,0-NONE ,1,0,9-OTHER-MINOR,1-WAY STOP,0,691.6,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.032635,-85.173618,STOP SIGN,330B611001,00,,--
0,HAMILTON,0B612,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,729,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.033907,-85.177033,STOP SIGN,330B612001,00,,--
0.342,HAMILTON,0B612,0-NONE ,1,0,9-OTHER-MINOR,1-WAY STOP,0,693.2,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.033459,-85.173164,STOP SIGN,330B612001,00,,--
0,HAMILTON,0B613,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,692.9,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.053965,-85.188746,STOP SIGN,330B613001,00,,--
0,HAMILTON,0B614,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,679.1,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.036176,-85.19401,STOP SIGN,330B614001,00,,--
0.177,HAMILTON,0B614,0-NONE ,1,0,9-OTHER-MINOR,1-WAY STOP,0,682.7,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.036674,-85.191073,STOP SIGN,330B614001,00,,--
0,HAMILTON,0B615,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,686,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.041378,-85.192555,STOP SIGN,330B615001,00,,--
0.176,HAMILTON,0B615,0-NONE ,1,0,9-OTHER-MINOR,1-WAY STOP,0,589.2,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.038928,-85.191722,STOP SIGN,330B615001,00,,--
0.31,HAMILTON,0B615,0-NONE ,1,0,9-OTHER-MINOR,2-WAY STOP,0,675.9,902   2-WAY STOP,AUTO_INV,3/20/2009 7:47:22 AM,35.039324,-85.189455,087,330B615001,00,,--
0.112,HAMILTON,0B616,0-NONE ,1,0,9-OTHER-MINOR,1-WAY STOP,0,672.6,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.040181,-85.188979,STOP SIGN,330B616001,00,,--
0,HAMILTON,0B617,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,675.9,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.039287,-85.189347,STOP SIGN,330B617001,00,,--
0,HAMILTON,0B618,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,670.6,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.04059,-85.187518,STOP SIGN,330B618001,00,,--
0.063,HAMILTON,0B618,0-NONE ,1,0,9-OTHER-MINOR,2-WAY STOP,0,671.6,902   2-WAY STOP,AUTO_INV,3/20/2009 7:47:22 AM,35.040962,-85.188552,087,330B618001,00,,--
0,HAMILTON,0B619,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,690.3,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.038129,-85.186114,STOP SIGN,330B619001,00,,--
0.221,HAMILTON,0B619,0-NONE ,1,0,9-OTHER-MINOR,1-WAY STOP,0,671.3,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.040366,-85.18787,STOP SIGN,330B619001,00,,--
0,HAMILTON,0B620,0-NONE ,1,2,9-OTHER-MINOR,1-WAY YIELD,0,669.3,908   1-WAY YIELD SIGN,AUTO_INV,3/20/2009 7:47:22 AM,35.041082,-85.188869,YIELD SIGN,330B620001,00,,--
0,HAMILTON,0B621,0-NONE ,1,2,9-OTHER-MINOR,TRAFFIC SIGNAL,0,685,905   TRAFFIC SIGNAL,AUTO_INV,3/20/2009 7:47:22 AM,35.054627,-85.194242,080,330B621001,00,,--
0.722,HAMILTON,0B621,0-NONE ,1,0,9-OTHER-MINOR,1-WAY YIELD,0,673.9,908   1-WAY YIELD SIGN,AUTO_INV,3/20/2009 7:47:22 AM,35.044203,-85.192922,YIELD SIGN,330B621001,00,,--
0,HAMILTON,0B627,0-NONE ,1,2,9-OTHER-MINOR,4-WAY STOP,0,2128.3,904   4-WAY STOP,AUTO_INV,3/20/2009 7:47:22 AM,35.004328,-85.34439,089,330B627001,00,,--
0.17,HAMILTON,0B627,0-NONE ,1,0,9-OTHER-MINOR,1-WAY STOP,0,2110.9,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.005935,-85.346588,STOP SIGN,330B627001,00,,--
0,HAMILTON,0B629,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,676.5,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.038816,-85.188017,STOP SIGN,330B629001,00,,--
0.08,HAMILTON,0B629,0-NONE ,1,0,9-OTHER-MINOR,2-WAY STOP,0,676.2,902   2-WAY STOP,AUTO_INV,3/20/2009 7:47:22 AM,35.039644,-85.187124,087,330B629001,00,,--
0,HAMILTON,0B630,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,860.2,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.007379,-85.262703,STOP SIGN,330B630001,00,,--
0.084,HAMILTON,0B630,0-NONE ,1,0,9-OTHER-MINOR,1-WAY STOP,0,870.7,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.00834,-85.263531,STOP SIGN,330B630001,00,,--
0.19,HAMILTON,0B630,0-NONE ,1,0,9-OTHER-MINOR,1-WAY STOP,0,881.9,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.008448,-85.265357,STOP SIGN,330B630001,00,,--
0,HAMILTON,0B631,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,654.5,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.022986,-85.296591,STOP SIGN,330B631001,00,,--
0.522,HAMILTON,0B631,0-NONE ,1,0,9-OTHER-MINOR,1-WAY STOP,0,656.8,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.016432,-85.297213,STOP SIGN,330B631001,00,,--
0,HAMILTON,0B633,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,892.4,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.009409,-85.264851,STOP SIGN,330B633001,00,,--
0.09,HAMILTON,0B633,0-NONE ,1,0,9-OTHER-MINOR,2-WAY STOP,0,926.2,902   2-WAY STOP,AUTO_INV,3/20/2009 7:47:22 AM,35.010464,-85.264292,087,330B633001,00,,--
0,HAMILTON,0B634,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,913.1,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.010709,-85.264947,STOP SIGN,330B634001,00,,--
0.628,HAMILTON,0B634,0-NONE ,1,0,9-OTHER-MINOR,2-WAY STOP,0,867.8,902   2-WAY STOP,AUTO_INV,3/20/2009 7:47:22 AM,35.013939,-85.262409,087,330B634001,00,,--
0,HAMILTON,0B635,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,904.5,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.008665,-85.262493,STOP SIGN,330B635001,00,,--
0.142,HAMILTON,0B635,0-NONE ,1,0,9-OTHER-MINOR,1-WAY STOP,0,959.6,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.010193,-85.263376,STOP SIGN,330B635001,00,,--
0.233,HAMILTON,0B636,0-NONE ,1,0,9-OTHER-MINOR,1-WAY STOP,0,872,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.009696,-85.259824,STOP SIGN,330B636001,00,,--
0.492,HAMILTON,0B636,0-NONE ,1,0,9-OTHER-MINOR,4-WAY STOP,0,836.6,904   4-WAY STOP,AUTO_INV,3/20/2009 7:47:22 AM,35.012415,-85.257191,089,330B636001,00,,--
0,HAMILTON,0B637,0-NONE ,1,2,9-OTHER-MINOR,1-WAY YIELD,0,1007.5,908   1-WAY YIELD SIGN,AUTO_INV,3/20/2009 7:47:22 AM,35.011303,-85.261974,YIELD SIGN,330B637001,00,,--
0.164,HAMILTON,0B637,0-NONE ,1,0,9-OTHER-MINOR,1-WAY STOP,0,883.2,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.009508,-85.260506,STOP SIGN,330B637001,00,,--
0,HAMILTON,0B638,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,823.8,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.01074,-85.253744,STOP SIGN,330B638001,00,,--
0.234,HAMILTON,0B638,0-NONE ,1,0,9-OTHER-MINOR,4-WAY STOP,0,836.6,904   4-WAY STOP,AUTO_INV,3/20/2009 7:47:22 AM,35.012415,-85.257191,089,330B638001,00,,--
0.549,HAMILTON,0B638,0-NONE ,1,0,9-OTHER-MINOR,1-WAY STOP,0,867.8,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.013939,-85.262409,STOP SIGN,330B638001,00,,--
0.05,HAMILTON,0B639,0-NONE ,1,0,9-OTHER-MINOR,1-WAY STOP,0,887.8,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.014478,-85.26306,STOP SIGN,330B639001,00,,--
0,HAMILTON,0B640,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,887.8,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.014548,-85.263021,STOP SIGN,330B640001,00,,--
0,HAMILTON,0B641,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,930.4,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.015882,-85.261449,STOP SIGN,330B641001,00,,--
0,HAMILTON,0B642,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,812.3,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.014728,-85.255893,STOP SIGN,330B642001,00,,--
0.333,HAMILTON,0B642,0-NONE ,1,0,9-OTHER-MINOR,1-WAY STOP,0,901.6,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.016931,-85.260879,STOP SIGN,330B642001,00,,--
0.016,HAMILTON,0B643,0-NONE ,1,0,9-OTHER-MINOR,1-WAY STOP,0,919.9,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.017941,-85.260707,STOP SIGN,330B643001,00,,--
0,HAMILTON,0B645,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,935.4,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.005306,-85.265544,STOP SIGN,330B645001,00,,--
0.164,HAMILTON,0B645,0-NONE ,1,0,9-OTHER-MINOR,1-WAY YIELD,0,847.4,908   1-WAY YIELD SIGN,AUTO_INV,3/20/2009 7:47:22 AM,35.005511,-85.262897,YIELD SIGN,330B645001,00,,--
0,HAMILTON,0B646,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,872.7,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.009616,-85.259878,STOP SIGN,330B646001,00,,--
0.414,HAMILTON,0B646,0-NONE ,1,0,9-OTHER-MINOR,1-WAY STOP,0,819.2,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.007065,-85.255763,STOP SIGN,330B646001,00,,--
0,HAMILTON,0B647,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,851.7,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.010426,-85.258344,STOP SIGN,330B647001,00,,--
0.244,HAMILTON,0B647,0-NONE ,1,0,9-OTHER-MINOR,1-WAY YIELD,0,828.7,908   1-WAY YIELD SIGN,AUTO_INV,3/20/2009 7:47:22 AM,35.010057,-85.254786,YIELD SIGN,330B647001,00,,--
0,HAMILTON,0B648,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,852.7,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.011207,-85.257844,STOP SIGN,330B648001,00,,--
0.227,HAMILTON,0B648,0-NONE ,1,0,9-OTHER-MINOR,1-WAY STOP,0,842.5,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.009822,-85.254233,STOP SIGN,330B648001,00,,--
0,HAMILTON,0B649,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,821.2,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.013067,-85.256834,STOP SIGN,330B649001,00,,--
0.186,HAMILTON,0B649,0-NONE ,1,0,9-OTHER-MINOR,1-WAY STOP,0,799.2,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.011498,-85.254877,STOP SIGN,330B649001,00,,--
0,HAMILTON,0B650,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,679.5,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.008714,-85.27979,STOP SIGN,330B650001,00,,--
0.129,HAMILTON,0B650,0-NONE ,1,0,9-OTHER-MINOR,1-WAY STOP,0,708.7,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.008014,-85.277719,STOP SIGN,330B650001,00,,--
0,HAMILTON,0B651,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,815,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.00868,-85.272607,STOP SIGN,330B651001,00,,--
0.28,HAMILTON,0B651,0-NONE ,1,0,9-OTHER-MINOR,1-WAY STOP,0,699.1,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.010833,-85.276269,STOP SIGN,330B651001,00,,--
0,HAMILTON,0B652,0-NONE ,1,2,9-OTHER-MINOR,1-WAY YIELD,0,795.9,908   1-WAY YIELD SIGN,AUTO_INV,3/20/2009 7:47:22 AM,35.008277,-85.273051,YIELD SIGN,330B652001,00,,--
0,HAMILTON,0B653,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,779.5,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.009542,-85.272793,STOP SIGN,330B653001,00,,--
0.104,HAMILTON,0B653,0-NONE ,1,0,9-OTHER-MINOR,1-WAY STOP,0,773.6,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.008086,-85.273609,STOP SIGN,330B653001,00,,--
0,HAMILTON,0B654,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,696.5,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.012435,-85.275469,STOP SIGN,330B654001,00,,--
0.373,HAMILTON,0B654,0-NONE ,1,0,9-OTHER-MINOR,2-WAY STOP,0,693.2,902   2-WAY STOP,AUTO_INV,3/20/2009 7:47:22 AM,35.014054,-85.27455,087,330B654001,00,,--
0.625,HAMILTON,0B654,0-NONE ,1,0,9-OTHER-MINOR,1-WAY STOP,0,696.5,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.012435,-85.275469,STOP SIGN,330B654001,00,,--
0,HAMILTON,0B655,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,716.5,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.012067,-85.274439,STOP SIGN,330B655001,00,,--
0.121,HAMILTON,0B655,0-NONE ,1,0,9-OTHER-MINOR,1-WAY STOP,0,704.4,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.013671,-85.273549,STOP SIGN,330B655001,00,,--
0,HAMILTON,0B656,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,669.6,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.010668,-85.281301,STOP SIGN,330B656001,00,,--
0.09,HAMILTON,0B657,0-NONE ,1,0,9-OTHER-MINOR,1-WAY STOP,0,671.9,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.012695,-85.281936,STOP SIGN,330B657001,00,,--
0.082,HAMILTON,0B660,0-NONE ,1,0,9-OTHER-MINOR,1-WAY STOP,0,669.9,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.013032,-85.282325,STOP SIGN,330B660001,00,,--
0,HAMILTON,0B662,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,653.5,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.017013,-85.293222,STOP SIGN,330B662001,00,,--
0.237,HAMILTON,0B662,0-NONE ,1,0,9-OTHER-MINOR,2-WAY STOP,0,658.8,902   2-WAY STOP,AUTO_INV,3/20/2009 7:47:22 AM,35.015612,-85.289359,087,330B662001,00,,--
0.445,HAMILTON,0B662,0-NONE ,1,0,9-OTHER-MINOR,1-WAY STOP,0,662.1,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.014414,-85.286012,STOP SIGN,330B662001,00,,--
0,HAMILTON,0B663,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,651.9,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.014531,-85.291862,STOP SIGN,330B663001,00,,--
0.061,HAMILTON,0B663,0-NONE ,1,0,9-OTHER-MINOR,2-WAY STOP,0,651.6,902   2-WAY STOP,AUTO_INV,3/20/2009 7:47:22 AM,35.015346,-85.291421,087,330B663001,00,,--
0.125,HAMILTON,0B663,0-NONE ,1,0,9-OTHER-MINOR,2-WAY STOP,0,653.5,902   2-WAY STOP,AUTO_INV,3/20/2009 7:47:22 AM,35.016186,-85.290955,087,330B663001,00,,--
0.346,HAMILTON,0B663,0-NONE ,1,0,9-OTHER-MINOR,2-WAY STOP,0,656.8,902   2-WAY STOP,AUTO_INV,3/20/2009 7:47:22 AM,35.017296,-85.288446,087,330B663001,00,,--
0.78,HAMILTON,0B663,0-NONE ,1,0,9-OTHER-MINOR,1-WAY STOP,0,665.4,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.014732,-85.281437,STOP SIGN,330B663001,00,,--
0,HAMILTON,0B664,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,654.9,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.01588,-85.287363,STOP SIGN,330B664001,00,,--
0.063,HAMILTON,0B664,0-NONE ,1,0,9-OTHER-MINOR,2-WAY STOP,0,655.8,902   2-WAY STOP,AUTO_INV,3/20/2009 7:47:22 AM,35.01507,-85.287815,087,330B664001,00,,--
0.128,HAMILTON,0B664,0-NONE ,1,0,9-OTHER-MINOR,2-WAY STOP,0,657.5,902   2-WAY STOP,AUTO_INV,3/20/2009 7:47:22 AM,35.014204,-85.288279,087,330B664001,00,,--
0.185,HAMILTON,0B664,0-NONE ,1,0,9-OTHER-MINOR,1-WAY STOP,0,661.1,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.013395,-85.288723,STOP SIGN,330B664001,00,,--
0,HAMILTON,0B665,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,660.8,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.012733,-85.286901,STOP SIGN,330B665001,00,,--
0.253,HAMILTON,0B665,0-NONE ,1,0,9-OTHER-MINOR,1-WAY STOP,0,663.4,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.016088,-85.2851,STOP SIGN,330B665001,00,,--
0,HAMILTON,0B666,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,657.2,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.015131,-85.283716,STOP SIGN,330B666001,00,,--
0.054,HAMILTON,0B666,0-NONE ,1,0,9-OTHER-MINOR,2-WAY STOP,0,659.4,902   2-WAY STOP,AUTO_INV,3/20/2009 7:47:22 AM,35.014412,-85.284095,087,330B666001,00,,--
0.11,HAMILTON,0B666,0-NONE ,1,0,9-OTHER-MINOR,2-WAY STOP,0,661.4,902   2-WAY STOP,AUTO_INV,3/20/2009 7:47:22 AM,35.01365,-85.284507,087,330B666001,00,,--
0.168,HAMILTON,0B666,0-NONE ,1,0,9-OTHER-MINOR,1-WAY YIELD,0,663.1,908   1-WAY YIELD SIGN,AUTO_INV,3/20/2009 7:47:22 AM,35.012884,-85.284922,YIELD SIGN,330B666001,00,,--
0,HAMILTON,0B667,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,662.1,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.014236,-85.286117,STOP SIGN,330B667001,00,,--
0.233,HAMILTON,0B667,0-NONE ,1,0,9-OTHER-MINOR,1-WAY STOP,0,670.6,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.012875,-85.282407,STOP SIGN,330B667001,00,,--
0,HAMILTON,0B668,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,660.8,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.012516,-85.286302,STOP SIGN,330B668001,00,,--
0.055,HAMILTON,0B668,0-NONE ,1,0,9-OTHER-MINOR,2-WAY STOP,0,661.1,902   2-WAY STOP,AUTO_INV,3/20/2009 7:47:22 AM,35.013241,-85.285912,087,330B668001,00,,--
0.112,HAMILTON,0B668,0-NONE ,1,0,9-OTHER-MINOR,1-WAY STOP,0,663.7,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.014006,-85.285475,STOP SIGN,330B668001,00,,--
0,HAMILTON,0B669,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,669.3,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.01211,-85.282822,STOP SIGN,330B669001,00,,--
0.188,HAMILTON,0B669,0-NONE ,1,0,9-OTHER-MINOR,2-WAY YIELD,0,661.1,909   2-WAY YIELD SIGN,AUTO_INV,3/20/2009 7:47:22 AM,35.013241,-85.285912,YIELD SIGN,330B669001,00,,--
0.23,HAMILTON,0B669,0-NONE ,1,0,9-OTHER-MINOR,1-WAY STOP,0,662.7,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.013466,-85.286527,STOP SIGN,330B669001,00,,--
0,HAMILTON,0B670,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,663.1,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.013572,-85.286471,STOP SIGN,330B670001,00,,--
0.409,HAMILTON,0B670,0-NONE ,1,0,9-OTHER-MINOR,1-WAY STOP,0,652.6,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.015961,-85.293089,STOP SIGN,330B670001,00,,--
0,HAMILTON,0B671,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,663.1,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.015234,-85.28558,STOP SIGN,330B671001,00,,--
0.207,HAMILTON,0B671,0-NONE ,1,0,9-OTHER-MINOR,1-WAY STOP,0,660.4,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.016439,-85.288914,STOP SIGN,330B671001,00,,--
0.306,HAMILTON,0B671,0-NONE ,1,0,9-OTHER-MINOR,2-WAY STOP,0,653.9,902   2-WAY STOP,AUTO_INV,3/20/2009 7:47:22 AM,35.017014,-85.2905,087,330B671001,00,,--
0,HAMILTON,0B672,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,661.7,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.01619,-85.285382,STOP SIGN,330B672001,00,,--
0.293,HAMILTON,0B672,0-NONE ,1,0,9-OTHER-MINOR,1-WAY STOP,0,663.7,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.015351,-85.281094,STOP SIGN,330B672001,00,,--
0,HAMILTON,0B673,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,666.3,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.014372,-85.281624,STOP SIGN,330B673001,00,,--
0.229,HAMILTON,0B673,0-NONE ,1,0,9-OTHER-MINOR,1-WAY STOP,0,665,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.015723,-85.285307,STOP SIGN,330B673001,00,,--
0,HAMILTON,0B674,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,668.6,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.013635,-85.282004,STOP SIGN,330B674001,00,,--
0.226,HAMILTON,0B674,0-NONE ,1,0,9-OTHER-MINOR,1-WAY STOP,0,662.7,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.014995,-85.285707,STOP SIGN,330B674001,00,,--
0,HAMILTON,0B676,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,655.2,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,34.991272,-85.293962,STOP SIGN,330B676001,00,,--
0,HAMILTON,0B681,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,721.1,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.051985,-85.234663,STOP SIGN,330B681001,00,,--
0.258,HAMILTON,0B684,0-NONE ,1,0,9-OTHER-MINOR,1-WAY STOP,0,694.9,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.055796,-85.232138,STOP SIGN,330B684001,00,,--
0,HAMILTON,0B686,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,822.8,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.035805,-85.243734,STOP SIGN,330B686001,00,,--
0.236,HAMILTON,0B686,0-NONE ,1,0,9-OTHER-MINOR,4-WAY STOP,0,799.2,904   4-WAY STOP,AUTO_INV,3/20/2009 7:47:22 AM,35.034786,-85.246011,089,330B686001,00,,--
0,HAMILTON,0B687,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,811,901   1-WAY STOP ,AUTO_INV,3/20/2009 7:47:22 AM,35.034301,-85.244686,STOP SIGN,330B687001,00,,--
0.084,HAMILTON,0B687,0-NONE ,1,0,9-OTHER-MINOR,4-WAY STOP,0,799.2,904   4-WAY STOP,AUTO_INV,3/20/2009 7:47:22 AM,35.034786,-85.246011,089,330B687001,00,,--
