"BLM","County","Route","Sp Case","Co. Seq.","I. C. Order","Item Code","Route Feature Desc","Description Code Flag","GPS Elevation","Description Code","Updated By","Updated On","GPS Latitude","GPS Longitude","GPS Code","ID NUMBER","Sub Route","Mile Post","Mile Post Suffix"
1.425,HAMILTON,01122,0-NONE ,1,0,9-OTHER-MINOR,1-WAY YIELD,0,,908   1-WAY YIELD SIGN,WICHMAN,1/28/2015 6:33:53 AM,35.034335,-85.13334,--,3301122001,00,,--
2.17,HAMILTON,01122,0-NONE ,1,0,9-OTHER-MINOR,TRAFFIC SIGNAL,0,780.2,905   TRAFFIC SIGNAL,WICHMAN,1/28/2015 6:37:22 AM,35.044345,-85.128338,--,3301122001,00,,--
2.92,HAMILTON,01122,0-NONE ,1,0,9-OTHER-MINOR,1-WAY STOP,0,808.7,901   1-WAY STOP ,WICHMAN,1/28/2015 6:39:10 AM,35.0431,-85.1158,--,3301122001,00,,--
5.685,HAMILTON,01122,0-NONE ,1,0,9-OTHER-MINOR,1-WAY STOP,0,798.2,901   1-WAY STOP ,WICHMAN,1/28/2015 6:26:28 AM,35.047607,-85.072673,--,3301122001,00,,--
0,HAMILTON,01126,0-NONE ,1,2,9-OTHER-MINOR,TRAFFIC SIGNAL,0,693.6,905   TRAFFIC SIGNAL,REED,9/10/2008 8:37:28 AM,35.202776,-85.153334,--,3301126001,00,,--
2.11,HAMILTON,01126,0-NONE ,1,0,9-OTHER-MINOR,4-WAY STOP,0,819.9,904   4-WAY STOP,REED,9/10/2008 10:24:35 AM,35.231951,-85.150992,--,3301126001,00,,--
4.6,HAMILTON,01126,0-NONE ,1,0,9-OTHER-MINOR,TRAFFIC SIGNAL,0,718.2,905   TRAFFIC SIGNAL,REED,9/10/2008 10:27:12 AM,35.247359,-85.178529,--,3301126001,00,,--
4.89,HAMILTON,01126,0-NONE ,1,0,9-OTHER-MINOR,TRAFFIC SIGNAL,0,753,905   TRAFFIC SIGNAL,REED,9/10/2008 10:27:46 AM,35.251347,-85.180169,--,3301126001,00,,--
5.15,HAMILTON,01126,0-NONE ,1,0,9-OTHER-MINOR,TRAFFIC SIGNAL ,0,763.5,905   TRAFFIC SIGNAL,REED,9/10/2008 10:28:12 AM,35.254654,-85.182542,--,3301126001,00,,--
6.18,HAMILTON,01126,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,721.8,901   1-WAY STOP ,WICHMAN,6/10/2015 2:16:42 PM,35.242529,-85.192016,--,3301126001,00,,--
9.386,HAMILTON,01126,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP ,0,1757.2,901   1-WAY STOP ,WICHMAN,6/10/2015 2:16:42 PM,35.260664,-85.210835,--,3301126001,00,,--
9.61,HAMILTON,01126,0-NONE ,1,0,9-OTHER-MINOR,1-WAY STOP,0,1774.3,901   1-WAY STOP ,LOADER,2/14/1997 1:58:30 PM,35.258165,-85.213828,--,3301126001,00,,--
0,HAMILTON,01128,0-NONE ,1,3,9-OTHER-MINOR,1-WAY STOP,0,767.7,901   1-WAY STOP ,ALLEN,6/12/2015 7:57:15 AM,35.366501,-84.990473,--,3301128001,00,,--
0.45,HAMILTON,01128,0-NONE ,1,0,9-OTHER-MINOR,1-WAY STOP,0,750.3,901   1-WAY STOP ,JOHNSON,9/16/2008 7:55:50 AM,35.36391,-84.983263,--,3301128001,00,,--
0,HAMILTON,01143,0-NONE ,1,2,9-OTHER-MINOR,4-WAY STOP,0,848.4,904   4-WAY STOP,WELDON,5/3/2007 1:13:07 PM,35.021997,-85.022034,--,3301143001,00,,--
5.57,HAMILTON,01143,0-NONE ,1,0,9-OTHER-MINOR,TRAFFIC SIGNAL,0,756.9,905   TRAFFIC SIGNAL,ALLEN,5/15/2018 1:23:01 PM,34.999817,-85.094735,--,3301143001,00,,--
4.18,HAMILTON,01145,0-NONE ,1,3,9-OTHER-MINOR,1-WAY STOP,0,775.6,901   1-WAY STOP ,REED,7/28/2008 1:57:08 PM,35.118335,-85.046974,--,3301145001,00,,--
6.88,HAMILTON,01145,0-NONE ,1,0,9-OTHER-MINOR,TRAFFIC SIGNAL,0,771,905   TRAFFIC SIGNAL,LOADER,2/14/1997 1:58:36 PM,35.082686,-85.05855,--,3301145001,00,,--
0,HAMILTON,01147,0-NONE ,1,2,9-OTHER-MINOR,TRAFFIC SIGNAL ,0,663.7,905   TRAFFIC SIGNAL,KOLARSKY,5/14/2007 8:01:36 AM,35.098581,-85.328069,--,3301147001,00,,--
0.62,HAMILTON,01147,0-NONE ,1,0,9-OTHER-MINOR,1-WAY YIELD,0,,908   1-WAY YIELD SIGN,KOLARSKY,5/14/2007 1:25:49 PM,35.107181,-85.326267,--,3301147001,00,,--
0.65,HAMILTON,01147,0-NONE ,1,0,9-OTHER-MINOR,1-WAY YIELD,0,,908   1-WAY YIELD SIGN,REED,1/13/2004 10:48:10 AM,35.107521,-85.326238,--,3301147001,00,,--
4.15,HAMILTON,01147,0-NONE ,1,3,9-OTHER-MINOR,1-WAY STOP,0,1922.9,901   1-WAY STOP ,JOHNSON,9/10/2008 9:17:31 AM,35.147027,-85.318075,--,3301147001,00,,--
5.468,HAMILTON,01147,0-NONE ,1,0,9-OTHER-MINOR,4-WAY STOP,0,1918.6,904   4-WAY STOP,KOLARSKY,5/14/2007 10:48:08 AM,35.163927,-85.307534,--,3301147001,00,,--
6.069,HAMILTON,01147,0-NONE ,1,1,9-OTHER-MINOR,1-WAY STOP,0,1870.7,901   1-WAY STOP ,SIMS,6/22/2011 10:53:27 AM,35.171747,-85.303311,--,3301147001,00,,--
8.95,HAMILTON,01147,0-NONE ,1,2,9-OTHER-MINOR,1-WAY YIELD,0,1924.9,908   1-WAY YIELD SIGN,JOHNSON,9/10/2008 9:18:37 AM,35.202805,-85.308474,--,3301147001,00,,--
11.87,HAMILTON,01147,0-NONE ,1,0,9-OTHER-MINOR,1-WAY STOP,0,2049.5,901   1-WAY STOP ,KOLARSKY,5/14/2007 11:02:06 AM,35.187531,-85.349872,--,3301147001,00,,--
0,HAMILTON,01149,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP ,0,702.4,901   1-WAY STOP ,JOHNSON,7/28/2008 1:38:16 PM,35.269584,-85.123533,--,3301149001,00,,--
2.967,HAMILTON,01149,0-NONE ,1,0,9-OTHER-MINOR,1-WAY STOP ,0,742.5,901   1-WAY STOP ,WICHMAN,3/14/2012 9:41:10 AM,35.299563,-85.096627,--,3301149001,00,,--
6.59,HAMILTON,01149,0-NONE ,1,3,9-OTHER-MINOR,1-WAY STOP,0,775.9,901   1-WAY STOP ,JOHNSON,7/28/2008 1:39:34 PM,35.336886,-85.078881,--,3301149001,00,,--
7.65,HAMILTON,01149,0-NONE ,1,0,9-OTHER-MINOR,1-WAY STOP ,0,771,901   1-WAY STOP ,WICHMAN,3/14/2012 9:42:35 AM,35.340288,-85.09595,--,3301149001,00,,--
9.83,HAMILTON,01149,0-NONE ,1,0,9-OTHER-MINOR,TRAFFIC SIGNAL,0,712.3,905   TRAFFIC SIGNAL,JOHNSON,7/28/2008 1:32:38 PM,35.341016,-85.129004,--,3301149001,00,,--
0,HAMILTON,01151,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP ,0,732.3,901   1-WAY STOP ,REED,7/28/2008 1:15:53 PM,35.387723,-85.107784,--,3301151001,00,,--
2.97,HAMILTON,01151,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP ,0,774.6,901   1-WAY STOP ,REED,7/28/2008 1:21:16 PM,35.398763,-85.066748,--,3301151001,00,,--
3.95,HAMILTON,01151,0-NONE ,1,0,9-OTHER-MINOR,3-WAY STOP ,0,922.6,903   3-WAY STOP,WICHMAN,3/14/2012 9:32:07 AM,35.411653,-85.066147,--,3301151001,00,,--
4.45,HAMILTON,01151,0-NONE ,1,3,9-OTHER-MINOR,1-WAY STOP ,0,901.9,901   1-WAY STOP ,WICHMAN,5/29/2013 1:19:25 PM,35.417996,-85.067682,--,3301151001,00,,--
4.836,HAMILTON,01151,0-NONE ,1,0,9-OTHER-MINOR,1-WAY STOP ,0,802.8,901   1-WAY STOP ,REED,7/28/2008 1:21:59 PM,35.418563,-85.061214,--,3301151001,00,,--
0,HAMILTON,01406,0-NONE ,1,2,9-OTHER-MINOR,TRAFFIC SIGNAL,0,667,905   TRAFFIC SIGNAL,JOHNSON,9/5/2008 11:53:58 AM,35.083991,-85.317587,--,3301406001,00,,--
0.017,HAMILTON,01406,0-NONE ,1,0,9-OTHER-MINOR,TRAFFIC SIGNAL,0,668,905   TRAFFIC SIGNAL,ALLEN,8/12/2013 1:28:58 PM,35.084227,-85.317501,803,3301406001,00,,--
0.16,HAMILTON,01406,0-NONE ,1,0,9-OTHER-MINOR,TRAFFIC SIGNAL,0,665.7,905   TRAFFIC SIGNAL,LOADER,2/14/1997 1:58:42 PM,35.085797,-85.315981,--,3301406001,00,,--
0.95,HAMILTON,01406,0-NONE ,1,0,9-OTHER-MINOR,TRAFFIC SIGNAL,0,687,905   TRAFFIC SIGNAL,EDWARDS,3/12/2007 12:52:11 PM,35.09468,-85.307246,--,3301406001,00,,--
1.29,HAMILTON,01406,0-NONE ,1,0,9-OTHER-MINOR,TRAFFIC SIGNAL,0,696.5,905   TRAFFIC SIGNAL,JOHNSON,9/5/2008 1:24:35 PM,35.098603,-85.303523,--,3301406001,00,,--
1.96,HAMILTON,01406,0-NONE ,1,0,9-OTHER-MINOR,TRAFFIC SIGNAL,0,711.3,905   TRAFFIC SIGNAL,ALLEN,8/12/2013 1:17:36 PM,35.106691,-85.29712,802,3301406001,00,,--
1.97,HAMILTON,01406,0-NONE ,1,0,9-OTHER-MINOR,TRAFFIC SIGNAL,0,711.3,905   TRAFFIC SIGNAL,JOHNSON,9/5/2008 1:24:35 PM,35.10681,-85.297021,--,3301406001,00,,--
2.74,HAMILTON,01406,0-NONE ,1,0,9-OTHER-MINOR,TRAFFIC SIGNAL,0,737.2,905   TRAFFIC SIGNAL,JOHNSON,9/5/2008 1:21:31 PM,35.116959,-85.291049,--,3301406001,00,,--
2.746,HAMILTON,01406,0-NONE ,1,0,9-OTHER-MINOR,TRAFFIC SIGNAL,0,737.5,905   TRAFFIC SIGNAL,ALLEN,8/12/2013 1:23:50 PM,35.117042,-85.291015,802,3301406001,00,,--
2.95,HAMILTON,01406,0-NONE ,1,0,9-OTHER-MINOR,TRAFFIC SIGNAL,0,743.4,905   TRAFFIC SIGNAL,LOADER,2/14/1997 1:58:42 PM,35.119733,-85.289518,--,3301406001,00,,--
3.12,HAMILTON,01406,0-NONE ,1,0,9-OTHER-MINOR,TRAFFIC SIGNAL,0,747.7,905   TRAFFIC SIGNAL,LOADER,2/14/1997 1:58:42 PM,35.121597,-85.287902,--,3301406001,00,,--
4.28,HAMILTON,01406,0-NONE ,1,0,9-OTHER-MINOR,TRAFFIC SIGNAL,0,794.6,905   TRAFFIC SIGNAL,LOADER,2/14/1997 1:58:42 PM,35.137042,-85.279629,--,3301406001,00,,--
0,HAMILTON,01431,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP ,0,829.4,901   1-WAY STOP ,JOHNSON,8/5/2008 1:44:55 PM,35.05998,-85.03192,--,3301431001,00,,--
1.55,HAMILTON,01431,0-NONE ,1,0,9-OTHER-MINOR,1-WAY STOP,0,796.6,901   1-WAY STOP ,JOHNSON,8/5/2008 1:46:34 PM,35.079298,-85.033942,--,3301431001,00,,--
2.57,HAMILTON,02154,0-NONE ,1,0,9-OTHER-MINOR,1-WAY YIELD,0,794.9,908   1-WAY YIELD SIGN,ROACH,4/20/2017 11:17:53 AM,35.014057,-85.089925,--,3302154001,01,,--
2.57,HAMILTON,02154,0-NONE ,1,4,9-OTHER-MINOR,1-WAY YIELD,0,794.9,908   1-WAY YIELD SIGN,ROACH,4/20/2017 11:17:53 AM,35.014057,-85.089925,--,3302154001,02,,--
5.39,HAMILTON,02154,0-NONE ,1,0,9-OTHER-MINOR,1-WAY STOP,0,1003.9,901   1-WAY STOP ,JOHNSON,4/19/2017 3:49:44 PM,35.02558,-85.060544,--,3302154001,00,,--
0,HAMILTON,02156,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,761.5,901   1-WAY STOP ,REED,7/25/2008 8:47:31 AM,35.132689,-85.070306,--,3302156001,00,,--
3.32,HAMILTON,02156,0-NONE ,1,0,9-OTHER-MINOR,1-WAY STOP,0,704.4,901   1-WAY STOP ,REED,7/25/2008 8:49:00 AM,35.136074,-85.116469,--,3302156001,00,,--
0,HAMILTON,02158,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP ,0,819.9,901   1-WAY STOP ,JOHNSON,7/30/2008 8:46:44 AM,35.231951,-85.150992,--,3302158001,00,,--
2.26,HAMILTON,02158,0-NONE ,1,1,9-OTHER-MINOR,4-WAY STOP,0,756.6,904   4-WAY STOP,ALLEN,8/26/2013 10:28:26 AM,35.22771,-85.111877,--,3302158001,00,,--
3.167,HAMILTON,02158,0-NONE ,1,3,9-OTHER-MINOR,1-WAY STOP,0,699.1,901   1-WAY STOP ,JOHNSON,7/30/2008 8:48:06 AM,35.230553,-85.097138,--,3302158001,00,,--
4.26,HAMILTON,02158,0-NONE ,1,0,9-OTHER-MINOR,1-WAY STOP,0,737.5,901   1-WAY STOP ,JOHNSON,7/30/2008 8:45:58 AM,35.225404,-85.112461,--,3302158001,00,,--
0,HAMILTON,02160,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP ,0,730.6,901   1-WAY STOP ,REED,7/25/2008 1:55:18 PM,35.315004,-85.027869,--,3302160001,00,,--
4.86,HAMILTON,02160,0-NONE ,1,0,9-OTHER-MINOR,2-WAY STOP,0,810.4,902   2-WAY STOP,REED,7/25/2008 1:56:30 PM,35.270753,-84.985385,--,3302160001,00,,--
5.27,HAMILTON,02160,0-NONE ,1,0,9-OTHER-MINOR,1-WAY STOP,0,832.3,901   1-WAY STOP ,REED,7/25/2008 1:56:35 PM,35.268442,-84.978692,--,3302160001,00,,--
6.04,HAMILTON,02160,0-NONE ,1,0,9-OTHER-MINOR,1-WAY STOP,0,861.9,901   1-WAY STOP ,REED,7/25/2008 1:57:05 PM,35.275193,-84.968266,--,3302160001,00,,--
2.2,HAMILTON,02162,0-NONE ,1,0,9-OTHER-MINOR,TRAFFIC SIGNAL,0,695.2,905   TRAFFIC SIGNAL,HICKS,4/27/2009 12:09:27 PM,35.215843,-85.227723,--,3302162001,00,,--
2.207,HAMILTON,02162,0-NONE ,1,0,9-OTHER-MINOR,TRAFFIC SIGNAL,0,695.5,905   TRAFFIC SIGNAL,ALLEN,8/12/2013 1:47:36 PM,35.21596,-85.227642,802,3302162001,00,,--
2.95,HAMILTON,02162,0-NONE ,1,0,9-OTHER-MINOR,TRAFFIC SIGNAL,0,707,905   TRAFFIC SIGNAL,NOLEN,5/23/2000 12:04:03 PM,35.223301,-85.219248,--,3302162001,00,,--
4.23,HAMILTON,02162,0-NONE ,1,0,9-OTHER-MINOR,TRAFFIC SIGNAL / ENTRANCE TO WAL-MART SHOPPING CENTER RT.,0,,905   TRAFFIC SIGNAL,JOHNSON,9/23/2013 2:19:54 PM,35.235366,-85.201654,--,3302162001,00,,--
4.235,HAMILTON,02162,0-NONE ,1,0,0-OTHER-MAJOR,TRAFFIC SIGNAL,0,716.2,905   TRAFFIC SIGNAL,ALLEN,8/12/2013 1:41:25 PM,35.235413,-85.201598,802,3302162001,00,,--
4.418,HAMILTON,02162,0-NONE ,1,0,9-OTHER-MINOR,TRAFFIC SIGNAL,0,723.4,905   TRAFFIC SIGNAL,JOHNSON,8/12/2008 9:17:12 AM,35.237115,-85.199081,--,3302162001,00,,--
0,HAMILTON,02199,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP ,0,685,901   1-WAY STOP ,BOYD,8/13/2008 9:26:24 AM,34.986657,-85.39188,--,3302199001,00,,--
2.81,HAMILTON,02199,0-NONE ,1,0,9-OTHER-MINOR,TRAFFIC SIGNAL,0,668,905   TRAFFIC SIGNAL,LOADER,2/14/1997 1:58:54 PM,35.020301,-85.365786,--,3302199001,00,,--
2.1,HAMILTON,02201,0-NONE ,1,0,9-OTHER-MINOR,4-WAY STOP,0,792.3,904   4-WAY STOP,LOADER,2/14/1997 1:59:00 PM,35.052858,-85.048597,--,3302201001,00,,--
0,HAMILTON,02205,0-NONE ,1,2,9-OTHER-MINOR,TRAFFIC SIGNAL,0,698.5,905   TRAFFIC SIGNAL,MATHIS,10/12/2010 4:06:25 PM,35.13962,-85.120769,--,3302205001,00,,--
6.11,HAMILTON,02205,0-NONE ,1,0,9-OTHER-MINOR,TRAFFIC SIGNAL,0,754.9,905   TRAFFIC SIGNAL,MATHIS,10/13/2010 9:33:44 AM,35.08771,-85.07104,--,3302205001,00,,--
6.21,HAMILTON,02205,0-NONE ,1,0,9-OTHER-MINOR,TRAFFIC SIGNAL,0,748.7,905   TRAFFIC SIGNAL,MATHIS,10/13/2010 8:27:05 AM,35.086717,-85.069482,--,3302205001,00,,--
0,HAMILTON,02207,0-NONE ,1,2,9-OTHER-MINOR,TRAFFIC SIGNAL ,0,754.9,905   TRAFFIC SIGNAL,JOHNSON,7/28/2008 1:03:46 PM,35.08771,-85.07104,--,3302207001,00,,--
0.35,HAMILTON,02207,0-NONE ,1,0,9-OTHER-MINOR,TRAFFIC SIGNAL,0,758.2,905   TRAFFIC SIGNAL,MATHIS,10/13/2010 9:50:14 AM,35.087956,-85.065002,--,3302207001,00,,--
7.11,HAMILTON,02207,0-NONE ,1,0,9-OTHER-MINOR,1-WAY STOP,0,780.8,901   1-WAY STOP ,MATHIS,10/13/2010 9:47:01 AM,35.179335,-85.049864,--,3302207001,00,,--
0,HAMILTON,02209,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,1682.4,901   1-WAY STOP ,WICHMAN,2/29/2012 10:12:09 AM,35.121949,-85.344137,--,3302209001,00,,--
0.43,HAMILTON,02209,0-NONE ,1,0,9-OTHER-MINOR,1-WAY STOP,0,1827.8,901   1-WAY STOP ,WICHMAN,2/29/2012 10:12:09 AM,35.126412,-85.345769,--,3302209001,00,,--
0.43,HAMILTON,02209,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,1827.8,901   1-WAY STOP ,WICHMAN,2/29/2012 10:09:34 AM,35.126412,-85.345769,--,3302209001,00,,--
2.99,HAMILTON,02209,0-NONE ,1,0,9-OTHER-MINOR,1-WAY STOP,0,1867.5,901   1-WAY STOP ,WICHMAN,2/29/2012 10:09:34 AM,35.155919,-85.359068,--,3302209001,00,,--
0,HAMILTON,02211,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,719.5,901   1-WAY STOP ,JOHNSON,7/30/2008 2:25:34 PM,35.174775,-85.027726,--,3302211001,00,,--
9.37,HAMILTON,02211,0-NONE ,1,0,9-OTHER-MINOR,1-WAY STOP,0,810.4,901   1-WAY STOP ,JOHNSON,7/30/2008 2:06:15 PM,35.287636,-84.946329,--,3302211001,00,,--
0,HAMILTON,02213,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP ,0,699.1,901   1-WAY STOP ,JOHNSON,7/29/2008 3:11:44 PM,35.185975,-85.168365,--,3302213001,00,,--
0.63,HAMILTON,02213,0-NONE ,1,0,9-OTHER-MINOR,4-WAY STOP,0,698.5,904   4-WAY STOP,LOADER,2/14/1997 1:59:06 PM,35.192309,-85.176032,--,3302213001,00,,--
0,HAMILTON,02215,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,782.8,901   1-WAY STOP ,JOHNSON,7/31/2008 1:44:47 PM,35.230361,-85.130775,--,3302215001,00,,--
1.19,HAMILTON,02215,0-NONE ,1,0,9-OTHER-MINOR,1-WAY STOP,0,691.9,901   1-WAY STOP ,LOADER,2/14/1997 1:59:06 PM,35.214437,-85.125094,--,3302215001,00,,--
0,HAMILTON,02217,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,1668,901   1-WAY STOP ,JOHNSON,7/30/2008 1:37:43 PM,35.257391,-85.207508,--,3302217001,00,,--
0.237,HAMILTON,02217,0-NONE ,1,0,9-OTHER-MINOR,1-WAY STOP,0,1699.8,901   1-WAY STOP ,JOHNSON,7/30/2008 1:34:17 PM,35.260717,-85.206249,--,3302217001,00,,--
4,HAMILTON,02217,0-NONE ,1,0,9-OTHER-MINOR,2-WAY STOP,0,,902   2-WAY STOP,JOHNSON,7/30/2008 1:33:20 PM,35.291745,-85.166514,--,3302217001,00,,--
4.07,HAMILTON,02217,0-NONE ,1,0,9-OTHER-MINOR,4-WAY STOP,0,770.3,904   4-WAY STOP,JOHNSON,7/30/2008 1:33:31 PM,35.291459,-85.165324,--,3302217001,00,,--
0.24,HAMILTON,02219,0-NONE ,1,0,9-OTHER-MINOR,TRAFFIC SIGNAL,0,743.1,905   TRAFFIC SIGNAL,JOHNSON,9/25/2013 2:55:14 PM,35.279495,-85.158718,--,3302219001,00,,--
0.91,HAMILTON,02219,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP ,0,691.3,901   1-WAY STOP ,WICHMAN,6/10/2015 2:15:29 PM,35.288021,-85.155541,--,3302219001,00,,--
1.083,HAMILTON,02219,0-NONE ,1,0,9-OTHER-MINOR,4-WAY STOP,0,692.9,904   4-WAY STOP,MATHIS,5/8/2007 2:59:48 PM,35.288535,-85.158553,--,3302219001,00,,--
1.346,HAMILTON,02219,0-NONE ,1,0,9-OTHER-MINOR,4-WAY STOP,0,724.1,904   4-WAY STOP,MATHIS,5/8/2007 3:00:41 PM,35.289333,-85.163188,--,3302219001,00,,--
1.63,HAMILTON,02219,0-NONE ,1,0,9-OTHER-MINOR,4-WAY STOP,0,770.3,904   4-WAY STOP,MATHIS,5/8/2007 3:10:38 PM,35.291459,-85.165324,--,3302219001,00,,--
3.15,HAMILTON,02219,0-NONE ,1,0,9-OTHER-MINOR,2-WAY STOP,0,,902   2-WAY STOP,MATHIS,5/8/2007 3:48:56 PM,35.311244,-85.160005,--,3302219001,00,,--
5.908,HAMILTON,02219,0-NONE ,1,0,9-OTHER-MINOR,1-WAY STOP,0,739.8,901   1-WAY STOP ,MATHIS,5/8/2007 3:57:29 PM,35.343353,-85.132942,--,3302219001,00,,--
6.18,HAMILTON,02219,0-NONE ,1,0,9-OTHER-MINOR,TRAFFIC SIGNAL,0,712.3,905   TRAFFIC SIGNAL,MATHIS,5/8/2007 3:58:30 PM,35.341016,-85.129004,--,3302219001,00,,--
0,HAMILTON,02221,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP ,0,749.7,901   1-WAY STOP ,REED,7/25/2008 8:51:01 AM,35.226971,-85.021772,--,3302221001,00,,--
5.45,HAMILTON,02221,0-NONE ,1,0,9-OTHER-MINOR,1-WAY STOP,0,838.9,901   1-WAY STOP ,REED,7/25/2008 8:52:31 AM,35.292063,-85.000086,--,3302221001,00,,--
0,HAMILTON,02223,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,706.4,901   1-WAY STOP ,REED,7/24/2008 1:43:41 PM,35.340358,-85.119767,--,3302223001,00,,--
2.52,HAMILTON,02223,0-NONE ,1,0,9-OTHER-MINOR,1-WAY STOP,0,742.8,901   1-WAY STOP ,LOADER,2/14/1997 1:59:12 PM,35.369714,-85.098314,--,3302223001,00,,--
0,HAMILTON,02227,0-NONE ,1,2,9-OTHER-MINOR,1-WAY STOP,0,892.1,901   1-WAY STOP ,REED,7/24/2008 1:49:02 PM,35.41386,-85.068168,--,3302227001,00,,--
1.99,HAMILTON,02227,0-NONE ,1,0,9-OTHER-MINOR,1-WAY STOP,0,711,901   1-WAY STOP ,REED,7/24/2008 1:49:46 PM,35.395253,-85.089929,--,3302227001,00,,--
0,HAMILTON,03542,0-NONE ,1,2,9-OTHER-MINOR,TRAFFIC SIGNAL,0,678.5,905   TRAFFIC SIGNAL,JOHNSON,9/25/2013 11:29:57 AM,35.114509,-85.256968,--,3303542001,00,,--
0.425,HAMILTON,03542,0-NONE ,1,0,9-OTHER-MINOR,TRAFFIC SIGNAL,0,672.2,905   TRAFFIC SIGNAL,JOHNSON,2/23/2015 11:01:03 AM,35.111713,-85.250433,--,3303542001,00,,--
0.55,HAMILTON,03542,0-NONE ,1,0,9-OTHER-MINOR,TRAFFIC SIGNAL,0,,905   TRAFFIC SIGNAL,JOHNSON,2/23/2015 11:02:51 AM,35.110952,-85.248495,--,3303542001,00,,--
0.63,HAMILTON,03542,0-NONE ,1,0,9-OTHER-MINOR,TRAFFIC SIGNAL,0,,905   TRAFFIC SIGNAL,JOHNSON,2/23/2015 11:06:02 AM,35.110464,-85.24722,--,3303542001,00,,--
1.71,HAMILTON,03542,0-NONE ,1,0,9-OTHER-MINOR,1-WAY YIELD,0,,908   1-WAY YIELD SIGN,JOHNSON,2/23/2015 11:11:19 AM,35.108943,-85.230788,--,3303542001,00,,--
1.73,HAMILTON,03542,0-NONE ,1,5,9-OTHER-MINOR,1-WAY YIELD,0,,908   1-WAY YIELD SIGN,HICKS,4/9/2012 11:00:49 AM,35.109107,-85.230986,--,3303542001,00,,--
1.86,HAMILTON,03542,0-NONE ,1,0,9-OTHER-MINOR,1-WAY YIELD,0,837.9,908   1-WAY YIELD SIGN,JOHNSON,2/23/2015 11:13:48 AM,35.109772,-85.228162,--,3303542001,00,,--
1.9,HAMILTON,03542,0-NONE ,1,0,9-OTHER-MINOR,1-WAY YIELD,0,837.9,908   1-WAY YIELD SIGN,JOHNSON,2/23/2015 12:23:13 PM,35.109772,-85.228162,--,3303542001,00,,--
2.05,HAMILTON,03542,0-NONE ,1,0,9-OTHER-MINOR,1-WAY YIELD,0,676.2,908   1-WAY YIELD SIGN,JOHNSON,2/23/2015 9:54:24 AM,35.111755,-85.229435,--,3303542001,00,,--
0,HAMILTON,03546,0-NONE ,1,3,9-OTHER-MINOR,TRAFFIC SIGNAL,0,667.7,905   TRAFFIC SIGNAL,BOYD,8/13/2008 9:45:05 AM,35.062669,-85.308503,--,3303546001,00,,--
0.044,HAMILTON,03546,0-NONE ,1,0,9-OTHER-MINOR,TRAFFIC SIGNAL,0,671.6,905   TRAFFIC SIGNAL,KOLARSKY,8/13/2008 1:16:07 PM,35.062571,-85.30774,--,3303546001,00,,--
0.109,HAMILTON,03546,0-NONE ,1,0,9-OTHER-MINOR,TRAFFIC SIGNAL,0,680.1,905   TRAFFIC SIGNAL,SEMORE,11/4/2003 11:44:11 AM,35.062412,-85.306629,--,3303546001,00,,--
0.22,HAMILTON,03546,0-NONE ,1,0,9-OTHER-MINOR,TRAFFIC SIGNAL,0,675.2,905   TRAFFIC SIGNAL,SEMORE,11/4/2003 11:44:25 AM,35.061777,-85.304823,--,3303546001,00,,--
0.41,HAMILTON,03546,0-NONE ,1,0,9-OTHER-MINOR,TRAFFIC SIGNAL ,0,692.9,905   TRAFFIC SIGNAL,JOHNSON,7/20/2017 2:49:25 PM,35.060958,-85.301494,--,3303546001,00,,--
1.04,HAMILTON,03546,0-NONE ,1,0,9-OTHER-MINOR,TRAFFIC SIGNAL,0,739.8,905   TRAFFIC SIGNAL,SEMORE,11/4/2003 11:20:04 AM,35.05218,-85.30466,--,3303546001,00,,--
1.23,HAMILTON,03546,0-NONE ,1,0,9-OTHER-MINOR,TRAFFIC SIGNAL,0,723.1,905   TRAFFIC SIGNAL,SEMORE,11/4/2003 11:20:04 AM,35.049763,-85.306037,--,3303546001,00,,--
1.325,HAMILTON,03546,0-NONE ,1,0,9-OTHER-MINOR,TRAFFIC SIGNAL,0,722.1,905   TRAFFIC SIGNAL,JOHNSON,7/20/2017 2:49:25 PM,35.048423,-85.3068,803,3303546001,00,,--
