date,time,event
01/26/2018,15:53:00,Scattered Clouds
01/26/2018,16:53:00,Scattered Clouds
01/26/2018,17:53:00,Scattered Clouds
01/26/2018,18:53:00,Scattered Clouds
01/26/2018,19:53:00,Scattered Clouds
01/26/2018,20:53:00,Scattered Clouds
01/26/2018,21:53:00,Scattered Clouds
01/26/2018,22:53:00,Scattered Clouds
01/26/2018,23:53:00,Scattered Clouds
01/27/2018,00:53:00,Mostly Cloudy
01/27/2018,01:53:00,Overcast
01/27/2018,02:53:00,Overcast
01/27/2018,03:23:00,Overcast
01/27/2018,03:53:00,Overcast
01/27/2018,04:25:00,Overcast
01/27/2018,04:53:00,Partly Cloudy
01/27/2018,05:53:00,Mostly Cloudy
01/27/2018,06:53:00,Overcast
01/27/2018,07:53:00,Overcast
01/27/2018,08:53:00,Overcast
01/27/2018,09:53:00,Overcast
01/27/2018,10:53:00,Overcast
01/27/2018,11:10:00,Overcast
01/27/2018,11:53:00,Overcast
01/27/2018,12:53:00,Mostly Cloudy
01/27/2018,13:53:00,Mostly Cloudy
01/27/2018,14:53:00,Overcast
01/27/2018,15:53:00,Overcast
01/27/2018,16:36:00,Light Rain
01/27/2018,16:53:00,Light Rain
01/27/2018,17:53:00,Overcast
01/27/2018,18:16:00,Overcast
01/27/2018,18:53:00,Overcast
01/27/2018,19:36:00,Overcast
01/27/2018,19:53:00,Overcast
01/27/2018,20:53:00,Overcast
01/27/2018,21:32:00,Overcast
01/27/2018,21:53:00,Overcast
01/27/2018,22:37:00,Overcast
01/27/2018,22:53:00,Overcast
01/27/2018,23:53:00,Mostly Cloudy
01/28/2018,00:34:00,Overcast
01/28/2018,00:53:00,Overcast
01/28/2018,01:03:00,Overcast
01/28/2018,01:11:00,Mostly Cloudy
01/28/2018,01:53:00,Overcast
01/28/2018,02:01:00,Overcast
01/28/2018,02:40:00,Overcast
01/28/2018,02:53:00,Overcast
01/28/2018,03:03:00,Overcast
01/28/2018,03:12:00,Overcast
01/28/2018,03:28:00,Overcast
01/28/2018,03:48:00,Overcast
01/28/2018,03:53:00,Overcast
01/28/2018,04:18:00,Overcast
01/28/2018,04:33:00,Mostly Cloudy
01/28/2018,04:45:00,Overcast
01/28/2018,04:53:00,Overcast
01/28/2018,05:40:00,Overcast
01/28/2018,05:53:00,Overcast
01/28/2018,06:41:00,Overcast
01/28/2018,06:53:00,Overcast
01/28/2018,07:53:00,Overcast
01/28/2018,08:40:00,Light Rain
01/28/2018,08:53:00,Light Rain
01/28/2018,09:25:00,Fog
01/28/2018,09:53:00,Fog
01/28/2018,10:53:00,Light Rain
01/28/2018,11:11:00,Light Rain
01/28/2018,11:28:00,Rain
01/28/2018,11:53:00,Light Rain
01/28/2018,12:53:00,Light Rain
01/28/2018,13:53:00,Light Rain
01/28/2018,14:08:00,Overcast
01/28/2018,14:53:00,Light Rain
01/28/2018,14:54:00,Light Rain
01/28/2018,15:53:00,Light Rain
01/28/2018,16:42:00,Overcast
01/28/2018,16:53:00,Overcast
01/28/2018,17:00:00,Overcast
01/28/2018,17:53:00,Mostly Cloudy
01/28/2018,18:53:00,Overcast
01/28/2018,19:35:00,Overcast
01/28/2018,19:53:00,Overcast
01/28/2018,20:14:00,Overcast
01/28/2018,20:27:00,Overcast
01/28/2018,20:53:00,Overcast
01/28/2018,21:53:00,Overcast
01/28/2018,22:53:00,Overcast
01/28/2018,23:53:00,Overcast
01/29/2018,00:53:00,Overcast
01/29/2018,01:53:00,Overcast
01/29/2018,02:18:00,Partly Cloudy
01/29/2018,02:53:00,Scattered Clouds
01/29/2018,03:53:00,Partly Cloudy
01/29/2018,04:53:00,Partly Cloudy
01/29/2018,05:53:00,Partly Cloudy
01/29/2018,06:53:00,Partly Cloudy
01/29/2018,07:53:00,Partly Cloudy
01/29/2018,08:53:00,Clear
01/29/2018,09:53:00,Clear
01/29/2018,10:53:00,Clear
01/29/2018,11:53:00,Clear
01/29/2018,12:53:00,Clear
01/29/2018,13:53:00,Partly Cloudy
01/29/2018,14:53:00,Scattered Clouds
01/29/2018,15:53:00,Scattered Clouds
01/29/2018,16:53:00,Partly Cloudy
01/29/2018,17:53:00,Scattered Clouds
01/29/2018,18:53:00,Scattered Clouds
01/29/2018,19:53:00,Partly Cloudy
01/29/2018,20:53:00,Mostly Cloudy
01/29/2018,21:50:00,Mostly Cloudy
01/29/2018,21:53:00,Mostly Cloudy
01/29/2018,22:53:00,Overcast
01/29/2018,23:45:00,Mostly Cloudy
01/29/2018,23:53:00,Mostly Cloudy
01/30/2018,00:53:00,Overcast
01/30/2018,01:53:00,Overcast
01/30/2018,02:53:00,Overcast
01/30/2018,03:53:00,Overcast
01/30/2018,04:53:00,Overcast
01/30/2018,05:53:00,Mostly Cloudy
01/30/2018,06:53:00,Mostly Cloudy
01/30/2018,07:53:00,Mostly Cloudy
01/30/2018,08:53:00,Scattered Clouds
01/30/2018,09:53:00,Scattered Clouds
01/30/2018,10:53:00,Partly Cloudy
01/30/2018,11:53:00,Scattered Clouds
01/30/2018,12:53:00,Scattered Clouds
01/30/2018,13:53:00,Scattered Clouds
01/30/2018,14:53:00,Scattered Clouds
01/30/2018,15:53:00,Mostly Cloudy
01/30/2018,16:53:00,Mostly Cloudy
01/30/2018,17:53:00,Mostly Cloudy
01/30/2018,18:53:00,Mostly Cloudy
01/30/2018,19:53:00,Mostly Cloudy
01/30/2018,20:53:00,Scattered Clouds
01/30/2018,21:53:00,Partly Cloudy
01/30/2018,22:53:00,Clear
01/30/2018,23:53:00,Clear
01/31/2018,00:53:00,Clear
01/31/2018,01:53:00,Clear
01/31/2018,02:53:00,Clear
01/31/2018,03:53:00,Clear
01/31/2018,04:53:00,Clear
01/31/2018,05:53:00,Mostly Cloudy
01/31/2018,06:53:00,Mostly Cloudy
01/31/2018,07:53:00,Mostly Cloudy
01/31/2018,08:53:00,Scattered Clouds
01/31/2018,09:53:00,Scattered Clouds
01/31/2018,10:53:00,Scattered Clouds
01/31/2018,11:53:00,Scattered Clouds
01/31/2018,12:53:00,Mostly Cloudy
01/31/2018,13:53:00,Scattered Clouds
01/31/2018,14:53:00,Scattered Clouds
01/31/2018,15:53:00,Scattered Clouds
01/31/2018,16:53:00,Partly Cloudy
01/31/2018,17:53:00,Partly Cloudy
01/31/2018,18:53:00,Partly Cloudy
01/31/2018,19:53:00,Clear
01/31/2018,20:53:00,Clear
01/31/2018,21:53:00,Clear
01/31/2018,22:53:00,Partly Cloudy
01/31/2018,23:53:00,Partly Cloudy
02/01/2018,00:53:00,Clear
02/01/2018,01:53:00,Overcast
02/01/2018,02:53:00,Overcast
02/01/2018,03:53:00,Overcast
02/01/2018,04:53:00,Overcast
02/01/2018,05:53:00,Mostly Cloudy
02/01/2018,06:49:00,Mostly Cloudy
02/01/2018,06:53:00,Mostly Cloudy
02/01/2018,07:51:00,Overcast
02/01/2018,07:53:00,Overcast
02/01/2018,08:53:00,Overcast
02/01/2018,09:53:00,Overcast
02/01/2018,10:53:00,Overcast
02/01/2018,11:53:00,Overcast
02/01/2018,12:53:00,Mostly Cloudy
02/01/2018,13:53:00,Overcast
02/01/2018,14:53:00,Mostly Cloudy
02/01/2018,15:53:00,Overcast
02/01/2018,16:53:00,Overcast
02/01/2018,17:53:00,Overcast
02/01/2018,18:53:00,Light Rain
02/01/2018,19:09:00,Rain
02/01/2018,19:18:00,Light Rain
02/01/2018,19:47:00,Light Rain
02/01/2018,19:53:00,Light Rain
02/01/2018,20:53:00,Light Rain
02/01/2018,21:53:00,Light Rain
02/01/2018,22:53:00,Rain
02/01/2018,23:53:00,Overcast
02/02/2018,00:53:00,Overcast
02/02/2018,01:20:00,Overcast
02/02/2018,01:53:00,Clear
02/02/2018,02:24:00,Mostly Cloudy
02/02/2018,02:53:00,Overcast
02/02/2018,03:14:00,Scattered Clouds
02/02/2018,03:53:00,Partly Cloudy
02/02/2018,04:53:00,Clear
02/02/2018,05:53:00,Scattered Clouds
02/02/2018,06:53:00,Scattered Clouds
02/02/2018,07:53:00,Mostly Cloudy
02/02/2018,08:53:00,Mostly Cloudy
02/02/2018,09:53:00,Mostly Cloudy
02/02/2018,10:53:00,Mostly Cloudy
02/02/2018,11:53:00,Scattered Clouds
02/02/2018,12:53:00,Scattered Clouds
02/02/2018,13:53:00,Scattered Clouds
02/02/2018,14:53:00,Scattered Clouds
02/02/2018,15:53:00,Scattered Clouds
02/02/2018,16:53:00,Scattered Clouds
02/02/2018,17:53:00,Scattered Clouds
02/02/2018,18:53:00,Scattered Clouds
02/02/2018,19:53:00,Scattered Clouds
02/02/2018,20:53:00,Scattered Clouds
02/02/2018,21:53:00,Scattered Clouds
02/02/2018,22:53:00,Scattered Clouds
02/02/2018,23:53:00,Scattered Clouds
02/03/2018,00:53:00,Clear
02/03/2018,01:53:00,Clear
02/03/2018,02:53:00,Clear
02/03/2018,03:53:00,Clear
02/03/2018,04:53:00,Clear
02/03/2018,05:53:00,Mostly Cloudy
02/03/2018,06:53:00,Mostly Cloudy
02/03/2018,07:53:00,Mostly Cloudy
02/03/2018,08:53:00,Mostly Cloudy
02/03/2018,09:53:00,Mostly Cloudy
02/03/2018,10:53:00,Mostly Cloudy
02/03/2018,11:53:00,Mostly Cloudy
02/03/2018,12:53:00,Mostly Cloudy
02/03/2018,13:53:00,Mostly Cloudy
02/03/2018,14:53:00,Mostly Cloudy
02/03/2018,15:53:00,Mostly Cloudy
02/03/2018,16:53:00,Mostly Cloudy
02/03/2018,17:53:00,Mostly Cloudy
02/03/2018,18:53:00,Mostly Cloudy
02/03/2018,19:53:00,Mostly Cloudy
02/03/2018,20:53:00,Mostly Cloudy
02/03/2018,21:53:00,Mostly Cloudy
02/03/2018,22:53:00,Overcast
02/03/2018,23:53:00,Overcast
02/04/2018,00:53:00,Overcast
02/04/2018,01:53:00,Overcast
02/04/2018,02:53:00,Light Rain
02/04/2018,03:53:00,Rain
02/04/2018,04:24:00,Rain
02/04/2018,04:53:00,Rain
02/04/2018,05:24:00,Rain
02/04/2018,05:48:00,Rain
02/04/2018,05:53:00,Heavy Rain
02/04/2018,06:53:00,Rain
02/04/2018,07:53:00,Light Rain
02/04/2018,08:22:00,Light Rain
02/04/2018,08:53:00,Overcast
02/04/2018,09:13:00,Light Rain
02/04/2018,09:53:00,Overcast
02/04/2018,10:53:00,Overcast
02/04/2018,11:16:00,Overcast
02/04/2018,11:53:00,Overcast
02/04/2018,12:33:00,Overcast
02/04/2018,12:53:00,Overcast
02/04/2018,13:53:00,Overcast
02/04/2018,14:53:00,Overcast
02/04/2018,15:53:00,Overcast
02/04/2018,16:53:00,Overcast
02/04/2018,17:53:00,Overcast
02/04/2018,18:53:00,Overcast
02/04/2018,19:53:00,Overcast
02/04/2018,20:13:00,Overcast
02/04/2018,20:53:00,Overcast
02/04/2018,21:53:00,Overcast
02/04/2018,22:53:00,Overcast
02/04/2018,23:53:00,Mostly Cloudy
02/05/2018,00:53:00,Overcast
02/05/2018,01:07:00,Overcast
02/05/2018,01:14:00,Overcast
02/05/2018,01:44:00,Overcast
02/05/2018,01:53:00,Overcast
02/05/2018,02:53:00,Overcast
02/05/2018,03:53:00,Mostly Cloudy
02/05/2018,04:53:00,Overcast
02/05/2018,05:53:00,Overcast
02/05/2018,06:53:00,Overcast
02/05/2018,07:53:00,Overcast
02/05/2018,08:53:00,Overcast
02/05/2018,09:53:00,Overcast
02/05/2018,10:53:00,Overcast
02/05/2018,11:53:00,Mostly Cloudy
02/05/2018,12:14:00,Scattered Clouds
02/05/2018,12:53:00,Scattered Clouds
02/05/2018,13:53:00,Scattered Clouds
02/05/2018,14:53:00,Scattered Clouds
02/05/2018,15:53:00,Partly Cloudy
02/05/2018,16:53:00,Partly Cloudy
02/05/2018,17:53:00,Partly Cloudy
02/05/2018,18:53:00,Partly Cloudy
02/05/2018,19:53:00,Partly Cloudy
02/05/2018,20:53:00,Partly Cloudy
02/05/2018,21:53:00,Clear
02/05/2018,22:53:00,Clear
02/05/2018,23:53:00,Clear
02/06/2018,00:53:00,Overcast
02/06/2018,01:53:00,Overcast
02/06/2018,02:53:00,Overcast
02/06/2018,03:53:00,Overcast
02/06/2018,04:26:00,Overcast
02/06/2018,04:53:00,Overcast
02/06/2018,05:53:00,Overcast
02/06/2018,06:53:00,Overcast
02/06/2018,07:53:00,Overcast
02/06/2018,08:49:00,Light Drizzle
02/06/2018,08:53:00,Light Drizzle
02/06/2018,09:49:00,Light Drizzle
02/06/2018,09:53:00,Light Drizzle
02/06/2018,10:53:00,Overcast
02/06/2018,11:53:00,Haze
02/06/2018,12:06:00,Haze
02/06/2018,12:53:00,Haze
02/06/2018,13:53:00,Overcast
02/06/2018,14:53:00,Overcast
02/06/2018,15:01:00,Overcast
02/06/2018,15:53:00,Overcast
02/06/2018,16:53:00,Light Rain
02/06/2018,17:53:00,Overcast
02/06/2018,18:53:00,Overcast
02/06/2018,19:53:00,Overcast
02/06/2018,20:53:00,Light Rain
02/06/2018,21:53:00,Mostly Cloudy
02/06/2018,22:53:00,Mostly Cloudy
02/06/2018,23:53:00,Mostly Cloudy
02/07/2018,00:53:00,Partly Cloudy
02/07/2018,01:53:00,Light Rain
02/07/2018,02:53:00,Light Rain
02/07/2018,03:53:00,Light Rain
02/07/2018,04:00:00,Rain
02/07/2018,04:08:00,Heavy Rain
02/07/2018,04:17:00,Rain
02/07/2018,04:37:00,Heavy Rain
02/07/2018,04:53:00,Heavy Rain
02/07/2018,05:03:00,Heavy Rain
02/07/2018,05:18:00,Heavy Rain
02/07/2018,05:27:00,Heavy Rain
02/07/2018,05:33:00,Heavy Rain
02/07/2018,05:50:00,Heavy Rain
02/07/2018,05:53:00,Heavy Rain
02/07/2018,06:14:00,Heavy Rain
02/07/2018,06:18:00,Heavy Rain
02/07/2018,06:24:00,Heavy Rain
02/07/2018,06:40:00,Heavy Rain
02/07/2018,06:53:00,Heavy Rain
02/07/2018,07:53:00,Light Rain
02/07/2018,08:45:00,Overcast
02/07/2018,08:53:00,Overcast
02/07/2018,09:26:00,Light Drizzle
02/07/2018,09:49:00,Overcast
02/07/2018,09:53:00,Overcast
02/07/2018,10:11:00,Overcast
02/07/2018,10:40:00,Overcast
02/07/2018,10:53:00,Overcast
02/07/2018,11:28:00,Mostly Cloudy
02/07/2018,11:53:00,Overcast
02/07/2018,12:53:00,Overcast
02/07/2018,13:15:00,Overcast
02/07/2018,13:53:00,Overcast
02/07/2018,14:07:00,Overcast
02/07/2018,14:53:00,Overcast
02/07/2018,15:32:00,Overcast
02/07/2018,15:53:00,Overcast
02/07/2018,16:35:00,Overcast
02/07/2018,16:53:00,Overcast
02/07/2018,17:42:00,Overcast
02/07/2018,17:53:00,Overcast
02/07/2018,18:53:00,Overcast
02/07/2018,19:22:00,Overcast
02/07/2018,19:53:00,Overcast
02/07/2018,20:34:00,Overcast
02/07/2018,20:53:00,Mostly Cloudy
02/07/2018,21:18:00,Mostly Cloudy
02/07/2018,21:53:00,Mostly Cloudy
02/07/2018,22:53:00,Mostly Cloudy
02/07/2018,23:53:00,Mostly Cloudy
02/08/2018,00:53:00,Clear
02/08/2018,01:53:00,Clear
02/08/2018,02:53:00,Clear
02/08/2018,03:53:00,Clear
02/08/2018,04:53:00,Clear
02/08/2018,05:53:00,Partly Cloudy
02/08/2018,06:53:00,Partly Cloudy
02/08/2018,07:53:00,Partly Cloudy
02/08/2018,08:53:00,Partly Cloudy
02/08/2018,09:53:00,Partly Cloudy
02/08/2018,10:53:00,Clear
02/08/2018,11:53:00,Clear
02/08/2018,12:53:00,Clear
02/08/2018,13:53:00,Clear
02/08/2018,14:53:00,Partly Cloudy
02/08/2018,15:53:00,Partly Cloudy
02/08/2018,16:53:00,Partly Cloudy
02/08/2018,17:53:00,Partly Cloudy
02/08/2018,18:53:00,Partly Cloudy
02/08/2018,19:53:00,Clear
02/08/2018,20:53:00,Clear
02/08/2018,21:53:00,Clear
02/08/2018,22:53:00,Clear
02/08/2018,23:53:00,Clear
02/09/2018,00:53:00,Clear
02/09/2018,01:53:00,Clear
02/09/2018,02:53:00,Clear
02/09/2018,03:53:00,Clear
02/09/2018,04:53:00,Clear
02/09/2018,05:53:00,Clear
02/09/2018,06:02:00,Partly Cloudy
02/09/2018,06:53:00,Partly Cloudy
02/09/2018,07:36:00,Partly Cloudy
02/09/2018,07:53:00,Scattered Clouds
02/09/2018,08:53:00,Scattered Clouds
02/09/2018,09:53:00,Scattered Clouds
02/09/2018,10:53:00,Scattered Clouds
02/09/2018,11:53:00,Scattered Clouds
02/09/2018,12:53:00,Scattered Clouds
02/09/2018,13:53:00,Scattered Clouds
02/09/2018,14:53:00,Mostly Cloudy
02/09/2018,15:53:00,Mostly Cloudy
02/09/2018,16:53:00,Mostly Cloudy
02/09/2018,17:53:00,Mostly Cloudy
02/09/2018,18:53:00,Mostly Cloudy
02/09/2018,19:53:00,Mostly Cloudy
02/09/2018,20:53:00,Mostly Cloudy
02/09/2018,21:53:00,Mostly Cloudy
02/09/2018,22:53:00,Mostly Cloudy
02/09/2018,23:53:00,Light Rain
02/10/2018,00:00:00,Overcast
02/10/2018,00:53:00,Light Rain
02/10/2018,01:34:00,Rain
02/10/2018,01:53:00,Light Rain
02/10/2018,02:53:00,Overcast
02/10/2018,03:53:00,Overcast
02/10/2018,04:18:00,Overcast
02/10/2018,04:53:00,Overcast
02/10/2018,05:53:00,Overcast
02/10/2018,06:53:00,Overcast
02/10/2018,07:35:00,Overcast
02/10/2018,07:53:00,Overcast
02/10/2018,08:53:00,Light Rain
02/10/2018,09:53:00,Light Rain
02/10/2018,10:53:00,Light Rain
02/10/2018,11:53:00,Light Rain
02/10/2018,12:53:00,Light Rain
02/10/2018,13:53:00,Light Rain
02/10/2018,14:53:00,Light Rain
02/10/2018,15:53:00,Rain
02/10/2018,16:53:00,Rain
02/10/2018,17:42:00,Rain
02/10/2018,17:53:00,Heavy Rain
02/10/2018,18:26:00,Heavy Rain
02/10/2018,18:53:00,Rain
02/10/2018,19:53:00,Light Rain
02/10/2018,20:18:00,Light Rain
02/10/2018,20:37:00,Light Rain
02/10/2018,20:53:00,Light Rain
02/10/2018,21:45:00,Heavy Rain
02/10/2018,21:53:00,Heavy Rain
02/10/2018,22:04:00,Rain
02/10/2018,22:32:00,Light Rain
02/10/2018,22:53:00,Light Rain
02/10/2018,23:35:00,Light Rain
02/10/2018,23:53:00,Light Rain
02/10/2018,23:57:00,Light Rain
02/11/2018,00:01:00,Light Rain
02/11/2018,00:07:00,Light Rain
02/11/2018,00:24:00,Light Rain
02/11/2018,00:28:00,Light Rain
02/11/2018,00:34:00,Light Rain
02/11/2018,00:41:00,Light Rain
02/11/2018,00:51:00,Light Rain
02/11/2018,00:53:00,Light Rain
02/11/2018,01:44:00,Overcast
02/11/2018,01:53:00,Light Rain
02/11/2018,02:15:00,Light Rain
02/11/2018,02:43:00,Light Rain
02/11/2018,02:53:00,Light Rain
02/11/2018,03:53:00,Light Rain
02/11/2018,04:25:00,Rain
02/11/2018,04:53:00,Rain
02/11/2018,05:00:00,Light Rain
02/11/2018,05:27:00,Heavy Rain
02/11/2018,05:30:00,Heavy Rain
02/11/2018,05:39:00,Rain
02/11/2018,05:53:00,Heavy Rain
02/11/2018,06:30:00,Light Rain
02/11/2018,06:53:00,Light Rain
02/11/2018,07:53:00,Mostly Cloudy
02/11/2018,08:28:00,Mostly Cloudy
02/11/2018,08:53:00,Mostly Cloudy
02/11/2018,09:53:00,Mostly Cloudy
02/11/2018,10:16:00,Mostly Cloudy
02/11/2018,10:53:00,Mostly Cloudy
02/11/2018,11:53:00,Mostly Cloudy
02/11/2018,12:16:00,Overcast
02/11/2018,12:53:00,Overcast
02/11/2018,13:53:00,Mostly Cloudy
02/11/2018,14:53:00,Mostly Cloudy
02/11/2018,15:53:00,Mostly Cloudy
02/11/2018,16:16:00,Mostly Cloudy
02/11/2018,16:53:00,Mostly Cloudy
02/11/2018,17:53:00,Mostly Cloudy
02/11/2018,18:53:00,Mostly Cloudy
02/11/2018,19:53:00,Light Rain
02/11/2018,20:00:00,Overcast
02/11/2018,20:43:00,Mostly Cloudy
02/11/2018,20:53:00,Mostly Cloudy
02/11/2018,21:53:00,Mostly Cloudy
02/11/2018,22:53:00,Overcast
02/11/2018,23:53:00,Overcast
02/12/2018,00:53:00,Overcast
02/12/2018,01:20:00,Light Rain
02/12/2018,01:45:00,Light Rain
02/12/2018,01:53:00,Light Rain
02/12/2018,02:44:00,Overcast
02/12/2018,02:53:00,Overcast
02/12/2018,03:53:00,Overcast
02/12/2018,04:53:00,Overcast
02/12/2018,05:53:00,Overcast
02/12/2018,06:13:00,Rain
02/12/2018,06:53:00,Light Rain
02/12/2018,07:53:00,Overcast
02/12/2018,08:53:00,Overcast
02/12/2018,09:53:00,Overcast
02/12/2018,10:53:00,Overcast
02/12/2018,11:27:00,Overcast
02/12/2018,11:53:00,Overcast
02/12/2018,12:53:00,Overcast
02/12/2018,13:53:00,Overcast
02/12/2018,14:53:00,Overcast
02/12/2018,15:53:00,Mostly Cloudy
02/12/2018,16:53:00,Overcast
02/12/2018,17:53:00,Mostly Cloudy
02/12/2018,18:53:00,Overcast
02/12/2018,19:53:00,Overcast
02/12/2018,20:53:00,Overcast
02/12/2018,21:53:00,Overcast
02/12/2018,22:53:00,Mostly Cloudy
02/12/2018,23:43:00,Overcast
02/12/2018,23:53:00,Overcast
02/13/2018,00:53:00,Overcast
02/13/2018,01:42:00,Overcast
02/13/2018,01:53:00,Overcast
02/13/2018,02:17:00,Mostly Cloudy
02/13/2018,02:53:00,Overcast
02/13/2018,03:21:00,Overcast
02/13/2018,03:53:00,Overcast
02/13/2018,04:53:00,Overcast
02/13/2018,05:35:00,Overcast
02/13/2018,05:53:00,Overcast
02/13/2018,06:53:00,Overcast
02/13/2018,07:53:00,Overcast
02/13/2018,08:27:00,Light Drizzle
02/13/2018,08:53:00,Light Drizzle
02/13/2018,09:49:00,Light Drizzle
02/13/2018,09:53:00,Light Drizzle
02/13/2018,10:32:00,Light Drizzle
02/13/2018,10:48:00,Light Drizzle
02/13/2018,10:53:00,Light Drizzle
02/13/2018,10:55:00,Light Drizzle
02/13/2018,11:53:00,Light Drizzle
02/13/2018,12:00:00,Overcast
02/13/2018,12:53:00,Overcast
02/13/2018,13:53:00,Overcast
02/13/2018,14:53:00,Overcast
02/13/2018,15:53:00,Overcast
02/13/2018,16:41:00,Overcast
02/13/2018,16:53:00,Overcast
02/13/2018,17:53:00,Overcast
02/13/2018,18:09:00,Overcast
02/13/2018,18:53:00,Haze
02/13/2018,19:53:00,Overcast
02/13/2018,20:53:00,Overcast
02/13/2018,21:53:00,Overcast
02/13/2018,22:53:00,Overcast
02/13/2018,23:53:00,Overcast
02/14/2018,00:53:00,Overcast
02/14/2018,01:53:00,Overcast
02/14/2018,02:53:00,Overcast
02/14/2018,03:09:00,Overcast
02/14/2018,03:53:00,Overcast
02/14/2018,04:53:00,Overcast
02/14/2018,05:53:00,Rain
02/14/2018,06:28:00,Rain
02/14/2018,06:53:00,Rain
02/14/2018,07:48:00,Light Rain
02/14/2018,07:53:00,Light Rain
02/14/2018,08:49:00,Light Rain
02/14/2018,08:53:00,Light Rain
02/14/2018,09:53:00,Light Rain
02/14/2018,10:53:00,Light Rain
02/14/2018,11:53:00,Rain
02/14/2018,12:53:00,Overcast
02/14/2018,13:53:00,Overcast
02/14/2018,14:38:00,Overcast
02/14/2018,14:53:00,Overcast
02/14/2018,15:50:00,Overcast
02/14/2018,15:53:00,Overcast
02/14/2018,16:53:00,Overcast
02/14/2018,17:53:00,Light Rain
02/14/2018,18:10:00,Light Rain
02/14/2018,18:23:00,Light Rain
02/14/2018,18:39:00,Light Rain
02/14/2018,18:53:00,Rain
02/14/2018,19:00:00,Rain
02/14/2018,19:06:00,Rain
02/14/2018,19:19:00,Light Rain
02/14/2018,19:45:00,Overcast
02/14/2018,19:53:00,Overcast
02/14/2018,20:53:00,Overcast
02/14/2018,21:53:00,Overcast
02/14/2018,22:22:00,Rain
02/14/2018,22:28:00,Heavy Rain
02/14/2018,22:35:00,Light Rain
02/14/2018,22:45:00,Light Rain
02/14/2018,22:53:00,Light Rain
02/14/2018,23:22:00,Light Rain
02/14/2018,23:34:00,Light Rain
02/14/2018,23:53:00,Light Rain
02/15/2018,00:53:00,Overcast
02/15/2018,01:53:00,Overcast
02/15/2018,02:17:00,Overcast
02/15/2018,02:53:00,Overcast
02/15/2018,03:32:00,Overcast
02/15/2018,03:53:00,Overcast
02/15/2018,04:15:00,Overcast
02/15/2018,04:53:00,Overcast
02/15/2018,05:47:00,Overcast
02/15/2018,05:53:00,Overcast
02/15/2018,06:53:00,Overcast
02/15/2018,07:05:00,Overcast
02/15/2018,07:53:00,Overcast
02/15/2018,08:53:00,Mostly Cloudy
02/15/2018,09:53:00,Mostly Cloudy
02/15/2018,09:56:00,Mostly Cloudy
02/15/2018,10:53:00,Mostly Cloudy
02/15/2018,11:42:00,Mostly Cloudy
02/15/2018,11:53:00,Mostly Cloudy
02/15/2018,12:49:00,Mostly Cloudy
02/15/2018,12:53:00,Mostly Cloudy
02/15/2018,13:53:00,Mostly Cloudy
02/15/2018,14:53:00,Mostly Cloudy
02/15/2018,15:53:00,Mostly Cloudy
02/15/2018,16:53:00,Mostly Cloudy
02/15/2018,17:53:00,Mostly Cloudy
02/15/2018,18:53:00,Mostly Cloudy
02/15/2018,19:53:00,Mostly Cloudy
02/15/2018,20:53:00,Mostly Cloudy
02/15/2018,21:53:00,Mostly Cloudy
02/15/2018,22:53:00,Mostly Cloudy
02/15/2018,23:53:00,Scattered Clouds
02/16/2018,00:53:00,Mostly Cloudy
02/16/2018,01:03:00,Overcast
02/16/2018,01:53:00,Mostly Cloudy
02/16/2018,02:50:00,Overcast
02/16/2018,02:53:00,Overcast
02/16/2018,03:53:00,Light Rain
02/16/2018,04:19:00,Overcast
02/16/2018,04:29:00,Overcast
02/16/2018,04:53:00,Overcast
02/16/2018,05:53:00,Mostly Cloudy
02/16/2018,06:24:00,Overcast
02/16/2018,06:53:00,Overcast
02/16/2018,07:53:00,Overcast
02/16/2018,08:53:00,Overcast
02/16/2018,09:53:00,Overcast
02/16/2018,10:53:00,Overcast
02/16/2018,11:53:00,Overcast
02/16/2018,12:53:00,Overcast
02/16/2018,13:20:00,Light Rain
02/16/2018,13:53:00,Light Drizzle
02/16/2018,14:06:00,Light Rain
02/16/2018,14:15:00,Light Rain
02/16/2018,14:53:00,Overcast
02/16/2018,15:36:00,Mostly Cloudy
02/16/2018,15:53:00,Mostly Cloudy
02/16/2018,16:53:00,Mostly Cloudy
02/16/2018,17:53:00,Overcast
02/16/2018,18:08:00,Overcast
02/16/2018,18:53:00,Overcast
02/16/2018,19:53:00,Overcast
02/16/2018,20:53:00,Mostly Cloudy
02/16/2018,21:00:00,Overcast
02/16/2018,21:17:00,Overcast
02/16/2018,21:53:00,Overcast
02/16/2018,22:53:00,Overcast
02/16/2018,23:53:00,Overcast
02/17/2018,00:53:00,Overcast
02/17/2018,01:53:00,Overcast
02/17/2018,02:19:00,Overcast
02/17/2018,02:53:00,Partly Cloudy
02/17/2018,03:28:00,Mostly Cloudy
02/17/2018,03:49:00,Scattered Clouds
02/17/2018,03:53:00,Scattered Clouds
02/17/2018,04:42:00,Mostly Cloudy
02/17/2018,04:53:00,Overcast
02/17/2018,05:53:00,Overcast
02/17/2018,07:53:00,Overcast
02/17/2018,08:53:00,Mostly Cloudy
02/17/2018,09:35:00,Overcast
02/17/2018,09:53:00,Overcast
02/17/2018,10:38:00,Light Rain
02/17/2018,10:53:00,Light Rain
02/17/2018,11:14:00,Rain
02/17/2018,11:53:00,Light Rain
02/17/2018,12:53:00,Light Drizzle
