round_epochs,val_loss,val_acc,loss,acc,activation,optimizer,loss,batch_size
100,10.5868391,0.3359313,10.6253602,0.33351503,softmax,nadam,binary_crossentropy,1000
100,10.56888761,0.337057336,10.63242018,0.333072186,softmax,adamax,binary_crossentropy,2000
100,10.56888761,0.337057336,10.63242017,0.333072186,softmax,adadelta,binary_crossentropy,2000
100,0.662942709,0.337057336,0.666927859,0.333072186,softmax,adam,mse,2000
100,0.662942709,0.337057336,0.666927859,0.333072185,softmax,adadelta,mse,2000
100,10.56888754,0.337057332,10.63242031,0.333072185,softmax,adamax,binary_crossentropy,1000
100,10.56888754,0.337057332,10.63242028,0.333072185,softmax,adam,binary_crossentropy,1000
100,10.56888761,0.337057336,10.63242017,0.333072185,softmax,adagrad,binary_crossentropy,2000
100,10.56888761,0.337057336,10.63242015,0.333072185,softmax,adam,binary_crossentropy,2000
100,0.662942709,0.337057336,0.666927859,0.333072185,softmax,adagrad,mse,2000
100,0.662942716,0.337057332,0.66692786,0.333072185,softmax,adam,mse,1000
100,0.662942709,0.337057336,0.666927859,0.333072185,softmax,adamax,mse,2000
100,0.662942716,0.337057332,0.666927861,0.333072185,softmax,adagrad,mse,1000
100,10.56888754,0.337057332,10.63242027,0.333072185,softmax,adagrad,binary_crossentropy,1000
100,0.662942716,0.337057332,0.666927861,0.333072185,softmax,adadelta,mse,1000
100,0.662942716,0.337057332,0.66692786,0.333072184,softmax,adamax,mse,1000
100,10.56888754,0.337057332,10.63242027,0.333072184,softmax,adadelta,binary_crossentropy,1000
100,10.56888757,0.337057333,10.6324203,0.333072184,softmax,adagrad,binary_crossentropy,500
100,0.662942714,0.337057333,0.66692786,0.333072184,softmax,adamax,mse,500
100,10.56888757,0.337057333,10.63242031,0.333072184,softmax,adadelta,binary_crossentropy,500
100,0.662942714,0.337057333,0.666927861,0.333072184,softmax,adagrad,mse,500
100,0.662942714,0.337057333,0.666927861,0.333072184,softmax,adam,mse,500
100,10.56888757,0.337057333,10.63242029,0.333072184,softmax,adam,binary_crossentropy,500
100,10.56888757,0.337057333,10.63242031,0.333072183,softmax,adamax,binary_crossentropy,500
100,0.662942714,0.337057333,0.666927862,0.333072183,softmax,adadelta,mse,500
100,1.421020656,0.569659128,4.42350872,0.294825516,selu,adamax,binary_crossentropy,1000
100,5.432722279,2.21E-05,5.356477058,0.028188927,selu,adadelta,binary_crossentropy,2000
100,5.432722279,0,5.284315056,0.024101106,selu,adamax,binary_crossentropy,2000
100,5.432722226,0,5.368489197,0.016257601,selu,adam,binary_crossentropy,500
100,5.432722295,2.21E-05,5.364833774,0.008618488,selu,adagrad,binary_crossentropy,1000
100,5.432722226,0,5.307937844,0.007358076,tanh,adagrad,binary_crossentropy,500
100,5.432722295,0,5.364330781,0.006761936,selu,adam,binary_crossentropy,1000
100,5.41457278,0,5.37535771,0.0063787,selu,nadam,binary_crossentropy,1000
100,5.432722226,0,5.341415642,0.005561139,selu,adamax,binary_crossentropy,500
100,nan,0,nan,0.005229003,tanh,adadelta,mse,2000
100,nan,0,nan,0.003244707,tanh,adam,mse,2000
100,nan,0,nan,0.003151028,tanh,adagrad,mse,2000
100,nan,0,nan,0.003048833,tanh,adam,mse,1000
100,5.432722279,0,5.364332423,0.002895539,tanh,adamax,binary_crossentropy,2000
100,nan,0,nan,0.002835925,tanh,adadelta,mse,1000
100,5.432722279,0,5.368351912,0.002657083,selu,adagrad,binary_crossentropy,2000
100,nan,0,nan,0.002623018,tanh,adam,mse,500
100,nan,0,nan,0.002588953,tanh,adamax,mse,2000
100,5.41457283,0,5.37499293,0.00235901,selu,nadam,binary_crossentropy,500
100,nan,0,nan,0.002282366,tanh,adagrad,mse,500
100,nan,0,nan,0.00176287,tanh,nadam,mse,2000
100,nan,0,nan,0.00171177,tanh,nadam,mse,1000
100,5.432722279,0,5.357340644,0.001592547,tanh,adam,binary_crossentropy,2000
100,nan,0,nan,0.001379639,tanh,adamax,mse,1000
100,5.432722295,0,5.360463804,0.001320025,tanh,adadelta,binary_crossentropy,1000
100,5.41457287,0,5.36692874,0.00130299,tanh,nadam,binary_crossentropy,2000
100,nan,0,nan,0.001192281,tanh,adamax,mse,500
100,5.432722295,0,5.367210374,0.001183765,tanh,adam,binary_crossentropy,1000
100,5.432722295,0,5.36590815,0.001115634,tanh,adagrad,binary_crossentropy,1000
100,5.432722279,0,5.360206016,0.000936792,tanh,adadelta,binary_crossentropy,2000
100,nan,0,nan,0.00075795,tanh,adagrad,mse,1000
100,5.41457283,0,5.37203993,0.00064724,tanh,nadam,binary_crossentropy,500
100,5.432722295,2.21E-05,5.368351998,0.000579108,selu,adadelta,binary_crossentropy,1000
100,5.432722295,0,5.368263646,0.000545043,tanh,adamax,binary_crossentropy,1000
100,5.432722226,0,5.363102845,0.000519494,tanh,adamax,binary_crossentropy,500
100,5.432722279,0,5.367469581,0.000468396,tanh,adagrad,binary_crossentropy,2000
100,5.432722226,0,5.36664815,0.000400266,tanh,adadelta,binary_crossentropy,500
100,5.41457287,0,5.37562701,0.00039175,selu,nadam,binary_crossentropy,2000
100,5.432722226,0,5.368489205,0.000349168,selu,adagrad,binary_crossentropy,500
100,nan,0,nan,0.000323619,tanh,adadelta,mse,500
100,nan,0,nan,0.00028955,tanh,nadam,mse,500
100,5.41457278,0,5.37562704,0.0001022,tanh,nadam,binary_crossentropy,1000
100,nan,0,nan,8.52E-05,selu,adamax,mse,1000
