Hour,DayFrame,WeekDay,WeekEnd,Clear,Cloudy,Rain,Foggy,Snow,RainBefore,Grid_Block,Grid_Col,Grid_Row,Highway,Land_Use_Mode,Road_Count,Unix,precipIntensity,humidity,Prediction,Probability
4,1,0,1,0,0,1,0,0,1,419,35,14,0,7,6,1517734800,0.041,0.81,0,0.00044593214988708496
8,2,0,1,0,0,1,0,0,1,419,35,14,0,7,6,1517749200,0.188,0.92,0,0.0004456937313079834
12,3,0,1,0,0,1,1,0,1,419,35,14,0,7,6,1517763600,0.004,0.92,0,0.00044602155685424805
16,4,0,1,0,1,0,0,0,0,419,35,14,0,7,6,1517778000,0.0,0.86,0,0.0004462599754333496
20,1,0,1,0,1,0,0,0,0,419,35,14,0,7,6,1517792400,0.0,0.8,0,0.0004462897777557373
23,1,0,1,0,1,0,0,0,0,419,35,14,0,7,6,1517803200,0.0,0.84,0,0.000446319580078125
0,1,0,1,0,1,0,0,0,0,420,36,14,0,7,5,1517720400,0.0,0.36,0,0.00044602155685424805
4,1,0,1,0,0,1,0,0,1,420,36,14,0,7,5,1517734800,0.04,0.81,0,0.00044593214988708496
8,2,0,1,0,0,1,0,0,1,420,36,14,0,7,5,1517749200,0.189,0.92,0,0.0004456937313079834
12,3,0,1,0,0,0,1,0,0,420,36,14,0,7,5,1517763600,0.003,0.92,0,0.00044605135917663574
16,4,0,1,0,1,0,0,0,0,420,36,14,0,7,5,1517778000,0.0,0.86,0,0.0004462301731109619
20,1,0,1,0,1,0,0,0,0,420,36,14,0,7,5,1517792400,0.0,0.8,0,0.0004462301731109619
23,1,0,1,0,1,0,0,0,0,420,36,14,0,7,5,1517803200,0.0,0.84,0,0.000446319580078125
0,1,0,1,0,1,0,0,0,0,421,37,14,0,7,12,1517720400,0.0,0.36,0,0.00044652819633483887
4,1,0,1,0,0,1,0,0,1,421,37,14,0,7,12,1517734800,0.04,0.82,0,0.0004462599754333496
8,2,0,1,0,0,1,0,0,1,421,37,14,0,7,12,1517749200,0.19,0.93,0,0.00044587254524230957
12,3,0,1,0,0,0,1,0,0,421,37,14,0,7,12,1517763600,0.003,0.93,0,0.00044655799865722656
16,4,0,1,0,1,0,0,0,0,421,37,14,0,7,12,1517778000,0.0,0.87,0,0.0004469156265258789
20,1,0,1,0,1,0,0,0,0,421,37,14,0,7,12,1517792400,0.0,0.81,0,0.0004469454288482666
23,1,0,1,0,1,0,0,0,0,421,37,14,0,7,12,1517803200,0.0,0.85,0,0.000447005033493042
0,1,0,1,0,1,0,0,0,0,422,38,14,0,7,9,1517720400,0.0,0.37,0,0.0004462897777557373
4,1,0,1,0,0,1,0,0,1,422,38,14,0,7,9,1517734800,0.04,0.83,0,0.00044605135917663574
8,2,0,1,0,0,1,0,0,1,422,38,14,0,7,9,1517749200,0.192,0.95,0,0.0004457533359527588
12,3,0,1,0,0,0,1,0,0,422,38,14,0,7,9,1517763600,0.003,0.95,0,0.000446319580078125
16,4,0,1,0,1,0,0,0,0,422,38,14,0,7,9,1517778000,0.0,0.89,0,0.00044649839401245117
20,1,0,1,0,1,0,0,0,0,422,38,14,0,7,9,1517792400,0.0,0.83,0,0.00044655799865722656
23,1,0,1,0,1,0,0,0,0,422,38,14,0,7,9,1517803200,0.0,0.87,0,0.00044658780097961426
0,1,0,1,0,1,0,0,0,0,423,39,14,0,0,14,1517720400,0.0,0.37,1,0.9998693466186523
4,1,0,1,0,0,1,0,0,1,423,39,14,0,0,14,1517734800,0.04,0.84,1,0.9998693466186523
8,2,0,1,0,0,1,0,0,1,423,39,14,0,0,14,1517749200,0.193,0.95,1,0.9998693466186523
12,3,0,1,0,0,0,1,0,0,423,39,14,0,0,14,1517763600,0.003,0.95,1,0.9998693466186523
16,4,0,1,0,1,0,0,0,0,423,39,14,0,0,14,1517778000,0.0,0.89,1,0.9998694062232971
20,1,0,1,0,1,0,0,0,0,423,39,14,0,0,14,1517792400,0.0,0.83,1,0.9998694062232971
23,1,0,1,0,1,0,0,0,0,423,39,14,0,0,14,1517803200,0.0,0.87,1,0.9998694062232971
0,1,0,1,0,1,0,0,0,0,424,40,14,0,7,14,1517720400,0.0,0.36,0,0.00044670701026916504
4,1,0,1,0,0,1,0,0,1,424,40,14,0,7,14,1517734800,0.04,0.83,0,0.0004463791847229004
8,2,0,1,0,0,1,0,0,1,424,40,14,0,7,14,1517749200,0.194,0.95,0,0.00044593214988708496
12,3,0,1,0,0,0,1,0,0,424,40,14,0,7,14,1517763600,0.003,0.95,0,0.0004468262195587158
16,4,0,1,0,1,0,0,0,0,424,40,14,0,7,14,1517778000,0.0,0.88,0,0.00044715404510498047
20,1,0,1,0,1,0,0,0,0,424,40,14,0,7,14,1517792400,0.0,0.82,0,0.00044718384742736816
23,1,0,1,0,1,0,0,0,0,424,40,14,0,7,14,1517803200,0.0,0.86,0,0.00044736266136169434
0,1,0,1,0,1,0,0,0,0,425,41,14,0,7,11,1517720400,0.0,0.36,0,0.0004463791847229004
4,1,0,1,0,0,1,0,0,1,425,41,14,0,7,11,1517734800,0.039,0.82,0,0.0004462003707885742
8,2,0,1,0,0,1,0,0,1,425,41,14,0,7,11,1517749200,0.195,0.94,0,0.0004458129405975342
12,3,0,1,0,0,0,1,0,0,425,41,14,0,7,11,1517763600,0.003,0.94,0,0.0004464387893676758
16,4,0,1,0,1,0,0,0,0,425,41,14,0,7,11,1517778000,0.0,0.88,0,0.00044676661491394043
20,1,0,1,0,1,0,0,0,0,425,41,14,0,7,11,1517792400,0.0,0.82,0,0.00044676661491394043
23,1,0,1,0,1,0,0,0,0,425,41,14,0,7,11,1517803200,0.0,0.86,0,0.0004468262195587158
0,1,0,1,0,1,0,0,0,0,426,42,14,0,7,6,1517720400,0.0,0.36,0,0.00044605135917663574
4,1,0,1,0,0,1,0,0,1,426,42,14,0,7,6,1517734800,0.039,0.82,0,0.00044596195220947266
8,2,0,1,0,0,1,0,0,1,426,42,14,0,7,6,1517749200,0.196,0.93,0,0.0004457533359527588
12,3,0,1,0,0,0,1,0,0,426,42,14,0,7,6,1517763600,0.003,0.94,0,0.00044608116149902344
16,4,0,1,0,1,0,0,0,0,426,42,14,0,7,6,1517778000,0.0,0.87,0,0.000446319580078125
20,1,0,1,0,1,0,0,0,0,426,42,14,0,7,6,1517792400,0.0,0.81,0,0.0004462897777557373
23,1,0,1,0,1,0,0,0,0,426,42,14,0,7,6,1517803200,0.0,0.85,0,0.000446319580078125
0,1,0,1,0,1,0,0,0,0,427,43,14,0,0,2,1517720400,0.0,0.36,1,0.9998694062232971
4,1,0,1,0,0,1,0,0,1,427,43,14,0,0,2,1517734800,0.039,0.83,1,0.9998694062232971
8,2,0,1,0,0,1,0,0,1,427,43,14,0,0,2,1517749200,0.199,0.95,1,0.9998693466186523
12,3,0,1,0,0,0,1,0,0,427,43,14,0,0,2,1517763600,0.003,0.95,1,0.9998694062232971
16,4,0,1,0,1,0,0,0,0,427,43,14,0,0,2,1517778000,0.0,0.89,1,0.9998693466186523
20,1,0,1,0,1,0,0,0,0,427,43,14,0,0,2,1517792400,0.0,0.83,1,0.9998694062232971
23,1,0,1,0,1,0,0,0,0,427,43,14,0,0,2,1517803200,0.0,0.86,1,0.9998694062232971
0,1,0,1,0,1,0,0,0,0,428,44,14,0,0,1,1517720400,0.0,0.37,1,0.9998694062232971
4,1,0,1,0,0,1,0,0,1,428,44,14,0,0,1,1517734800,0.039,0.85,1,0.9998694062232971
8,2,0,1,0,0,1,0,0,1,428,44,14,0,0,1,1517749200,0.2,0.97,1,0.9998694062232971
12,3,0,1,0,0,0,1,0,0,428,44,14,0,0,1,1517763600,0.002,0.97,1,0.9998693466186523
16,4,0,1,0,1,0,0,0,0,428,44,14,0,0,1,1517778000,0.0,0.9,1,0.9998694658279419
20,1,0,1,0,1,0,0,0,0,428,44,14,0,0,1,1517792400,0.0,0.84,1,0.9998694062232971
23,1,0,1,0,1,0,0,0,0,428,44,14,0,0,1,1517803200,0.0,0.88,1,0.9998694062232971
0,1,0,1,0,1,0,0,0,0,429,45,14,0,7,2,1517720400,0.0,0.37,0,0.00044593214988708496
4,1,0,1,0,0,1,0,0,1,429,45,14,0,7,2,1517734800,0.039,0.84,0,0.0004458427429199219
8,2,0,1,0,0,1,0,0,1,429,45,14,0,7,2,1517749200,0.201,0.96,0,0.000445634126663208
12,3,0,1,0,0,0,1,0,0,429,45,14,0,7,2,1517763600,0.002,0.96,0,0.00044590234756469727
16,4,0,1,0,1,0,0,0,0,429,45,14,0,7,2,1517778000,0.0,0.9,0,0.00044599175453186035
20,1,0,1,0,1,0,0,0,0,429,45,14,0,7,2,1517792400,0.0,0.84,0,0.00044605135917663574
23,1,0,1,0,1,0,0,0,0,429,45,14,0,7,2,1517803200,0.0,0.87,0,0.00044608116149902344
0,1,0,1,0,1,0,0,0,0,432,3,13,0,7,3,1517720400,0.0,0.41,0,0.0004458427429199219
4,1,0,1,0,0,1,0,0,1,432,3,13,0,7,3,1517734800,0.055,0.88,0,0.0004457533359527588
8,2,0,1,0,0,1,0,0,1,432,3,13,0,7,3,1517749200,0.145,0.98,0,0.0004456639289855957
12,3,0,1,0,0,1,0,0,1,432,3,13,0,7,3,1517763600,0.007,0.98,0,0.0004458129405975342
16,4,0,1,0,1,0,0,0,0,432,3,13,0,7,3,1517778000,0.0,0.94,0,0.00044593214988708496
20,1,0,1,0,1,0,0,0,0,432,3,13,0,7,3,1517792400,0.0,0.86,0,0.00044599175453186035
23,1,0,1,0,1,0,0,0,0,432,3,13,0,7,3,1517803200,0.0,0.92,0,0.00044602155685424805
0,1,0,1,0,1,0,0,0,0,433,4,13,0,7,13,1517720400,0.0,0.41,0,0.0004463493824005127
4,1,0,1,0,0,1,0,0,1,433,4,13,0,7,13,1517734800,0.054,0.89,0,0.00044608116149902344
8,2,0,1,0,0,1,0,0,1,433,4,13,0,7,13,1517749200,0.146,1.0,0,0.0004458427429199219
12,3,0,1,0,0,1,0,0,1,433,4,13,0,7,13,1517763600,0.007,1.0,0,0.0004463791847229004
16,4,0,1,0,1,0,0,0,0,433,4,13,0,7,13,1517778000,0.0,0.95,0,0.00044664740562438965
20,1,0,1,0,1,0,0,0,0,433,4,13,0,7,13,1517792400,0.0,0.87,0,0.00044664740562438965
23,1,0,1,0,1,0,0,0,0,433,4,13,0,7,13,1517803200,0.0,0.93,0,0.00044670701026916504
0,1,0,1,0,1,0,0,0,0,434,5,13,0,7,12,1517720400,0.0,0.42,0,0.000446319580078125
4,1,0,1,0,0,1,0,0,1,434,5,13,0,7,12,1517734800,0.054,0.9,0,0.00044599175453186035
8,2,0,1,0,0,1,0,0,1,434,5,13,0,7,12,1517749200,0.152,1.0,0,0.0004457831382751465
12,3,0,1,0,0,1,0,0,1,434,5,13,0,7,12,1517763600,0.007,1.0,0,0.0004462301731109619
16,4,0,1,0,1,0,0,0,0,434,5,13,0,7,12,1517778000,0.0,0.96,0,0.00044655799865722656
20,1,0,1,0,1,0,0,0,0,434,5,13,0,7,12,1517792400,0.0,0.88,0,0.00044655799865722656
23,1,0,1,0,1,0,0,0,0,434,5,13,0,7,12,1517803200,0.0,0.93,0,0.00044664740562438965
0,1,0,1,0,1,0,0,0,0,435,6,13,0,7,13,1517720400,0.0,0.41,0,0.0004463493824005127
4,1,0,1,0,0,1,0,0,1,435,6,13,0,7,13,1517734800,0.054,0.89,0,0.00044608116149902344
8,2,0,1,0,0,1,0,0,1,435,6,13,0,7,13,1517749200,0.154,1.0,0,0.0004458427429199219
12,3,0,1,0,0,1,0,0,1,435,6,13,0,7,13,1517763600,0.006,1.0,0,0.0004463791847229004
16,4,0,1,0,1,0,0,0,0,435,6,13,0,7,13,1517778000,0.0,0.95,0,0.00044667720794677734
20,1,0,1,0,1,0,0,0,0,435,6,13,0,7,13,1517792400,0.0,0.87,0,0.00044667720794677734
23,1,0,1,0,1,0,0,0,0,435,6,13,0,7,13,1517803200,0.0,0.93,0,0.00044676661491394043
0,1,0,1,0,1,0,0,0,0,436,7,13,0,7,8,1517720400,0.0,0.4,0,0.00044602155685424805
4,1,0,1,0,0,1,0,0,1,436,7,13,0,7,8,1517734800,0.053,0.87,0,0.00044587254524230957
8,2,0,1,0,0,1,0,0,1,436,7,13,0,7,8,1517749200,0.157,0.99,0,0.0004456937313079834
12,3,0,1,0,0,1,0,0,1,436,7,13,0,7,8,1517763600,0.007,0.98,0,0.00044599175453186035
16,4,0,1,0,1,0,0,0,0,436,7,13,0,7,8,1517778000,0.0,0.94,0,0.0004462599754333496
20,1,0,1,0,1,0,0,0,0,436,7,13,0,7,8,1517792400,0.0,0.86,0,0.0004462301731109619
23,1,0,1,0,1,0,0,0,0,436,7,13,0,7,8,1517803200,0.0,0.92,0,0.0004462301731109619
0,1,0,1,0,1,0,0,0,0,437,8,13,0,7,5,1517720400,0.0,0.38,0,0.00044590234756469727
4,1,0,1,0,0,1,0,0,1,437,8,13,0,7,5,1517734800,0.051,0.83,0,0.0004457831382751465
8,2,0,1,0,0,1,0,0,1,437,8,13,0,7,5,1517749200,0.159,0.94,0,0.0004456639289855957
12,3,0,1,0,0,1,0,0,1,437,8,13,0,7,5,1517763600,0.006,0.94,0,0.00044590234756469727
16,4,0,1,0,1,0,0,0,0,437,8,13,0,7,5,1517778000,0.0,0.89,0,0.00044605135917663574
20,1,0,1,0,1,0,0,0,0,437,8,13,0,7,5,1517792400,0.0,0.81,0,0.00044608116149902344
23,1,0,1,0,1,0,0,0,0,437,8,13,0,7,5,1517803200,0.0,0.87,0,0.00044605135917663574
0,1,0,1,0,1,0,0,0,0,438,9,13,0,7,5,1517720400,0.0,0.37,0,0.00044590234756469727
4,1,0,1,0,0,1,0,0,1,438,9,13,0,7,5,1517734800,0.05,0.79,0,0.0004457831382751465
8,2,0,1,0,0,1,0,0,1,438,9,13,0,7,5,1517749200,0.16,0.9,0,0.000445634126663208
12,3,0,1,0,0,1,0,0,1,438,9,13,0,7,5,1517763600,0.006,0.9,0,0.00044590234756469727
16,4,0,1,0,1,0,0,0,0,438,9,13,0,7,5,1517778000,0.0,0.85,0,0.00044602155685424805
20,1,0,1,0,1,0,0,0,0,438,9,13,0,7,5,1517792400,0.0,0.78,0,0.00044605135917663574
23,1,0,1,0,1,0,0,0,0,438,9,13,0,7,5,1517803200,0.0,0.83,0,0.00044611096382141113
0,1,0,1,0,1,0,0,0,0,439,10,13,1,0,2,1517720400,0.0,0.37,1,0.9997631311416626
4,1,0,1,0,0,1,0,0,1,439,10,13,1,0,2,1517734800,0.05,0.8,1,0.9962941408157349
8,2,0,1,0,0,1,0,0,1,439,10,13,1,0,2,1517749200,0.161,0.9,0,0.04511779546737671
12,3,0,1,0,0,1,0,0,1,439,10,13,1,0,2,1517763600,0.006,0.9,1,0.9996722340583801
16,4,0,1,0,1,0,0,0,0,439,10,13,1,0,2,1517778000,0.0,0.86,1,0.9998314380645752
20,1,0,1,0,1,0,0,0,0,439,10,13,1,0,2,1517792400,0.0,0.78,1,0.9998350143432617
23,1,0,1,0,1,0,0,0,0,439,10,13,1,0,2,1517803200,0.0,0.83,1,0.9998396039009094
0,1,0,1,0,1,0,0,0,0,440,11,13,1,7,11,1517720400,0.0,0.37,0,0.00044539570808410645
4,1,0,1,0,0,1,0,0,1,440,11,13,1,7,11,1517734800,0.05,0.8,0,0.00044545531272888184
8,2,0,1,0,0,1,0,0,1,440,11,13,1,7,11,1517749200,0.162,0.91,0,0.00044545531272888184
12,3,0,1,0,0,1,0,0,1,440,11,13,1,7,11,1517763600,0.006,0.91,0,0.00044548511505126953
16,4,0,1,0,1,0,0,0,0,440,11,13,1,7,11,1517778000,0.0,0.86,0,0.00044542551040649414
20,1,0,1,0,1,0,0,0,0,440,11,13,1,7,11,1517792400,0.0,0.78,0,0.00044545531272888184
23,1,0,1,0,1,0,0,0,0,440,11,13,1,7,11,1517803200,0.0,0.84,0,0.00044542551040649414
0,1,0,1,0,1,0,0,0,0,441,12,13,0,7,19,1517720400,0.0,0.37,0,0.0004469156265258789
4,1,0,1,0,0,1,0,0,1,441,12,13,0,7,19,1517734800,0.05,0.8,0,0.0004464685916900635
8,2,0,1,0,0,1,0,0,1,441,12,13,0,7,19,1517749200,0.163,0.9,0,0.00044605135917663574
12,3,0,1,0,0,1,0,0,1,441,12,13,0,7,19,1517763600,0.006,0.9,0,0.0004469752311706543
16,4,0,1,0,1,0,0,0,0,441,12,13,0,7,19,1517778000,0.0,0.85,0,0.0004474222660064697
20,1,0,1,0,1,0,0,0,0,441,12,13,0,7,19,1517792400,0.0,0.78,0,0.0004475414752960205
23,1,0,1,0,1,0,0,0,0,441,12,13,0,7,19,1517803200,0.0,0.83,0,0.0004476606845855713
0,1,0,1,0,1,0,0,0,0,442,13,13,0,7,2,1517720400,0.0,0.37,0,0.0004458129405975342
4,1,0,1,0,0,1,0,0,1,442,13,13,0,7,2,1517734800,0.05,0.8,0,0.0004457235336303711
8,2,0,1,0,0,1,0,0,1,442,13,13,0,7,2,1517749200,0.164,0.91,0,0.0004456043243408203
12,3,0,1,0,0,1,0,0,1,442,13,13,0,7,2,1517763600,0.006,0.91,0,0.0004457533359527588
16,4,0,1,0,1,0,0,0,0,442,13,13,0,7,2,1517778000,0.0,0.86,0,0.00044590234756469727
20,1,0,1,0,1,0,0,0,0,442,13,13,0,7,2,1517792400,0.0,0.79,0,0.00044590234756469727
23,1,0,1,0,1,0,0,0,0,442,13,13,0,7,2,1517803200,0.0,0.84,0,0.00044590234756469727
0,1,0,1,0,1,0,0,0,0,443,14,13,0,7,10,1517720400,0.0,0.37,0,0.0004461705684661865
4,1,0,1,0,0,1,0,0,1,443,14,13,0,7,10,1517734800,0.051,0.81,0,0.00044596195220947266
8,2,0,1,0,0,1,0,0,1,443,14,13,0,7,10,1517749200,0.165,0.91,0,0.0004456937313079834
12,3,0,1,0,0,1,0,0,1,443,14,13,0,7,10,1517763600,0.006,0.91,0,0.00044611096382141113
16,4,0,1,0,1,0,0,0,0,443,14,13,0,7,10,1517778000,0.0,0.86,0,0.000446319580078125
20,1,0,1,0,1,0,0,0,0,443,14,13,0,7,10,1517792400,0.0,0.79,0,0.0004464089870452881
23,1,0,1,0,1,0,0,0,0,443,14,13,0,7,10,1517803200,0.0,0.84,0,0.0004463493824005127
0,1,0,1,0,1,0,0,0,0,444,15,13,0,7,9,1517720400,0.0,0.37,0,0.00044611096382141113
4,1,0,1,0,0,1,0,0,1,444,15,13,0,7,9,1517734800,0.051,0.8,0,0.00044590234756469727
8,2,0,1,0,0,1,0,0,1,444,15,13,0,7,9,1517749200,0.166,0.9,0,0.0004457235336303711
12,3,0,1,0,0,1,0,0,1,444,15,13,0,7,9,1517763600,0.006,0.9,0,0.00044608116149902344
16,4,0,1,0,1,0,0,0,0,444,15,13,0,7,9,1517778000,0.0,0.85,0,0.0004462599754333496
20,1,0,1,0,1,0,0,0,0,444,15,13,0,7,9,1517792400,0.0,0.78,0,0.0004462599754333496
23,1,0,1,0,1,0,0,0,0,444,15,13,0,7,9,1517803200,0.0,0.83,0,0.000446319580078125
0,1,0,1,0,1,0,0,0,0,445,16,13,0,7,2,1517720400,0.0,0.36,0,0.0004458129405975342
4,1,0,1,0,0,1,0,0,1,445,16,13,0,7,2,1517734800,0.05,0.79,0,0.0004456937313079834
8,2,0,1,0,0,1,0,0,1,445,16,13,0,7,2,1517749200,0.167,0.89,0,0.0004455745220184326
12,3,0,1,0,0,1,0,0,1,445,16,13,0,7,2,1517763600,0.006,0.89,0,0.0004458129405975342
16,4,0,1,0,1,0,0,0,0,445,16,13,0,7,2,1517778000,0.0,0.84,0,0.00044587254524230957
20,1,0,1,0,1,0,0,0,0,445,16,13,0,7,2,1517792400,0.0,0.77,0,0.00044593214988708496
23,1,0,1,0,1,0,0,0,0,445,16,13,0,7,2,1517803200,0.0,0.82,0,0.00044590234756469727
0,1,0,1,0,1,0,0,0,0,446,17,13,0,5,1,1517720400,0.0,0.36,0,0.00045996904373168945
4,1,0,1,0,0,1,0,0,1,446,17,13,0,5,1,1517734800,0.05,0.79,0,0.0004531741142272949
8,2,0,1,0,0,1,0,0,1,446,17,13,0,5,1,1517749200,0.168,0.89,0,0.0004489421844482422
12,3,0,1,0,0,1,0,0,1,446,17,13,0,5,1,1517763600,0.005,0.89,0,0.000459134578704834
16,4,0,1,0,1,0,0,0,0,446,17,13,0,5,1,1517778000,0.0,0.84,0,0.00046822428703308105
20,1,0,1,0,1,0,0,0,0,446,17,13,0,5,1,1517792400,0.0,0.77,0,0.0004696846008300781
23,1,0,1,0,1,0,0,0,0,446,17,13,0,5,1,1517803200,0.0,0.82,0,0.0004717707633972168
0,1,0,1,0,1,0,0,0,0,447,18,13,0,5,4,1517720400,0.0,0.36,0,0.00046822428703308105
4,1,0,1,0,0,1,0,0,1,447,18,13,0,5,4,1517734800,0.05,0.79,0,0.00045669078826904297
8,2,0,1,0,0,1,0,0,1,447,18,13,0,5,4,1517749200,0.169,0.9,0,0.0004502236843109131
12,3,0,1,0,0,1,0,0,1,447,18,13,0,5,4,1517763600,0.005,0.9,0,0.0004668235778808594
16,4,0,1,0,1,0,0,0,0,447,18,13,0,5,4,1517778000,0.0,0.85,0,0.00048363208770751953
20,1,0,1,0,1,0,0,0,0,447,18,13,0,5,4,1517792400,0.0,0.77,0,0.000486224889755249
23,1,0,1,0,1,0,0,0,0,447,18,13,0,5,4,1517803200,0.0,0.82,0,0.0004902184009552002
0,1,0,1,0,1,0,0,0,0,448,19,13,0,5,4,1517720400,0.0,0.36,0,0.00046813488006591797
4,1,0,1,0,0,1,0,0,1,448,19,13,0,5,4,1517734800,0.05,0.79,0,0.0004566013813018799
8,2,0,1,0,0,1,0,0,1,448,19,13,0,5,4,1517749200,0.17,0.9,0,0.0004501640796661377
12,3,0,1,0,0,1,0,0,1,448,19,13,0,5,4,1517763600,0.005,0.9,0,0.0004666745662689209
16,4,0,1,0,1,0,0,0,0,448,19,13,0,5,4,1517778000,0.0,0.85,0,0.0004832744598388672
20,1,0,1,0,1,0,0,0,0,448,19,13,0,5,4,1517792400,0.0,0.78,0,0.00048592686653137207
23,1,0,1,0,1,0,0,0,0,448,19,13,0,5,4,1517803200,0.0,0.83,0,0.0004900097846984863
0,1,0,1,0,1,0,0,0,0,449,20,13,0,7,8,1517720400,0.0,0.37,0,0.00044602155685424805
4,1,0,1,0,0,1,0,0,1,449,20,13,0,7,8,1517734800,0.047,0.8,0,0.00044587254524230957
8,2,0,1,0,0,1,0,0,1,449,20,13,0,7,8,1517749200,0.173,0.91,0,0.0004457235336303711
12,3,0,1,0,0,1,0,0,1,449,20,13,0,7,8,1517763600,0.005,0.91,0,0.00044602155685424805
16,4,0,1,0,1,0,0,0,0,449,20,13,0,7,8,1517778000,0.0,0.86,0,0.0004462003707885742
20,1,0,1,0,1,0,0,0,0,449,20,13,0,7,8,1517792400,0.0,0.79,0,0.0004461705684661865
23,1,0,1,0,1,0,0,0,0,449,20,13,0,7,8,1517803200,0.0,0.84,0,0.0004462301731109619
0,1,0,1,0,1,0,0,0,0,450,21,13,0,7,11,1517720400,0.0,0.37,0,0.00044614076614379883
4,1,0,1,0,0,1,0,0,1,450,21,13,0,7,11,1517734800,0.047,0.81,0,0.00044599175453186035
8,2,0,1,0,0,1,0,0,1,450,21,13,0,7,11,1517749200,0.174,0.92,0,0.0004457235336303711
12,3,0,1,0,0,1,0,0,1,450,21,13,0,7,11,1517763600,0.005,0.92,0,0.0004461705684661865
16,4,0,1,0,1,0,0,0,0,450,21,13,0,7,11,1517778000,0.0,0.87,0,0.0004464089870452881
20,1,0,1,0,1,0,0,0,0,450,21,13,0,7,11,1517792400,0.0,0.8,0,0.0004464089870452881
23,1,0,1,0,1,0,0,0,0,450,21,13,0,7,11,1517803200,0.0,0.85,0,0.0004464387893676758
0,1,0,1,0,1,0,0,0,0,451,22,13,0,7,13,1517720400,0.0,0.37,0,0.0004462897777557373
4,1,0,1,0,0,1,0,0,1,451,22,13,0,7,13,1517734800,0.047,0.81,0,0.00044611096382141113
8,2,0,1,0,0,1,0,0,1,451,22,13,0,7,13,1517749200,0.175,0.91,0,0.0004458427429199219
12,3,0,1,0,0,1,0,0,1,451,22,13,0,7,13,1517763600,0.005,0.91,0,0.000446319580078125
16,4,0,1,0,1,0,0,0,0,451,22,13,0,7,13,1517778000,0.0,0.86,0,0.00044655799865722656
20,1,0,1,0,1,0,0,0,0,451,22,13,0,7,13,1517792400,0.0,0.79,0,0.00044661760330200195
23,1,0,1,0,1,0,0,0,0,451,22,13,0,7,13,1517803200,0.0,0.84,0,0.00044661760330200195
0,1,0,1,0,1,0,0,0,0,452,23,13,0,7,2,1517720400,0.0,0.36,0,0.0004458129405975342
4,1,0,1,0,0,1,0,0,1,452,23,13,0,7,2,1517734800,0.046,0.8,0,0.0004457235336303711
8,2,0,1,0,0,1,0,0,1,452,23,13,0,7,2,1517749200,0.176,0.91,0,0.0004456043243408203
12,3,0,1,0,0,1,0,0,1,452,23,13,0,7,2,1517763600,0.005,0.91,0,0.0004457831382751465
16,4,0,1,0,1,0,0,0,0,452,23,13,0,7,2,1517778000,0.0,0.85,0,0.0004458427429199219
20,1,0,1,0,1,0,0,0,0,452,23,13,0,7,2,1517792400,0.0,0.79,0,0.00044590234756469727
23,1,0,1,0,1,0,0,0,0,452,23,13,0,7,2,1517803200,0.0,0.84,0,0.00044590234756469727
0,1,0,1,0,1,0,0,0,0,453,24,13,0,7,2,1517720400,0.0,0.36,0,0.0004457831382751465
4,1,0,1,0,0,1,0,0,1,453,24,13,0,7,2,1517734800,0.044,0.8,0,0.0004457235336303711
8,2,0,1,0,0,1,0,0,1,453,24,13,0,7,2,1517749200,0.176,0.91,0,0.000445634126663208
12,3,0,1,0,0,1,0,0,1,453,24,13,0,7,2,1517763600,0.005,0.91,0,0.0004457831382751465
16,4,0,1,0,1,0,0,0,0,453,24,13,0,7,2,1517778000,0.0,0.86,0,0.00044587254524230957
20,1,0,1,0,1,0,0,0,0,453,24,13,0,7,2,1517792400,0.0,0.79,0,0.0004458427429199219
23,1,0,1,0,1,0,0,0,0,453,24,13,0,7,2,1517803200,0.0,0.84,0,0.00044590234756469727
0,1,0,1,0,1,0,0,0,0,454,25,13,0,7,2,1517720400,0.0,0.36,0,0.0004458129405975342
4,1,0,1,0,0,1,0,0,1,454,25,13,0,7,2,1517734800,0.044,0.8,0,0.0004457235336303711
8,2,0,1,0,0,1,0,0,1,454,25,13,0,7,2,1517749200,0.177,0.91,0,0.0004455447196960449
12,3,0,1,0,0,1,0,0,1,454,25,13,0,7,2,1517763600,0.004,0.91,0,0.0004457831382751465
16,4,0,1,0,1,0,0,0,0,454,25,13,0,7,2,1517778000,0.0,0.86,0,0.00044587254524230957
20,1,0,1,0,1,0,0,0,0,454,25,13,0,7,2,1517792400,0.0,0.79,0,0.00044590234756469727
23,1,0,1,0,1,0,0,0,0,454,25,13,0,7,2,1517803200,0.0,0.84,0,0.00044587254524230957
0,1,0,1,0,1,0,0,0,0,455,26,13,0,2,1,1517720400,0.0,0.36,1,0.9998688101768494
4,1,0,1,0,0,1,0,0,1,455,26,13,0,2,1,1517734800,0.044,0.8,1,0.9998676180839539
8,2,0,1,0,0,1,0,0,1,455,26,13,0,2,1,1517749200,0.178,0.91,1,0.9998499155044556
12,3,0,1,0,0,1,0,0,1,455,26,13,0,2,1,1517763600,0.004,0.91,1,0.999868631362915
16,4,0,1,0,1,0,0,0,0,455,26,13,0,2,1,1517778000,0.0,0.85,1,0.9998689293861389
20,1,0,1,0,1,0,0,0,0,455,26,13,0,2,1,1517792400,0.0,0.79,1,0.9998689889907837
23,1,0,1,0,1,0,0,0,0,455,26,13,0,2,1,1517803200,0.0,0.84,1,0.9998689889907837
