BLM,ELM,Co. Seq.,ID NUMBER,Adm. Sys.,Gov. Cont.,Func. Class,Inc Area Nbr,Urb Area Nbr,Sp Systems,State Aid Code
0,0.359,1,330C981001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.38,1,330C982001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.034,1,330C983001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.014,1,330C984001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0.014,0.441,1,330C984001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.538,1,330C985001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.782,1,330C986001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.172,1,330C987001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.153,1,330C988001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.279,1,330C989001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.121,1,330C990001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.176,1,330C991001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.071,1,330C992001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.092,1,330C993001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.077,1,330C994001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.725,1,330C995001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.059,1,330C996001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.062,1,330C997001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.224,1,330C998001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.076,1,330C999001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.042,1,330D001001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.202,1,330D002001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.105,1,330D003001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.165,1,330D004001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.26,1,330D005001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.069,1,330D006001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.437,1,330D007001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.046,1,330D008001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.053,1,330D009001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.064,1,330D010001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.212,1,330D011001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.55,1,330D012001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.617,1,330D013001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.098,1,330D014001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.096,1,330D015001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.292,1,330D016001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.041,1,330D017001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.183,1,330D018001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.546,1,330D019001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.164,1,330D020001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.322,1,330D021001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.961,1,330D022001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,1.039,1,330D023001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
1.039,1.801,1,330D023001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,272 - SODDY-DAISY,52 - CHATTANOOGA,--,--
0,0.21,1,330D024001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.11,1,330D025001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.218,1,330D026001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,272 - SODDY-DAISY,52 - CHATTANOOGA,--,--
0,0.069,1,330D027001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,272 - SODDY-DAISY,52 - CHATTANOOGA,--,--
0,0.523,1,330D028001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.102,1,330D029001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.046,1,330D030001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.954,1,330D031001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.686,1,330D032001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0.686,1.47,1,330D032001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
1.47,2.056,1,330D032001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.254,1,330D033001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.063,1,330D034001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.158,1,330D035001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.271,1,330D036001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.192,1,330D037001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.119,1,330D038001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.06,1,330D039001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.326,1,330D040001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.063,1,330D041001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.475,1,330D042001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.07,1,330D043001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.08,1,330D044001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.451,1,330D045001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.095,1,330D046001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.235,1,330D047001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.085,1,330D048001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.054,1,330D049001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.15,1,330D050001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.281,1,330D051001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.07,1,330D052001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.038,1,330D053001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.113,1,330D054001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.368,1,330D055001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.272,1,330D056001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.054,1,330D057001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.284,1,330D058001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.353,1,330D059001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.698,1,330D060001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.049,1,330D061001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.324,1,330D062001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.493,1,330D063001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.476,1,330D064001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.598,1,330D065001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.032,1,330D066001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,272 - SODDY-DAISY,52 - CHATTANOOGA,--,--
0.032,0.269,1,330D066001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.032,1,330D067001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,272 - SODDY-DAISY,52 - CHATTANOOGA,--,--
0.032,0.106,1,330D067001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0.106,0.582,1,330D067001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.151,1,330D068001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,272 - SODDY-DAISY,52 - CHATTANOOGA,--,--
0,0.154,1,330D069001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,272 - SODDY-DAISY,52 - CHATTANOOGA,--,--
0,0.279,1,330D070001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,272 - SODDY-DAISY,52 - CHATTANOOGA,--,--
0,0.376,1,330D071001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.034,1,330D072001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.124,1,330D073001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.265,1,330D074001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.096,1,330D075001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.091,1,330D076001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.173,1,330D077001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.276,1,330D078001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.144,1,330D079001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.142,1,330D080001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.437,1,330D081001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.438,1,330D082001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.051,1,330D083001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.05,1,330D084001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.054,1,330D085001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.112,1,330D086001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.04,1,330D087001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.302,1,330D088001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.089,1,330D089001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.179,1,330D090001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.09,1,330D091001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.806,1,330D092001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.247,1,330D093001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.043,1,330D094001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.284,1,330D095001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.083,1,330D096001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.129,1,330D097001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.141,1,330D098001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.135,1,330D099001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.778,1,330D100001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.061,1,330D101001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.216,1,330D102001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.257,1,330D103001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.109,1,330D104001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.761,1,330D105001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.259,1,330D106001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.288,1,330D107001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.011,1,330D108001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0.011,0.426,1,330D108001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.41,1,330D109001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.33,1,330D110001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.059,1,330D111001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.01,1,330D112001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0.01,1.098,1,330D112001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,52 - CHATTANOOGA,52 - CHATTANOOGA,--,--
0,0.254,1,330D113001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.631,1,330D114001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0.631,0.937,1,330D114001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.096,1,330D115001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.293,1,330D116001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.124,1,330D117001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.144,1,330D118001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.144,1,330D119001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.249,1,330D120001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.263,1,330D121001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.209,1,330D122001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.354,1,330D123001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.323,1,330D124001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.138,1,330D125001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.096,1,330D126001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.053,1,330D127001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,161 - LAKESITE,52 - CHATTANOOGA,--,--
0.053,0.129,1,330D127001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0.129,0.488,1,330D127001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,1.206,1,330D128001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.191,1,330D129001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,161 - LAKESITE,52 - CHATTANOOGA,--,--
0.191,0.393,1,330D129001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.901,1,330D130001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.453,1,330D131001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.664,1,330D132001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.142,1,330D133001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.121,1,330D134001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.319,1,330D135001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.188,1,330D136001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.654,1,330D137001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0.654,0.761,1,330D137001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.154,1,330D138001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.097,1,330D139001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.065,1,330D140001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.22,1,330D141001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.635,1,330D142001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,STATE AID SYSTEM,33009
0.635,1.455,1,330D142001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,STATE AID SYSTEM,33009
0,0.05,1,330D143001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,272 - SODDY-DAISY,52 - CHATTANOOGA,--,--
0,0.046,1,330D144001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.423,1,330D145001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.161,1,330D146001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.777,1,330D147001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.54,1,330D148001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.058,1,330D149001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.219,1,330D150001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.578,1,330D151001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.527,1,330D152001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.013,1,330D153001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0.013,0.261,1,330D153001,12-OTHER CITY STREETS,MUNICIPAL HWAY AGENCY,U / LOCAL,272 - SODDY-DAISY,52 - CHATTANOOGA,--,--
0,0.102,1,330D154001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.074,1,330D155001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
0,0.066,1,330D156001,11-OTHER COUNTY ROADS,CO. HWAY AGENCY,U / LOCAL,--,52 - CHATTANOOGA,--,--
