BLM,ELM,Special Case,Co. Seq.,Feat Seq Nbr,ID_NUMBER,Feature_Type,Feat_Width,Feature_Composition,
5.74,5.8,0-NONE ,1,15,33SR002001,SHOULDER (OUTSIDE),2,ASPHALT CONCRETE,
5.74,5.8,0-NONE ,1,17,33SR002001,DRAINAGE,,DITCH,
5.8,5.85,0-NONE ,1,1,33SR002001,DRAINAGE,,CURB AND GUTTER,
5.8,5.85,0-NONE ,1,2,33SR002001,SHOULDER (OUTSIDE),1,PORTLAND CEMENT CONCRETE,
5.8,5.85,0-NONE ,1,3,33SR002001,PAVEMENT,12,ASPHALT CONCRETE,
5.8,5.85,0-NONE ,1,4,33SR002001,2-WAY LT.  TURN LN.,11,ASPHALT CONCRETE,
5.8,5.85,0-NONE ,1,5,33SR002001,PAVEMENT,12,ASPHALT CONCRETE,
5.8,5.85,0-NONE ,1,6,33SR002001,BIKE LANE,5,ASPHALT CONCRETE,
5.8,5.85,0-NONE ,1,7,33SR002001,SHOULDER (OUTSIDE),5,ASPHALT CONCRETE,
5.8,5.85,0-NONE ,1,8,33SR002001,DRAINAGE,,CURB, GUTTER & SIDEWALK
5.85,5.94,0-NONE ,1,1,33SR002001,DRAINAGE,,CURB AND GUTTER,
5.85,5.94,0-NONE ,1,4,33SR002001,PAVEMENT,20,ASPHALT CONCRETE,
5.85,5.94,0-NONE ,1,7,33SR002001,2-WAY LT.  TURN LN.,12,ASPHALT CONCRETE,
5.85,5.94,0-NONE ,1,10,33SR002001,PAVEMENT,20,ASPHALT CONCRETE,
5.85,5.94,0-NONE ,1,13,33SR002001,DRAINAGE,,CURB, GUTTER & SIDEWALK
5.94,6.55,0-NONE ,1,1,33SR002001,DRAINAGE,,CURB, GUTTER & SIDEWALK
5.94,6.55,0-NONE ,1,4,33SR002001,PAVEMENT,24,ASPHALT CONCRETE,
5.94,6.55,0-NONE ,1,7,33SR002001,2-WAY LT.  TURN LN.,12,ASPHALT CONCRETE,
5.94,6.55,0-NONE ,1,12,33SR002001,PAVEMENT,24,ASPHALT CONCRETE,
5.94,6.55,0-NONE ,1,15,33SR002001,DRAINAGE,,CURB, GUTTER & SIDEWALK
6.55,6.77,0-NONE ,1,1,33SR002001,DRAINAGE,,CURB, GUTTER & SIDEWALK
6.55,6.77,0-NONE ,1,3,33SR002001,SHOULDER (OUTSIDE),2,ASPHALT CONCRETE,
6.55,6.77,0-NONE ,1,5,33SR002001,PAVEMENT,24,ASPHALT CONCRETE,
6.55,6.77,0-NONE ,1,8,33SR002001,DRAINAGE,,CURB AND GUTTER,
6.55,6.77,0-NONE ,1,10,33SR002001,MEDIAN,14,GRASS PLOT,
6.55,6.77,0-NONE ,1,12,33SR002001,DRAINAGE,,CURB AND GUTTER,
6.55,6.77,0-NONE ,1,15,33SR002001,PAVEMENT,24,ASPHALT CONCRETE,
6.55,6.77,0-NONE ,1,17,33SR002001,SHOULDER (OUTSIDE),2,ASPHALT CONCRETE,
6.55,6.77,0-NONE ,1,19,33SR002001,DRAINAGE,,CURB, GUTTER & SIDEWALK
6.77,7.09,0-NONE ,1,8,33SR002001,DRAINAGE,,CURB, GUTTER & SIDEWALK
6.77,7.09,0-NONE ,1,9,33SR002001,PAVEMENT,24,ASPHALT CONCRETE,
6.77,7.09,0-NONE ,1,11,33SR002001,2-WAY LT.  TURN LN.,11,ASPHALT CONCRETE,
6.77,7.09,0-NONE ,1,12,33SR002001,PAVEMENT,24,ASPHALT CONCRETE,
6.77,7.09,0-NONE ,1,13,33SR002001,DRAINAGE,,CURB, GUTTER & SIDEWALK
7.09,7.15,0-NONE ,1,8,33SR002001,DRAINAGE,,CURB, GUTTER & SIDEWALK
7.09,7.15,0-NONE ,1,9,33SR002001,SHOULDER (OUTSIDE),10,ASPHALT CONCRETE,
7.09,7.15,0-NONE ,1,10,33SR002001,PAVEMENT,24,ASPHALT CONCRETE,
7.09,7.15,0-NONE ,1,12,33SR002001,2-WAY LT.  TURN LN.,12,ASPHALT CONCRETE,
7.09,7.15,0-NONE ,1,13,33SR002001,PAVEMENT,24,ASPHALT CONCRETE,
7.09,7.15,0-NONE ,1,14,33SR002001,SHOULDER (OUTSIDE),10,ASPHALT CONCRETE,
7.09,7.15,0-NONE ,1,15,33SR002001,DRAINAGE,,CURB, GUTTER & SIDEWALK
7.15,7.17,0-NONE ,1,1,33SR002001,DRAINAGE,,CURB, GUTTER & SIDEWALK
7.15,7.17,0-NONE ,1,3,33SR002001,SHOULDER (OUTSIDE),11,ASPHALT CONCRETE,
7.15,7.17,0-NONE ,1,5,33SR002001,PAVEMENT,24,ASPHALT CONCRETE,
7.15,7.17,0-NONE ,1,8,33SR002001,SHOULDER (INSIDE),2,ASPHALT CONCRETE,
7.15,7.17,0-NONE ,1,9,33SR002001,DRAINAGE,,CURB ONLY,
7.15,7.17,0-NONE ,1,11,33SR002001,MEDIAN,12,NON-MOUNTABLE (CONCRETE),
7.15,7.17,0-NONE ,1,13,33SR002001,DRAINAGE,,CURB ONLY,
7.15,7.17,0-NONE ,1,15,33SR002001,SHOULDER (INSIDE),2,ASPHALT CONCRETE,
7.15,7.17,0-NONE ,1,17,33SR002001,PAVEMENT,24,ASPHALT CONCRETE,
7.15,7.17,0-NONE ,1,19,33SR002001,SHOULDER (OUTSIDE),13,ASPHALT CONCRETE,
7.15,7.17,0-NONE ,1,21,33SR002001,DRAINAGE,,CURB, GUTTER & SIDEWALK
7.17,7.27,0-NONE ,1,1,33SR002001,DRAINAGE,,CURB, GUTTER & SIDEWALK
7.17,7.27,0-NONE ,1,3,33SR002001,SHOULDER (OUTSIDE),11,ASPHALT CONCRETE,
7.17,7.27,0-NONE ,1,5,33SR002001,PAVEMENT,24,ASPHALT CONCRETE,
7.17,7.27,0-NONE ,1,7,33SR002001,SHOULDER (INSIDE),2,ASPHALT CONCRETE,
7.17,7.27,0-NONE ,1,9,33SR002001,DRAINAGE,,CURB ONLY,
7.17,7.27,0-NONE ,1,11,33SR002001,MEDIAN,12,NON-MOUNTABLE (CONCRETE),
7.17,7.27,0-NONE ,1,13,33SR002001,DRAINAGE,,CURB ONLY,
7.17,7.27,0-NONE ,1,15,33SR002001,SHOULDER (INSIDE),2,ASPHALT CONCRETE,
7.17,7.27,0-NONE ,1,17,33SR002001,PAVEMENT,36,ASPHALT CONCRETE,
7.17,7.27,0-NONE ,1,18,33SR002001,ACCELERATION/DECELERATION LANE,12,ASPHALT CONCRETE,
7.17,7.27,0-NONE ,1,19,33SR002001,SHOULDER (OUTSIDE),1,ASPHALT CONCRETE,
7.17,7.27,0-NONE ,1,20,33SR002001,DRAINAGE,,CURB, GUTTER & SIDEWALK
7.27,7.3,0-NONE ,1,1,33SR002001,DRAINAGE,,CURB, GUTTER & SIDEWALK
7.27,7.3,0-NONE ,1,3,33SR002001,SHOULDER (OUTSIDE),11,ASPHALT CONCRETE,
7.27,7.3,0-NONE ,1,5,33SR002001,PAVEMENT,24,ASPHALT CONCRETE,
7.27,7.3,0-NONE ,1,7,33SR002001,SHOULDER (INSIDE),2,ASPHALT CONCRETE,
7.27,7.3,0-NONE ,1,9,33SR002001,DRAINAGE,,CURB ONLY,
7.27,7.3,0-NONE ,1,11,33SR002001,MEDIAN,12,NON-MOUNTABLE (CONCRETE),
7.27,7.3,0-NONE ,1,13,33SR002001,DRAINAGE,,CURB ONLY,
7.27,7.3,0-NONE ,1,15,33SR002001,SHOULDER (INSIDE),2,ASPHALT CONCRETE,
7.27,7.3,0-NONE ,1,17,33SR002001,PAVEMENT,24,ASPHALT CONCRETE,
7.27,7.3,0-NONE ,1,19,33SR002001,SHOULDER (OUTSIDE),11,ASPHALT CONCRETE,
7.27,7.3,0-NONE ,1,21,33SR002001,DRAINAGE,,CURB, GUTTER & SIDEWALK
7.3,7.41,0-NONE ,1,1,33SR002001,DRAINAGE,,CURB, GUTTER & SIDEWALK
7.3,7.41,0-NONE ,1,4,33SR002001,PAVEMENT,24,ASPHALT CONCRETE,
7.3,7.41,0-NONE ,1,8,33SR002001,LEFT TURN LANE,12,ASPHALT CONCRETE,
7.3,7.41,0-NONE ,1,12,33SR002001,PAVEMENT,24,ASPHALT CONCRETE,
7.3,7.41,0-NONE ,1,15,33SR002001,DRAINAGE,,CURB, GUTTER & SIDEWALK
7.41,7.46,0-NONE ,1,1,33SR002001,DRAINAGE,,CURB, GUTTER & SIDEWALK
7.41,7.46,0-NONE ,1,4,33SR002001,PAVEMENT,34,PORTLAND CEMENT CONCRETE,
7.41,7.46,0-NONE ,1,7,33SR002001,DRAINAGE,,CURB ONLY,
7.41,7.46,0-NONE ,1,9,33SR002001,MEDIAN,16,NON-MOUNTABLE (CONCRETE),
7.41,7.46,0-NONE ,1,11,33SR002001,DRAINAGE,,CURB ONLY,
7.41,7.46,0-NONE ,1,14,33SR002001,PAVEMENT,34,PORTLAND CEMENT CONCRETE,
7.41,7.46,0-NONE ,1,17,33SR002001,DRAINAGE,,CURB, GUTTER & SIDEWALK
7.46,7.94,0-NONE ,1,1,33SR002001,DRAINAGE,,CURB, GUTTER & SIDEWALK
7.46,7.94,0-NONE ,1,4,33SR002001,PAVEMENT,34,PORTLAND CEMENT CONCRETE,
7.46,7.94,0-NONE ,1,7,33SR002001,DRAINAGE,,CURB AND GUTTER,
7.46,7.94,0-NONE ,1,9,33SR002001,MEDIAN,18,GRASS PLOT,
7.46,7.94,0-NONE ,1,11,33SR002001,DRAINAGE,,CURB AND GUTTER,
7.46,7.94,0-NONE ,1,14,33SR002001,PAVEMENT,34,PORTLAND CEMENT CONCRETE,
7.46,7.94,0-NONE ,1,17,33SR002001,DRAINAGE,,CURB, GUTTER & SIDEWALK
7.94,8.09,0-NONE ,1,1,33SR002001,DRAINAGE,,CURB, GUTTER & SIDEWALK
7.94,8.09,0-NONE ,1,5,33SR002001,PAVEMENT,36,PORTLAND CEMENT CONCRETE,
7.94,8.09,0-NONE ,1,7,33SR002001,LEFT TURN LANE,12,PORTLAND CEMENT CONCRETE,
7.94,8.09,0-NONE ,1,9,33SR002001,DRAINAGE,,CURB AND GUTTER,
7.94,8.09,0-NONE ,1,10,33SR002001,MEDIAN,4,NON-MOUNTABLE (CONCRETE),
7.94,8.09,0-NONE ,1,11,33SR002001,DRAINAGE,,CURB AND GUTTER,
7.94,8.09,0-NONE ,1,13,33SR002001,PAVEMENT,36,PORTLAND CEMENT CONCRETE,
7.94,8.09,0-NONE ,1,14,33SR002001,SHOULDER (OUTSIDE),2,PORTLAND CEMENT CONCRETE,
7.94,8.09,0-NONE ,1,15,33SR002001,DRAINAGE,,CURB, GUTTER & SIDEWALK
8.09,8.24,0-NONE ,1,1,33SR002001,DRAINAGE,,CURB AND GUTTER,
8.09,8.24,0-NONE ,1,4,33SR002001,PAVEMENT,35,PORTLAND CEMENT CONCRETE,
8.09,8.24,0-NONE ,1,7,33SR002001,DRAINAGE,,CURB AND GUTTER,
8.09,8.24,0-NONE ,1,9,33SR002001,MEDIAN,18,MOUNTABLE (CONCRETE),
8.09,8.24,0-NONE ,1,11,33SR002001,DRAINAGE,,CURB AND GUTTER,
8.09,8.24,0-NONE ,1,14,33SR002001,PAVEMENT,36,PORTLAND CEMENT CONCRETE,
8.09,8.24,0-NONE ,1,16,33SR002001,SHOULDER (OUTSIDE),2,PORTLAND CEMENT CONCRETE,
8.09,8.24,0-NONE ,1,18,33SR002001,DRAINAGE,,CURB, GUTTER & SIDEWALK
8.24,8.37,0-NONE ,1,1,33SR002001,DRAINAGE,,CURB, GUTTER & SIDEWALK
8.24,8.37,0-NONE ,1,4,33SR002001,PAVEMENT,26,ASPHALT CONCRETE,
8.24,8.37,0-NONE ,1,7,33SR002001,DRAINAGE,,CURB ONLY,
8.24,8.37,0-NONE ,1,9,33SR002001,MEDIAN,16,MOUNTABLE (CONCRETE),
8.24,8.37,0-NONE ,1,11,33SR002001,DRAINAGE,,CURB ONLY,
8.24,8.37,0-NONE ,1,14,33SR002001,PAVEMENT,26,ASPHALT CONCRETE,
8.24,8.37,0-NONE ,1,17,33SR002001,DRAINAGE,,CURB, GUTTER & SIDEWALK
8.37,8.49,0-NONE ,1,1,33SR002001,DRAINAGE,,CURB, GUTTER & SIDEWALK
8.37,8.49,0-NONE ,1,4,33SR002001,PAVEMENT,38,ASPHALT CONCRETE,
8.37,8.49,0-NONE ,1,7,33SR002001,DRAINAGE,,CURB ONLY,
8.37,8.49,0-NONE ,1,9,33SR002001,MEDIAN,15,GRASS PLOT,
8.37,8.49,0-NONE ,1,11,33SR002001,DRAINAGE,,CURB ONLY,
8.37,8.49,0-NONE ,1,14,33SR002001,PAVEMENT,38,ASPHALT CONCRETE,
8.37,8.49,0-NONE ,1,17,33SR002001,DRAINAGE,,CURB, GUTTER & SIDEWALK
8.49,8.59,0-NONE ,1,1,33SR002001,DRAINAGE,,CURB, GUTTER & SIDEWALK
8.49,8.59,0-NONE ,1,4,33SR002001,PAVEMENT,34,PORTLAND CEMENT CONCRETE,
8.49,8.59,0-NONE ,1,7,33SR002001,DRAINAGE,,CURB ONLY,
8.49,8.59,0-NONE ,1,9,33SR002001,MEDIAN,16,GRASS PLOT,
8.49,8.59,0-NONE ,1,11,33SR002001,DRAINAGE,,CURB ONLY,
8.49,8.59,0-NONE ,1,14,33SR002001,PAVEMENT,34,PORTLAND CEMENT CONCRETE,
8.49,8.59,0-NONE ,1,17,33SR002001,DRAINAGE,,CURB, GUTTER & SIDEWALK
8.59,10.1,0-NONE ,1,1,33SR002001,DRAINAGE,,CURB, GUTTER & SIDEWALK
8.59,10.1,0-NONE ,1,3,33SR002001,SHOULDER (OUTSIDE),2,PORTLAND CEMENT CONCRETE,
8.59,10.1,0-NONE ,1,5,33SR002001,PAVEMENT,24,ASPHALT CONCRETE,
8.59,10.1,0-NONE ,1,9,33SR002001,2-WAY LT.  TURN LN.,12,ASPHALT CONCRETE,
8.59,10.1,0-NONE ,1,13,33SR002001,PAVEMENT,24,ASPHALT CONCRETE,
8.59,10.1,0-NONE ,1,15,33SR002001,SHOULDER (OUTSIDE),2,PORTLAND CEMENT CONCRETE,
8.59,10.1,0-NONE ,1,17,33SR002001,DRAINAGE,,CURB, GUTTER & SIDEWALK
10.1,10.15,0-NONE ,1,1,33SR002001,DRAINAGE,,CURB, GUTTER & SIDEWALK
10.1,10.15,0-NONE ,1,4,33SR002001,RIGHT TURN LANE,11,ASPHALT CONCRETE,
10.1,10.15,0-NONE ,1,5,33SR002001,PAVEMENT,22,ASPHALT CONCRETE,
10.1,10.15,0-NONE ,1,6,33SR002001,LEFT TURN LANE,11,ASPHALT CONCRETE,
10.1,10.15,0-NONE ,1,7,33SR002001,LEFT TURN LANE,4,ASPHALT CONCRETE,
10.1,10.15,0-NONE ,1,8,33SR002001,PAVEMENT,22,ASPHALT CONCRETE,
10.1,10.15,0-NONE ,1,9,33SR002001,DRAINAGE,,CURB, GUTTER & SIDEWALK
10.15,10.61,0-NONE ,1,1,33SR002001,DRAINAGE,,CURB, GUTTER & SIDEWALK
10.15,10.61,0-NONE ,1,4,33SR002001,PAVEMENT,36,ASPHALT CONCRETE,
10.15,10.61,0-NONE ,1,7,33SR002001,DRAINAGE,,CURB, GUTTER & SIDEWALK
10.61,10.68,0-NONE ,1,1,33SR002001,DRAINAGE,,CURB, GUTTER & SIDEWALK
10.61,10.68,0-NONE ,1,3,33SR002001,SHOULDER (OUTSIDE),4,ASPHALT CONCRETE,
10.61,10.68,0-NONE ,1,5,33SR002001,PAVEMENT,48,ASPHALT CONCRETE,
10.61,10.68,0-NONE ,1,13,33SR002001,SHOULDER (OUTSIDE),4,ASPHALT CONCRETE,
10.61,10.68,0-NONE ,1,15,33SR002001,DRAINAGE,,CURB, GUTTER & SIDEWALK
10.68,11.31,0-NONE ,1,1,33SR002001,DRAINAGE,,CURB, GUTTER & SIDEWALK
10.68,11.31,0-NONE ,1,4,33SR002001,PAVEMENT,21,ASPHALT CONCRETE,
10.68,11.31,0-NONE ,1,8,33SR002001,2-WAY LT.  TURN LN.,11,ASPHALT CONCRETE,
10.68,11.31,0-NONE ,1,12,33SR002001,PAVEMENT,21,ASPHALT CONCRETE,
10.68,11.31,0-NONE ,1,15,33SR002001,DRAINAGE,,CURB, GUTTER & SIDEWALK
11.31,11.33,0-NONE ,1,1,33SR002001,DRAINAGE,,CURB, GUTTER & SIDEWALK
11.31,11.33,0-NONE ,1,3,33SR002001,SHOULDER (OUTSIDE),6,ASPHALT CONCRETE,
11.31,11.33,0-NONE ,1,5,33SR002001,PAVEMENT,21,ASPHALT CONCRETE,
11.31,11.33,0-NONE ,1,7,33SR002001,SHOULDER (INSIDE),3,ASPHALT CONCRETE,
11.31,11.33,0-NONE ,1,9,33SR002001,DRAINAGE,,CURB ONLY,
11.31,11.33,0-NONE ,1,11,33SR002001,MEDIAN,4,NON-MOUNTABLE (CONCRETE),
11.31,11.33,0-NONE ,1,13,33SR002001,DRAINAGE,,CURB ONLY,
11.31,11.33,0-NONE ,1,15,33SR002001,SHOULDER (INSIDE),1,ASPHALT CONCRETE,
11.31,11.33,0-NONE ,1,17,33SR002001,PAVEMENT,21,ASPHALT CONCRETE,
11.31,11.33,0-NONE ,1,19,33SR002001,SHOULDER (OUTSIDE),10,ASPHALT CONCRETE,
11.31,11.33,0-NONE ,1,21,33SR002001,DRAINAGE,,CURB, GUTTER & SIDEWALK
11.33,11.48,0-NONE ,1,1,33SR002001,DRAINAGE,,CURB, GUTTER & SIDEWALK
11.33,11.48,0-NONE ,1,3,33SR002001,SHOULDER (OUTSIDE),2,ASPHALT CONCRETE,
11.33,11.48,0-NONE ,1,5,33SR002001,PAVEMENT,24,ASPHALT CONCRETE,
11.33,11.48,0-NONE ,1,9,33SR002001,MEDIAN,4,PAINTED,
11.33,11.48,0-NONE ,1,13,33SR002001,PAVEMENT,24,ASPHALT CONCRETE,
11.33,11.48,0-NONE ,1,15,33SR002001,SHOULDER (OUTSIDE),2,ASPHALT CONCRETE,
11.33,11.48,0-NONE ,1,17,33SR002001,DRAINAGE,,CURB, GUTTER & SIDEWALK
11.48,11.53,0-NONE ,1,1,33SR002001,DRAINAGE,,CURB, GUTTER & SIDEWALK
11.48,11.53,0-NONE ,1,4,33SR002001,PAVEMENT,24,ASPHALT CONCRETE,
11.48,11.53,0-NONE ,1,6,33SR002001,SHOULDER (INSIDE),10,ASPHALT CONCRETE,
11.48,11.53,0-NONE ,1,8,33SR002001,DRAINAGE,,CURB ONLY,
11.48,11.53,0-NONE ,1,10,33SR002001,MEDIAN,18,GRASS PLOT,
11.48,11.53,0-NONE ,1,12,33SR002001,DRAINAGE,,CURB ONLY,
11.48,11.53,0-NONE ,1,15,33SR002001,PAVEMENT,24,ASPHALT CONCRETE,
11.48,11.53,0-NONE ,1,17,33SR002001,ACCELERATION/DECELERATION LANE,12,ASPHALT CONCRETE,
11.48,11.53,0-NONE ,1,18,33SR002001,SHOULDER (OUTSIDE),2,ASPHALT CONCRETE,
11.48,11.53,0-NONE ,1,19,33SR002001,DRAINAGE,,CURB, GUTTER & SIDEWALK
11.53,11.66,0-NONE ,1,1,33SR002001,DRAINAGE,,CURB, GUTTER & SIDEWALK
11.53,11.66,0-NONE ,1,3,33SR002001,SHOULDER (OUTSIDE),10,ASPHALT CONCRETE,
11.53,11.66,0-NONE ,1,5,33SR002001,PAVEMENT,24,ASPHALT CONCRETE,
11.53,11.66,0-NONE ,1,7,33SR002001,SHOULDER (INSIDE),10,ASPHALT CONCRETE,
11.53,11.66,0-NONE ,1,9,33SR002001,DRAINAGE,,CURB ONLY,
11.53,11.66,0-NONE ,1,11,33SR002001,MEDIAN,18,GRASS PLOT,
11.53,11.66,0-NONE ,1,13,33SR002001,DRAINAGE,,CURB ONLY,
11.53,11.66,0-NONE ,1,16,33SR002001,PAVEMENT,24,ASPHALT CONCRETE,
11.53,11.66,0-NONE ,1,18,33SR002001,SHOULDER (OUTSIDE),10,ASPHALT CONCRETE,
11.53,11.66,0-NONE ,1,20,33SR002001,DRAINAGE,,CURB, GUTTER & SIDEWALK
11.66,11.83,0-NONE ,1,1,33SR002001,DRAINAGE,,CURB, GUTTER & SIDEWALK
11.66,11.83,0-NONE ,1,3,33SR002001,SHOULDER (OUTSIDE),24,PORTLAND CEMENT CONCRETE,
11.66,11.83,0-NONE ,1,7,33SR002001,DRAINAGE,,CURB ONLY,
11.66,11.83,0-NONE ,1,9,33SR002001,MEDIAN,31,OTHER BARRIER,
11.66,11.83,0-NONE ,1,11,33SR002001,DRAINAGE,,CURB ONLY,
11.66,11.83,0-NONE ,1,14,33SR002001,PAVEMENT,24,PORTLAND CEMENT CONCRETE,
11.66,11.83,0-NONE ,1,17,33SR002001,DRAINAGE,,CURB, GUTTER & SIDEWALK
11.83,12.35,0-NONE ,1,1,33SR002001,DRAINAGE,,CURB, GUTTER & SIDEWALK
11.83,12.35,0-NONE ,1,3,33SR002001,PARKING LANE,6,ASPHALT CONCRETE,
11.83,12.35,0-NONE ,1,5,33SR002001,PAVEMENT,22,ASPHALT CONCRETE,
11.83,12.35,0-NONE ,1,9,33SR002001,2-WAY LT.  TURN LN.,12,ASPHALT CONCRETE,
11.83,12.35,0-NONE ,1,13,33SR002001,PAVEMENT,22,ASPHALT CONCRETE,
11.83,12.35,0-NONE ,1,15,33SR002001,SHOULDER (OUTSIDE),2,ASPHALT CONCRETE,
11.83,12.35,0-NONE ,1,17,33SR002001,DRAINAGE,,CURB, GUTTER & SIDEWALK
12.35,12.47,0-NONE ,1,1,33SR002001,DRAINAGE,,CURB, GUTTER & SIDEWALK
12.35,12.47,0-NONE ,1,3,33SR002001,SHOULDER (OUTSIDE),6,ASPHALT CONCRETE,
12.35,12.47,0-NONE ,1,5,33SR002001,PAVEMENT,24,ASPHALT CONCRETE,
12.35,12.47,0-NONE ,1,9,33SR002001,2-WAY LT.  TURN LN.,12,ASPHALT CONCRETE,
12.35,12.47,0-NONE ,1,13,33SR002001,PAVEMENT,24,ASPHALT CONCRETE,
12.35,12.47,0-NONE ,1,15,33SR002001,RIGHT TURN LANE,12,ASPHALT CONCRETE,
12.35,12.47,0-NONE ,1,17,33SR002001,DRAINAGE,,CURB, GUTTER & SIDEWALK
12.47,12.63,0-NONE ,1,1,33SR002001,DRAINAGE,,CURB, GUTTER & SIDEWALK
12.47,12.63,0-NONE ,1,3,33SR002001,SHOULDER (OUTSIDE),2,ASPHALT CONCRETE,
12.47,12.63,0-NONE ,1,5,33SR002001,PAVEMENT,22,ASPHALT CONCRETE,
12.47,12.63,0-NONE ,1,7,33SR002001,2-WAY LT.  TURN LN.,12,ASPHALT CONCRETE,
12.47,12.63,0-NONE ,1,13,33SR002001,PAVEMENT,22,ASPHALT CONCRETE,
12.47,12.63,0-NONE ,1,15,33SR002001,SHOULDER (OUTSIDE),2,ASPHALT CONCRETE,
12.47,12.63,0-NONE ,1,17,33SR002001,DRAINAGE,,CURB, GUTTER & SIDEWALK
12.63,12.73,0-NONE ,1,1,33SR002001,DRAINAGE,,CURB, GUTTER & SIDEWALK
12.63,12.73,0-NONE ,1,2,33SR002001,SHOULDER (OUTSIDE),2,ASPHALT CONCRETE,
12.63,12.73,0-NONE ,1,3,33SR002001,PAVEMENT,22,ASPHALT CONCRETE,
12.63,12.73,0-NONE ,1,4,33SR002001,2-WAY LT.  TURN LN.,12,ASPHALT CONCRETE,
12.63,12.73,0-NONE ,1,5,33SR002001,PAVEMENT,22,ASPHALT CONCRETE,
12.63,12.73,0-NONE ,1,6,33SR002001,SHOULDER (OUTSIDE),8,ASPHALT CONCRETE,
12.63,12.73,0-NONE ,1,7,33SR002001,DRAINAGE,,CURB AND GUTTER,
12.73,12.91,0-NONE ,1,1,33SR002001,DRAINAGE,,CURB AND GUTTER,
12.73,12.91,0-NONE ,1,2,33SR002001,SHOULDER (OUTSIDE),2,ASPHALT CONCRETE,
12.73,12.91,0-NONE ,1,3,33SR002001,PAVEMENT,22,ASPHALT CONCRETE,
12.73,12.91,0-NONE ,1,4,33SR002001,2-WAY LT.  TURN LN.,12,ASPHALT CONCRETE,
12.73,12.91,0-NONE ,1,5,33SR002001,PAVEMENT,22,ASPHALT CONCRETE,
12.73,12.91,0-NONE ,1,6,33SR002001,SHOULDER (OUTSIDE),2,ASPHALT CONCRETE,
12.73,12.91,0-NONE ,1,7,33SR002001,DRAINAGE,,CURB AND GUTTER,
12.91,13.04,0-NONE ,1,1,33SR002001,DRAINAGE,,CURB AND GUTTER,
12.91,13.04,0-NONE ,1,2,33SR002001,SHOULDER (OUTSIDE),2,ASPHALT CONCRETE,
12.91,13.04,0-NONE ,1,3,33SR002001,PAVEMENT,22,ASPHALT CONCRETE,
12.91,13.04,0-NONE ,1,4,33SR002001,2-WAY LT.  TURN LN.,12,ASPHALT CONCRETE,
12.91,13.04,0-NONE ,1,5,33SR002001,PAVEMENT,22,ASPHALT CONCRETE,
12.91,13.04,0-NONE ,1,6,33SR002001,SHOULDER (OUTSIDE),8,ASPHALT CONCRETE,
12.91,13.04,0-NONE ,1,7,33SR002001,DRAINAGE,,CURB, GUTTER & SIDEWALK
13.04,13.33,0-NONE ,1,1,33SR002001,DRAINAGE,,CURB AND GUTTER,
13.04,13.33,0-NONE ,1,4,33SR002001,PAVEMENT,24,ASPHALT CONCRETE,
13.04,13.33,0-NONE ,1,8,33SR002001,2-WAY LT.  TURN LN.,12,ASPHALT CONCRETE,
13.04,13.33,0-NONE ,1,12,33SR002001,PAVEMENT,24,ASPHALT CONCRETE,
13.04,13.33,0-NONE ,1,15,33SR002001,DRAINAGE,,CURB AND GUTTER,
13.33,13.44,0-NONE ,1,1,33SR002001,DRAINAGE,,CURB, GUTTER & SIDEWALK
13.33,13.44,0-NONE ,1,3,33SR002001,BIKE LANE,4,ASPHALT CONCRETE,
13.33,13.44,0-NONE ,1,5,33SR002001,PAVEMENT,22,ASPHALT CONCRETE,
13.33,13.44,0-NONE ,1,9,33SR002001,2-WAY LT.  TURN LN.,12,ASPHALT CONCRETE,
13.33,13.44,0-NONE ,1,13,33SR002001,PAVEMENT,22,ASPHALT CONCRETE,
13.33,13.44,0-NONE ,1,15,33SR002001,BIKE LANE,4,ASPHALT CONCRETE,
13.33,13.44,0-NONE ,1,16,33SR002001,SHOULDER (OUTSIDE),4,ASPHALT CONCRETE,
13.33,13.44,0-NONE ,1,17,33SR002001,DRAINAGE,,CURB AND GUTTER,
13.44,13.55,0-NONE ,1,1,33SR002001,DRAINAGE,,CURB, GUTTER & SIDEWALK
13.44,13.55,0-NONE ,1,3,33SR002001,BIKE LANE,6,ASPHALT CONCRETE,
13.44,13.55,0-NONE ,1,5,33SR002001,PAVEMENT,22,ASPHALT CONCRETE,
13.44,13.55,0-NONE ,1,9,33SR002001,2-WAY LT.  TURN LN.,12,ASPHALT CONCRETE,
13.44,13.55,0-NONE ,1,13,33SR002001,PAVEMENT,22,ASPHALT CONCRETE,
13.44,13.55,0-NONE ,1,15,33SR002001,SHOULDER (OUTSIDE),6,ASPHALT CONCRETE,
13.44,13.55,0-NONE ,1,17,33SR002001,DRAINAGE,,CURB AND GUTTER,
13.55,13.72,0-NONE ,1,1,33SR002001,DRAINAGE,,CURB, GUTTER & SIDEWALK
13.55,13.72,0-NONE ,1,2,33SR002001,SHOULDER (OUTSIDE),6,ASPHALT CONCRETE,
13.55,13.72,0-NONE ,1,3,33SR002001,BIKE LANE,22,ASPHALT CONCRETE,
13.55,13.72,0-NONE ,1,4,33SR002001,2-WAY LT.  TURN LN.,12,ASPHALT CONCRETE,
13.55,13.72,0-NONE ,1,5,33SR002001,PAVEMENT,22,ASPHALT CONCRETE,
13.55,13.72,0-NONE ,1,6,33SR002001,BIKE LANE,4,ASPHALT CONCRETE,
