BLM,ELM,Co. Seq.,ID_NUMBER,Thru_Lanes,ROW ,Num_Lns,Spd Limit,Terrain,Land Use,Illum,Operation,Acc. Ctrl.,Sch Spd Limit,Truck Spd Limit
0.502,0.57,1,330A044001,2,44,2,15,2,7,1,2,0,,
0.57,0.79,1,330A044001,2,40,2,15,2,7,1,2,0,,
0.79,0.906,1,330A044001,2,48,2,15,2,7,1,2,0,,
0,0.082,1,330A045001,1,36,1,,2,7,1,2,0,,
0,1.694,1,330A046001,2,48,2,,2,7,1,2,0,,
0,0.142,1,330A047001,2,52,2,,2,0,,2,0,,
0.142,0.348,1,330A047001,2,56,2,,2,0,,2,0,,
0.348,0.618,1,330A047001,2,48,2,,2,0,,2,0,,
0.618,0.809,1,330A047001,2,52,2,25,2,7,1,2,0,15,
0,0.09,1,330A048001,2,52,2,25,2,7,1,2,0,,
0.09,0.403,1,330A048001,2,40,2,25,2,7,1,2,0,,
0,0.32,1,330A049001,2,56,2,,2,9,1,2,0,,
0,0.272,1,330A050001,2,44,2,,2,7,1,2,0,,
0,0.057,1,330A051001,2,42,2,,2,7,,2,0,,
0,0.35,1,330A052001,2,60,2,25,2,7,1,2,0,,
0.35,0.757,1,330A052001,2,44,2,25,2,7,1,2,0,,
0,0.097,1,330A053001,2,44,2,,2,7,1,2,0,,
0,0.188,1,330A054001,2,48,2,,2,7,,2,0,,
0,0.151,1,330A055001,2,40,2,,2,0,,2,0,,
0,0.095,1,330A056001,2,36,2,,2,7,1,2,0,,
0,0.482,1,330A057001,2,44,2,25,2,7,,2,0,,
0,0.733,1,330A058001,2,46,2,25,2,7,1,2,0,,
0,0.231,1,330A059001,2,40,2,25,2,7,1,2,0,,
0,0.067,1,330A060001,2,40,2,,2,7,1,2,0,,
0,0.183,1,330A061001,2,38,2,,2,0,1,2,0,,
0.183,0.323,1,330A061001,2,40,2,,2,0,,2,0,,
0,0.78,1,330A062001,2,48,2,,2,7,1,2,0,,
0,0.217,1,330A063001,2,42,2,,2,7,,2,0,,
0,0.414,1,330A064001,2,42,2,,2,7,1,2,0,,
0,0.14,1,330A065001,2,72,2,25,2,7,1,2,0,,
0.14,1.215,1,330A065001,2,56,2,25,2,7,1,2,0,,
0,0.576,1,330A066001,2,56,2,,2,7,1,2,0,,
0,0.11,1,330A067001,2,56,2,,2,7,1,2,0,,
0,0.47,1,330A068001,2,56,2,,2,7,,2,0,,
0,0.106,1,330A069001,2,56,2,,2,7,,2,0,,
0,0.365,1,330A070001,2,42,2,,2,7,1,2,0,,
0,0.153,1,330A071001,2,42,2,,2,7,1,2,0,,
0,0.363,1,330A072001,2,42,2,,2,7,1,2,0,,
0,0.27,1,330A073001,2,46,2,,2,7,1,2,0,,
0,0.086,1,330A074001,2,42,2,,2,7,1,2,0,,
0,0.075,1,330A075001,2,42,2,,2,7,1,2,0,,
0,0.258,1,330A076001,2,42,2,,2,7,1,2,0,,
0,0.358,1,330A077001,2,42,2,25,2,7,1,2,0,,
0,0.138,1,330A078001,2,56,2,,2,7,1,2,0,,
0,0.218,1,330A079001,2,56,2,,2,7,1,2,0,,
0,0.387,1,330A080001,2,50,2,,2,7,,2,0,,
0,0.117,1,330A081001,2,44,2,,2,7,,2,0,,
0,0.092,1,330A082001,2,44,2,,2,0,,2,0,,
0.092,0.181,1,330A082001,2,44,2,,2,7,1,2,0,,
0,0.556,1,330A083001,2,42,2,,2,7,1,2,0,,
0,0.12,1,330A084001,2,36,2,,2,7,1,2,0,,
0,0.089,1,330A085001,2,60,2,,2,7,1,2,0,,
0,0.092,1,330A086001,2,42,2,,2,7,1,2,0,,
0,0.075,1,330A087001,2,50,2,,2,7,1,2,0,,
0.075,0.287,1,330A087001,2,56,2,,2,7,1,2,0,,
0,0.331,1,330A088001,2,44,2,,2,7,1,2,0,,
0,1.68,1,330A089001,2,48,2,35,2,0,,2,0,,
0,0.282,1,330A090001,2,60,2,,2,7,1,2,0,,
0,0.402,1,330A091001,2,56,2,,2,0,,2,0,,
0.402,0.767,1,330A091001,2,56,2,25,2,7,1,2,0,,
0,0.394,1,330A092001,2,56,2,,2,0,,2,0,,
0.394,0.591,1,330A092001,2,48,2,25,2,7,1,2,0,,
0,0.107,1,330A093001,2,42,2,,2,7,1,2,0,,
0,0.135,1,330A094001,2,46,2,,2,7,1,2,0,,
0,0.164,1,330A095001,2,42,2,,2,7,1,2,0,,
0,0.055,1,330A096001,2,40,2,25,2,2,1,2,0,,
0.055,1.12,1,330A096001,2,36,2,25,2,7,1,2,0,,
1.12,1.149,1,330A096001,2,50,2,25,2,2,1,2,0,,
0,0.081,1,330A097001,2,52,2,,2,7,,2,0,,
0,0.326,1,330A098001,2,64,2,,2,5,1,2,0,,
0.326,0.428,1,330A098001,2,48,2,,2,0,,2,0,,
0,0.23,1,330A099001,2,42,2,,2,7,,2,0,,
0,0.557,1,330A100001,2,42,2,,2,7,1,2,0,,
0,0.284,1,330A101001,2,42,2,,2,7,1,2,0,,
0,0.49,1,330A102001,2,42,2,,2,7,1,2,0,,
0,0.274,1,330A103001,2,40,2,,2,7,1,2,0,,
0,0.182,1,330A104001,2,42,2,25,2,7,1,2,0,,
0,0.413,1,330A105001,2,44,2,,2,7,1,2,0,,
0,0.193,1,330A106001,2,42,2,,2,7,1,2,0,,
0,0.18,1,330A107001,2,46,2,,2,0,,2,0,,
0.18,0.639,1,330A107001,2,64,2,,2,7,1,2,0,,
0,0.338,1,330A108001,2,64,2,,2,7,1,2,0,,
0,0.399,1,330A109001,2,42,2,25,2,7,1,2,0,,
0,0.098,1,330A110001,2,64,2,,2,0,,2,0,,
0.098,0.297,1,330A110001,2,64,2,,2,5,1,1,0,,
0,0.4,1,330A111001,2,40,2,,2,7,1,1,0,,
0,0.117,1,330A112001,2,36,2,,2,7,1,2,0,,
0,0.295,1,330A113001,2,56,2,,2,0,,2,0,,
0.295,0.379,1,330A113001,2,56,2,,2,7,1,2,0,15,
0.379,0.906,1,330A113001,2,56,2,30,2,7,1,2,0,,
0,0.044,1,330A114001,2,36,2,,2,7,,2,0,,
0,0.105,1,330A115001,1,32,1,,2,7,,2,0,,
0,0.231,1,330A116001,2,46,2,,2,7,1,2,0,,
0,0.164,1,330A117001,2,46,2,,2,7,,2,0,,
0,0.247,1,330A118001,2,40,2,,2,7,1,2,0,,
0.247,0.428,1,330A118001,2,42,2,,2,7,1,2,0,,
0,0.514,1,330A119001,2,44,2,,2,7,1,2,0,,
0,0.178,1,330A120001,2,42,2,,2,7,1,2,0,,
0,0.239,1,330A121001,2,102,2,25,2,7,1,2,0,,
0.239,0.684,1,330A121001,2,75,2,25,2,7,1,2,0,,
0,0.243,1,330A122001,2,48,2,,2,7,1,2,0,,
0,0.078,1,330A123001,2,40,2,,2,7,1,2,0,,
0,0.631,1,330A124001,2,46,2,25,2,7,1,2,0,,
0,0.155,1,330A125001,1,34,1,,2,7,1,2,0,,
0,0.454,1,330A126001,2,44,2,30,2,7,1,2,0,,
0,0.161,1,330A127001,1,34,1,,2,7,1,2,0,,
0,0.433,1,330A128001,2,44,2,,2,7,1,2,0,,
0.433,0.937,1,330A128001,2,42,2,,2,7,1,2,0,,
0,0.532,1,330A129001,2,48,2,,2,7,,2,0,,
0,0.469,1,330A130001,2,46,2,,2,0,,2,0,,
0,1.025,1,330A131001,2,44,2,,2,7,,2,0,,
0,0.392,1,330A132001,2,42,2,,2,7,,2,0,,
0,0.069,1,330A133001,2,44,2,,2,7,1,2,0,,
0,0.138,1,330A134001,2,42,2,,2,7,1,2,0,,
0,0.447,1,330A135001,2,48,2,,2,7,1,2,0,,
0,0.099,1,330A136001,2,44,2,,2,0,,2,0,,
0.099,0.338,1,330A136001,2,44,2,25,2,7,,2,0,,
0.338,0.45,1,330A136001,2,42,2,25,2,7,,2,0,,
0,0.644,1,330A137001,2,46,2,,2,0,,2,0,,
0,0.32,1,330A138001,2,44,2,,2,7,1,2,0,,
0,0.284,1,330A139001,2,44,2,,2,7,1,2,0,,
0,1.079,1,330A140001,2,44,2,,2,7,1,2,0,,
0,0.152,1,330A141001,2,52,2,25,2,7,,2,0,,
0,0.209,1,330A142001,2,52,2,,2,7,,2,0,,
0,0.908,1,330A143001,2,52,2,,2,7,1,2,0,,
0,0.05,1,330A144001,2,52,2,,2,7,1,2,0,,
0,0.069,1,330A145001,2,52,2,,2,7,1,2,0,,
0,0.137,1,330A146001,2,52,2,,2,2,1,2,0,,
0.137,0.308,1,330A146001,2,52,2,,2,0,,2,0,,
0,0.153,1,330A147001,2,52,2,,2,7,1,2,0,,
0,0.325,1,330A148001,2,50,2,,2,7,1,2,0,,
0,0.051,1,330A149001,2,40,2,,2,7,1,2,0,,
0,0.747,1,330A150001,2,64,2,,2,7,1,2,0,,
0.747,1.172,1,330A150001,2,64,2,35,2,0,,2,0,,
0,0.064,1,330A151001,2,52,2,,2,7,1,2,0,,
0,0.068,1,330A152001,2,48,2,,2,7,1,2,0,,
0,0.331,1,330A153001,2,44,2,,2,7,1,2,0,,
0,0.09,1,330A154001,2,52,2,,2,7,,2,0,,
0,0.096,1,330A155001,1,32,1,,2,7,,2,0,,
0,0.446,1,330A156001,2,44,2,,2,7,,2,0,,
0,0.123,1,330A157001,2,50,2,,2,7,1,2,0,,
0,0.072,1,330A158001,2,72,2,,2,7,1,2,0,,
0.072,0.397,1,330A158001,2,52,2,,2,0,,2,0,,
0,0.484,1,330A159001,2,60,2,,2,0,,2,0,,
0.484,0.953,1,330A159001,2,44,2,,2,7,1,2,0,,
0,0.297,1,330A160001,2,60,2,,2,7,,2,0,,
0,0.446,1,330A161001,2,44,2,,2,7,1,2,0,,
0,0.188,1,330A162001,2,44,2,,2,7,1,2,0,,
0,0.079,1,330A163001,2,46,2,,2,7,1,2,0,,
0,0.232,1,330A164001,2,44,2,,2,7,,2,0,15,
0,0.041,1,330A165001,2,52,2,,2,7,,2,0,,
0,1.015,1,330A166001,2,48,2,,2,7,,2,0,,
1.015,1.312,1,330A166001,2,40,2,,2,0,,2,0,,
0,0.108,1,330A167001,2,68,2,,2,7,1,2,0,,
0,0.132,1,330A168001,2,48,2,,2,7,1,2,0,,
0.132,0.546,1,330A168001,2,60,2,,2,7,1,2,0,,
0.546,0.798,1,330A168001,2,44,2,,2,0,,2,0,,
0,0.206,1,330A169001,2,52,2,,2,7,1,2,0,,
0.206,0.636,1,330A169001,2,68,2,,2,0,,2,0,,
0,0.17,1,330A170001,2,64,2,,2,0,,2,0,,
0.17,0.302,1,330A170001,1,36,1,,2,7,1,2,0,,
0,0.247,1,330A171001,2,40,2,,2,7,,2,0,,
0,0.142,1,330A172001,2,44,2,,2,7,1,2,0,,
0,0.173,1,330A173001,2,56,2,,2,7,1,2,0,,
0,0.132,1,330A174001,2,56,2,,2,7,1,2,0,,
0,0.077,1,330A175001,2,46,2,,2,7,1,2,0,,
0,0.13,1,330A176001,2,64,2,,2,7,,2,0,,
0.13,0.393,1,330A176001,2,56,2,,2,7,,2,0,,
0,0.545,1,330A177001,2,56,2,,2,7,1,2,0,,
0,0.378,1,330A178001,2,64,2,,2,7,1,2,0,,
0,0.176,1,330A179001,2,44,2,,2,7,,2,0,,
0,0.069,1,330A180001,2,44,2,,2,7,1,2,0,,
0,0.16,1,330A181001,2,44,2,,2,7,1,2,0,,
0,0.26,1,330A182001,2,40,2,,2,7,,2,0,,
0.26,0.621,1,330A182001,2,48,2,,2,7,,2,0,,
0.621,0.839,1,330A182001,2,56,2,,2,7,,2,0,,
0,0.079,1,330A183001,2,56,2,,2,7,1,2,0,,
0,0.145,1,330A184001,2,52,2,,2,0,,2,0,,
0.145,0.34,1,330A184001,2,40,2,,2,7,1,2,0,,
0,0.105,1,330A185001,2,44,2,,2,7,1,2,0,,
0.105,0.237,1,330A185001,2,40,2,,2,7,1,2,0,,
0,0.222,1,330A186001,2,42,2,,2,7,,2,0,,
0,1.212,1,330A187001,2,84,2,,2,7,1,2,0,,
1.212,1.231,1,330A187001,2,40,2,,2,0,,2,0,,
0,0.395,1,330A188001,2,84,2,,2,0,,2,0,,
0.395,0.615,1,330A188001,2,40,2,25,2,7,1,2,0,,
0,0.142,1,330A189001,2,40,2,,2,7,1,2,0,,
0,0.222,1,330A190001,2,72,2,,2,7,1,2,0,,
0,0.15,1,330A191001,2,48,2,,2,7,1,2,0,,
0,0.09,1,330A192001,2,64,2,,2,7,1,2,0,,
0.09,0.233,1,330A192001,2,48,2,,2,0,,2,0,,
0,0.118,1,330A193001,2,96,2,,2,0,,2,0,,
0.118,0.614,1,330A193001,2,58,2,25,2,7,1,2,0,,
0,0.382,1,330A194001,2,64,2,,2,7,,2,0,,
0,0.153,1,330A195001,2,52,2,,2,7,1,2,0,,
0,0.473,1,330A196001,2,56,2,,2,7,1,2,0,,
0,0.163,1,330A197001,2,56,2,,2,7,1,2,0,,
0,0.08,1,330A198001,2,76,2,,2,7,,2,0,,
0.08,0.37,1,330A198001,2,52,2,,2,7,,2,0,,
0.37,0.546,1,330A198001,2,68,2,,2,7,,2,0,,
0,0.123,1,330A199001,2,48,2,,2,7,1,2,0,,
0,0.136,1,330A200001,2,88,2,,2,7,1,2,0,,
0,0.111,1,330A201001,2,88,2,,2,0,0,2,0,,
0.111,0.494,1,330A201001,2,88,2,,2,7,0,2,0,,
0,0.381,1,330A202001,2,52,2,,2,7,1,2,0,,
0,0.145,1,330A203001,2,40,2,,2,7,1,2,0,,
0,0.558,1,330A204001,2,52,2,,2,0,,2,0,,
0.558,0.676,1,330A204001,2,40,2,,2,7,,2,0,,
0,0.23,1,330A205001,1,34,1,,2,7,1,2,0,,
0,0.322,1,330A206001,2,88,2,,2,0,,2,0,,
0.322,0.817,1,330A206001,2,88,2,,2,7,,2,0,,
0,0.225,1,330A207001,2,52,2,,2,7,1,2,0,,
0,0.112,1,330A208001,2,52,2,,2,7,,2,0,,
0,0.381,1,330A209001,2,88,2,,2,0,,2,0,,
0.381,0.942,1,330A209001,2,88,2,25,2,7,1,2,0,,
0,0.207,1,330A210001,2,88,2,,2,7,1,2,0,,
0,0.477,1,330A211001,2,88,2,,2,7,1,2,0,,
0,0.103,1,330A212001,2,40,2,,2,7,1,2,0,,
0,0.259,1,330A213001,2,76,2,,2,7,1,2,0,,
0,0.153,1,330A214001,2,48,2,,2,7,1,2,0,,
0.153,0.222,1,330A214001,2,60,2,,2,7,1,2,0,,
0.222,0.414,1,330A214001,2,56,2,,2,7,1,2,0,,
0,0.047,1,330A215001,2,120,2,,2,7,0,2,0,,
0,0.167,1,330A216001,2,38,2,,2,7,1,1,0,,
0,0.16,1,330A217001,2,48,2,,2,0,,2,0,,
0.16,0.306,1,330A217001,1,28,1,,2,7,1,2,0,,
0,0.069,1,330A218001,2,50,2,,2,7,1,2,0,,
0,0.215,1,330A219001,2,52,2,25,2,7,1,2,0,,
0,0.11,1,330A220001,2,56,2,,2,7,1,2,0,,
0,0.19,1,330A221001,2,56,2,,2,7,1,2,0,,
0,0.205,1,330A222001,2,120,2,,2,0,0,2,0,,
0,0.2,1,330A223001,2,68,2,,2,0,,2,0,,
0.2,0.371,1,330A223001,2,48,2,25,2,7,1,2,0,,
0,0.075,1,330A224001,2,48,2,,2,0,,2,0,,
0.075,0.18,1,330A224001,2,34,2,,2,7,1,2,0,,
0.18,0.377,1,330A224001,2,52,2,,2,7,1,2,0,,
0,0.124,1,330A225001,1,28,1,,2,7,,2,0,,
0,0.05,1,330A226001,2,44,2,,2,7,,2,0,,
0,0.219,1,330A227001,2,52,2,,2,7,1,2,0,,
0,0.25,1,330A228001,1,28,1,,2,7,,2,0,,
0,0.165,1,330A229001,2,40,2,,2,0,,2,0,,
0,0.125,1,330A230001,2,46,2,,2,0,,2,0,,
0.125,0.507,1,330A230001,2,40,2,,2,7,1,2,0,,
0,0.099,1,330A231001,2,56,2,,2,9,1,2,0,,
0.099,0.325,1,330A231001,2,50,2,,2,9,1,2,0,,
0,0.035,1,330A232001,2,50,2,,2,2,1,2,0,,
0,0.224,1,330A233001,2,44,2,,2,7,,2,0,,
0,0.408,1,330A234001,2,88,2,,2,7,1,2,0,,
0,0.418,1,330A235001,2,76,2,,2,7,1,2,0,,
0,0.177,1,330A236001,2,48,2,,2,7,1,2,0,,
0.177,0.289,1,330A236001,2,48,2,,2,7,1,1,0,,
0.289,0.673,1,330A236001,2,40,2,,2,0,,2,0,,
0,0.066,1,330A237001,2,76,2,,2,7,1,2,0,,
0,0.285,1,330A238001,2,50,2,,2,7,,2,0,,
0,0.077,1,330A239001,2,40,2,30,2,7,1,2,0,,
0,0.181,1,330A240001,2,76,2,,2,7,1,2,0,,
0,0.125,1,330A241001,2,72,2,,2,7,1,2,0,,
0,0.152,1,330A242001,1,36,1,,2,0,,2,0,,
0,0.134,1,330A243001,2,76,2,,2,7,1,2,0,,
0,0.173,1,330A244001,2,64,2,30,2,7,1,2,0,,
0,0.101,1,330A245001,2,76,2,,2,0,,2,0,,
0.101,0.429,1,330A245001,2,76,2,25,2,7,1,2,0,15,
0,0.064,1,330A246001,2,52,2,,2,7,1,2,0,,
0,0.208,1,330A247001,2,76,2,,2,7,1,2,0,,
0,0.265,1,330A248001,2,76,2,,2,7,1,2,0,,
0,0.112,1,330A249001,2,56,2,,2,7,1,2,0,,
0,0.124,1,330A250001,2,38,2,,2,0,,2,0,,
0.124,0.223,1,330A250001,1,35,1,,2,7,1,2,0,,
0,0.08,1,330A251001,2,48,2,,2,7,1,2,0,,
0.08,0.258,1,330A251001,2,44,2,,2,7,1,2,0,,
0,0.156,1,330A252001,2,68,2,,2,7,1,2,0,,
0,0.191,1,330A253001,2,48,2,30,2,7,1,2,0,,
0,0.176,1,330A254001,2,44,2,,2,7,,2,0,,
0,0.253,1,330A255001,1,40,1,,2,4,1,1,0,,
0,0.108,1,330A256001,2,58,2,,2,7,1,2,0,,
0,0.175,1,330A257001,2,56,2,,2,7,1,2,0,,
0,0.167,1,330A258001,2,56,2,30,2,7,1,2,0,,
0,0.071,1,330A259001,2,48,2,,2,7,1,2,0,,
0,0.136,1,330A260001,2,48,2,,2,7,1,2,0,,
0.136,0.768,1,330A260001,2,68,2,,2,0,,2,0,,
0,0.5,1,330A261001,2,68,2,,2,7,1,2,0,,
0,0.061,1,330A262001,2,48,2,,2,0,,2,0,,
0.061,0.13,1,330A262001,2,48,2,,2,7,1,2,0,,
0.13,0.216,1,330A262001,1,28,1,,2,7,1,2,0,,
0,0.202,1,330A263001,2,56,2,30,2,7,1,2,0,,
0.202,0.284,1,330A263001,2,44,2,30,2,7,1,2,0,,
0,0.36,1,330A264001,2,56,2,,2,7,1,2,0,,
0,0.322,1,330A265001,2,64,2,,2,7,1,2,0,,
0.322,0.446,1,330A265001,2,64,2,,2,0,,2,0,,
0,0.073,1,330A266001,2,68,2,,2,0,,2,0,,
0.073,0.235,1,330A266001,2,68,2,,2,7,1,2,0,,
0,0.05,1,330A267001,2,56,2,25,2,7,1,2,0,,
0.05,0.13,1,330A267001,2,36,2,30,2,7,1,1,0,,
0.13,0.225,1,330A267001,2,30,2,,2,9,1,2,0,,
0.225,0.385,1,330A267001,2,30,2,,2,9,1,1,0,,
0.385,0.488,1,330A267001,2,36,2,,2,9,1,1,0,,
0,0.042,1,330A268001,2,44,2,30,2,7,1,2,0,,
0,0.033,1,330A269001,2,88,2,25,2,7,0,2,0,,
0.033,0.142,1,330A269001,4,70,4,25,2,7,0,2,0,,
0,0.3,1,330A270001,2,72,2,,2,0,,2,0,,
0.3,0.496,1,330A270001,2,54,2,,2,7,1,1,0,,
0,0.146,1,330A271001,2,40,2,,2,7,1,2,0,,
0.146,0.265,1,330A271001,2,40,2,,2,0,,2,0,,
0,0.047,1,330A272001,2,56,2,,2,7,1,2,0,,
0,0.054,1,330A273001,2,48,2,,2,7,1,2,0,,
0,0.116,1,330A274001,2,46,2,,2,0,,2,0,,
0.116,0.276,1,330A274001,1,32,1,,2,7,,2,0,,
0,0.119,1,330A275001,2,48,2,,2,7,1,2,0,,
0.119,0.212,1,330A275001,2,48,2,,2,7,1,1,0,,
0.212,0.305,1,330A275001,2,50,2,,2,0,,2,0,,
0,0.077,1,330A276001,2,36,2,,2,7,1,2,0,,
0,0.224,1,330A277001,2,40,2,,2,7,1,2,0,,
0,0.192,1,330A278001,1,28,1,,2,7,,2,0,,
0,0.1,1,330A279001,2,48,2,,2,0,,2,0,,
0.1,0.166,1,330A279001,2,36,2,,2,7,1,2,0,,
0,0.223,1,330A280001,2,72,2,,2,7,1,2,0,,
0.223,0.305,1,330A280001,2,48,2,,2,7,1,2,0,,
0.305,0.442,1,330A280001,2,44,2,,2,0,,2,0,,
0,0.299,1,330A281001,2,44,2,30,2,7,1,2,0,,
0,0.098,1,330A282001,2,50,2,,2,7,,2,0,,
0,0.082,1,330A283001,2,48,2,,2,7,1,2,0,,
0,0.043,1,330A284001,2,46,2,,2,2,1,2,0,,
0,0.033,1,330A285001,2,50,2,,2,2,1,2,0,,
0,0.12,1,330A286001,2,42,2,,2,5,1,2,0,,
0.12,0.282,1,330A286001,2,54,2,,2,5,1,2,0,,
0,0.183,1,330A287001,2,60,2,,2,0,1,1,0,,
0.183,0.431,1,330A287001,2,44,2,,2,7,1,1,0,,
0,0.047,1,330A288001,2,40,2,30,2,7,1,2,0,,
0,0.053,1,330A289001,1,24,1,,2,7,,2,0,,
0,0.094,1,330A290001,2,44,2,30,2,7,1,2,0,,
0,0.108,1,330A291001,2,46,2,30,2,7,,2,0,,
0,0.05,1,330A292001,1,28,1,,2,7,,2,0,,
0,0.2,1,330A293001,2,68,2,25,2,7,1,2,0,,
0.2,0.276,1,330A293001,2,64,2,25,2,7,1,2,0,,
0,0.047,1,330A294001,2,44,2,,2,7,1,2,0,,
0,0.202,1,330A295001,2,52,2,,2,0,,2,0,,
0,0.339,1,330A296001,2,56,2,,2,4,1,2,0,,
0.339,0.723,1,330A296001,2,54,2,,2,4,1,2,0,,
0.723,0.83,1,330A296001,2,54,2,,2,0,,2,0,,
0,0.031,1,330A297001,2,52,2,,2,2,1,2,0,,
0,0.038,1,330A298001,2,52,2,,2,7,1,2,0,,
0,0.212,1,330A299001,2,56,2,,2,7,1,2,0,,
0,0.169,1,330A300001,2,52,2,,2,7,1,2,0,,
0,0.108,1,330A301001,2,52,2,,2,7,1,2,0,,
0,0.16,1,330A302001,2,64,2,,2,0,,2,0,,
0,0.074,1,330A303001,2,44,2,,2,0,1,2,0,,
0,0.259,1,330A304001,2,48,2,,2,7,1,2,0,,
0,0.131,1,330A305001,1,28,1,,2,7,1,2,0,,
0,0.063,1,330A306001,2,52,2,,2,0,,2,0,,
0.063,0.205,1,330A306001,2,52,2,30,2,7,1,2,0,,
0.205,0.298,1,330A306001,2,52,2,30,2,2,1,2,0,,
0,0.318,1,330A307001,2,52,2,30,2,7,1,2,0,,
0,0.082,1,330A308001,2,68,2,,2,2,1,2,0,,
0,0.139,1,330A309001,2,64,2,,2,0,,2,0,,
0.139,0.314,1,330A309001,2,52,2,,2,7,1,2,0,,
0.314,0.92,1,330A309001,2,52,2,25,2,7,1,2,0,,
0.92,1.039,1,330A309001,2,60,2,25,2,7,1,2,0,,
0,0.06,1,330A310001,2,60,2,,2,4,1,2,0,,
0.06,0.218,1,330A310001,2,52,2,,2,4,1,2,0,,
0,0.068,1,330A311001,2,52,2,,2,7,1,2,0,,
0.068,0.157,1,330A311001,2,52,2,,2,0,,2,0,,
0,0.049,1,330A312001,2,52,2,,2,7,1,2,0,,
0,0.348,1,330A313001,2,52,2,25,2,4,1,2,0,,
0,0.123,1,330A314001,2,44,2,,2,7,1,2,0,,
0,0.068,1,330A315001,1,32,1,,2,7,,2,0,,
0,0.122,1,330A316001,2,52,2,,2,0,,2,0,,
0.122,0.364,1,330A316001,2,52,2,,2,7,1,2,0,,
0,0.267,1,330A317001,2,44,2,,2,7,1,2,0,,
0,0.246,1,330A318001,2,52,2,,2,4,1,2,0,,
0.246,0.404,1,330A318001,2,54,2,,2,4,1,2,0,,
0.404,0.655,1,330A318001,2,40,2,,2,0,,2,0,,
0.655,0.803,1,330A318001,2,48,2,,2,0,,2,0,,
0,0.111,1,330A319001,2,52,2,,2,2,1,2,0,,
0,0.183,1,330A320001,2,52,2,,2,7,,2,0,,
0,0.065,1,330A321001,2,48,2,,2,4,1,2,0,,
0,0.131,1,330A322001,2,46,2,,2,2,1,2,0,,
0,0.109,1,330A323001,2,44,2,,2,2,,2,0,,
0,0.066,1,330A324001,2,44,2,,2,7,1,2,0,,
0,0.296,1,330A325001,1,36,1,,2,7,,2,0,,
0,0.25,1,330A326001,2,48,2,,2,7,,2,0,,
0,0.149,1,330A327001,2,56,2,,2,7,1,2,0,,
0,0.19,1,330A328001,2,56,2,,2,7,1,2,0,,
0,0.041,1,330A329001,2,56,2,,2,7,1,2,0,,
0,0.086,1,330A330001,2,58,2,,2,7,,2,0,,
0.086,0.336,1,330A330001,2,40,2,,2,7,,2,0,,
0,0.04,1,330A331001,1,30,1,,2,2,,1,0,,
0,0.173,1,330A332001,2,64,2,,2,0,,2,0,,
0,0.066,1,330A333001,2,76,2,,2,0,,2,0,,
0.066,0.244,1,330A333001,2,76,2,30,2,0,,2,0,,
0.244,0.365,1,330A333001,2,76,2,,2,2,,2,0,,
0,0.118,1,330A334001,2,64,2,,2,7,1,2,0,,
0,0.333,1,330A335001,2,72,2,,2,2,1,1,0,,
0,0.036,1,330A336001,2,100,2,,2,7,1,2,0,,
0,0.132,1,330A337001,2,76,2,,2,0,,2,0,,
0.132,0.415,1,330A337001,2,76,2,,2,7,1,2,0,,
0,0.289,1,330A338001,2,56,2,,2,0,,2,0,,
0.289,0.375,1,330A338001,2,64,2,,2,2,1,1,0,,
0.375,0.458,1,330A338001,2,64,2,,2,2,1,1,0,15,
0.458,0.625,1,330A338001,2,52,2,,2,2,1,2,0,15,
0.625,0.81,1,330A338001,2,60,2,,2,2,1,2,0,15,
0.81,1.32,1,330A338001,2,68,2,25,2,7,1,2,0,15,
1.32,1.404,1,330A338001,2,52,2,25,2,7,1,2,0,15,
1.404,1.464,1,330A338001,2,60,2,25,2,7,1,2,0,15,
0,0.051,1,330A339001,2,48,2,,2,5,1,2,0,,
0,0.052,1,330A340001,2,56,2,25,2,7,1,2,0,15,
0.052,0.256,1,330A340001,2,52,2,25,2,7,1,2,0,15,
0,0.22,1,330A341001,2,80,2,,2,0,,2,0,,
0.22,0.367,1,330A341001,2,52,2,,2,7,1,2,0,,
0,0.3,1,330A342001,2,60,2,30,2,0,,2,0,,
0,0.247,1,330A343001,2,56,2,,2,2,1,2,0,,
0,0.417,1,330A344001,2,92,2,,2,7,1,2,0,,
0,0.573,1,330A345001,2,64,2,,2,7,1,2,0,,
0,0.271,1,330A346001,2,52,2,,2,5,1,2,0,,
0,0.177,1,330A347001,3,76,2,,2,2,1,1,0,,
0.177,0.335,1,330A347001,2,76,2,,2,2,1,2,0,,
0,0.153,1,330A348001,2,52,2,,2,7,1,2,0,,
0,0.214,1,330A349001,2,64,2,,2,7,1,2,0,,
0,0.176,1,330A350001,2,72,2,30,2,0,,2,0,,
0.176,0.341,1,330A350001,2,88,2,30,2,0,,2,0,,
0,0.07,1,330A351001,1,24,1,30,2,2,1,2,0,,
0,0.238,1,330A352001,2,56,2,20,2,7,1,2,0,,
0,0.17,1,330A353001,2,76,2,30,2,5,,2,0,,
0,0.088,1,330A354001,2,72,2,,2,2,,1,0,,
0.088,0.175,1,330A354001,2,60,2,,2,0,,2,0,,
0,0.055,1,330A355001,2,84,2,,2,7,1,2,0,,
0,0.08,1,330A356001,2,116,2,30,2,2,1,2,0,,
0,0.098,1,330A357001,2,66,2,30,2,7,1,2,0,,
0,0.059,1,330A358001,2,52,2,,2,7,,2,0,,
