,BLM,ELM,Co. Seq.,ID_NUMBER,Thru_Lanes,ROW ,Num_Lns,Spd_Limit,Terrain,Land_Use,Illum,Operation,Acc_Ctrl,Sch Spd Limit,Truck Spd Limit,BLM_Lat,BLM_Long,ELM_Lat,ELM_Long
18,0.0,0.10300000000000001,1,330A014001,2,44,2,,2.0,5.0,,2,0,,,35.06222538,-85.32204048,0,0
19,0.415,0.48700000000000004,1,330A017001,2,44,2,25.0,2.0,7.0,,2,0,,,35.06156184,-85.32728246,0,0
20,0.0,0.07200000000000001,1,330A023001,2,48,2,,2.0,4.0,1.0,2,0,,,35.06776839,-85.31537546,0,0
21,0.0,0.11900000000000001,1,330A041001,1,32,1,,2.0,7.0,1.0,2,0,,,35.07851141,-85.32652248,0,0
22,0.0,0.48200000000000004,1,330A057001,2,44,2,25.0,2.0,7.0,,2,0,,,35.10663247,-85.32644448,0,0
23,0.0,0.5760000000000001,1,330A066001,2,56,2,,2.0,7.0,1.0,2,0,,,35.11940049,-85.31465045,0,0
24,0.092,0.18100000000000002,1,330A082001,2,44,2,,2.0,7.0,1.0,2,0,,,35.11846527,-85.26731411,0,0
25,0.0,0.08900000000000001,1,330A085001,2,60,2,,2.0,7.0,1.0,2,0,,,35.11498748,-85.26772536,0,0
26,0.0,0.044000000000000004,1,330A114001,2,36,2,,2.0,7.0,,2,0,,,35.10141345,-85.27222937,0,0
27,0.0,0.17800000000000002,1,330A120001,2,42,2,,2.0,7.0,1.0,2,0,,,35.10485946,-85.28012439,0,0
28,0.0,0.12300000000000001,1,330A157001,2,50,2,,2.0,7.0,1.0,2,0,,,35.12853051,-85.30049542,0,0
29,0.0,0.10800000000000001,1,330A167001,2,68,2,,2.0,7.0,1.0,2,0,,,35.08343642,-85.29691942,0,0
30,0.0,0.17300000000000001,1,330A173001,2,56,2,,2.0,7.0,1.0,2,0,,,35.06720838,-85.2846564,0,0
31,0.0,0.17600000000000002,1,330A179001,2,44,2,,2.0,7.0,,2,0,,,35.07997441,-85.29190241,0,0
32,0.621,0.8390000000000001,1,330A182001,2,56,2,,2.0,7.0,,2,0,,,35.07547108,-85.28605018,0,0
33,0.0,0.12300000000000001,1,330A199001,2,48,2,,2.0,7.0,1.0,2,0,,,35.06498938,-85.28917941,0,0
34,0.322,0.8170000000000001,1,330A206001,2,88,2,,2.0,7.0,,2,0,,,35.07315214,-85.29313247,0,0
35,0.381,0.9420000000000001,1,330A209001,2,88,2,25.0,2.0,7.0,1.0,2,0,,,35.07656045,-85.29419001,0,0
36,0.0,0.47700000000000004,1,330A211001,2,88,2,,2.0,7.0,1.0,2,0,,,35.0762044,-85.30016243,0,0
37,0.0,0.10300000000000001,1,330A212001,2,40,2,,2.0,7.0,1.0,2,0,,,35.0734054,-85.29612342,0,0
38,0.0,0.18100000000000002,1,330A240001,2,76,2,,2.0,7.0,1.0,2,0,,,35.06626238,-85.29439742,0,0
39,0.0,0.17300000000000001,1,330A244001,2,64,2,30.0,2.0,7.0,1.0,2,0,,,35.06677738,-85.29602042,0,0
40,0.0,0.20800000000000002,1,330A247001,2,76,2,,2.0,7.0,1.0,2,0,,,35.06760939,-85.29487742,0,0
41,0.0,0.17600000000000002,1,330A254001,2,44,2,,2.0,7.0,,2,0,,,35.074332399999996,-85.30118143,0,0
42,0.0,0.10800000000000001,1,330A256001,2,58,2,,2.0,7.0,1.0,2,0,,,35.07953041,-85.30000943,0,0
43,0.13,0.21600000000000003,1,330A262001,1,28,1,,2.0,7.0,1.0,2,0,,,35.06497622,-85.28917277,0,0
44,0.0,0.054000000000000006,1,330A273001,2,48,2,,2.0,7.0,1.0,2,0,,,35.06672139,-85.30145344,0,0
45,0.0,0.10800000000000001,1,330A291001,2,46,2,30.0,2.0,7.0,,2,0,,,35.10119445,-85.29244241,0,0
46,0.0,0.10800000000000001,1,330A301001,2,52,2,,2.0,7.0,1.0,2,0,,,35.07628241,-85.30940445,0,0
47,0.0,0.07400000000000001,1,330A303001,2,44,2,,2.0,0.0,1.0,2,0,,,35.08089941,-85.30715944,0,0
48,0.92,1.0390000000000001,1,330A309001,2,60,2,25.0,2.0,7.0,1.0,2,0,,,35.07715807,-85.30934187,0,0
49,0.0,0.12300000000000001,1,330A314001,2,44,2,,2.0,7.0,1.0,2,0,,,35.0735454,-85.30884645,0,0
50,0.0,0.29600000000000004,1,330A325001,1,36,1,,2.0,7.0,,2,0,,,35.07054939,-85.31343746,0,0
51,0.0,0.17300000000000001,1,330A332001,2,64,2,,2.0,0.0,,2,0,,,35.05479636,-85.30966545,0,0
52,0.0,0.11800000000000001,1,330A334001,2,64,2,,2.0,7.0,1.0,2,0,,,35.11731548,-85.25363833,0,0
53,0.0,0.036000000000000004,1,330A336001,2,100,2,,2.0,7.0,1.0,2,0,,,35.05305436,-85.30242044,0,0
54,0.22,0.36700000000000005,1,330A341001,2,52,2,,2.0,7.0,1.0,2,0,,,35.05227126,-85.30646785,0,0
55,0.0,0.41700000000000004,1,330A344001,2,92,2,,2.0,7.0,1.0,2,0,,,35.04868135,-85.31973348,0,0
56,0.0,0.23800000000000002,1,330A352001,2,56,2,20.0,2.0,7.0,1.0,2,0,,,34.99792622,-85.080113,0,0
57,0.0,0.059000000000000004,1,330A358001,2,52,2,,2.0,7.0,,2,0,,,35.04371634,-85.29141742,0,0
58,0.0,0.12300000000000001,1,330A379001,2,36,2,15.0,2.0,7.0,1.0,2,0,,,35.04065334,-85.31700047,0,0
59,0.0,0.10300000000000001,1,330A381001,2,36,2,15.0,2.0,7.0,1.0,2,0,,,35.04058034,-85.31907548,0,0
60,0.0,0.10300000000000001,1,330A386001,2,68,2,,2.0,7.0,1.0,2,0,,,35.04664334,-85.28505541,0,0
61,0.0,0.37200000000000005,1,330A391001,2,48,2,30.0,2.0,7.0,1.0,2,0,,,35.04587534,-85.28547141,0,0
62,0.0,0.10800000000000001,1,330A393001,2,56,2,,2.0,0.0,,2,0,,,35.04633034,-85.28669341,0,0
63,0.0,0.10800000000000001,1,330A396001,2,52,2,,2.0,7.0,1.0,2,0,,,35.05127935,-85.29940743,0,0
64,0.0,0.059000000000000004,1,330A398001,2,52,2,,2.0,4.0,1.0,2,0,,,35.03812433,-85.28604741,0,0
65,0.28300000000000003,0.35200000000000004,1,330A401001,2,96,2,15.0,2.0,0.0,1.0,2,0,15.0,,35.05097171,-85.29247885,0,0
66,0.0,0.10300000000000001,1,330A408001,2,52,2,25.0,2.0,7.0,1.0,2,0,,,35.04392234,-85.29195742,0,0
67,0.0,0.10300000000000001,1,330A411001,2,52,2,30.0,2.0,0.0,1.0,2,0,,,35.04562334,-85.30346644,0,0
68,0.0,0.14300000000000002,1,330A413001,2,68,2,,2.0,7.0,1.0,2,0,,,35.04181434,-85.29744643,0,0
69,0.0,0.09300000000000001,1,330A415001,2,48,2,,2.0,7.0,1.0,2,0,,,35.04156133,-85.29399442,0,0
70,0.0,0.23800000000000002,1,330A430001,2,56,2,25.0,2.0,0.0,1.0,2,0,,,35.00145023,-85.08049399999999,0,0
71,0.0,0.12300000000000001,1,330A436001,2,56,2,,2.0,7.0,1.0,2,0,,,35.09627244,-85.28230939,0,0
72,0.0,0.07400000000000001,1,330A465001,2,56,2,,2.0,5.0,,2,0,,,35.0778834,-85.25127133,0,0
73,0.0,0.08800000000000001,1,330A467001,2,58,2,,2.0,7.0,,2,0,,,35.08063941,-85.26449036,0,0
74,0.562,0.7440000000000001,1,330A479001,2,64,2,30.0,2.0,7.0,1.0,2,0,15.0,,35.02943485,-85.28152270000001,0,0
75,0.188,0.7490000000000001,1,330A481001,2,64,2,25.0,2.0,7.0,1.0,2,0,,,35.03545838,-85.28158469,0,0
76,0.0,0.17600000000000002,1,330A484001,2,64,2,,2.0,7.0,1.0,2,0,,,35.03939433,-85.28417941,0,0
77,0.536,0.9520000000000001,1,330A494001,2,64,2,,2.0,0.0,,2,0,,,35.02980923,-85.28495277,0,0
78,0.26,0.35200000000000004,1,330A497001,2,48,2,,2.0,7.0,1.0,2,0,,,35.02851689,-85.27367219,0,0
79,0.0,0.35700000000000004,1,330A499001,2,76,2,30.0,2.0,7.0,1.0,2,0,,,35.01837929,-85.28075940000001,0,0
80,0.0,0.07200000000000001,1,330A505001,2,92,2,30.0,2.0,2.0,,2,0,,,35.03237932,-85.29603143,0,0
81,0.0,0.18600000000000003,1,330A527001,2,64,2,30.0,2.0,7.0,1.0,2,0,,,35.03536332,-85.27320838,0,0
82,0.084,0.17600000000000002,1,330A556001,2,58,2,30.0,2.0,7.0,1.0,2,0,,,35.01810103,-85.2765336,0,0
83,0.0,0.09300000000000001,1,330A559001,2,60,2,30.0,2.0,7.0,1.0,2,0,,,35.01710028,-85.27378039,0,0
84,0.0,0.052000000000000005,1,330A560001,2,48,2,,2.0,7.0,1.0,2,0,,,35.01697228,-85.27155538,0,0
85,0.0,0.036000000000000004,1,330A561001,2,64,2,,2.0,0.0,,2,0,,,35.00116123,-85.09409203,0,0
86,0.0,0.35200000000000004,1,330A565001,2,72,2,,2.0,7.0,1.0,2,0,,,35.02078529,-85.2808194,0,0
87,0.131,0.7020000000000001,1,330A570001,2,44,2,,2.0,7.0,1.0,2,0,,,35.02202003,-85.28139382,0,0
88,0.0,0.14400000000000002,1,330A573001,2,52,2,,2.0,0.0,,2,0,,,35.00209123,-85.09360303,0,0
89,0.0,0.054000000000000006,1,330A574001,2,56,2,,2.0,7.0,,2,0,,,35.00757524,-85.10192104,0,0
90,0.0,0.21600000000000003,1,330A576001,2,52,2,,2.0,7.0,1.0,2,0,,,35.01976529,-85.28453041,0,0
91,0.0,0.059000000000000004,1,330A579001,2,48,2,,2.0,7.0,1.0,2,0,,,35.025068299999994,-85.28363841,0,0
92,0.0,0.036000000000000004,1,330A584001,2,56,2,,2.0,7.0,1.0,2,0,,,35.0229073,-85.28709741,0,0
93,0.0,0.29100000000000004,1,330A586001,2,60,2,,2.0,4.0,1.0,2,0,,,35.02101529,-85.28815142,0,0
94,0.078,0.18600000000000003,1,330A588001,2,64,2,,2.0,0.0,,2,0,,,35.02130379,-85.28564614,0,0
95,0.0,0.07400000000000001,1,330A598001,2,56,2,30.0,2.0,2.0,1.0,2,0,,,35.0245683,-85.29785744,0,0
96,0.0,0.18600000000000003,1,330A603001,2,44,2,30.0,2.0,2.0,1.0,2,0,,,35.03024531,-85.29721143,0,0
97,0.0,0.12300000000000001,1,330A605001,2,44,2,,2.0,0.0,,2,0,,,35.02691631,-85.29994544,0,0
98,0.0,0.052000000000000005,1,330A621001,2,56,2,30.0,2.0,5.0,1.0,2,0,,,35.03325032,-85.29964544,0,0
99,0.0,0.07400000000000001,1,330A622001,2,52,2,,2.0,7.0,1.0,2,0,,,35.03351732,-85.30035344,0,0
100,0.0,0.07400000000000001,1,330A624001,2,54,2,,2.0,7.0,,2,0,,,35.03145132,-85.30257044,0,0
101,0.0,0.14300000000000002,1,330A641001,2,64,2,,2.0,7.0,1.0,1,0,,,35.03326147,-85.30852699,0,0
102,0.0,0.11800000000000001,1,330A652001,2,60,2,,2.0,7.0,1.0,1,0,,,35.03085931,-85.30888446,0,0
103,0.19,0.48700000000000004,1,330A657001,2,64,2,25.0,2.0,7.0,1.0,1,0,15.0,,35.04577838,-85.29454032,0,0
104,0.0,0.23800000000000002,1,330A659001,2,66,2,30.0,2.0,5.0,,2,0,,,35.02801031,-85.31770947,0,0
105,0.0,0.11900000000000001,1,330A668001,2,60,2,30.0,2.0,4.0,1.0,2,0,,,35.03945433,-85.31281046,0,0
106,0.0,0.17600000000000002,1,330A675001,2,64,2,,2.0,7.0,1.0,2,0,,,35.03376132,-85.26620137,0,0
107,0.0,0.28600000000000003,1,330A684001,2,64,2,,2.0,0.0,,2,0,,,35.04436634,-85.26527937,0,0
108,0.619,1.0090000000000001,1,330A698001,2,64,2,30.0,2.0,7.0,1.0,2,0,15.0,,35.04527734,-85.27671539,0,0
109,0.09,0.35100000000000003,1,330A700001,2,64,2,,2.0,7.0,1.0,2,0,,,35.04171987,-85.27150859,0,0
110,0.594,0.8440000000000001,1,330A704001,2,64,2,,2.0,4.0,1.0,2,0,,,35.03826633,-85.27838539,0,0
111,0.0,0.18100000000000002,1,330A721001,2,52,2,,2.0,7.0,1.0,2,0,,,35.04816534,-85.27158438,0,0
112,0.28,0.41600000000000004,1,330A725001,2,44,2,25.0,2.0,7.0,1.0,2,0,,,34.99332543,-85.32809612,0,0
113,0.0,0.14300000000000002,1,330A730001,2,64,2,,2.0,7.0,1.0,2,0,,,35.00166026,-85.3275995,0,0
114,0.0,0.09300000000000001,1,330A741001,2,40,2,,2.0,7.0,1.0,2,0,,,34.99138424,-85.3273565,0,0
115,0.0,0.11900000000000001,1,330A764001,2,44,2,,2.0,7.0,1.0,2,0,,,35.00057926,-85.3264925,0,0
116,0.0,0.018000000000000002,1,330A768001,1,36,1,,2.0,7.0,1.0,2,0,,,34.99040724,-85.33026651,0,0
117,0.0,0.07200000000000001,1,330A772001,2,44,2,,2.0,7.0,1.0,2,0,,,34.99029123,-85.32014049,0,0
118,0.0,0.21100000000000002,1,330A795001,2,56,2,25.0,2.0,7.0,1.0,2,0,,,34.99266024,-85.30325045,0,0
119,0.17,0.28300000000000003,1,330A799001,2,64,2,,2.0,7.0,1.0,2,0,,,35.00132749,-85.30869506,0,0
120,0.0,0.11900000000000001,1,330A812001,2,52,2,30.0,2.0,7.0,1.0,2,0,,,35.00389726,-85.31356147,0,0
121,0.0,0.17800000000000002,1,330A813001,2,64,2,,2.0,7.0,1.0,2,0,,,35.00123126,-85.31696548,0,0
122,0.0,0.018000000000000002,1,330A817001,2,60,2,,2.0,7.0,1.0,2,0,,,35.02045829,-85.29867644,0,0
123,0.0,0.18600000000000003,1,330A818001,2,52,2,,2.0,0.0,,2,0,,,35.00354026,-85.31763048,0,0
124,0.0,0.036000000000000004,1,330A821001,2,52,2,,2.0,7.0,1.0,2,0,,,35.00127626,-85.32185049,0,0
125,0.0,0.08800000000000001,1,330A824001,2,52,2,,2.0,7.0,1.0,2,0,,,35.00243326,-85.32127849,0,0
126,0.0,0.10300000000000001,1,330A830001,2,52,2,,2.0,7.0,,2,0,,,35.00566726,-85.30673846,0,0
127,0.0,0.08900000000000001,1,330A839001,1,24,1,,2.0,7.0,1.0,2,0,,,35.00548926,-85.30623846,0,0
128,0.0,0.036000000000000004,1,330A867001,2,44,2,,2.0,7.0,1.0,2,0,,,35.01946929,-85.29811244,0,0
129,0.0,0.11800000000000001,1,330A879001,2,64,2,,2.0,7.0,1.0,2,0,,,35.02009129,-85.31302747,0,0
130,0.26899999999999996,0.43200000000000005,1,330A887001,2,64,2,,2.0,7.0,1.0,2,0,15.0,,34.98842123,-85.29421046,0,0
131,0.0,0.07200000000000001,1,330A894001,2,48,2,,2.0,7.0,1.0,2,0,,,34.98823723,-85.28127741,0,0
132,0.0,0.40700000000000003,1,330A899001,2,56,2,,2.0,7.0,1.0,2,0,,,34.99019023,-85.28304341,0,0
133,0.0,0.10300000000000001,1,330A913001,2,48,2,,2.0,7.0,1.0,2,0,,,34.99170623,-85.28709842,0,0
134,0.0,0.10300000000000001,1,330A914001,2,48,2,,2.0,7.0,1.0,2,0,,,34.99237323,-85.28443741,0,0
135,0.483,0.5670000000000001,1,330A915001,2,64,2,25.0,2.0,7.0,1.0,2,0,15.0,,34.99704764,-85.28077161,0,0
136,0.0,0.14400000000000002,1,330A931001,2,48,2,,2.0,7.0,1.0,2,0,,,34.99315924,-85.28653842,0,0
137,0.927,1.1420000000000001,1,330A939001,2,64,2,30.0,2.0,7.0,1.0,2,0,15.0,,35.00337083,-85.2833065,0,0
138,0.28,0.8740000000000001,1,330A940001,2,76,2,30.0,2.0,7.0,1.0,2,0,,,34.99655869,-85.29002048,0,0
139,0.0,0.21100000000000002,1,330A941001,2,76,2,30.0,2.0,7.0,1.0,2,0,,,35.00073125,-85.28873442,0,0
140,0.0,0.28600000000000003,1,330A947001,2,76,2,25.0,2.0,7.0,,2,0,,,35.00153625,-85.29097643,0,0
141,0.0,0.42700000000000005,1,330A948001,2,60,2,25.0,2.0,7.0,1.0,2,0,,,35.00164926,-85.30030844,0,0
142,0.0,0.14300000000000002,1,330A949001,2,76,2,,2.0,7.0,1.0,2,0,,,35.00421326,-85.29649644,0,0
143,0.0,0.036000000000000004,1,330A961001,2,48,2,30.0,2.0,7.0,1.0,2,0,,,35.00268626,-85.29971744,0,0
144,0.0,0.10800000000000001,1,330A968001,2,48,2,,2.0,7.0,1.0,2,0,,,35.00748827,-85.29766844,0,0
145,0.0,0.11900000000000001,1,330A978001,2,48,2,,2.0,7.0,,2,0,,,35.01358328,-85.28922742,0,0
146,0.0,0.10400000000000001,1,330A987001,2,68,2,,2.0,7.0,1.0,2,0,,,34.99918825,-85.2785204,0,0
147,0.691,0.9690000000000001,1,330A989001,2,56,2,,2.0,0.0,,2,0,,,35.00783146,-85.27645567,0,0
148,0.409,0.47700000000000004,1,330A994001,2,72,2,,2.0,0.0,,2,0,,,35.00325405,-85.27766874,0,0
149,0.0,0.28800000000000003,1,330A995001,2,44,2,30.0,2.0,7.0,1.0,2,0,,,35.00734626,-85.27537339,0,0
150,0.358,0.7290000000000001,1,330A996001,2,64,2,25.0,2.0,7.0,1.0,2,0,,,35.00822343,-85.27489405,0,0
151,0.0,0.14800000000000002,1,330A997001,2,64,2,,2.0,0.0,,2,0,,,35.00249125,-85.27656640000001,0,0
152,0.0,0.11800000000000001,1,330B007001,2,52,2,,2.0,7.0,1.0,2,0,,,35.02609729,-85.17712319,0,0
153,0.284,0.35200000000000004,1,330B020001,2,60,2,30.0,2.0,7.0,1.0,2,0,,,35.01513568,-85.18830422,0,0
154,0.0,0.07200000000000001,1,330B034001,2,44,2,,2.0,7.0,1.0,2,0,,,35.02026728,-85.19541323,0,0
155,0.09300000000000001,0.36200000000000004,1,330B068001,2,56,2,30.0,2.0,7.0,1.0,2,0,,,35.01355783,-85.22657893,0,0
156,0.109,0.35700000000000004,1,330B074001,2,56,2,,2.0,0.0,,2,0,,,35.02100717,-85.22859143,0,0
157,0.0,0.18100000000000002,1,330B084001,2,60,2,,2.0,7.0,1.0,2,0,,,35.0270133,-85.22314928,0,0
158,0.17,0.35600000000000004,1,330B101001,2,46,2,,2.0,7.0,1.0,2,0,,,35.01570829,-85.23004147,0,0
159,0.177,0.41700000000000004,1,330B130001,2,48,2,25.0,2.0,0.0,,2,0,,,35.04287313,-85.21520833,0,0
160,0.0,0.29600000000000004,1,330B153001,1,36,1,,2.0,7.0,,2,0,,,35.03677032,-85.23186329999999,0,0
161,0.0,0.12300000000000001,1,330B157001,2,40,2,,2.0,7.0,,2,0,,,35.03168631,-85.23254229999999,0,0
162,0.18100000000000002,0.35100000000000003,1,330B159001,1,36,1,,2.0,0.0,,2,0,,,35.02743459,-85.23143407,0,0
163,0.0,0.09300000000000001,1,330B160001,1,36,1,,2.0,7.0,,2,0,,,35.05167735,-85.24219532,0,0
164,0.0,0.14300000000000002,1,330B163001,1,36,1,,2.0,7.0,,2,0,,,35.03170131,-85.23835931,0,0
165,0.0,0.14400000000000002,1,330B165001,2,68,2,,2.0,7.0,,2,0,,,35.03247031,-85.24186532,0,0
166,0.15,0.24100000000000002,1,330B175001,2,64,2,,2.0,7.0,,2,0,,,35.02988599,-85.23508325,0,0
167,0.0,0.36700000000000005,1,330B176001,2,46,2,,2.0,7.0,1.0,2,0,,,35.0288683,-85.23890032,0,0
168,0.0,0.14400000000000002,1,330B181001,2,52,2,,2.0,7.0,1.0,2,0,,,35.0296283,-85.23895832,0,0
169,0.0,0.054000000000000006,1,330B191001,2,48,2,,2.0,7.0,1.0,2,0,,,35.02236829,-85.23510131,0,0
170,0.0,0.20800000000000002,1,330B218001,2,64,2,,2.0,7.0,1.0,2,0,,,35.00708026,-85.22214329,0,0
171,0.0,0.10800000000000001,1,330B226001,2,36,2,,2.0,7.0,,2,0,,,35.00762826,-85.22489629,0,0
172,0.0,0.036000000000000004,1,330B241001,2,52,2,,2.0,7.0,,2,0,,,35.05237435,-85.25615335,0,0
173,0.0,0.35100000000000003,1,330B249001,2,68,2,25.0,2.0,7.0,1.0,2,0,,,35.01675628,-85.23690131,0,0
174,0.3,0.5710000000000001,1,330B254001,2,48,2,,2.0,7.0,,2,0,,,35.019416799999995,-85.24236570000001,0,0
175,0.42,0.7170000000000001,1,330B274001,2,52,2,25.0,2.0,7.0,1.0,2,0,,,35.01986246,-85.25102013,0,0
176,0.179,0.28800000000000003,1,330B277001,2,48,2,,2.0,0.0,,2,0,,,35.02041985,-85.25062331,0,0
177,0.35,0.47200000000000003,1,330B298001,2,48,2,25.0,2.0,7.0,1.0,2,0,,,35.03055576,-85.25262769,0,0
178,0.0,0.48200000000000004,1,330B301001,2,64,2,20.0,2.0,7.0,,2,0,,,35.03579532,-85.25280034,0,0
179,0.0,0.20600000000000002,1,330B302001,2,44,2,,2.0,0.0,,2,0,,,35.0264953,-85.25437535,0,0
180,0.0,0.10400000000000001,1,330B304001,2,52,2,,2.0,7.0,1.0,2,0,,,35.024792299999994,-85.24971234,0,0
181,0.0,0.054000000000000006,1,330B306001,2,46,2,,2.0,4.0,,2,0,,,35.0264783,-85.25431835,0,0
182,0.0,0.28300000000000003,1,330B308001,2,44,2,,2.0,7.0,,2,0,,,35.03002531,-85.25326834,0,0
183,0.0,0.044000000000000004,1,330B309001,2,36,2,,2.0,7.0,,2,0,,,35.0273453,-85.25347835,0,0
184,0.251,0.42100000000000004,1,330B330001,2,44,2,,2.0,0.0,,2,0,,,34.98803371,-85.27546972,0,0
185,0.0,0.10300000000000001,1,330B334001,2,56,2,,2.0,7.0,,2,0,,,35.01754928,-85.26693137,0,0
186,0.0,0.10400000000000001,1,330B338001,2,56,2,,2.0,7.0,,2,0,,,35.00749826,-85.27196439,0,0
187,0.0,0.10300000000000001,1,330B365001,2,44,2,,2.0,7.0,1.0,2,0,,,35.04487334,-85.24775733,0,0
188,0.0,0.07400000000000001,1,330B383001,2,40,2,,2.0,7.0,,2,0,,,35.04044533,-85.24053332,0,0
189,0.209,0.34600000000000003,1,330B392001,2,66,2,,2.0,0.0,,2,0,,,35.04243967,-85.23059729,0,0
190,0.0,0.07200000000000001,1,330B393001,2,60,2,,2.0,7.0,1.0,2,0,,,35.04276733,-85.22891329,0,0
191,0.0,0.07400000000000001,1,330B394001,2,56,2,,2.0,7.0,1.0,2,0,,,35.04226533,-85.2301253,0,0
192,0.0,0.054000000000000006,1,330B403001,2,50,2,,2.0,7.0,,2,0,,,35.04940234,-85.2348643,0,0
193,0.0,0.07400000000000001,1,330B409001,2,60,2,,2.0,7.0,1.0,2,0,,,35.04908134,-85.2306483,0,0
194,0.0,0.48100000000000004,1,330B419001,2,60,2,,2.0,7.0,,2,0,,,35.04539233,-85.23155229999999,0,0
195,0.23399999999999999,0.8190000000000001,1,330B434001,2,56,2,,2.0,0.0,,2,0,,,35.06619726,-85.23755972,0,0
196,0.0,0.10800000000000001,1,330B435001,2,36,2,,2.0,7.0,,2,0,,,35.06566038,-85.24063431,0,0
197,0.0,0.036000000000000004,1,330B437001,2,36,2,,2.0,7.0,,2,0,,,35.06670638,-85.23876431,0,0
198,0.158,0.43700000000000006,1,330B439001,2,56,2,,2.0,7.0,1.0,2,0,,,35.07659348,-85.24029213,0,0
199,0.0,0.35200000000000004,1,330B441001,2,64,2,,2.0,7.0,1.0,2,0,,,35.07541939,-85.23420429999999,0,0
200,0.0,0.022000000000000002,1,330B449001,1,36,1,,2.0,7.0,,2,0,,,35.06734138,-85.24221332,0,0
201,0.0,0.07200000000000001,1,330B469001,2,36,2,,2.0,7.0,,2,0,,,35.06690138,-85.24449732,0,0
202,1.185,1.2670000000000001,1,330B474001,2,44,2,25.0,2.0,7.0,,2,0,,,35.06975003,-85.2482181,0,0
203,0.44299999999999995,0.6890000000000001,1,330B485001,2,76,2,,2.0,0.0,,2,0,,,35.06957157,-85.25156936,0,0
204,0.0,0.5870000000000001,1,330B495001,2,44,2,,2.0,7.0,1.0,2,0,,,35.08072541,-85.24362632,0,0
205,0.0,0.12300000000000001,1,330B513001,2,64,2,,2.0,7.0,,2,0,,,35.06377937,-85.25319934,0,0
206,0.0,0.14400000000000002,1,330B526001,2,44,2,,2.0,7.0,,2,0,,,35.05954937,-85.26345836,0,0
207,0.0,0.5770000000000001,1,330B532001,2,56,2,,2.0,7.0,,2,0,,,34.99617522,-85.12260809,0,0
208,0.0,0.24600000000000002,1,330B545001,2,56,2,,2.0,7.0,,2,0,,,35.06089837,-85.25627235,0,0
209,0.0,0.35200000000000004,1,330B580001,2,56,2,,2.0,7.0,,2,0,,,35.04171133,-85.25829435,0,0
210,0.0,0.10300000000000001,1,330B585001,2,56,2,,2.0,7.0,1.0,2,0,,,35.05573836,-85.25332134,0,0
211,0.0,0.054000000000000006,1,330B590001,2,64,2,,2.0,7.0,,2,0,,,35.04616834,-85.27239338,0,0
212,0.0,0.21600000000000003,1,330B591001,2,52,2,,2.0,7.0,1.0,2,0,,,35.04779634,-85.27449538,0,0
213,0.0,0.054000000000000006,1,330B594001,2,64,2,,2.0,7.0,,2,0,,,35.04911635,-85.26988937,0,0
214,0.0,0.037000000000000005,1,330B599001,2,60,2,,2.0,7.0,,2,0,,,35.02540728,-85.12809609,0,0
215,0.0,0.12300000000000001,1,330B633001,2,36,2,,2.0,7.0,1.0,2,0,,,35.00941027,-85.26483637,0,0
