"BLM","ELM","ID NUMBER","Feat Seq Nbr","Feature Type","Feat Width","Feature Composition"
0,0.3170,330E834001,15,29,,41
0,0.4950,330E835001,9,29,,42
0,0.4950,330E835001,12,19,26,15
0,0.4950,330E835001,15,29,,42
0,0.81,330E836001,9,29,,42
0,0.81,330E836001,12,19,26,15
0,0.81,330E836001,15,29,,42
0,0.3990,330E838001,9,29,,42
0,0.3990,330E838001,12,19,26,15
0,0.3990,330E838001,15,29,,42
0,0.1730,330E839001,9,29,,40
0,0.1730,330E839001,10,20,2,05
0,0.1730,330E839001,12,19,12,06
0,0.1730,330E839001,14,20,2,05
0,0.1730,330E839001,15,29,,40
0,0.5880,330E840001,9,29,,41
0,0.5880,330E840001,12,19,26,15
0,0.5880,330E840001,15,29,,41
0,0.6860,330E841001,9,29,,41
0,0.6860,330E841001,12,19,26,15
0,0.6860,330E841001,15,29,,41
0,0.0570,330E842001,9,29,,41
0,0.0570,330E842001,12,19,26,15
0,0.0570,330E842001,15,29,,41
0,0.1660,330E843001,9,29,,41
0,0.1660,330E843001,12,19,26,15
0,0.1660,330E843001,15,29,,41
0,0.3860,330E844001,9,29,,41
0,0.3860,330E844001,12,19,26,15
0,0.3860,330E844001,15,29,,41
0,0.44,330E845001,9,29,,41
0,0.44,330E845001,12,19,26,15
0,0.44,330E845001,15,29,,41
0.44,0.55,330E845001,1,29,,41
0.44,0.55,330E845001,4,19,16,15
0.44,0.55,330E845001,7,29,,41
0.44,0.55,330E845001,8,40,30,26
0.44,0.55,330E845001,9,29,,41
0.44,0.55,330E845001,12,19,16,15
0.44,0.55,330E845001,15,29,,41
0.55,1.5140,330E845001,9,29,,41
0.55,1.5140,330E845001,12,19,26,15
0.55,1.5140,330E845001,15,29,,41
0,0.3720,330E846001,9,29,,41
0,0.3720,330E846001,12,19,26,15
0,0.3720,330E846001,15,29,,41
0,2.1970,330E847001,9,29,,41
0,2.1970,330E847001,12,19,26,15
0,2.1970,330E847001,15,29,,41
0,0.4890,330E848001,9,29,,41
0,0.4890,330E848001,12,19,26,15
0,0.4890,330E848001,15,29,,41
0,0.1250,330E849001,9,29,,41
0,0.1250,330E849001,12,19,26,15
0,0.1250,330E849001,15,29,,41
0,0.0810,330E850001,9,29,,41
0,0.0810,330E850001,12,19,26,15
0,0.0810,330E850001,15,29,,41
0,0.2430,330E851001,9,29,,41
0,0.2430,330E851001,12,19,26,15
0,0.2430,330E851001,15,29,,41
0,0.14,330E852001,9,29,,41
0,0.14,330E852001,12,19,26,15
0,0.14,330E852001,15,29,,41
0,0.2220,330E853001,9,29,,41
0,0.2220,330E853001,12,19,26,15
0,0.2220,330E853001,15,29,,41
0,0.2110,330E854001,9,29,,41
0,0.2110,330E854001,12,19,26,15
0,0.2110,330E854001,15,29,,41
0,0.1680,330E855001,9,29,,41
0,0.1680,330E855001,12,19,26,15
0,0.1680,330E855001,15,29,,41
0,0.1190,330E856001,9,29,,41
0,0.1190,330E856001,12,19,26,15
0,0.1190,330E856001,15,29,,41
0,0.5910,330E857001,9,29,,41
0,0.5910,330E857001,12,19,26,15
0,0.5910,330E857001,15,29,,41
0,0.1240,330E858001,9,29,,41
0,0.1240,330E858001,12,19,26,15
0,0.1240,330E858001,15,29,,41
0,0.2830,330E859001,9,29,,41
0,0.2830,330E859001,12,19,26,15
0,0.2830,330E859001,15,29,,41
0,0.0770,330E860001,9,29,,41
0,0.0770,330E860001,12,19,22,15
0,0.0770,330E860001,15,29,,41
0,0.09,330E861001,9,29,,41
0,0.09,330E861001,12,19,26,15
0,0.09,330E861001,15,29,,41
0,0.0680,330E862001,9,29,,41
0,0.0680,330E862001,12,19,22,15
0,0.0680,330E862001,15,29,,41
0,0.0470,330E863001,9,29,,41
0,0.0470,330E863001,12,19,20,15
0,0.0470,330E863001,15,29,,41
0,0.4820,330E864001,9,29,,41
0,0.4820,330E864001,12,19,26,15
0,0.4820,330E864001,15,29,,41
0,0.0550,330E865001,9,29,,41
0,0.0550,330E865001,12,19,22,15
0,0.0550,330E865001,15,29,,41
0,0.3490,330E866001,9,29,,41
0,0.3490,330E866001,12,19,28,15
0,0.3490,330E866001,15,29,,41
0,0.0510,330E867001,9,29,,41
0,0.0510,330E867001,12,19,28,15
0,0.0510,330E867001,15,29,,41
0,0.3130,330E868001,9,29,,42
0,0.3130,330E868001,12,19,28,15
0,0.3130,330E868001,15,29,,42
0,0.4290,330E869001,9,29,,41
0,0.4290,330E869001,12,19,26,15
0,0.4290,330E869001,15,29,,41
0,0.5720,330E870001,9,29,,41
0,0.5720,330E870001,12,19,26,15
0,0.5720,330E870001,15,29,,41
0,0.3510,330E871001,9,29,,41
0,0.3510,330E871001,12,19,26,15
0,0.3510,330E871001,15,29,,41
0,0.2970,330E872001,9,29,,41
0,0.2970,330E872001,12,19,26,15
0,0.2970,330E872001,15,29,,41
0,0.0460,330E873001,9,29,,41
0,0.0460,330E873001,12,19,26,15
0,0.0460,330E873001,15,29,,41
0,0.0630,330E874001,9,29,,41
0,0.0630,330E874001,12,19,22,15
0,0.0630,330E874001,15,29,,41
0,0.2480,330E875001,9,29,,41
0,0.2480,330E875001,12,19,26,15
0,0.2480,330E875001,15,29,,41
0,0.1030,330E877001,9,29,,41
0,0.1030,330E877001,12,19,26,15
0,0.1030,330E877001,15,29,,41
0,0.3340,330E878001,9,29,,41
0,0.3340,330E878001,12,19,26,15
0,0.3340,330E878001,15,29,,41
0,0.1430,330E879001,9,29,,41
0,0.1430,330E879001,12,19,26,15
0,0.1430,330E879001,15,29,,41
0,0.0410,330E880001,9,29,,41
0,0.0410,330E880001,12,19,22,15
0,0.0410,330E880001,15,29,,41
0,0.0290,330E881001,9,29,,41
0,0.0290,330E881001,12,19,22,15
0,0.0290,330E881001,15,29,,41
0,0.4590,330E882001,9,29,,41
0,0.4590,330E882001,12,19,26,15
0,0.4590,330E882001,15,29,,41
0,0.1420,330E883001,9,29,,41
0,0.1420,330E883001,12,19,26,15
0,0.1420,330E883001,15,29,,41
0,0.17,330E884001,9,29,,41
0,0.17,330E884001,12,19,26,15
0,0.17,330E884001,15,29,,41
0,0.0750,330E885001,9,29,,41
0,0.0750,330E885001,12,19,22,15
0,0.0750,330E885001,15,29,,41
0,0.0830,330E886001,9,29,,41
0,0.0830,330E886001,12,19,22,15
0,0.0830,330E886001,15,29,,41
0,0.2110,330E887001,9,29,,41
0,0.2110,330E887001,12,19,26,15
0,0.2110,330E887001,15,29,,41
0,0.0330,330E888001,9,29,,41
0,0.0330,330E888001,12,19,22,15
0,0.0330,330E888001,15,29,,41
0,0.0790,330E889001,9,29,,42
0,0.0790,330E889001,12,19,28,15
0,0.0790,330E889001,15,29,,42
0,0.1670,330E890001,9,29,,41
0,0.1670,330E890001,12,19,20,15
0,0.1670,330E890001,15,29,,41
0.1670,0.2320,330E890001,9,29,,40
0.1670,0.2320,330E890001,10,20,1,05
0.1670,0.2320,330E890001,12,19,18,15
0.1670,0.2320,330E890001,14,20,1,05
0.1670,0.2320,330E890001,15,29,,40
0,0.3290,330E891001,9,29,,40
0,0.3290,330E891001,10,20,2,05
0,0.3290,330E891001,12,19,18,15
0,0.3290,330E891001,14,20,1,05
0,0.3290,330E891001,15,29,,40
0,0.0870,330E892001,9,29,,40
0,0.0870,330E892001,10,20,2,05
0,0.0870,330E892001,12,19,18,15
0,0.0870,330E892001,14,20,1,05
0,0.0870,330E892001,15,29,,40
0,0.12,330E893001,9,29,,40
0,0.12,330E893001,10,20,2,04
0,0.12,330E893001,12,19,18,15
0,0.12,330E893001,14,20,2,04
0,0.12,330E893001,15,29,,40
0.12,0.1870,330E893001,9,29,,40
0.12,0.1870,330E893001,10,20,2,05
0.12,0.1870,330E893001,12,19,20,15
0.12,0.1870,330E893001,15,29,,41
0,0.3650,330E894001,9,29,,40
0,0.3650,330E894001,10,20,2,05
0,0.3650,330E894001,12,19,18,15
0,0.3650,330E894001,14,20,1,05
0,0.3650,330E894001,15,29,,40
0,0.2340,330E895001,9,29,,40
0,0.2340,330E895001,10,20,2,05
0,0.2340,330E895001,12,19,26,15
0,0.2340,330E895001,14,20,2,05
0,0.2340,330E895001,15,29,,40
0,0.11,330E896001,9,29,,40
0,0.11,330E896001,10,20,1,05
0,0.11,330E896001,12,19,16,15
0,0.11,330E896001,14,20,1,05
0,0.11,330E896001,15,29,,40
0.11,0.3730,330E896001,9,29,,41
0.11,0.3730,330E896001,12,19,24,15
0.11,0.3730,330E896001,15,29,,41
0,1.19,330E897001,9,29,,40
0,1.19,330E897001,10,20,1,05
0,1.19,330E897001,12,19,18,15
0,1.19,330E897001,14,20,1,05
0,1.19,330E897001,15,29,,40
1.19,1.4430,330E897001,9,29,,40
1.19,1.4430,330E897001,10,20,1,05
1.19,1.4430,330E897001,12,19,16,15
1.19,1.4430,330E897001,14,20,1,05
1.19,1.4430,330E897001,15,29,,40
0,0.1270,330E899001,9,29,,40
0,0.1270,330E899001,10,20,1,05
0,0.1270,330E899001,12,19,16,15
0,0.1270,330E899001,14,20,1,05
0,0.1270,330E899001,15,29,,40
0,0.63,330E900001,9,29,,40
0,0.63,330E900001,10,20,1,05
0,0.63,330E900001,12,19,16,15
0,0.63,330E900001,14,20,1,05
0,0.63,330E900001,15,29,,40
0,0.1590,330E901001,9,29,,40
0,0.1590,330E901001,10,20,1,05
0,0.1590,330E901001,12,19,12,15
0,0.1590,330E901001,14,20,1,05
0,0.1590,330E901001,15,29,,40
0,0.0490,330E902001,9,29,,41
0,0.0490,330E902001,12,19,26,15
0,0.0490,330E902001,15,29,,41
0,0.0680,330E903001,9,29,,41
0,0.0680,330E903001,12,19,26,15
0,0.0680,330E903001,15,29,,41
0,0.1370,330E905001,9,29,,41
0,0.1370,330E905001,12,19,26,15
0,0.1370,330E905001,15,29,,41
0,0.3020,330E906001,9,29,,40
0,0.3020,330E906001,10,20,2,05
0,0.3020,330E906001,12,19,18,15
0,0.3020,330E906001,14,20,2,05
0,0.3020,330E906001,15,29,,40
0.3020,0.4250,330E906001,9,29,,40
0.3020,0.4250,330E906001,10,20,2,05
0.3020,0.4250,330E906001,12,19,18,15
0.3020,0.4250,330E906001,15,29,,41
0,0.3350,330E907001,9,29,,40
0,0.3350,330E907001,10,20,1,05
0,0.3350,330E907001,12,19,22,15
0,0.3350,330E907001,14,20,1,05
0,0.3350,330E907001,15,29,,40
0,0.2020,330E908001,9,29,,41
0,0.2020,330E908001,12,19,26,15
0,0.2020,330E908001,15,29,,41
0,1.2580,330E909001,9,29,,41
0,1.2580,330E909001,12,19,26,15
0,1.2580,330E909001,15,29,,41
0,0.2640,330E910001,9,29,,41
0,0.2640,330E910001,12,19,26,15
0,0.2640,330E910001,15,29,,41
0,0.3110,330E911001,9,29,,41
0,0.3110,330E911001,12,19,26,15
0,0.3110,330E911001,15,29,,41
0,0.0470,330E912001,9,29,,41
0,0.0470,330E912001,12,19,26,15
0,0.0470,330E912001,15,29,,41
0,0.0830,330E913001,9,29,,41
0,0.0830,330E913001,12,19,26,15
0,0.0830,330E913001,15,29,,41
0,0.4120,330E914001,9,29,,41
0,0.4120,330E914001,12,19,26,15
0,0.4120,330E914001,15,29,,41
0,0.1520,330E915001,9,29,,41
0,0.1520,330E915001,12,19,26,15
0,0.1520,330E915001,15,29,,41
0,0.2310,330E916001,9,29,,41
0,0.2310,330E916001,12,19,26,15
0,0.2310,330E916001,15,29,,41
0,0.1140,330E917001,8,40,26,26
0,0.1140,330E917001,9,29,,41
0,0.1140,330E917001,12,19,16,15
0,0.1140,330E917001,15,29,,41
0.1140,0.2860,330E917001,9,29,,41
0.1140,0.2860,330E917001,12,19,26,15
0.1140,0.2860,330E917001,15,29,,41
0,0.2650,330E918001,9,29,,41
0,0.2650,330E918001,12,19,26,15
0,0.2650,330E918001,15,29,,41
0,0.3740,330E919001,9,29,,40
0,0.3740,330E919001,10,20,1,05
0,0.3740,330E919001,12,19,16,15
0,0.3740,330E919001,14,20,1,05
0,0.3740,330E919001,15,29,,40
0,0.1230,330E920001,9,29,,40
0,0.1230,330E920001,10,20,2,05
0,0.1230,330E920001,12,19,14,15
0,0.1230,330E920001,14,20,2,05
0,0.1230,330E920001,15,29,,40
0,0.2120,330E921001,9,29,,41
0,0.2120,330E921001,12,19,26,15
0,0.2120,330E921001,15,29,,41
0,0.4920,330E922001,9,29,,41
0,0.4920,330E922001,12,19,26,15
0,0.4920,330E922001,15,29,,41
0.4920,0.7170,330E922001,9,29,,41
0.4920,0.7170,330E922001,12,19,14,15
0.4920,0.7170,330E922001,15,29,,41
0,0.1740,330E923001,9,29,,41
0,0.1740,330E923001,12,19,26,15
0,0.1740,330E923001,15,29,,41
0,0.3810,330E924001,9,29,,41
0,0.3810,330E924001,12,19,26,15
0,0.3810,330E924001,15,29,,41
0,0.0670,330E925001,9,29,,41
0,0.0670,330E925001,12,19,26,15
0,0.0670,330E925001,15,29,,41
0,0.0740,330E926001,9,29,,41
0,0.0740,330E926001,12,19,26,15
0,0.0740,330E926001,15,29,,41
0,0.1080,330E927001,1,29,,41
0,0.1080,330E927001,4,19,14,15
0,0.1080,330E927001,7,29,,41
0,0.1080,330E927001,8,40,18,26
0,0.1080,330E927001,9,29,,41
0,0.1080,330E927001,12,19,16,15
0,0.1080,330E927001,15,29,,41
0.1080,0.2640,330E927001,9,29,,41
0.1080,0.2640,330E927001,12,19,26,15
0.1080,0.2640,330E927001,15,29,,41
0.2640,0.3470,330E927001,9,29,,41
0.2640,0.3470,330E927001,12,19,26,15
0.2640,0.3470,330E927001,15,29,,41
0,0.0590,330E928001,9,29,,41
0,0.0590,330E928001,12,19,26,15
0,0.0590,330E928001,15,29,,41
0,0.0720,330E929001,9,29,,41
0,0.0720,330E929001,12,19,26,15
0,0.0720,330E929001,15,29,,41
0,0.7310,330E930001,9,29,,41
0,0.7310,330E930001,12,19,26,15
0,0.7310,330E930001,15,29,,41
0,0.0440,330E931001,9,29,,41
0,0.0440,330E931001,12,19,26,15
0,0.0440,330E931001,15,29,,41
0,0.0360,330E932001,9,29,,41
0,0.0360,330E932001,12,19,26,15
0,0.0360,330E932001,15,29,,41
0,0.6120,330E933001,9,29,,40
0,0.6120,330E933001,10,20,1,05
0,0.6120,330E933001,12,19,18,15
0,0.6120,330E933001,14,20,1,05
0,0.6120,330E933001,15,29,,40
0,0.6140,330E934001,9,29,,40
0,0.6140,330E934001,10,20,2,05
0,0.6140,330E934001,12,19,20,15
0,0.6140,330E934001,14,20,2,05
0,0.6140,330E934001,15,29,,40
0,0.1470,330E935001,9,29,,41
0,0.1470,330E935001,12,19,26,15
0,0.1470,330E935001,15,29,,41
0,0.7570,330E936001,9,29,,40
0,0.7570,330E936001,10,20,1,05
0,0.7570,330E936001,12,19,18,15
0,0.7570,330E936001,14,20,1,05
0,0.7570,330E936001,15,29,,40
0,0.2150,330E937001,9,29,,41
0,0.2150,330E937001,12,19,26,15
0,0.2150,330E937001,15,29,,41
0,0.2050,330E938001,9,29,,40
0,0.2050,330E938001,10,20,2,05
0,0.2050,330E938001,12,19,16,15
0,0.2050,330E938001,14,20,1,05
0,0.2050,330E938001,15,29,,40
0,0.1830,330E939001,9,29,,40
0,0.1830,330E939001,10,20,1,05
0,0.1830,330E939001,12,19,14,15
0,0.1830,330E939001,14,20,1,05
0,0.1830,330E939001,15,29,,40
0,0.0470,330E940001,9,29,,41
0,0.0470,330E940001,12,19,26,15
0,0.0470,330E940001,15,29,,41
0,0.1820,330E941001,9,29,,41
0,0.1820,330E941001,12,19,26,15
0,0.1820,330E941001,15,29,,41
0,0.1030,330E943001,9,29,,41
0,0.1030,330E943001,12,19,26,15
0,0.1030,330E943001,15,29,,41
0,0.30,330E944001,9,29,,41
0,0.30,330E944001,12,19,26,15
0,0.30,330E944001,15,29,,41
0,0.16,330E945001,9,29,,41
0,0.16,330E945001,12,19,26,15
0,0.16,330E945001,15,29,,41
0,0.6830,330E946001,9,29,,41
0,0.6830,330E946001,12,19,26,15
0,0.6830,330E946001,15,29,,41
0,0.8220,330E947001,9,29,,45
0,0.8220,330E947001,12,19,24,15
0,0.8220,330E947001,15,29,,45
0,0.2110,330E948001,9,29,,41
0,0.2110,330E948001,12,19,26,15
0,0.2110,330E948001,15,29,,41
0,0.5320,330E949001,9,29,,41
0,0.5320,330E949001,12,19,26,15
0,0.5320,330E949001,15,29,,41
0,0.0470,330E950001,9,29,,41
0,0.0470,330E950001,12,19,28,15
0,0.0470,330E950001,15,29,,41
0,0.0380,330E951001,9,29,,41
0,0.0380,330E951001,12,19,26,15
0,0.0380,330E951001,15,29,,41
0,0.14,330E953001,1,29,,41
0,0.14,330E953001,4,19,12,15
0,0.14,330E953001,7,29,,41
0,0.14,330E953001,8,40,20,26
0,0.14,330E953001,9,29,,45
0,0.14,330E953001,12,19,12,15
0,0.14,330E953001,15,29,,41
0.14,1.3730,330E953001,9,29,,41
0.14,1.3730,330E953001,12,19,26,15
0.14,1.3730,330E953001,15,29,,41
0,0.3280,330E954001,9,29,,41
0,0.3280,330E954001,12,19,26,15
0,0.3280,330E954001,14,20,1,05
0,0.3280,330E954001,15,29,,40
0.3280,0.7580,330E954001,9,29,,41
0.3280,0.7580,330E954001,12,19,26,15
0.3280,0.7580,330E954001,15,29,,41
0,0.3110,330E955001,9,29,,40
0,0.3110,330E955001,10,20,2,05
0,0.3110,330E955001,12,19,18,15
0,0.3110,330E955001,14,20,2,05
0,0.3110,330E955001,15,29,,40
0,0.0550,330E956001,9,29,,41
0,0.0550,330E956001,12,19,22,15
0,0.0550,330E956001,15,29,,41
0,0.6660,330E957001,9,29,,41
0,0.6660,330E957001,12,19,28,15
0,0.6660,330E957001,15,29,,41
0,0.13,330E958001,9,29,,41
0,0.13,330E958001,12,19,26,15
0,0.13,330E958001,15,29,,41
0,0.1790,330E959001,9,29,,41
0,0.1790,330E959001,12,19,26,15
0,0.1790,330E959001,15,29,,41
0,1.1130,330E960001,9,29,,41
0,1.1130,330E960001,12,19,26,15
0,1.1130,330E960001,15,29,,41
0,0.1140,330E961001,9,29,,41
0,0.1140,330E961001,12,19,26,15
0,0.1140,330E961001,15,29,,41
0,0.08,330E962001,9,29,,41
0,0.08,330E962001,12,19,26,15
0,0.08,330E962001,15,29,,41
0.08,0.20,330E962001,1,29,,40
0.08,0.20,330E962001,2,20,2,05
0.08,0.20,330E962001,4,19,16,15
0.08,0.20,330E962001,7,29,,41
0.08,0.20,330E962001,8,40,20,26
0.08,0.20,330E962001,9,29,,41
0.08,0.20,330E962001,12,19,16,15
0.08,0.20,330E962001,14,20,1,05
0.08,0.20,330E962001,15,29,,40
0.20,0.3040,330E962001,9,29,,41
0.20,0.3040,330E962001,12,19,26,15
0.20,0.3040,330E962001,15,29,,41
0,0.1640,330E963001,9,29,,41
0,0.1640,330E963001,12,19,26,15
0,0.1640,330E963001,15,29,,41
0,0.1630,330E964001,9,29,,41
0,0.1630,330E964001,12,19,26,15
0,0.1630,330E964001,15,29,,41
0,0.8580,330E965001,9,29,,41
0,0.8580,330E965001,12,19,26,15
0,0.8580,330E965001,15,29,,41
0,0.13,330E966001,9,29,,41
0,0.13,330E966001,12,19,26,15
0,0.13,330E966001,15,29,,41
0.13,0.27,330E966001,1,29,,41
0.13,0.27,330E966001,4,19,14,15
0.13,0.27,330E966001,7,29,,41
0.13,0.27,330E966001,8,40,30,26
0.13,0.27,330E966001,9,29,,41
0.13,0.27,330E966001,12,19,14,15
0.13,0.27,330E966001,15,29,,41
0.27,0.51,330E966001,9,29,,41
0.27,0.51,330E966001,12,19,26,15
0.27,0.51,330E966001,15,29,,41
0,0.3840,330E967001,9,29,,45
0,0.3840,330E967001,12,19,26,15
0,0.3840,330E967001,15,29,,45
0,0.3480,330E968001,9,29,,40
0,0.3480,330E968001,10,20,1,05
0,0.3480,330E968001,12,19,18,15
0,0.3480,330E968001,14,20,1,05
0,0.3480,330E968001,15,29,,40
0.3480,0.5790,330E968001,9,29,,40
0.3480,0.5790,330E968001,10,20,1,05
0.3480,0.5790,330E968001,12,19,12,06
0.3480,0.5790,330E968001,14,20,1,05
0.3480,0.5790,330E968001,15,29,,40
0,0.2690,330E969001,9,29,,40
0,0.2690,330E969001,10,20,1,05
0,0.2690,330E969001,12,19,20,15
0,0.2690,330E969001,14,20,1,05
0,0.2690,330E969001,15,29,,40
0,0.7830,330E970001,9,29,,40
0,0.7830,330E970001,10,20,2,05
0,0.7830,330E970001,12,19,16,06
0,0.7830,330E970001,14,20,2,05
0,0.7830,330E970001,15,29,,40
0,0.7320,330E971001,9,29,,40
0,0.7320,330E971001,10,20,2,05
0,0.7320,330E971001,12,19,20,15
0,0.7320,330E971001,14,20,2,05
0,0.7320,330E971001,15,29,,40
0,0.2560,330E972001,9,29,,40
0,0.2560,330E972001,10,20,2,05
0,0.2560,330E972001,12,19,18,15
0,0.2560,330E972001,14,20,2,05
0,0.2560,330E972001,15,29,,40
0,0.06,330E973001,1,29,,41
0,0.06,330E973001,4,19,20,15
0,0.06,330E973001,7,29,,41
0,0.06,330E973001,8,40,6,26
0,0.06,330E973001,9,29,,41
0,0.06,330E973001,12,19,20,15
0,0.06,330E973001,15,29,,41
0.06,0.5420,330E973001,9,29,,41
0.06,0.5420,330E973001,12,19,26,15
0.06,0.5420,330E973001,15,29,,41
0,2.69,330E974001,9,29,,40
0,2.69,330E974001,10,20,2,05
0,2.69,330E974001,12,19,16,15
0,2.69,330E974001,14,20,2,05
0,2.69,330E974001,15,29,,40
2.69,3.67,330E974001,9,29,,40
2.69,3.67,330E974001,10,20,2,05
2.69,3.67,330E974001,12,19,18,15
2.69,3.67,330E974001,14,20,2,05
2.69,3.67,330E974001,15,29,,40
3.67,4.0590,330E974001,9,29,,40
3.67,4.0590,330E974001,10,20,2,05
3.67,4.0590,330E974001,12,19,20,15
3.67,4.0590,330E974001,14,20,2,05
3.67,4.0590,330E974001,15,29,,40
0,0.1820,330E975001,9,29,,41
0,0.1820,330E975001,12,19,26,15
0,0.1820,330E975001,15,29,,41
0,0.05,330E976001,9,29,,42
0,0.05,330E976001,12,19,26,15
0,0.05,330E976001,15,29,,42
0,0.0450,330E977001,9,29,,41
0,0.0450,330E977001,12,19,26,15
0,0.0450,330E977001,15,29,,41
0,0.0490,330E978001,9,29,,42
0,0.0490,330E978001,12,19,26,15
0,0.0490,330E978001,15,29,,42
0,0.2830,330E979001,9,29,,40
0,0.2830,330E979001,10,20,1,05
0,0.2830,330E979001,12,19,14,06
0,0.2830,330E979001,14,20,1,05
0,0.2830,330E979001,15,29,,40
0,0.0570,330E980001,9,29,,41
0,0.0570,330E980001,12,19,26,15
0,0.0570,330E980001,15,29,,41
0,0.5410,330E981001,9,29,,41
0,0.5410,330E981001,12,19,26,15
0,0.5410,330E981001,15,29,,41
0,0.4160,330E982001,9,29,,41
0,0.4160,330E982001,12,19,26,15
0,0.4160,330E982001,15,29,,41
0,0.41,330E983001,9,29,,40
0,0.41,330E983001,10,20,1,05
0,0.41,330E983001,12,19,16,15
0,0.41,330E983001,14,20,1,05
0,0.41,330E983001,15,29,,40
0,0.1340,330E984001,9,29,,41
0,0.1340,330E984001,12,19,20,15
0,0.1340,330E984001,15,29,,41
0.1340,0.2790,330E984001,9,29,,40
0.1340,0.2790,330E984001,10,20,1,05
0.1340,0.2790,330E984001,12,19,14,15
0.1340,0.2790,330E984001,15,29,,41
0,0.1930,330E985001,9,29,,41
0,0.1930,330E985001,12,19,26,15
0,0.1930,330E985001,15,29,,41
0.1930,0.7810,330E985001,9,29,,40
0.1930,0.7810,330E985001,10,20,2,05
0.1930,0.7810,330E985001,12,19,20,15
0.1930,0.7810,330E985001,14,20,2,05
0.1930,0.7810,330E985001,15,29,,40
0,0.1550,330E986001,9,29,,41
0,0.1550,330E986001,12,19,26,15
0,0.1550,330E986001,15,29,,41
0.1550,0.2750,330E986001,1,29,,41
0.1550,0.2750,330E986001,4,19,14,15
0.1550,0.2750,330E986001,7,29,,41
0.1550,0.2750,330E986001,8,40,36,26
0.1550,0.2750,330E986001,9,29,,41
0.1550,0.2750,330E986001,12,19,14,15
0.1550,0.2750,330E986001,15,29,,41
0.2750,0.3490,330E986001,9,29,,41
0.2750,0.3490,330E986001,12,19,26,15
0.2750,0.3490,330E986001,15,29,,41
0,0.3620,330E987001,9,29,,40
0,0.3620,330E987001,10,20,1,05
0,0.3620,330E987001,12,19,14,15
0,0.3620,330E987001,14,20,1,05
0,0.3620,330E987001,15,29,,40
0,0.4350,330E988001,9,29,,40
0,0.4350,330E988001,10,20,1,05
0,0.4350,330E988001,12,19,18,15
0,0.4350,330E988001,14,20,1,05
0,0.4350,330E988001,15,29,,40
0.4350,0.6790,330E988001,9,29,,41
0.4350,0.6790,330E988001,12,19,26,15
0.4350,0.6790,330E988001,15,29,,41
0,0.1420,330E989001,9,29,,40
0,0.1420,330E989001,10,20,1,05
0,0.1420,330E989001,12,19,10,05
0,0.1420,330E989001,14,20,1,05
0,0.1420,330E989001,15,29,,40
0,0.0530,330E990001,9,29,,40
0,0.0530,330E990001,10,20,2,05
0,0.0530,330E990001,12,19,26,15
0,0.0530,330E990001,14,20,2,05
0,0.0530,330E990001,15,29,,40
0,0.0980,330E991001,9,29,,40
0,0.0980,330E991001,10,20,2,05
0,0.0980,330E991001,12,19,16,15
0,0.0980,330E991001,14,20,1,05
0,0.0980,330E991001,15,29,,40
0,0.0690,330E992001,9,29,,41
0,0.0690,330E992001,12,19,26,15
0,0.0690,330E992001,15,29,,41
0,1.0670,330E993001,9,29,,40
0,1.0670,330E993001,10,20,1,05
0,1.0670,330E993001,12,19,14,15
0,1.0670,330E993001,14,20,1,05
0,1.0670,330E993001,15,29,,40
0,0.32,330E994001,9,29,,40
0,0.32,330E994001,10,20,2,05
0,0.32,330E994001,12,19,16,15
0,0.32,330E994001,14,20,2,05
0,0.32,330E994001,15,29,,40
0.32,0.4420,330E994001,9,29,,40
0.32,0.4420,330E994001,10,20,2,05
0.32,0.4420,330E994001,12,19,16,06
0.32,0.4420,330E994001,14,20,1,05
0.32,0.4420,330E994001,15,29,,40
0,0.5110,330E995001,9,29,,41
0,0.5110,330E995001,12,19,26,15
0,0.5110,330E995001,15,29,,41
0,0.6340,330E996001,9,29,,40
0,0.6340,330E996001,10,20,2,05
0,0.6340,330E996001,12,19,18,15
0,0.6340,330E996001,14,20,2,05
0,0.6340,330E996001,15,29,,40
0,0.2960,330E997001,9,29,,40
0,0.2960,330E997001,10,20,2,05
0,0.2960,330E997001,12,19,12,06
0,0.2960,330E997001,14,20,2,05
0,0.2960,330E997001,15,29,,40
0,0.2380,330E998001,9,29,,40
0,0.2380,330E998001,10,20,2,05
0,0.2380,330E998001,12,19,16,15
0,0.2380,330E998001,14,20,2,05
0,0.2380,330E998001,15,29,,40
0,0.0580,330E999001,9,29,,41
0,0.0580,330E999001,12,19,26,15
0,0.0580,330E999001,15,29,,41
0,0.2920,330F002001,9,29,,41
0,0.2920,330F002001,12,19,24,15
0,0.2920,330F002001,15,29,,41
0,0.0540,330F003001,9,29,,41
0,0.0540,330F003001,12,19,26,15
0,0.0540,330F003001,15,29,,41
0,0.1090,330F004001,9,29,,45
0,0.1090,330F004001,12,19,24,15
0,0.1090,330F004001,15,29,,41
0,0.0750,330F005001,9,29,,41
0,0.0750,330F005001,12,19,26,15
0,0.0750,330F005001,15,29,,41
0,0.34,330F006001,9,29,,41
0,0.34,330F006001,12,19,26,15
0,0.34,330F006001,15,29,,41
0,0.2960,330F007001,9,29,,40
0,0.2960,330F007001,10,20,1,05
0,0.2960,330F007001,12,19,18,06
0,0.2960,330F007001,14,20,1,05
0,0.2960,330F007001,15,29,,40
0,0.2110,330F008001,9,29,,45
0,0.2110,330F008001,12,19,24,15
0,0.2110,330F008001,15,29,,41
